player_id,player_display_name,position,team,opponent_team,season,week,projected_pts,ceiling_pts,projection_units
00-0036613,Jaylen Waddle,WR,DEN,KC,2026,1,14.091059999999999,19.241059999999997,direct_dk_points
00-0040718,Travis Hunter,WR,JAX,CLE,2026,1,3.693932,8.843932,direct_dk_points
00-0039894,Xavier Worthy,WR,KC,DEN,2026,1,9.678456,14.828456000000001,direct_dk_points
00-0036252,Michael Pittman,WR,PIT,ATL,2026,1,10.127576000000001,15.277576000000002,direct_dk_points
00-0033555,Mack Hollins,WR,NE,SEA,2026,1,3.7051600000000002,8.855160000000001,direct_dk_points
00-0039890,Adonai Mitchell,WR,NYJ,TEN,2026,1,6.5683,11.7183,direct_dk_points
00-0039868,Troy Franklin,WR,DEN,KC,2026,1,2.930428,8.080428000000001,direct_dk_points
00-0039491,Jalen Coker,WR,CAR,CHI,2026,1,11.542304000000001,16.692304,direct_dk_points
00-0040134,Pat Bryant,WR,DEN,KC,2026,1,7.107244000000001,12.257244,direct_dk_points
00-0039855,Jalen McMillan,WR,TB,CIN,2026,1,7.320576,12.470576000000001,direct_dk_points
00-0039901,Keon Coleman,WR,BUF,HOU,2026,1,4.4911200000000004,9.64112,direct_dk_points
00-0039424,Devaughn Vele,WR,NO,DET,2026,1,9.341615999999998,14.491615999999999,direct_dk_points
00-0040669,Isaac TeSlaa,WR,DET,NO,2026,1,5.0862039999999995,10.236204,direct_dk_points
00-0033908,Cooper Kupp,WR,SEA,NE,2026,1,7.702328,12.852328,direct_dk_points
00-0040727,Tre' Harris,WR,LAC,ARI,2026,1,5.793568,10.943567999999999,direct_dk_points
00-0037545,Rashid Shaheed,WR,SEA,NE,2026,1,8.971091999999999,14.121091999999999,direct_dk_points
00-0037816,Romeo Doubs,WR,NE,SEA,2026,1,10.172488000000001,15.322488000000002,direct_dk_points
00-0037666,Jalen Tolbert,WR,MIA,LV,2026,1,3.4244600000000003,8.57446,direct_dk_points
00-0039880,Malik Washington,WR,MIA,LV,2026,1,7.938116,13.088116,direct_dk_points
00-0040667,Matthew Golden,WR,GB,MIN,2026,1,9.644772,14.794772,direct_dk_points
00-0040729,Jack Bech,WR,LV,MIA,2026,1,4.43498,9.584980000000002,direct_dk_points
00-0038619,Andrei Iosivas,WR,CIN,TB,2026,1,5.55778,10.70778,direct_dk_points
00-0030279,Keenan Allen,WR,IND,BAL,2026,1,7.57882,12.72882,direct_dk_points
00-0037614,John Metchie,WR,CAR,CHI,2026,1,3.53674,8.68674,direct_dk_points
00-0036550,Rashod Bateman,WR,BAL,IND,2026,1,7.57882,12.72882,direct_dk_points
00-0039920,Malachi Corley,WR,CLE,JAX,2026,1,0.606232,5.756232000000001,direct_dk_points
00-0037291,Jalen Nailor,WR,LV,MIA,2026,1,8.173904,13.323904,direct_dk_points
00-0038618,Xavier Hutchinson,WR,HOU,BUF,2026,1,4.333928,9.483928,direct_dk_points
00-0039451,Isaiah Williams,WR,NYJ,TEN,2026,1,2.7170959999999997,7.867096,direct_dk_points
00-0035662,Marquise Brown,WR,PHI,WAS,2026,1,3.379548,8.529548,direct_dk_points
00-0036309,Darnell Mooney,WR,NYG,DAL,2026,1,5.973216,11.123216,direct_dk_points
00-0037801,KaVontae Turpin,WR,DAL,NYG,2026,1,3.974632,9.124632,direct_dk_points
00-0038976,Marvin Mims,WR,DEN,KC,2026,1,4.457436,9.607436,direct_dk_points
00-0036988,Joshua Palmer,WR,BUF,HOU,2026,1,2.234292,7.384292,direct_dk_points
00-0034837,Calvin Ridley,WR,TEN,NYJ,2026,1,6.68058,11.830580000000001,direct_dk_points
00-0040782,Isaiah Bond,WR,CLE,JAX,2026,1,2.4363960000000002,7.586396000000001,direct_dk_points
00-0037741,Jahan Dotson,WR,ATL,PIT,2026,1,4.929012,10.079012,direct_dk_points
00-0031235,Odell Beckham,WR,NYG,DAL,2026,1,2.380256,7.5302560000000005,direct_dk_points
00-0039410,Ryan Flournoy,WR,DAL,NYG,2026,1,7.118472000000001,12.268472000000001,direct_dk_points
00-0037742,Treylon Burks,WR,WAS,PHI,2026,1,2.267976,7.417976,direct_dk_points
00-0039342,Xavier Legette,WR,CAR,CHI,2026,1,3.154988,8.304988,direct_dk_points
00-0035208,Olamide Zaccheaus,WR,ATL,PIT,2026,1,4.816732,9.966732,direct_dk_points
00-0040138,Jaylin Noel,WR,HOU,BUF,2026,1,5.074976,10.224976000000002,direct_dk_points
00-0038393,Dontayvion Wicks,WR,PHI,WAS,2026,1,7.7247840000000005,12.874784000000002,direct_dk_points
00-0038104,Tyquan Thornton,WR,KC,DEN,2026,1,5.1535720000000005,10.303572,direct_dk_points
00-0033307,Kendrick Bourne,WR,ARI,LAC,2026,1,4.794276,9.944276,direct_dk_points
00-0038359,Xavier Smith,WR,LA,SF,2026,1,1.380964,6.530964000000001,direct_dk_points
sleeper:13296,Caleb Douglas,WR,MIA,LV,2026,1,5.38936,10.53936,direct_dk_points
00-0040590,Konata Mumpfield,WR,LA,SF,2026,1,1.190088,6.340088000000001,direct_dk_points
sleeper:13311,Chris Bell,WR,MIA,LV,2026,1,4.165508,9.315508000000001,direct_dk_points
sleeper:13298,KC Concepcion,WR,CLE,JAX,2026,1,9.274248,14.424248,direct_dk_points
sleeper:13533,Barion Brown,WR,NO,DET,2026,1,2.8406040000000004,7.990604000000001,direct_dk_points
sleeper:13274,Germie Bernard,WR,PIT,ATL,2026,1,5.366904,10.516904,direct_dk_points
sleeper:13297,Reggie Virgil,WR,ARI,LAC,2026,1,1.818856,6.968856000000001,direct_dk_points
00-0040131,Kyle Williams,WR,NE,SEA,2026,1,0.6511440000000001,5.801144000000001,direct_dk_points
00-0038621,DeMario Douglas,WR,NE,SEA,2026,1,6.253916,11.403916,direct_dk_points
sleeper:13293,Ja'Kobi Lane,WR,BAL,IND,2026,1,5.209712000000001,10.359712000000002,direct_dk_points
sleeper:13338,Kevin Coleman,WR,MIA,LV,2026,1,2.851832,8.001832,direct_dk_points
sleeper:13279,Carnell Tate,WR,TEN,NYJ,2026,1,11.396340000000002,16.54634,direct_dk_points
sleeper:13301,Antonio Williams,WR,WAS,PHI,2026,1,3.25604,8.40604,direct_dk_points
sleeper:13411,Zavion Thomas,WR,CHI,CAR,2026,1,3.4020040000000003,8.552004,direct_dk_points
00-0038608,Kayshon Boutte,WR,HOU,BUF,2026,1,9.442668000000001,14.592668000000002,direct_dk_points
00-0039739,Roman Wilson,WR,PIT,ATL,2026,1,2.234292,7.384292,direct_dk_points
00-0032775,Demarcus Robinson,WR,SF,LA,2026,1,3.08762,8.23762,direct_dk_points
sleeper:13346,Denzel Boston,WR,CLE,JAX,2026,1,7.63496,12.784960000000002,direct_dk_points
sleeper:13317,Ted Hurst,WR,TB,CIN,2026,1,3.345864,8.495864000000001,direct_dk_points
00-0032464,Kalif Raymond,WR,CHI,CAR,2026,1,3.907264,9.057264,direct_dk_points
00-0040218,Jimmy Horn,WR,CAR,CHI,2026,1,2.166924,7.316924,direct_dk_points
sleeper:13320,Zachariah Branch,WR,ATL,PIT,2026,1,2.762008,7.912008,direct_dk_points
00-0040582,Arian Smith,WR,NYJ,TEN,2026,1,0.696056,5.846056000000001,direct_dk_points
00-0040277,Jahdae Walker,WR,CHI,CAR,2026,1,2.324116,7.474116,direct_dk_points
sleeper:13329,Malik Benson,WR,LV,MIA,2026,1,0.40412800000000004,5.554128,direct_dk_points
sleeper:13294,Makai Lemon,WR,PHI,WAS,2026,1,5.961988,11.111988,direct_dk_points
sleeper:13276,Omar Cooper,WR,NYJ,TEN,2026,1,4.09814,9.24814,direct_dk_points
00-0040154,Tai Felton,WR,MIN,GB,2026,1,1.987276,7.137276,direct_dk_points
00-0040184,KeAndre Lambert-Smith,WR,LAC,ARI,2026,1,1.257456,6.407456,direct_dk_points
00-0039751,Jordan Whittington,WR,LA,SF,2026,1,0.965528,6.115528,direct_dk_points
00-0035406,Lil'Jordan Humphrey,WR,DEN,KC,2026,1,2.290432,7.440432,direct_dk_points
00-0040646,Jalen Royals,WR,KC,DEN,2026,1,1.85254,7.002540000000001,direct_dk_points
00-0038090,Skyy Moore,WR,GB,MIN,2026,1,0.606232,5.756232000000001,direct_dk_points
00-0040237,Tez Johnson,WR,TB,CIN,2026,1,2.9079720000000004,8.057972000000001,direct_dk_points
00-0033375,Tim Patrick,WR,NYJ,TEN,2026,1,1.044124,6.194124,direct_dk_points
sleeper:13413,Cyrus Allen,WR,KC,DEN,2026,1,1.9311360000000002,7.081136000000001,direct_dk_points
sleeper:13394,Josh Cameron,WR,JAX,CLE,2026,1,0.819564,5.969564,direct_dk_points
00-0040648,Tory Horton,WR,SEA,NE,2026,1,3.671476,8.821476,direct_dk_points
00-0038519,Nikko Remigio,WR,KC,DEN,2026,1,0.538864,5.688864000000001,direct_dk_points
00-0038640,Jalen Brooks,WR,ARI,LAC,2026,1,1.7065759999999999,6.8565760000000004,direct_dk_points
00-0039365,Jacob Cowing,WR,SF,LA,2026,1,0.415356,5.565356,direct_dk_points
00-0038840,Brycen Tremayne,WR,CAR,CHI,2026,1,0.40412800000000004,5.554128,direct_dk_points
sleeper:13268,Elijah Sarratt,WR,BAL,IND,2026,1,1.302368,6.452368,direct_dk_points
00-0037524,Tay Martin,WR,DET,NO,2026,1,0.5051800000000001,5.6551800000000005,direct_dk_points
00-0040172,Jordan Watkins,WR,SF,LA,2026,1,0.5950040000000001,5.745004000000001,direct_dk_points
00-0038573,Derius Davis,WR,LAC,ARI,2026,1,0.5950040000000001,5.745004000000001,direct_dk_points
sleeper:13477,Colbie Young,WR,CIN,TB,2026,1,2.7956920000000003,7.945692000000001,direct_dk_points
sleeper:13333,Deion Burks,WR,IND,BAL,2026,1,1.1564040000000002,6.306404000000001,direct_dk_points
sleeper:13491,Kaden Wetjen,WR,PIT,ATL,2026,1,0.527636,5.677636000000001,direct_dk_points
00-0037093,Dareke Young,WR,LV,MIA,2026,1,0.808336,5.958336,direct_dk_points
sleeper:13285,Malachi Fields,WR,NYG,DAL,2026,1,6.759176,11.909176,direct_dk_points
sleeper:13420,Bryce Lance,WR,NO,DET,2026,1,2.7170959999999997,7.867096,direct_dk_points
00-0040075,LaJohntay Wester,WR,BAL,IND,2026,1,0.61746,5.767460000000001,direct_dk_points
sleeper:13380,Brenen Thompson,WR,LAC,ARI,2026,1,1.6167520000000002,6.766752,direct_dk_points
sleeper:13402,Skyler Bell,WR,BUF,HOU,2026,1,1.4146480000000001,6.564648,direct_dk_points
00-0035021,Ashton Dulin,WR,IND,BAL,2026,1,2.256748,7.406748,direct_dk_points
00-0036630,Tylan Wallace,WR,CLE,JAX,2026,1,0.920616,6.070616,direct_dk_points
00-0039792,Devontez Walker,WR,BAL,IND,2026,1,2.312888,7.462888,direct_dk_points
00-0036331,Devin Duvernay,WR,ARI,LAC,2026,1,0.9093880000000001,6.059388,direct_dk_points
00-0037091,Bo Melton,WR,GB,MIN,2026,1,2.234292,7.384292,direct_dk_points
00-0040024,Darius Cooper,WR,PHI,WAS,2026,1,0.830792,5.980792,direct_dk_points
sleeper:13270,CJ Daniels,WR,LA,SF,2026,1,2.380256,7.5302560000000005,direct_dk_points
00-0039589,Kameron Johnson,WR,TB,CIN,2026,1,0.875704,6.025704,direct_dk_points
00-0036849,Tutu Atwell,WR,LA,SF,2026,1,0.49395200000000006,5.6439520000000005,direct_dk_points
sleeper:13417,De'Zhaun Stribling,WR,SF,LA,2026,1,6.849,11.999,direct_dk_points
00-0040164,Jaylin Lane,WR,WAS,PHI,2026,1,2.514992,7.664992,direct_dk_points
00-0040563,Efton Chism,WR,NE,SEA,2026,1,0.5051800000000001,5.6551800000000005,direct_dk_points
