player_id,player_display_name,position,team,opponent_team,season,week,projected_pts,ceiling_pts,projection_units,implied_team_total
00-0031408,Mike Evans,WR,SF,MIA,2026,2,11.502976820644749,16.81297682064475,direct_dk_points,29.25
00-0035659,Terry McLaurin,WR,WAS,DAL,2026,2,11.451023767543086,16.761023767543087,direct_dk_points,23.5
00-0039919,Rome Odunze,WR,CHI,MIN,2026,2,11.450326362823185,16.760326362823186,direct_dk_points,27.5
00-0040124,Tetairoa McMillan,WR,CAR,ATL,2026,2,11.408955737535887,16.718955737535886,direct_dk_points,22.5
00-0039337,Malik Nabers,WR,NYG,LA,2026,2,11.375760784044276,16.685760784044277,direct_dk_points,20.75
00-0034960,Jakobi Meyers,WR,JAX,DEN,2026,2,11.024670048194952,16.33467004819495,direct_dk_points,21.0
00-0038124,Christian Watson,WR,GB,NYJ,2026,2,10.736912726722615,16.046912726722613,direct_dk_points,24.25
00-0036322,Justin Jefferson,WR,MIN,CHI,2026,2,10.735967957276713,16.045967957276712,direct_dk_points,22.0
00-0038544,Quentin Johnston,WR,LAC,LV,2026,2,10.369914699499514,15.679914699499513,direct_dk_points,25.25
00-0034827,DJ Moore,WR,BUF,DET,2026,2,10.158669315049298,15.468669315049297,direct_dk_points,29.0
00-0036912,DeVonta Smith,WR,PHI,TEN,2026,2,10.109407288786791,15.41940728878679,direct_dk_points,23.25
00-0038563,Tre Tucker,WR,LV,LAC,2026,2,9.725652055769038,15.035652055769038,direct_dk_points,18.25
00-0037240,Jameson Williams,WR,DET,BUF,2026,2,9.63221140432937,14.94221140432937,direct_dk_points,24.5
00-0033921,Chris Godwin,WR,TB,CLE,2026,2,9.530172170695817,14.840172170695816,direct_dk_points,24.5
00-0036410,Tee Higgins,WR,CIN,HOU,2026,2,9.509712379508995,14.819712379508996,direct_dk_points,21.75
00-0037740,Garrett Wilson,WR,NYJ,GB,2026,2,9.36547914643087,14.67547914643087,direct_dk_points,20.25
00-0040129,Emeka Egbuka,WR,TB,CLE,2026,2,9.28566977287927,14.595669772879269,direct_dk_points,24.5
00-0039915,Ladd McConkey,WR,LAC,LV,2026,2,8.958206557258642,14.26820655725864,direct_dk_points,25.25
00-0038606,Parker Washington,WR,JAX,DEN,2026,2,8.840314218421,14.150314218420998,direct_dk_points,21.0
00-0036407,Jerry Jeudy,WR,CLE,TB,2026,2,8.631278592058878,13.941278592058879,direct_dk_points,16.0
00-0038117,Wan'Dale Robinson,WR,TEN,PHI,2026,2,8.469546541250908,13.779546541250909,direct_dk_points,16.25
00-0035640,DK Metcalf,WR,PIT,NE,2026,2,8.450407682894006,13.760407682894005,direct_dk_points,18.25
00-0037261,Khalil Shakir,WR,BUF,DET,2026,2,8.358921170056055,13.668921170056056,direct_dk_points,29.0
00-0039146,Jayden Reed,WR,GB,NYJ,2026,2,8.101964003515008,13.411964003515006,direct_dk_points,24.25
00-0039893,Brian Thomas,WR,JAX,DEN,2026,2,7.967033634236493,13.277033634236492,direct_dk_points,21.0
00-0035719,Deebo Samuel,WR,SF,MIA,2026,2,7.82296802506181,13.13296802506181,direct_dk_points,29.25
00-0038994,Jordan Addison,WR,MIN,CHI,2026,2,7.794927369801547,13.104927369801548,direct_dk_points,22.0
00-0037664,Alec Pierce,WR,IND,KC,2026,2,7.6157714290799845,12.925771429079983,direct_dk_points,20.5
00-0031588,Stefon Diggs,WR,WAS,DAL,2026,2,7.597982069163621,12.90798206916362,direct_dk_points,23.5
00-0039890,Adonai Mitchell,WR,NYJ,GB,2026,2,7.556211213181719,12.866211213181717,direct_dk_points,20.25
00-0039849,Marvin Harrison,WR,ARI,SEA,2026,2,7.306800859537498,12.616800859537499,direct_dk_points,18.5
00-0040735,Luther Burden,WR,CHI,MIN,2026,2,6.724367389970892,12.034367389970893,direct_dk_points,27.5
00-0038997,Josh Downs,WR,IND,KC,2026,2,6.612966871261923,11.922966871261924,direct_dk_points,20.5
00-0036259,Jauan Jennings,WR,MIN,CHI,2026,2,6.56591979906557,11.87591979906557,direct_dk_points,22.0
00-0039894,Xavier Worthy,WR,KC,IND,2026,2,6.498031924966526,11.808031924966524,direct_dk_points,27.0
00-0033555,Mack Hollins,WR,NE,PIT,2026,2,6.46505362057176,11.77505362057176,direct_dk_points,23.75
00-0036550,Rashod Bateman,WR,BAL,NO,2026,2,6.365570392727541,11.67557039272754,direct_dk_points,27.75
00-0039868,Troy Franklin,WR,DEN,JAX,2026,2,6.342699258215628,11.652699258215627,direct_dk_points,23.5
00-0036613,Jaylen Waddle,WR,DEN,JAX,2026,2,6.288319209425056,11.598319209425057,direct_dk_points,23.5
00-0040134,Pat Bryant,WR,DEN,JAX,2026,2,6.242892927604068,11.552892927604066,direct_dk_points,23.5
00-0040718,Travis Hunter,WR,JAX,DEN,2026,2,6.053714820191015,11.363714820191014,direct_dk_points,21.0
00-0040705,Chimere Dike,WR,TEN,PHI,2026,2,5.90436025760283,11.21436025760283,direct_dk_points,16.25
00-0039491,Jalen Coker,WR,CAR,ATL,2026,2,5.719958210516166,11.029958210516167,direct_dk_points,22.5
00-0039901,Keon Coleman,WR,BUF,DET,2026,2,5.612611658649152,10.922611658649153,direct_dk_points,29.0
00-0037545,Rashid Shaheed,WR,SEA,ARI,2026,2,5.345058830460356,10.655058830460355,direct_dk_points,23.0
00-0037816,Romeo Doubs,WR,NE,PIT,2026,2,5.0832062315846915,10.393206231584692,direct_dk_points,23.75
00-0033908,Cooper Kupp,WR,SEA,ARI,2026,2,4.759137077484004,10.069137077484005,direct_dk_points,23.0
00-0040667,Matthew Golden,WR,GB,NYJ,2026,2,4.692006967115352,10.002006967115353,direct_dk_points,24.25
00-0036252,Michael Pittman,WR,PIT,NE,2026,2,4.625871145796169,9.935871145796169,direct_dk_points,18.25
00-0039880,Malik Washington,WR,MIA,SF,2026,2,4.625603433515508,9.935603433515507,direct_dk_points,16.25
00-0040170,Elic Ayomanor,WR,TEN,PHI,2026,2,4.585930143837592,9.895930143837592,direct_dk_points,16.25
00-0039424,Devaughn Vele,WR,NO,BAL,2026,2,4.583661788636311,9.893661788636312,direct_dk_points,19.25
00-0040727,Tre' Harris,WR,LAC,LV,2026,2,4.457853502246948,9.767853502246947,direct_dk_points,25.25
00-0039410,Ryan Flournoy,WR,DAL,WAS,2026,2,4.204884767248529,9.514884767248528,direct_dk_points,27.0
00-0040729,Jack Bech,WR,LV,LAC,2026,2,4.127195205561907,9.437195205561906,direct_dk_points,18.25
00-0039451,Isaiah Williams,WR,NYJ,GB,2026,2,4.0510005785193535,9.361000578519352,direct_dk_points,20.25
00-0039342,Xavier Legette,WR,CAR,ATL,2026,2,3.8152435536011544,9.125243553601154,direct_dk_points,22.5
00-0037741,Jahan Dotson,WR,ATL,CAR,2026,2,3.6247627026794063,8.934762702679405,direct_dk_points,21.0
00-0034837,Calvin Ridley,WR,TEN,PHI,2026,2,3.617165427408894,8.927165427408895,direct_dk_points,16.25
00-0038618,Xavier Hutchinson,WR,HOU,CIN,2026,2,3.5963495849017573,8.906349584901758,direct_dk_points,24.75
00-0040669,Isaac TeSlaa,WR,DET,BUF,2026,2,3.472375011382862,8.782375011382861,direct_dk_points,24.5
00-0036309,Darnell Mooney,WR,NYG,LA,2026,2,3.3656134185447533,8.675613418544753,direct_dk_points,20.75
00-0035208,Olamide Zaccheaus,WR,ATL,CAR,2026,2,3.2846271556897624,8.594627155689762,direct_dk_points,21.0
00-0038619,Andrei Iosivas,WR,CIN,HOU,2026,2,3.28291555692796,8.59291555692796,direct_dk_points,21.75
00-0038976,Marvin Mims,WR,DEN,JAX,2026,2,3.247454505795144,8.557454505795143,direct_dk_points,23.5
00-0037291,Jalen Nailor,WR,LV,LAC,2026,2,3.2386524366555776,8.548652436655576,direct_dk_points,18.25
00-0039920,Malachi Corley,WR,CLE,TB,2026,2,3.2353658925604476,8.545365892560447,direct_dk_points,16.0
00-0040138,Jaylin Noel,WR,HOU,CIN,2026,2,3.198296059990269,8.508296059990268,direct_dk_points,24.75
00-0037801,KaVontae Turpin,WR,DAL,WAS,2026,2,3.1176098036865802,8.427609803686579,direct_dk_points,27.0
00-0035662,Marquise Brown,WR,PHI,TEN,2026,2,3.094427709496098,8.404427709496098,direct_dk_points,23.25
00-0036988,Joshua Palmer,WR,BUF,DET,2026,2,3.064719355051623,8.374719355051623,direct_dk_points,29.0
00-0031235,Odell Beckham,WR,NYG,LA,2026,2,2.96421704637312,8.27421704637312,direct_dk_points,20.75
00-0030279,Keenan Allen,WR,IND,KC,2026,2,2.9348374146521428,8.244837414652142,direct_dk_points,20.5
00-0032398,Chris Moore,WR,BAL,NO,2026,2,2.926357905632275,8.236357905632275,direct_dk_points,27.75
00-0032775,Demarcus Robinson,WR,SF,MIA,2026,2,2.832079035775956,8.142079035775955,direct_dk_points,29.25
00-0040131,Kyle Williams,WR,NE,PIT,2026,2,2.7882843545537557,8.098284354553755,direct_dk_points,23.75
00-0032464,Kalif Raymond,WR,CHI,MIN,2026,2,2.722829425170572,8.032829425170572,direct_dk_points,27.5
00-0038393,Dontayvion Wicks,WR,PHI,TEN,2026,2,2.6479717625846195,7.957971762584619,direct_dk_points,23.25
00-0038359,Xavier Smith,WR,LA,NYG,2026,2,2.6210024113589827,7.931002411358982,direct_dk_points,27.75
00-0033307,Kendrick Bourne,WR,ARI,SEA,2026,2,2.509301108630421,7.8193011086304205,direct_dk_points,18.5
sleeper:13296,Caleb Douglas,WR,MIA,SF,2026,2,2.5092863688407228,7.819286368840722,direct_dk_points,16.25
00-0040218,Jimmy Horn,WR,CAR,ATL,2026,2,2.45786456182147,7.76786456182147,direct_dk_points,22.5
00-0040782,Isaiah Bond,WR,CLE,TB,2026,2,2.435526039543684,7.745526039543684,direct_dk_points,16.0
00-0040590,Konata Mumpfield,WR,LA,NYG,2026,2,2.4233907660205443,7.733390766020544,direct_dk_points,27.75
00-0038621,DeMario Douglas,WR,NE,PIT,2026,2,2.1903129770328187,7.500312977032818,direct_dk_points,23.75
00-0039062,Jonathan Mingo,WR,DAL,WAS,2026,2,2.1765872368090244,7.486587236809024,direct_dk_points,27.0
sleeper:13320,Zachariah Branch,WR,ATL,CAR,2026,2,2.1665154213819395,7.476515421381939,direct_dk_points,21.0
sleeper:13533,Barion Brown,WR,NO,BAL,2026,2,2.153954253288978,7.4639542532889775,direct_dk_points,19.25
00-0038090,Skyy Moore,WR,GB,NYJ,2026,2,2.134699865156078,7.444699865156077,direct_dk_points,24.25
00-0038104,Tyquan Thornton,WR,KC,IND,2026,2,2.081289406127916,7.391289406127916,direct_dk_points,27.0
sleeper:13394,Josh Cameron,WR,JAX,DEN,2026,2,2.060909501149306,7.370909501149306,direct_dk_points,21.0
sleeper:13311,Chris Bell,WR,MIA,SF,2026,2,1.9384216785556143,7.248421678555614,direct_dk_points,16.25
sleeper:13294,Makai Lemon,WR,PHI,TEN,2026,2,1.9282098005684505,7.23820980056845,direct_dk_points,23.25
sleeper:13301,Antonio Williams,WR,WAS,DAL,2026,2,1.9249304514590564,7.234930451459056,direct_dk_points,23.5
00-0038519,Nikko Remigio,WR,KC,IND,2026,2,1.9204224562544723,7.230422456254471,direct_dk_points,27.0
sleeper:13279,Carnell Tate,WR,TEN,PHI,2026,2,1.9142452857871342,7.224245285787134,direct_dk_points,16.25
00-0038840,Brycen Tremayne,WR,CAR,ATL,2026,2,1.9123381245086906,7.22233812450869,direct_dk_points,22.5
sleeper:13317,Ted Hurst,WR,TB,CLE,2026,2,1.8983031259380438,7.208303125938043,direct_dk_points,24.5
00-0040237,Tez Johnson,WR,TB,CLE,2026,2,1.898008084828522,7.2080080848285215,direct_dk_points,24.5
00-0039751,Jordan Whittington,WR,LA,NYG,2026,2,1.8304222703396882,7.140422270339688,direct_dk_points,27.75
sleeper:13298,KC Concepcion,WR,CLE,TB,2026,2,1.8136937187282407,7.123693718728241,direct_dk_points,16.0
00-0040582,Arian Smith,WR,NYJ,GB,2026,2,1.8116616216198143,7.121661621619814,direct_dk_points,20.25
00-0040277,Jahdae Walker,WR,CHI,MIN,2026,2,1.788756375070439,7.0987563750704386,direct_dk_points,27.5
00-0039365,Jacob Cowing,WR,SF,MIA,2026,2,1.7631990978160526,7.073199097816052,direct_dk_points,29.25
00-0036626,Dyami Brown,WR,WAS,DAL,2026,2,1.7576689045427638,7.067668904542764,direct_dk_points,23.5
00-0036331,Devin Duvernay,WR,ARI,SEA,2026,2,1.754740290773845,7.064740290773845,direct_dk_points,18.5
sleeper:13411,Zavion Thomas,WR,CHI,MIN,2026,2,1.7506075495530558,7.060607549553056,direct_dk_points,27.5
00-0036862,Ben Skowronek,WR,PIT,NE,2026,2,1.720520847982414,7.030520847982413,direct_dk_points,18.25
00-0038608,Kayshon Boutte,WR,HOU,CIN,2026,2,1.6874472068989372,6.997447206898936,direct_dk_points,24.75
00-0038640,Jalen Brooks,WR,ARI,SEA,2026,2,1.6824310096486688,6.992431009648668,direct_dk_points,18.5
00-0038573,Derius Davis,WR,LAC,LV,2026,2,1.6622855436185964,6.972285543618596,direct_dk_points,25.25
sleeper:13274,Germie Bernard,WR,PIT,NE,2026,2,1.6335490587139208,6.94354905871392,direct_dk_points,18.25
sleeper:13329,Malik Benson,WR,LV,LAC,2026,2,1.6081655763586633,6.918165576358663,direct_dk_points,18.25
00-0040646,Jalen Royals,WR,KC,IND,2026,2,1.603062328589167,6.913062328589167,direct_dk_points,27.0
sleeper:13333,Deion Burks,WR,IND,KC,2026,2,1.6029902284940887,6.912990228494088,direct_dk_points,20.5
sleeper:13346,Denzel Boston,WR,CLE,TB,2026,2,1.5870541640077904,6.89705416400779,direct_dk_points,16.0
00-0035544,Tom Kennedy,WR,DET,BUF,2026,2,1.5740740883704565,6.884074088370456,direct_dk_points,24.5
sleeper:13264,Dohnte Meyers,WR,CIN,HOU,2026,2,1.5726918945137593,6.8826918945137585,direct_dk_points,21.75
sleeper:13285,Malachi Fields,WR,NYG,LA,2026,2,1.5621965180300534,6.872196518030053,direct_dk_points,20.75
00-0037093,Dareke Young,WR,LV,LAC,2026,2,1.5263106774495343,6.836310677449534,direct_dk_points,18.25
sleeper:13380,Brenen Thompson,WR,LAC,LV,2026,2,1.5197785569423619,6.829778556942362,direct_dk_points,25.25
00-0040506,Myles Price,WR,MIN,CHI,2026,2,1.5055369983280276,6.815536998328027,direct_dk_points,22.0
00-0039589,Kameron Johnson,WR,TB,CLE,2026,2,1.5030875550047234,6.8130875550047225,direct_dk_points,24.5
sleeper:13477,Colbie Young,WR,CIN,HOU,2026,2,1.50272952201624,6.812729522016239,direct_dk_points,21.75
00-0040075,LaJohntay Wester,WR,BAL,NO,2026,2,1.4860302051337937,6.7960302051337935,direct_dk_points,27.75
00-0035021,Ashton Dulin,WR,IND,KC,2026,2,1.4674986400774175,6.777498640077417,direct_dk_points,20.5
00-0036630,Tylan Wallace,WR,CLE,TB,2026,2,1.441394085482561,6.751394085482561,direct_dk_points,16.0
00-0040164,Jaylin Lane,WR,WAS,DAL,2026,2,1.3908249367985528,6.700824936798552,direct_dk_points,23.5
00-0040154,Tai Felton,WR,MIN,CHI,2026,2,1.3827241577690028,6.692724157769002,direct_dk_points,22.0
00-0039739,Roman Wilson,WR,PIT,NE,2026,2,1.3154457516113858,6.625445751611386,direct_dk_points,18.25
00-0037524,Tay Martin,WR,DET,BUF,2026,2,1.268162618163481,6.57816261816348,direct_dk_points,24.5
sleeper:13420,Bryce Lance,WR,NO,BAL,2026,2,1.2540011442872983,6.564001144287298,direct_dk_points,19.25
00-0040024,Darius Cooper,WR,PHI,TEN,2026,2,1.2346440859486165,6.544644085948616,direct_dk_points,23.25
sleeper:13338,Kevin Coleman,WR,MIA,SF,2026,2,1.1945534193099439,6.504553419309944,direct_dk_points,16.25
00-0037091,Bo Melton,WR,GB,NYJ,2026,2,1.1550904279564589,6.465090427956459,direct_dk_points,24.25
sleeper:13491,Kaden Wetjen,WR,PIT,NE,2026,2,1.088229980844291,6.398229980844291,direct_dk_points,18.25
sleeper:13413,Cyrus Allen,WR,KC,IND,2026,2,1.0214408276998177,6.331440827699817,direct_dk_points,27.0
