player_id,player_display_name,position,team,opponent_team,season,week,projected_pts,gsis_id,sleeper_id,identity_source,game_id,kickoff,provider_depth_tier,depth_lane,slp_proj,injury_status,pred_qb_pass_yards,pred_qb_rush_yards,pred_qb_receptions,pred_rush_yards,pred_rec_yards,pred_rb_receptions,pred_wr_rec_yards,pred_wr_receptions,pred_te_rec_yards,pred_te_receptions,off_epa_rank,implied_team_total,injury_status_score,actual_half_ppr,projection_error,absolute_error
00-0038120,Breece Hall,RB,NYJ,GB,2026,2,11.01985979331156,00-0038120,8155,historical_crosswalk,2026_02_GB_NYJ,2026-09-20 13:00:00-04:00,1.0,1.0,12.39,none,,,,60.02567454990135,17.849364261112274,2.148297049679045,,,,,30.0,20.25,1.0,11.700000000000001,0.6801402066884403,0.6801402066884403
00-0036997,Javonte Williams,RB,DAL,WAS,2026,2,10.64728943228532,00-0036997,7588,historical_crosswalk,2026_02_WAS_DAL,2026-09-20 16:25:00-04:00,1.0,1.0,15.47,none,,,,54.87345188930299,10.280176081751444,1.4789746631736376,,,,,12.0,27.0,1.0,6.5,-4.147289432285319,4.147289432285319
00-0039040,De'Von Achane,RB,MIA,SF,2026,2,10.522499551593684,00-0039040,9226,historical_crosswalk,2026_02_MIA_SF,2026-09-20 16:25:00-04:00,1.0,1.0,15.37,none,,,,58.96047538441045,22.2816563680428,3.061263200998714,,,,,26.0,16.25,1.0,10.8,0.2775004484063164,0.2775004484063164
00-0040730,RJ Harvey,RB,DEN,JAX,2026,2,9.701209347369078,00-0040730,12489,historical_crosswalk,2026_02_JAX_DEN,2026-09-20 16:05:00-04:00,2.0,2.0,7.81,none,,,,23.869238496322552,14.383450282702006,2.7962372727399423,,,,,20.0,23.5,1.0,0.0,-9.701209347369078,9.701209347369078
00-0036973,Travis Etienne,RB,NO,BAL,2026,2,9.647779516645986,00-0036973,7543,historical_crosswalk,2026_02_NO_BAL,2026-09-20 13:00:00-04:00,1.0,1.0,8.89,none,,,,52.61117816545448,14.166334860946336,3.0658561305094176,,,,,8.0,19.25,1.0,4.1,-5.547779516645987,5.547779516645987
00-0036875,Rhamondre Stevenson,RB,NE,PIT,2026,2,8.784339817496923,00-0036875,7611,historical_crosswalk,2026_02_PIT_NE,2026-09-20 13:00:00-04:00,2.0,2.0,10.89,none,,,,47.2478631372576,19.54668003853137,2.500946336301014,,,,,1.0,23.75,1.0,3.0999999999999996,-5.684339817496923,5.684339817496923
00-0040715,Cam Skattebo,RB,NYG,LA,2026,2,8.711669466565224,00-0040715,12481,historical_crosswalk,2026_02_NYG_LA,2026-09-21 20:15:00-04:00,1.0,1.0,12.16,none,,,,31.975841716222757,8.783405092747643,1.566609681075387,,,,,9.0,20.75,1.0,7.5,-1.2116694665652243,1.2116694665652243
00-0040242,Jacory Croskey-Merritt,RB,WAS,DAL,2026,2,8.671599980332914,00-0040242,12533,historical_crosswalk,2026_02_WAS_DAL,2026-09-20 16:25:00-04:00,1.0,1.0,11.61,none,,,,57.92180280991597,4.778157086063501,0.9715329174793984,,,,,17.0,23.5,1.0,5.3,-3.371599980332914,3.371599980332914
00-0039361,Bucky Irving,RB,TB,CLE,2026,2,8.608945354261584,00-0039361,11584,historical_crosswalk,2026_02_CLE_TB,2026-09-20 13:00:00-04:00,1.0,1.0,12.44,none,,,,44.20149323029542,15.183082926574471,2.211858954605366,,,,,11.0,24.5,1.0,11.0,2.391054645738416,2.391054645738416
00-0040583,Woody Marks,RB,HOU,CIN,2026,2,8.530058648247046,00-0040583,12474,historical_crosswalk,2026_02_CIN_HOU,2026-09-20 13:00:00-04:00,2.0,2.0,6.6,none,,,,32.92821055508952,6.34880648217772,1.0040936476187303,,,,,21.0,24.75,1.0,6.0,-2.5300586482470457,2.5300586482470457
00-0035261,Tony Pollard,RB,TEN,PHI,2026,2,8.159505178865762,00-0035261,5967,sleeper_gsis,2026_02_PHI_TEN,2026-09-20 13:00:00-04:00,1.0,1.0,7.99,none,,,,67.3735695035783,10.02218877506082,1.4910824294777192,,,,,27.0,16.25,1.0,7.0,-1.1595051788657624,1.1595051788657624
00-0036158,J.K. Dobbins,RB,DEN,JAX,2026,2,7.910037061171737,00-0036158,6806,historical_crosswalk,2026_02_JAX_DEN,2026-09-20 16:05:00-04:00,1.0,1.0,7.23,none,,,,42.600430721994506,4.71147337369644,0.6241184472127211,,,,,20.0,23.5,1.0,3.6,-4.310037061171737,4.310037061171737
00-0040784,Quinshon Judkins,RB,CLE,TB,2026,2,7.824155368168261,00-0040784,12512,historical_crosswalk,2026_02_CLE_TB,2026-09-20 13:00:00-04:00,1.0,1.0,11.71,none,,,,40.73334757679044,11.877067803912317,2.0908592293122847,,,,,29.0,16.0,1.0,7.3,-0.5241553681682616,0.5241553681682616
00-0038134,Kenneth Walker,RB,KC,IND,2026,2,7.687701373024514,00-0038134,8151,historical_crosswalk,2026_02_IND_KC,2026-09-20 20:20:00-04:00,1.0,1.0,14.68,none,,,,51.27532795027529,7.898002071014789,1.6943706626029371,,,,,32.0,27.0,1.0,20.8,13.112298626975488,13.112298626975488
00-0036139,Rico Dowdle,RB,PIT,NE,2026,2,7.288357423928924,00-0036139,7021,historical_crosswalk,2026_02_PIT_NE,2026-09-20 13:00:00-04:00,2.0,2.0,9.94,none,,,,21.978834104186237,12.856217378397794,2.585833614893997,,,,,10.0,18.25,1.0,5.4,-1.888357423928924,1.888357423928924
00-0039384,Tyrone Tracy,RB,NYG,LA,2026,2,7.288206684938846,00-0039384,11655,historical_crosswalk,2026_02_NYG_LA,2026-09-21 20:15:00-04:00,2.0,2.0,1.9,none,,,,36.37718211911791,5.925871412121233,0.8864181069399474,,,,,9.0,20.75,1.0,0.0,-7.288206684938846,7.288206684938846
00-0036555,Chuba Hubbard,RB,CAR,ATL,2026,2,7.149497200046666,00-0036555,7594,historical_crosswalk,2026_02_CAR_ATL,2026-09-20 13:00:00-04:00,1.0,1.0,11.12,none,,,,39.72030026135681,11.376602860539416,1.608521961754723,,,,,25.0,22.5,1.0,13.4,6.250502799953335,6.250502799953335
00-0037228,Jaylen Warren,RB,PIT,NE,2026,2,7.126166042730199,00-0037228,8228,historical_crosswalk,2026_02_PIT_NE,2026-09-20 13:00:00-04:00,1.0,1.0,10.59,none,,,,43.91842662487007,9.588049001485638,1.641856736579348,,,,,10.0,18.25,1.0,8.7,1.5738339572698,1.5738339572698
00-0036919,Kenny Gainwell,RB,TB,CLE,2026,2,7.10911057916765,00-0036919,7567,historical_crosswalk,2026_02_CLE_TB,2026-09-20 13:00:00-04:00,2.0,2.0,7.11,none,,,,26.692156739571068,17.805552956357726,2.319939297037188,,,,,11.0,24.5,1.0,3.0,-4.10911057916765,4.10911057916765
00-0039391,Kimani Vidal,RB,LAC,LV,2026,2,6.362894116456172,00-0039391,11647,historical_crosswalk,2026_02_LV_LAC,2026-09-20 16:05:00-04:00,3.0,3.0,0.69,none,,,,20.383542283563948,5.798821336542686,0.9391425758317914,,,,,28.0,25.25,1.0,0.0,-6.362894116456172,6.362894116456172
00-0040236,Kyle Monangai,RB,CHI,MIN,2026,2,6.323256662380044,00-0040236,12534,historical_crosswalk,2026_02_MIN_CHI,2026-09-20 13:00:00-04:00,2.0,2.0,6.66,none,,,,24.585980614745896,10.599806334571484,1.776610431254137,,,,,7.0,27.5,1.0,6.800000000000001,0.4767433376199568,0.4767433376199568
00-0038611,Chris Rodriguez,RB,JAX,DEN,2026,2,6.30722063750318,00-0038611,10219,historical_crosswalk,2026_02_JAX_DEN,2026-09-20 16:05:00-04:00,2.0,2.0,6.35,none,,,,42.42250080671097,2.487949796102699,0.7087636879559988,,,,,3.0,21.0,1.0,1.3,-5.00722063750318,5.00722063750318
00-0037263,Tyler Allgeier,RB,ARI,SEA,2026,2,5.089964156987929,00-0037263,8132,historical_crosswalk,2026_02_SEA_ARI,2026-09-20 16:25:00-04:00,2.0,2.0,6.02,none,,,,45.95205021840167,6.511781917635094,1.5883192900050194,,,,,15.0,18.5,1.0,2.9,-2.1899641569879287,2.1899641569879287
00-0039032,Tyjae Spears,RB,TEN,PHI,2026,2,4.938544546777027,00-0039032,9508,historical_crosswalk,2026_02_PHI_TEN,2026-09-20 13:00:00-04:00,2.0,2.0,6.39,none,,,,22.998347538042037,15.345106894572496,2.2639801207401864,,,,,27.0,16.25,1.0,8.0,3.0614554532229734,3.0614554532229734
00-0039738,Blake Corum,RB,LA,NYG,2026,2,4.72205751912581,00-0039738,11586,historical_crosswalk,2026_02_NYG_LA,2026-09-21 20:15:00-04:00,2.0,2.0,10.08,none,,,,20.733014755896257,3.2628611055211274,0.8611699671600773,,,,,4.0,27.75,1.0,9.700000000000001,4.977942480874191,4.977942480874191
00-0037256,Rachaad White,RB,WAS,DAL,2026,2,3.920174090634338,00-0037256,8136,historical_crosswalk,2026_02_WAS_DAL,2026-09-20 16:25:00-04:00,2.0,2.0,7.97,none,,,,14.6177425483164,9.629639465124932,1.388712640070593,,,,,17.0,23.5,1.0,11.3,7.379825909365662,7.379825909365662
00-0038797,Emanuel Wilson,RB,SEA,ARI,2026,2,3.76198590284428,00-0038797,11435,historical_crosswalk,2026_02_SEA_ARI,2026-09-20 16:25:00-04:00,2.0,2.0,1.95,none,,,,20.36625961757644,1.9278974450757167,0.8426426597217576,,,,,16.0,23.0,1.0,9.200000000000001,5.438014097155721,5.438014097155721
00-0039811,MarShawn Lloyd,RB,GB,NYJ,2026,2,3.6634215906769434,00-0039811,11581,historical_crosswalk,2026_02_GB_NYJ,2026-09-20 13:00:00-04:00,1.0,1.0,10.15,none,,,,14.534254442506755,4.085918293739622,0.5535356064603622,,,,,24.0,24.25,1.0,7.6,3.9365784093230562,3.9365784093230562
00-0033526,Samaje Perine,RB,CIN,HOU,2026,2,3.2903438973483903,00-0033526,4147,sleeper_gsis,2026_02_CIN_HOU,2026-09-20 13:00:00-04:00,2.0,2.0,4.43,none,,,,17.473278212328157,3.434087331713287,0.9551447122993176,,,,,5.0,21.75,1.0,2.7,-0.5903438973483901,0.5903438973483901
00-0035250,Devin Singletary,RB,NYG,LA,2026,2,3.155979568367616,00-0035250,6130,sleeper_gsis,2026_02_NYG_LA,2026-09-21 20:15:00-04:00,4.0,4.0,3.18,none,,,,18.384821543172315,2.758083092770519,0.6154493627285176,,,,,9.0,20.75,1.0,0.9,-2.255979568367616,2.255979568367616
00-0040466,Raheim Sanders,RB,CLE,TB,2026,2,2.914412702222986,00-0040466,12472,historical_crosswalk,2026_02_CLE_TB,2026-09-20 13:00:00-04:00,3.0,2.0,5.09,none,,,,15.442871134643324,4.0871684461023845,0.6011930672533538,,,,,29.0,16.0,1.0,1.6,-1.314412702222986,1.314412702222986
00-0035685,David Montgomery,RB,HOU,CIN,2026,2,2.8772466724489263,00-0035685,5892,sleeper_gsis,2026_02_CIN_HOU,2026-09-20 13:00:00-04:00,1.0,1.0,15.85,none,,,,19.84814334639276,1.678447838732839,0.8489555094782361,,,,,21.0,24.75,1.0,3.4000000000000004,0.5227533275510741,0.5227533275510741
00-0037525,Jordan Mason,RB,MIN,CHI,2026,2,2.4575567405493453,00-0037525,8408,historical_crosswalk,2026_02_MIN_CHI,2026-09-20 13:00:00-04:00,1.0,1.0,9.39,Questionable,,,,17.14263327425796,4.752157005896472,0.6748224209936967,,,,,23.0,22.0,0.5,0.0,-2.4575567405493453,2.4575567405493453
00-0039874,Jaylen Wright,RB,MIA,SF,2026,2,2.2900778030809983,00-0039874,11643,historical_crosswalk,2026_02_MIA_SF,2026-09-20 16:25:00-04:00,2.0,2.0,2.42,none,,,,12.450440916740634,3.370299811575456,0.875485131712036,,,,,26.0,16.25,1.0,1.1,-1.1900778030809982,1.1900778030809982
00-0038551,Kendre Miller,RB,NO,BAL,2026,2,2.263735684760632,00-0038551,9757,historical_crosswalk,2026_02_NO_BAL,2026-09-20 13:00:00-04:00,3.0,3.0,4.71,none,,,,15.475376353910985,1.893739889289176,0.6977462493850909,,,,,8.0,19.25,1.0,0.0,-2.263735684760632,2.263735684760632
00-0038705,Emari Demercado,RB,DAL,WAS,2026,2,2.110566962495924,00-0038705,11199,historical_crosswalk,2026_02_WAS_DAL,2026-09-20 16:25:00-04:00,5.0,4.0,4.27,none,,,,4.528477029467371,5.635441064912489,0.712243659145813,,,,,12.0,27.0,1.0,0.8,-1.3105669624959237,1.3105669624959237
00-0039798,Isaiah Davis,RB,NYJ,GB,2026,2,2.0419757411427,00-0039798,11571,historical_crosswalk,2026_02_GB_NYJ,2026-09-20 13:00:00-04:00,3.0,3.0,1.97,none,,,,3.3778405053877307,7.9657654726715,0.9581750551920896,,,,,30.0,20.25,1.0,0.0,-2.0419757411427,2.0419757411427
