game_id,season,game_type,week,gameday,home_team,away_team,home_score,away_score,roof,surface,div_game,spread_line,total_line,temp,wind,result
2016_15_LA_SEA,2016,REG,15,2016-12-15,SEA,LA,24,3,outdoors,fieldturf,1,15.0,39.5,36.0,5.0,21
2016_15_NO_ARI,2016,REG,15,2016-12-18,ARI,NO,41,48,closed,grass,0,3.0,48.5,,,-7
2016_15_OAK_SD,2016,REG,15,2016-12-18,SD,OAK,16,19,outdoors,grass,1,-2.5,49.5,62.0,5.0,-3
2016_15_PHI_BAL,2016,REG,15,2016-12-18,BAL,PHI,27,26,outdoors,grass,0,5.0,41.0,62.0,9.0,1
2016_15_PIT_CIN,2016,REG,15,2016-12-18,CIN,PIT,20,24,outdoors,fieldturf,1,-3.0,45.5,24.0,8.0,-4
2016_15_SF_ATL,2016,REG,15,2016-12-18,ATL,SF,41,13,dome,fieldturf,0,13.5,51.5,,,28
2016_15_TEN_KC,2016,REG,15,2016-12-18,KC,TEN,17,19,outdoors,grass,0,6.0,43.0,1.0,5.0,-2
2016_16_ARI_SEA,2016,REG,16,2016-12-24,SEA,ARI,31,34,outdoors,fieldturf,1,9.0,43.5,39.0,2.0,-3
2016_16_ATL_CAR,2016,REG,16,2016-12-24,CAR,ATL,16,33,outdoors,grass,1,-3.0,48.5,56.0,5.0,-17
2016_16_BAL_PIT,2016,REG,16,2016-12-25,PIT,BAL,31,27,outdoors,grass,1,5.5,46.5,41.0,9.0,4
2016_16_DET_DAL,2016,REG,16,2016-12-26,DAL,DET,42,21,closed,matrixturf,0,6.5,47.0,,,21
2016_16_IND_OAK,2016,REG,16,2016-12-24,OAK,IND,33,25,outdoors,grass,0,3.5,52.0,50.0,9.0,8
2016_16_MIN_GB,2016,REG,16,2016-12-24,GB,MIN,38,25,outdoors,grass,1,6.0,44.5,37.0,8.0,13
2016_16_SD_CLE,2016,REG,16,2016-12-24,CLE,SD,20,17,outdoors,grass,0,-4.5,45.0,38.0,13.0,3
2016_16_SF_LA,2016,REG,16,2016-12-24,LA,SF,21,22,outdoors,grass,1,6.0,39.5,59.0,6.0,-1
2016_16_TB_NO,2016,REG,16,2016-12-24,NO,TB,31,24,dome,sportturf,1,3.0,53.0,,,7
2016_16_TEN_JAX,2016,REG,16,2016-12-24,JAX,TEN,38,17,outdoors,grass,1,-4.0,44.0,67.0,5.0,21
2016_17_ARI_LA,2016,REG,17,2017-01-01,LA,ARI,6,44,outdoors,grass,1,-7.0,39.0,59.0,0.0,-38
2016_17_BAL_CIN,2016,REG,17,2017-01-01,CIN,BAL,27,10,outdoors,fieldturf,1,-2.5,40.5,40.0,6.0,17
2016_17_CHI_MIN,2016,REG,17,2017-01-01,MIN,CHI,38,10,dome,sportturf,1,6.0,44.0,,,28
2016_17_CLE_PIT,2016,REG,17,2017-01-01,PIT,CLE,27,24,outdoors,grass,1,3.5,41.5,41.0,1.0,3
2016_17_GB_DET,2016,REG,17,2017-01-01,DET,GB,24,31,dome,fieldturf,1,-3.5,50.0,,,-7
2016_17_HOU_TEN,2016,REG,17,2017-01-01,TEN,HOU,24,17,outdoors,grass,1,3.0,41.5,52.0,7.0,7
2016_17_KC_SD,2016,REG,17,2017-01-01,SD,KC,27,37,outdoors,grass,1,-5.5,45.0,59.0,10.0,-10
2016_17_NO_ATL,2016,REG,17,2017-01-01,ATL,NO,38,32,dome,fieldturf,1,7.5,58.5,,,6
2016_17_OAK_DEN,2016,REG,17,2017-01-01,DEN,OAK,24,6,outdoors,grass,1,1.0,40.0,45.0,9.0,18
2016_18_DET_SEA,2016,WC,18,2017-01-07,SEA,DET,26,6,outdoors,fieldturf,0,8.0,45.5,38.0,7.0,20
2016_18_MIA_PIT,2016,WC,18,2017-01-08,PIT,MIA,30,12,outdoors,grass,0,11.0,47.5,17.0,16.0,18
2016_18_OAK_HOU,2016,WC,18,2017-01-07,HOU,OAK,27,14,closed,fieldturf,0,4.0,37.5,,,13
2016_19_PIT_KC,2016,DIV,19,2017-01-15,KC,PIT,16,18,outdoors,grass,0,2.5,45.5,33.0,9.0,-2
2016_19_SEA_ATL,2016,DIV,19,2017-01-14,ATL,SEA,36,20,dome,fieldturf,0,6.5,51.0,,,16
2016_20_GB_ATL,2016,CON,20,2017-01-22,ATL,GB,44,21,dome,fieldturf,0,6.5,59.5,,,23
2016_20_PIT_NE,2016,CON,20,2017-01-22,NE,PIT,36,17,outdoors,fieldturf,0,5.5,49.5,41.0,10.0,19
2016_21_NE_ATL,2016,SB,21,2017-02-05,ATL,NE,28,34,closed,fieldturf,0,-3.0,57.0,,,-6
2017_01_ARI_DET,2017,REG,1,2017-09-10,DET,ARI,35,23,dome,fieldturf,0,-2.5,48.5,,,12
2017_01_ATL_CHI,2017,REG,1,2017-09-10,CHI,ATL,17,23,outdoors,grass,0,-6.5,48.0,64.0,10.0,-6
2017_01_BAL_CIN,2017,REG,1,2017-09-10,CIN,BAL,0,20,outdoors,fieldturf,1,2.5,41.5,68.0,9.0,-20
2017_01_IND_LA,2017,REG,1,2017-09-10,LA,IND,46,9,outdoors,grass,0,3.5,41.5,90.0,2.0,37
2017_01_LAC_DEN,2017,REG,1,2017-09-11,DEN,LAC,24,21,outdoors,grass,1,3.0,41.5,73.0,12.0,3
2017_01_NO_MIN,2017,REG,1,2017-09-11,MIN,NO,29,19,dome,sportturf,0,3.0,47.5,,,10
2017_01_OAK_TEN,2017,REG,1,2017-09-10,TEN,OAK,16,26,outdoors,grass,0,2.5,49.5,72.0,7.0,-10
2017_01_PIT_CLE,2017,REG,1,2017-09-10,CLE,PIT,18,21,outdoors,grass,1,-10.0,47.0,63.0,11.0,-3
2017_02_ARI_IND,2017,REG,2,2017-09-17,IND,ARI,13,16,closed,fieldturf,0,-7.0,44.0,,,-3
2017_02_CLE_BAL,2017,REG,2,2017-09-17,BAL,CLE,24,10,outdoors,grass,1,7.5,39.5,80.0,2.0,14
2017_02_DET_NYG,2017,REG,2,2017-09-18,NYG,DET,10,24,outdoors,fieldturf,0,3.0,42.0,72.0,5.0,-14
2017_02_GB_ATL,2017,REG,2,2017-09-17,ATL,GB,34,23,open,fieldturf,0,3.5,55.0,,,11
2017_02_MIA_LAC,2017,REG,2,2017-09-17,LAC,MIA,17,19,outdoors,grass,0,3.5,46.5,71.0,7.0,-2
2017_02_MIN_PIT,2017,REG,2,2017-09-17,PIT,MIN,26,9,outdoors,grass,0,8.5,43.0,78.0,1.0,17
2017_02_NE_NO,2017,REG,2,2017-09-17,NO,NE,20,36,dome,sportturf,0,-5.5,55.0,,,-16
2017_02_NYJ_OAK,2017,REG,2,2017-09-17,OAK,NYJ,45,20,outdoors,grass,0,14.0,44.0,70.0,6.0,25
2017_02_TEN_JAX,2017,REG,2,2017-09-17,JAX,TEN,16,37,outdoors,grass,1,-1.0,42.0,84.0,10.0,-21
2017_02_WAS_LA,2017,REG,2,2017-09-17,LA,WAS,20,27,outdoors,grass,0,3.0,45.5,74.0,3.0,-7
2017_03_ATL_DET,2017,REG,3,2017-09-24,DET,ATL,26,30,dome,fieldturf,0,-3.0,51.0,,,-4
2017_03_BAL_JAX,2017,REG,3,2017-09-24,JAX,BAL,44,7,outdoors,grass,0,-3.0,38.0,70.0,10.0,37
2017_03_DAL_ARI,2017,REG,3,2017-09-25,ARI,DAL,17,28,closed,grass,0,-3.0,46.5,,,-11
2017_03_KC_LAC,2017,REG,3,2017-09-24,LAC,KC,10,24,outdoors,grass,1,-3.0,47.5,84.0,5.0,-14
2017_03_LA_SF,2017,REG,3,2017-09-21,SF,LA,39,41,outdoors,grass,1,-3.0,40.5,68.0,13.0,-2
2017_03_NO_CAR,2017,REG,3,2017-09-24,CAR,NO,13,34,outdoors,grass,1,5.5,46.5,82.0,6.0,-21
2017_03_OAK_WAS,2017,REG,3,2017-09-24,WAS,OAK,27,10,outdoors,grass,0,-3.5,53.0,76.0,0.0,17
2017_03_PIT_CHI,2017,REG,3,2017-09-24,CHI,PIT,23,17,outdoors,grass,0,-7.0,43.5,89.0,5.0,6
2017_03_SEA_TEN,2017,REG,3,2017-09-24,TEN,SEA,33,27,outdoors,grass,0,2.0,42.0,88.0,4.0,6
2017_03_TB_MIN,2017,REG,3,2017-09-24,MIN,TB,34,17,dome,sportturf,0,-0.0,41.0,,,17
2017_04_BUF_ATL,2017,REG,4,2017-10-01,ATL,BUF,17,23,closed,fieldturf,0,8.0,48.0,,,-6
2017_04_DET_MIN,2017,REG,4,2017-10-01,MIN,DET,7,14,dome,sportturf,1,2.5,43.0,,,-7
2017_04_LA_DAL,2017,REG,4,2017-10-01,DAL,LA,30,35,closed,matrixturf,0,5.0,51.0,,,-5
2017_04_NO_MIA,2017,REG,4,2017-10-01,MIA,NO,0,20,outdoors,grass,0,-4.0,51.5,63.0,13.0,-20
2017_04_OAK_DEN,2017,REG,4,2017-10-01,DEN,OAK,16,10,outdoors,grass,1,3.5,44.0,72.0,7.0,6
2017_04_PHI_LAC,2017,REG,4,2017-10-01,LAC,PHI,24,26,outdoors,grass,0,1.5,48.0,72.0,6.0,-2
2017_04_PIT_BAL,2017,REG,4,2017-10-01,BAL,PIT,9,26,outdoors,grass,1,-3.5,42.0,64.0,6.0,-17
2017_04_SF_ARI,2017,REG,4,2017-10-01,ARI,SF,18,15,closed,grass,1,6.5,43.0,,,3
2017_04_TEN_HOU,2017,REG,4,2017-10-01,HOU,TEN,57,14,open,astroturf,1,-2.5,43.0,,,43
2017_05_ARI_PHI,2017,REG,5,2017-10-08,PHI,ARI,34,7,outdoors,grass,0,6.0,45.0,77.0,10.0,27
2017_05_BAL_OAK,2017,REG,5,2017-10-08,OAK,BAL,17,30,outdoors,grass,0,3.0,40.5,72.0,8.0,-13
2017_05_CAR_DET,2017,REG,5,2017-10-08,DET,CAR,24,27,dome,fieldturf,0,2.0,42.0,,,-3
2017_05_JAX_PIT,2017,REG,5,2017-10-08,PIT,JAX,9,30,outdoors,grass,0,7.5,41.0,73.0,9.0,-21
2017_05_LAC_NYG,2017,REG,5,2017-10-08,NYG,LAC,22,27,outdoors,fieldturf,0,3.0,45.5,76.0,7.0,-5
2017_05_MIN_CHI,2017,REG,5,2017-10-09,CHI,MIN,17,20,outdoors,grass,1,-3.5,41.0,70.0,10.0,-3
2017_05_SEA_LA,2017,REG,5,2017-10-08,LA,SEA,10,16,outdoors,grass,1,2.0,46.5,78.0,0.0,-6
2017_05_TEN_MIA,2017,REG,5,2017-10-08,MIA,TEN,16,10,outdoors,grass,0,-0.0,41.5,89.0,9.0,6
2017_06_CHI_BAL,2017,REG,6,2017-10-15,BAL,CHI,24,27,outdoors,grass,0,5.5,39.5,69.0,7.0,-3
2017_06_DET_NO,2017,REG,6,2017-10-15,NO,DET,52,38,dome,sportturf,0,6.0,50.5,,,14
2017_06_GB_MIN,2017,REG,6,2017-10-15,MIN,GB,23,10,dome,sportturf,1,-3.0,46.0,,,13
2017_06_IND_TEN,2017,REG,6,2017-10-16,TEN,IND,36,22,outdoors,grass,1,7.0,46.0,57.0,7.0,14
2017_06_LAC_OAK,2017,REG,6,2017-10-15,OAK,LAC,16,17,outdoors,grass,1,3.0,48.5,76.0,9.0,-1
2017_06_LA_JAX,2017,REG,6,2017-10-15,JAX,LA,17,27,outdoors,grass,0,1.0,42.0,88.0,10.0,-10
2017_06_MIA_ATL,2017,REG,6,2017-10-15,ATL,MIA,17,20,closed,fieldturf,0,14.0,46.0,,,-3
2017_06_PIT_KC,2017,REG,6,2017-10-15,KC,PIT,13,19,outdoors,grass,0,3.5,46.5,60.0,14.0,-6
2017_06_TB_ARI,2017,REG,6,2017-10-15,ARI,TB,38,33,closed,grass,0,-2.5,46.5,,,5
2017_07_ARI_LA,2017,REG,7,2017-10-22,LA,ARI,33,0,outdoors,grass,1,3.0,45.5,54.0,10.0,33
2017_07_ATL_NE,2017,REG,7,2017-10-22,NE,ATL,23,7,outdoors,fieldturf,0,3.0,56.5,56.0,2.0,16
2017_07_BAL_MIN,2017,REG,7,2017-10-22,MIN,BAL,24,16,dome,sportturf,0,5.0,37.5,,,8
2017_07_CIN_PIT,2017,REG,7,2017-10-22,PIT,CIN,29,14,outdoors,grass,1,4.0,40.0,79.0,6.0,15
2017_07_DEN_LAC,2017,REG,7,2017-10-22,LAC,DEN,21,0,outdoors,grass,1,-1.0,41.0,90.0,4.0,21
2017_07_KC_OAK,2017,REG,7,2017-10-19,OAK,KC,31,30,outdoors,grass,1,-3.0,46.5,62.0,1.0,1
2017_07_NO_GB,2017,REG,7,2017-10-22,GB,NO,17,26,outdoors,grass,0,-3.5,45.5,52.0,10.0,-9
2017_07_TEN_CLE,2017,REG,7,2017-10-22,CLE,TEN,9,12,outdoors,grass,0,-5.5,42.5,74.0,12.0,-3
2017_08_ATL_NYJ,2017,REG,8,2017-10-29,NYJ,ATL,20,25,outdoors,fieldturf,0,-6.5,43.5,63.0,5.0,-5
2017_08_CHI_NO,2017,REG,8,2017-10-29,NO,CHI,20,12,dome,sportturf,0,7.5,46.0,,,8
2017_08_LAC_NE,2017,REG,8,2017-10-29,NE,LAC,21,13,outdoors,fieldturf,0,6.5,49.5,62.0,8.0,8
2017_08_MIA_BAL,2017,REG,8,2017-10-26,BAL,MIA,40,0,outdoors,grass,0,3.0,38.0,56.0,9.0,40
2017_08_MIN_CLE,2017,REG,8,2017-10-29,CLE,MIN,16,33,outdoors,grass,0,-11.0,38.5,56.0,11.0,-17
2017_08_OAK_BUF,2017,REG,8,2017-10-29,BUF,OAK,34,14,outdoors,a_turf,0,2.5,47.0,42.0,7.0,20
2017_08_PIT_DET,2017,REG,8,2017-10-29,DET,PIT,15,20,dome,fieldturf,0,-3.0,44.5,,,-5
2017_09_ARI_SF,2017,REG,9,2017-11-05,SF,ARI,10,20,outdoors,grass,1,-2.5,39.0,61.0,8.0,-10
2017_09_ATL_CAR,2017,REG,9,2017-11-05,CAR,ATL,20,17,outdoors,grass,1,-3.0,42.0,61.0,4.0,3
2017_09_BAL_TEN,2017,REG,9,2017-11-05,TEN,BAL,23,20,outdoors,grass,0,3.0,41.0,75.0,10.0,3
2017_09_DET_GB,2017,REG,9,2017-11-06,GB,DET,17,30,outdoors,grass,1,-2.5,42.5,35.0,3.0,-13
2017_09_LA_NYG,2017,REG,9,2017-11-05,NYG,LA,17,51,outdoors,fieldturf,0,-5.5,42.5,56.0,6.0,-34
2017_09_OAK_MIA,2017,REG,9,2017-11-05,MIA,OAK,24,27,outdoors,grass,0,-3.0,44.5,77.0,2.0,-3
2017_09_TB_NO,2017,REG,9,2017-11-05,NO,TB,30,10,dome,sportturf,1,7.0,54.0,,,20
2017_10_CIN_TEN,2017,REG,10,2017-11-12,TEN,CIN,24,20,outdoors,grass,0,4.5,40.5,53.0,4.0,4
2017_10_CLE_DET,2017,REG,10,2017-11-12,DET,CLE,38,24,dome,fieldturf,0,10.5,42.5,,,14
2017_10_DAL_ATL,2017,REG,10,2017-11-12,ATL,DAL,27,7,closed,fieldturf,0,3.5,49.0,,,20
2017_10_HOU_LA,2017,REG,10,2017-11-12,LA,HOU,33,7,outdoors,grass,0,12.0,45.0,68.0,0.0,26
2017_10_LAC_JAX,2017,REG,10,2017-11-12,JAX,LAC,20,17,outdoors,grass,0,5.0,40.5,76.0,5.0,3
2017_10_MIN_WAS,2017,REG,10,2017-11-12,WAS,MIN,30,38,outdoors,grass,0,-1.0,43.0,44.0,4.0,-8
2017_10_NO_BUF,2017,REG,10,2017-11-12,BUF,NO,10,47,outdoors,a_turf,0,-2.0,48.5,42.0,2.0,-37
2017_10_PIT_IND,2017,REG,10,2017-11-12,IND,PIT,17,20,closed,fieldturf,0,-10.5,47.0,,,-3
2017_10_SEA_ARI,2017,REG,10,2017-11-09,ARI,SEA,16,22,open,grass,1,-6.0,40.0,,,-6
2017_11_ARI_HOU,2017,REG,11,2017-11-19,HOU,ARI,31,21,closed,astroturf,0,2.5,38.0,,,10
2017_11_ATL_SEA,2017,REG,11,2017-11-20,SEA,ATL,31,34,outdoors,fieldturf,0,1.0,46.0,45.0,6.0,-3
2017_11_BAL_GB,2017,REG,11,2017-11-19,GB,BAL,0,23,outdoors,grass,0,-2.5,38.5,28.0,14.0,-23
2017_11_BUF_LAC,2017,REG,11,2017-11-19,LAC,BUF,54,24,outdoors,grass,0,7.0,41.5,76.0,6.0,30
2017_11_DET_CHI,2017,REG,11,2017-11-19,CHI,DET,24,27,outdoors,grass,1,-3.0,41.0,33.0,16.0,-3
2017_11_LA_MIN,2017,REG,11,2017-11-19,MIN,LA,24,7,dome,sportturf,0,1.0,46.0,,,17
2017_11_NE_OAK,2017,REG,11,2017-11-19,OAK,NE,8,33,outdoors,grass,0,-7.0,55.0,66.0,0.0,-25
2017_11_TEN_PIT,2017,REG,11,2017-11-16,PIT,TEN,40,17,outdoors,grass,0,7.0,44.5,40.0,17.0,23
2017_11_WAS_NO,2017,REG,11,2017-11-19,NO,WAS,34,31,dome,sportturf,0,9.5,52.5,,,3
2017_12_DEN_OAK,2017,REG,12,2017-11-26,OAK,DEN,21,14,outdoors,grass,1,3.5,41.0,61.0,13.0,7
2017_12_GB_PIT,2017,REG,12,2017-11-26,PIT,GB,31,28,outdoors,grass,0,14.0,43.0,38.0,7.0,3
2017_12_HOU_BAL,2017,REG,12,2017-11-27,BAL,HOU,23,16,outdoors,grass,0,7.5,39.5,50.0,1.0,7
2017_12_JAX_ARI,2017,REG,12,2017-11-26,ARI,JAX,27,24,closed,grass,0,-6.5,37.5,,,3
2017_12_LAC_DAL,2017,REG,12,2017-11-23,DAL,LAC,6,28,closed,matrixturf,0,-1.0,46.5,,,-22
2017_12_MIN_DET,2017,REG,12,2017-11-23,DET,MIN,23,30,dome,fieldturf,1,-2.5,46.0,,,-7
2017_12_NO_LA,2017,REG,12,2017-11-26,LA,NO,26,20,outdoors,grass,0,2.5,54.0,72.0,1.0,6
2017_12_TB_ATL,2017,REG,12,2017-11-26,ATL,TB,34,20,closed,fieldturf,1,10.5,47.0,,,14
2017_12_TEN_IND,2017,REG,12,2017-11-26,IND,TEN,16,20,open,fieldturf,1,-3.0,46.5,,,-4
2017_13_CAR_NO,2017,REG,13,2017-12-03,NO,CAR,31,21,dome,sportturf,1,5.5,48.0,,,10
2017_13_CLE_LAC,2017,REG,13,2017-12-03,LAC,CLE,19,10,outdoors,grass,0,13.5,45.0,68.0,7.0,9
2017_13_DET_BAL,2017,REG,13,2017-12-03,BAL,DET,44,20,outdoors,grass,0,2.5,43.0,53.0,4.0,24
2017_13_HOU_TEN,2017,REG,13,2017-12-03,TEN,HOU,24,13,outdoors,grass,1,7.0,42.5,60.0,4.0,11
2017_13_LA_ARI,2017,REG,13,2017-12-03,ARI,LA,16,32,closed,grass,1,-7.5,43.0,,,-16
2017_13_MIN_ATL,2017,REG,13,2017-12-03,ATL,MIN,9,14,closed,fieldturf,0,2.0,48.5,,,-5
2017_13_NYG_OAK,2017,REG,13,2017-12-03,OAK,NYG,24,17,outdoors,grass,0,10.0,43.0,58.0,11.0,7
2017_13_PIT_CIN,2017,REG,13,2017-12-04,CIN,PIT,20,23,outdoors,fieldturf,1,-4.5,42.5,61.0,9.0,-3
2017_14_BAL_PIT,2017,REG,14,2017-12-10,PIT,BAL,39,38,outdoors,grass,1,6.0,43.0,33.0,12.0,1
2017_14_DET_TB,2017,REG,14,2017-12-10,TB,DET,21,24,outdoors,grass,0,-0.0,47.5,55.0,9.0,-3
2017_14_MIN_CAR,2017,REG,14,2017-12-10,CAR,MIN,31,24,outdoors,grass,0,-2.5,40.5,41.0,5.0,7
2017_14_NO_ATL,2017,REG,14,2017-12-07,ATL,NO,20,17,closed,fieldturf,1,2.5,51.5,,,3
2017_14_OAK_KC,2017,REG,14,2017-12-10,KC,OAK,26,15,outdoors,grass,1,4.5,48.5,46.0,13.0,11
2017_14_PHI_LA,2017,REG,14,2017-12-10,LA,PHI,35,43,outdoors,grass,0,-1.0,47.5,83.0,0.0,-8
2017_14_TEN_ARI,2017,REG,14,2017-12-10,ARI,TEN,12,7,closed,grass,0,-2.5,42.0,,,5
2017_14_WAS_LAC,2017,REG,14,2017-12-10,LAC,WAS,30,13,outdoors,grass,0,6.0,46.5,81.0,4.0,17
2017_15_ARI_WAS,2017,REG,15,2017-12-17,WAS,ARI,20,15,outdoors,grass,0,4.0,40.0,50.0,1.0,5
2017_15_ATL_TB,2017,REG,15,2017-12-18,TB,ATL,21,24,outdoors,grass,1,-7.0,49.5,71.0,2.0,-3
2017_15_BAL_CLE,2017,REG,15,2017-12-17,CLE,BAL,10,27,outdoors,grass,1,-6.5,42.0,36.0,0.0,-17
2017_15_CHI_DET,2017,REG,15,2017-12-16,DET,CHI,20,10,dome,fieldturf,1,5.0,43.5,,,10
2017_15_CIN_MIN,2017,REG,15,2017-12-17,MIN,CIN,34,7,dome,sportturf,0,12.5,42.5,,,27
2017_15_DAL_OAK,2017,REG,15,2017-12-17,OAK,DAL,17,20,outdoors,grass,0,-3.0,46.0,57.0,4.0,-3
2017_15_LAC_KC,2017,REG,15,2017-12-16,KC,LAC,30,13,outdoors,grass,1,1.0,47.0,53.0,9.0,17
2017_15_LA_SEA,2017,REG,15,2017-12-17,SEA,LA,7,42,outdoors,fieldturf,1,-1.0,47.5,47.0,15.0,-35
2017_15_NE_PIT,2017,REG,15,2017-12-17,PIT,NE,24,27,outdoors,grass,0,-2.5,53.0,42.0,4.0,-3
2017_15_NYJ_NO,2017,REG,15,2017-12-17,NO,NYJ,31,19,dome,sportturf,0,16.5,47.0,,,12
2017_15_TEN_SF,2017,REG,15,2017-12-17,SF,TEN,25,23,outdoors,grass,0,2.5,44.5,65.0,17.0,2
2017_16_ATL_NO,2017,REG,16,2017-12-24,NO,ATL,23,13,dome,sportturf,1,5.5,52.0,,,10
2017_16_DET_CIN,2017,REG,16,2017-12-24,CIN,DET,26,17,outdoors,fieldturf,0,-3.0,43.5,35.0,2.0,9
2017_16_IND_BAL,2017,REG,16,2017-12-23,BAL,IND,23,16,outdoors,grass,0,13.5,41.0,63.0,14.0,7
2017_16_LAC_NYJ,2017,REG,16,2017-12-24,NYJ,LAC,7,14,outdoors,fieldturf,0,-7.5,42.5,40.0,6.0,-7
2017_16_LA_TEN,2017,REG,16,2017-12-24,TEN,LA,23,27,outdoors,grass,0,-5.5,46.0,39.0,11.0,-4
2017_16_MIN_GB,2017,REG,16,2017-12-23,GB,MIN,0,16,outdoors,grass,1,-8.5,41.0,10.0,6.0,-16
2017_16_NYG_ARI,2017,REG,16,2017-12-24,ARI,NYG,23,0,closed,grass,0,3.0,39.0,,,23
2017_16_OAK_PHI,2017,REG,16,2017-12-25,PHI,OAK,19,10,outdoors,grass,0,10.0,46.0,29.0,15.0,9
2017_16_PIT_HOU,2017,REG,16,2017-12-25,HOU,PIT,6,34,closed,astroturf,0,-8.0,45.5,,,-28
2017_17_ARI_SEA,2017,REG,17,2017-12-31,SEA,ARI,24,26,outdoors,fieldturf,1,8.0,38.0,40.0,7.0,-2
2017_17_CAR_ATL,2017,REG,17,2017-12-31,ATL,CAR,22,10,closed,fieldturf,1,5.0,44.5,,,12
2017_17_CHI_MIN,2017,REG,17,2017-12-31,MIN,CHI,23,10,dome,sportturf,1,13.5,38.0,,,13
2017_17_CIN_BAL,2017,REG,17,2017-12-31,BAL,CIN,27,31,outdoors,grass,1,8.0,40.0,19.0,12.0,-4
2017_17_CLE_PIT,2017,REG,17,2017-12-31,PIT,CLE,28,24,outdoors,grass,1,5.0,38.5,11.0,3.0,4
2017_17_GB_DET,2017,REG,17,2017-12-31,DET,GB,35,11,dome,fieldturf,1,7.5,45.0,,,24
2017_17_JAX_TEN,2017,REG,17,2017-12-31,TEN,JAX,15,10,outdoors,grass,1,2.5,40.0,23.0,5.0,5
2017_17_NO_TB,2017,REG,17,2017-12-31,TB,NO,31,24,outdoors,grass,1,-6.0,49.0,71.0,3.0,7
2017_17_OAK_LAC,2017,REG,17,2017-12-31,LAC,OAK,30,10,outdoors,grass,1,7.0,43.0,62.0,2.0,20
2017_17_SF_LA,2017,REG,17,2017-12-31,LA,SF,13,34,outdoors,grass,1,-6.5,44.5,67.0,3.0,-21
2017_18_ATL_LA,2017,WC,18,2018-01-06,LA,ATL,13,26,outdoors,grass,0,6.5,48.0,62.0,3.0,-13
2017_18_CAR_NO,2017,WC,18,2018-01-07,NO,CAR,31,26,dome,sportturf,1,6.5,47.5,,,5
2017_18_TEN_KC,2017,WC,18,2018-01-06,KC,TEN,21,22,outdoors,grass,0,8.5,44.0,33.0,10.0,-1
2017_19_ATL_PHI,2017,DIV,19,2018-01-13,PHI,ATL,15,10,outdoors,grass,0,-2.5,40.0,32.0,16.0,5
2017_19_JAX_PIT,2017,DIV,19,2018-01-14,PIT,JAX,42,45,outdoors,grass,0,7.0,40.5,18.0,2.0,-3
