game_id,season,week,home_team,away_team,gameday,spread_line,predicted_margin,xgb_margin,ridge_margin,lgbm_margin
2018_03_CHI_ARI,2018,3,ARI,CHI,2018-09-23,-6.0,-4.172905,-4.0768538,-4.4610596,-2.798106230053031
2018_03_DAL_SEA,2018,3,SEA,DAL,2018-09-23,1.0,1.2138866,1.4740307,0.43345404,1.7547618135424015
2018_03_NE_DET,2018,3,DET,NE,2018-09-23,-6.5,-6.3786955,-5.575044,-8.789651,-1.9225040436818577
2018_03_PIT_TB,2018,3,TB,PIT,2018-09-24,-2.5,-0.45542443,-0.5936002,-0.04089713,-0.5684590752814653
2018_04_MIN_LA,2018,4,LA,MIN,2018-09-27,7.0,8.561207,8.915525,7.49825,8.509653693729659
2018_04_CIN_ATL,2018,4,ATL,CIN,2018-09-30,5.5,4.686264,4.2638474,5.953514,6.898145660024479
2018_04_TB_CHI,2018,4,CHI,TB,2018-09-30,3.0,1.9078,1.7563668,2.3620994,0.2294160495118304
2018_04_DET_DAL,2018,4,DAL,DET,2018-09-30,3.0,2.871416,2.450429,4.1343775,1.838967534178451
2018_04_BUF_GB,2018,4,GB,BUF,2018-09-30,10.5,8.136099,8.392112,7.36806,5.424090493934479
2018_04_HOU_IND,2018,4,IND,HOU,2018-09-30,2.5,0.52794844,1.0329553,-0.9870722,-0.6655092483142612
2018_04_NYJ_JAX,2018,4,JAX,NYJ,2018-09-30,8.5,8.802788,8.684935,9.156347,7.607055319226022
2018_04_MIA_NE,2018,4,NE,MIA,2018-09-30,7.0,7.143463,6.9626317,7.685957,8.220472586116726
2018_04_PHI_TEN,2018,4,TEN,PHI,2018-09-30,-3.0,-2.519459,-2.6175208,-2.2252734,-1.0870195185091902
2018_04_SEA_ARI,2018,4,ARI,SEA,2018-09-30,-3.0,-1.0343941,-0.45834163,-2.7625515,-1.5848941579254476
2018_04_CLE_OAK,2018,4,OAK,CLE,2018-09-30,2.5,-0.09564836,-0.0058125816,-0.3651557,-0.06448835942469906
2018_04_SF_LAC,2018,4,LAC,SF,2018-09-30,9.5,6.6548147,5.905258,8.903483,5.8473916618317885
2018_04_NO_NYG,2018,4,NYG,NO,2018-09-30,-3.5,-0.6339333,-0.28543386,-1.6794317,0.04759400090717304
2018_04_BAL_PIT,2018,4,PIT,BAL,2018-09-30,3.5,3.8826714,4.742816,1.3022374,5.2436899736831375
2018_04_KC_DEN,2018,4,DEN,KC,2018-10-01,-4.0,-3.4523318,-2.809215,-5.3816824,-3.117571314226095
2018_05_IND_NE,2018,5,NE,IND,2018-10-04,10.0,12.009422,10.977696,15.104597,9.692214885804486
2018_05_TEN_BUF,2018,5,BUF,TEN,2018-10-07,-3.0,-1.735153,-1.6809736,-1.897691,-0.3580226873701803
2018_05_NYG_CAR,2018,5,CAR,NYG,2018-10-07,6.0,6.0267587,6.7965765,3.7173057,7.517744903459107
2018_05_MIA_CIN,2018,5,CIN,MIA,2018-10-07,5.5,7.979417,8.274872,7.093052,7.259664448724808
2018_05_BAL_CLE,2018,5,CLE,BAL,2018-10-07,-3.0,-3.602429,-3.4421177,-4.0833626,-2.1203225882743113
2018_05_GB_DET,2018,5,DET,GB,2018-10-07,-1.0,-1.3404019,-0.74276924,-3.1332996,0.5798589324162906
2018_05_JAX_KC,2018,5,KC,JAX,2018-10-07,3.0,3.5527086,3.4491584,3.8633592,4.099302668386923
2018_05_DEN_NYJ,2018,5,NYJ,DEN,2018-10-07,2.5,1.2795112,2.0728617,-1.1005404,-0.362310282976425
2018_05_ATL_PIT,2018,5,PIT,ATL,2018-10-07,3.0,2.406571,3.4468305,-0.7142074,4.2095749568064385
2018_05_OAK_LAC,2018,5,LAC,OAK,2018-10-07,6.5,7.492303,8.129619,5.5803566,7.347362886471058
2018_05_MIN_PHI,2018,5,PHI,MIN,2018-10-07,3.0,3.9758215,4.277059,3.0721095,3.4898396028485945
2018_05_LA_SEA,2018,5,SEA,LA,2018-10-07,-7.0,-7.081287,-7.0715823,-7.110401,-3.023801664192828
2018_05_ARI_SF,2018,5,SF,ARI,2018-10-07,5.5,4.663922,5.3560085,2.587662,4.597254014496071
2018_05_DAL_HOU,2018,5,HOU,DAL,2018-10-07,3.0,1.8569304,1.940669,1.6057148,3.2720962717359328
2018_05_WAS_NO,2018,5,NO,WAS,2018-10-08,6.5,7.577364,8.28617,5.4509478,8.293564113946406
2018_06_PHI_NYG,2018,6,NYG,PHI,2018-10-11,-2.5,-1.2291188,-1.6278994,-0.032776833,-1.7677535404306797
2018_06_TB_ATL,2018,6,ATL,TB,2018-10-14,3.5,0.37250835,0.15765063,1.0170815,0.45478073080710496
2018_06_PIT_CIN,2018,6,CIN,PIT,2018-10-14,2.5,1.543502,0.60037154,4.3728933,-0.8785442785092675
2018_06_LAC_CLE,2018,6,CLE,LAC,2018-10-14,-1.5,-2.8584008,-2.8175638,-2.980912,-2.755140279776585
2018_06_BUF_HOU,2018,6,HOU,BUF,2018-10-14,9.5,6.2395186,6.1136813,6.617031,6.278661648863056
2018_06_CHI_MIA,2018,6,MIA,CHI,2018-10-14,-3.0,-2.9113936,-3.5121303,-1.109184,-3.9552715435183536
