season,player_id,player,pos,team,grp,group,is_rookie,norm_name,adp_half_ppr,adp_overall_rank,adp_pos_rank,pred,sleeper,y,model
2021,00-0034844,Saquon Barkley,RB,NYG,vet,veteran,0,saquon barkley,7.6,8.0,8.0,65.2,248.1,128.1,lightgbm
2021,00-0032602,J.D. McKissic,RB,WAS,vet,veteran,0,jd mckissic,159.0,145.0,51.0,77.3,80.9,106.4,lightgbm
2021,00-0034681,Chase Edmonds,RB,ARI,vet,veteran,0,chase edmonds,60.8,60.0,25.0,121.5,148.5,121.8,lightgbm
2021,00-0036265,AJ Dillon,RB,GB,vet,veteran,0,aj dillon,100.4,100.0,37.0,55.1,188.3,168.60000000000002,lightgbm
2021,00-0035250,Devin Singletary,RB,BUF,vet,veteran,0,devin singletary,110.7,109.0,39.0,87.4,132.0,177.8,lightgbm
2021,00-0034301,Darrel Williams,RB,KC,vet,veteran,0,darrel williams,221.5,190.0,62.0,36.2,97.3,172.5,lightgbm
2021,00-0036360,Clyde Edwards-Helaire,RB,KC,vet,veteran,0,clyde edwardshelaire,22.6,22.0,14.0,151.3,225.1,108.1,lightgbm
2021,00-0035261,Tony Pollard,RB,DAL,vet,veteran,0,tony pollard,122.8,119.0,43.0,43.7,98.7,143.1,lightgbm
2021,00-0035311,Myles Gaskin,RB,MIA,vet,veteran,0,myles gaskin,51.1,51.0,22.0,127.0,169.6,149.1,lightgbm
2021,00-0031062,James White,RB,NE,vet,veteran,0,james white,167.8,150.0,52.0,48.6,82.5,25.200000000000003,lightgbm
2021,00-0034414,Boston Scott,RB,PHI,vet,veteran,0,boston scott,225.9,194.0,65.0,76.9,70.6,92.1,lightgbm
2021,00-0033948,Jamaal Williams,RB,DET,vet,veteran,0,jamaal williams,114.7,112.0,40.0,82.0,122.5,106.8,lightgbm
2021,00-0031285,Devonta Freeman,RB,BAL,vet,veteran,0,devonta freeman,557.9,393.0,107.0,64.8,81.7,129.6,lightgbm
2021,00-0035243,Miles Sanders,RB,PHI,vet,veteran,0,miles sanders,37.6,38.0,20.0,163.2,213.9,104.2,lightgbm
2021,00-0034253,Dontrell Hilliard,RB,TEN,vet,veteran,0,dontrell hilliard,543.0,385.0,105.0,10.9,62.2,63.2,lightgbm
2021,00-0032972,Devontae Booker,RB,NYG,vet,veteran,0,devontae booker,202.5,177.0,57.0,51.0,80.4,124.1,lightgbm
2021,00-0033118,Kenyan Drake,RB,LV,vet,veteran,0,kenyan drake,106.6,105.0,38.0,141.8,119.9,87.5,lightgbm
2021,00-0030513,Latavius Murray,RB,BAL,vet,veteran,0,latavius murray,153.8,140.0,49.0,71.3,88.1,98.6,lightgbm
2021,00-0034972,Alexander Mattison,RB,MIN,vet,veteran,0,alexander mattison,151.8,139.0,48.0,80.5,98.2,109.9,lightgbm
