season,player_id,player,pos,team,grp,group,is_rookie,norm_name,adp_half_ppr,adp_overall_rank,adp_pos_rank,pred,sleeper,y,model
2023,00-0038542,Bijan Robinson,RB,ATL,rook,rookie,1,bijan robinson,7.8,7.0,3.0,136.1,237.2,217.3,lightgbm
2023,00-0039139,Jahmyr Gibbs,RB,DET,rook,rookie,1,jahmyr gibbs,32.3,31.0,12.0,163.7,171.6,216.1,lightgbm
2023,00-0039032,Tyjae Spears,RB,TEN,rook,rookie,1,tyjae spears,186.7,161.0,56.0,99.9,79.9,127.8,lightgbm
2023,00-0039021,Roschon Johnson,RB,CHI,rook,rookie,1,roschon johnson,172.9,151.0,54.0,50.5,73.8,85.1,lightgbm
2023,00-0039165,Zach Charbonnet,RB,SEA,rook,rookie,1,zach charbonnet,98.5,97.0,35.0,145.7,140.0,89.6,lightgbm
2023,00-0038794,Jaleel McLaughlin,RB,DEN,rook,rookie,1,jaleel mclaughlin,601.3,545.0,144.0,1.6,28.3,90.5,lightgbm
2023,00-0038551,Kendre Miller,RB,NO,rook,rookie,1,kendre miller,158.1,141.0,49.0,83.9,79.0,38.3,lightgbm
2023,00-0038597,Chase Brown,RB,CIN,rook,rookie,1,chase brown,201.5,174.0,58.0,18.2,76.6,46.5,lightgbm
2023,00-0038685,Chris Brooks,RB,MIA,rook,rookie,1,chris brooks,452.6,410.0,106.0,3.6,17.9,10.6,lightgbm
2023,00-0038389,Israel Abanikanda,RB,NYJ,rook,rookie,1,israel abanikanda,242.1,213.0,72.0,72.3,25.6,14.8,lightgbm
2023,00-0038622,Deuce Vaughn,RB,DAL,rook,rookie,1,deuce vaughn,163.8,144.0,51.0,14.4,71.7,11.5,lightgbm
2023,00-0038555,Tank Bigsby,RB,JAX,rook,rookie,1,tank bigsby,131.1,126.0,46.0,87.9,98.7,24.3,lightgbm
2023,00-0038797,Emanuel Wilson,RB,GB,rook,rookie,1,emanuel wilson,582.7,529.0,141.0,13.8,27.1,12.8,lightgbm
2023,00-0039136,Zach Evans,RB,LA,rook,rookie,1,zach evans,241.5,211.0,71.0,17.9,42.4,1.9,lightgbm
2023,00-0038397,Evan Hull,RB,IND,rook,rookie,1,evan hull,224.3,193.0,66.0,15.3,45.7,1.2000000000000002,lightgbm
2023,00-0038678,Jordan Mims,RB,NO,rook,rookie,1,jordan mims,419.9,381.0,100.0,13.6,,0.0,lightgbm
2024,00-0039361,Bucky Irving,RB,TB,rook,rookie,1,bucky irving,199.3,175.0,59.0,64.3,112.0,220.9,lightgbm
2024,00-0039384,Tyrone Tracy Jr.,RB,NYG,rook,rookie,1,tyrone tracy,195.3,172.0,56.0,37.9,105.8,163.3,lightgbm
2024,00-0039363,Isaac Guerendo,RB,SF,rook,rookie,1,isaac guerendo,242.4,212.0,69.0,89.1,66.7,88.7,lightgbm
2024,00-0039875,Ray Davis,RB,BUF,rook,rookie,1,ray davis,183.5,164.0,54.0,66.7,107.2,107.6,lightgbm
2024,00-0039798,Isaiah Davis,RB,NYJ,rook,rookie,1,isaiah davis,685.1,935.0,232.0,7.7,24.7,41.4,lightgbm
2024,00-0039794,Braelon Allen,RB,NYJ,rook,rookie,1,braelon allen,191.0,167.0,55.0,37.2,90.2,75.7,lightgbm
2024,00-0039373,Audric Estimé,RB,DEN,rook,rookie,1,audric estime,213.6,189.0,61.0,80.9,50.6,46.2,lightgbm
2024,00-0039921,Trey Benson,RB,ARI,rook,rookie,1,trey benson,109.7,109.0,37.0,97.3,108.2,44.0,lightgbm
2024,00-0039391,Kimani Vidal,RB,LAC,rook,rookie,1,kimani vidal,180.0,161.0,53.0,40.3,77.0,30.200000000000003,lightgbm
2024,00-0039738,Blake Corum,RB,LA,rook,rookie,1,blake corum,115.3,115.0,39.0,65.1,84.3,30.0,lightgbm
2024,00-0039344,Jonathon Brooks,RB,CAR,rook,rookie,1,jonathon brooks,90.0,90.0,29.0,167.2,109.5,6.000000000000001,lightgbm
2024,00-0039874,Jaylen Wright,RB,MIA,rook,rookie,1,jaylen wright,155.2,143.0,47.0,71.6,60.6,25.2,lightgbm
2024,00-0039746,Will Shipley,RB,PHI,rook,rookie,1,will shipley,223.5,194.0,64.0,33.9,60.5,13.7,lightgbm
2024,00-0039325,Carson Steele,RB,KC,rook,rookie,1,carson steele,459.1,444.0,118.0,51.2,47.1,20.4,lightgbm
2024,00-0039796,Rasheen Ali,RB,BAL,rook,rookie,1,rasheen ali,284.7,257.0,80.0,12.9,33.0,3.1,lightgbm
2024,00-0039364,Sione Vaki,RB,DET,rook,rookie,1,sione vaki,671.6,905.0,221.0,29.1,10.5,6.6,lightgbm
2024,00-0039385,Keilan Robinson,RB,JAX,rook,rookie,1,keilan robinson,641.5,826.0,201.0,14.2,5.8,0.0,lightgbm
2024,00-0039393,Jase McClellan,RB,ATL,rook,rookie,1,jase mcclellan,662.8,879.0,214.0,14.9,36.3,3.2,lightgbm
2024,00-0039407,Dylan Laube,RB,LV,rook,rookie,1,dylan laube,256.8,223.0,73.0,2.5,56.1,-2.0,lightgbm
2024,00-0039703,Cody Schrader,RB,LA,rook,rookie,1,cody schrader,604.0,724.0,172.0,5.1,3.0,1.4,lightgbm
2024,00-0039811,MarShawn Lloyd,RB,GB,rook,rookie,1,marshawn lloyd,171.9,152.0,49.0,74.1,80.9,2.3,lightgbm
2025,00-0040715,Cam Skattebo,RB,NYG,rook,rookie,1,cam skattebo,99.3,99.0,37.0,101.7,102.9,115.7,lightgbm
2025,00-0040122,Ashton Jeanty,RB,LV,rook,rookie,1,ashton jeanty,10.2,10.0,6.0,151.8,257.3,217.6,lightgbm
2025,00-0040666,Omarion Hampton,RB,LAC,rook,rookie,1,omarion hampton,30.5,30.0,14.0,154.4,217.4,119.7,lightgbm
2025,00-0040784,Quinshon Judkins,RB,CLE,rook,rookie,1,quinshon judkins,82.7,82.0,29.0,176.0,104.4,156.8,lightgbm
2025,00-0040730,RJ Harvey,RB,DEN,rook,rookie,1,rj harvey,54.3,54.0,22.0,71.4,180.5,183.1,lightgbm
2025,00-0040734,TreVeyon Henderson,RB,NE,rook,rookie,1,treveyon henderson,47.7,47.0,19.0,129.0,181.7,188.7,lightgbm
2025,00-0040242,Jacory Croskey-Merritt,RB,WAS,rook,rookie,1,jacory croskeymerritt,97.4,97.0,35.0,9.0,113.4,135.8,lightgbm
2025,00-0040583,Woody Marks,RB,HOU,rook,rookie,1,woody marks,182.3,158.0,57.0,39.6,56.5,133.1,lightgbm
2025,00-0040236,Kyle Monangai,RB,CHI,rook,rookie,1,kyle monangai,215.6,185.0,64.0,17.1,75.7,137.7,lightgbm
2025,00-0040202,Devin Neal,RB,NO,rook,rookie,1,devin neal,254.5,232.0,76.0,51.8,67.5,51.5,lightgbm
2025,00-0040719,Bhayshul Tuten,RB,JAX,rook,rookie,1,bhayshul tuten,164.8,148.0,53.0,58.3,94.5,83.6,lightgbm
2025,00-0040162,Dylan Sampson,RB,CLE,rook,rookie,1,dylan sampson,161.1,147.0,52.0,100.8,108.8,71.10000000000001,lightgbm
2025,00-0040466,Raheim Sanders,RB,CLE,rook,rookie,1,raheim sanders,682.7,1516.0,366.0,5.4,,18.8,lightgbm
2025,00-0040586,Jaydon Blue,RB,DAL,rook,rookie,1,jaydon blue,127.7,125.0,45.0,71.6,113.2,19.9,lightgbm
2025,00-0038440,Zavier Scott,RB,MIN,rook,rookie,1,zavier scott,628.8,1029.0,242.0,4.8,7.7,32.2,lightgbm
2025,00-0040078,Brashard Smith,RB,KC,rook,rookie,1,brashard smith,244.1,209.0,71.0,20.4,48.8,50.8,lightgbm
2025,00-0040198,Ollie Gordon II,RB,MIA,rook,rookie,1,ollie gordon,138.7,130.0,47.0,28.3,71.6,50.6,lightgbm
2025,00-0040556,Corey Kiner,RB,SF,rook,rookie,1,corey kiner,656.0,1215.0,297.0,9.0,,8.3,lightgbm
2025,00-0040238,LeQuint Allen Jr.,RB,JAX,rook,rookie,1,lequint allen,697.2,1771.0,420.0,17.7,13.9,19.8,lightgbm
2025,00-0040179,DJ Giddens,RB,IND,rook,rookie,1,dj giddens,214.5,183.0,63.0,73.2,70.1,9.6,lightgbm
2025,00-0040208,Tahj Brooks,RB,CIN,rook,rookie,1,tahj brooks,232.0,196.0,67.0,36.0,45.0,5.9,lightgbm
2025,00-0040142,Kaleb Johnson,RB,PIT,rook,rookie,1,kaleb johnson,73.6,73.0,27.0,88.8,163.0,8.3,lightgbm
2025,00-0040644,Trevor Etienne,RB,CAR,rook,rookie,1,trevor etienne,272.4,278.0,87.0,56.8,29.2,12.2,lightgbm
2025,00-0038896,Jacob Saylors,RB,DET,rook,rookie,1,jacob saylors,526.8,633.0,160.0,3.5,,1.1,lightgbm
2025,00-0038458,Owen Wright,RB,TB,rook,rookie,1,owen wright,677.0,1426.0,340.0,3.7,,0.6000000000000001,lightgbm
2025,00-0040205,Kalel Mullings,RB,TEN,rook,rookie,1,kalel mullings,699.5,1814.0,433.0,0.1,23.4,0.7000000000000001,lightgbm
2025,00-0040649,Robbie Ouzts,RB,SEA,rook,rookie,1,robbie ouzts,685.5,1562.0,378.0,8.4,,0.0,lightgbm
2025,00-0039266,Kendall Milton,RB,CIN,rook,rookie,1,kendall milton,649.9,1172.0,287.0,11.4,,0.2,lightgbm
2025,00-0040021,Phil Mafah,RB,DAL,rook,rookie,1,phil mafah,649.9,1171.0,286.0,14.0,22.0,9.9,lightgbm
2025,00-0040039,Amar Johnson,RB,LAC,rook,rookie,1,amar johnson,666.2,1309.0,321.0,7.4,,0.8,lightgbm
2025,00-0040067,Jacardia Wright,RB,SEA,rook,rookie,1,jacardia wright,590.3,834.0,198.0,8.7,,2.0,lightgbm
2025,00-0040476,Ulysses Bentley IV,RB,IND,rook,rookie,1,ulysses bentley,573.5,765.0,187.0,9.3,,0.0,lightgbm
2021,00-0033908,Cooper Kupp,WR,LA,vet,veteran,0,cooper kupp,45.4,46.0,18.0,153.9,210.3,367.0,elasticnet
2021,00-0031381,Davante Adams,WR,GB,vet,veteran,0,davante adams,10.4,10.0,1.0,223.7,273.2,282.8,elasticnet
2021,00-0036322,Justin Jefferson,WR,MIN,vet,veteran,0,justin jefferson,28.7,28.0,9.0,220.2,255.7,276.40000000000003,elasticnet
2021,00-0035719,Deebo Samuel Sr.,WR,SF,vet,veteran,0,deebo samuel,81.6,81.0,34.0,102.0,199.4,300.46000000000004,elasticnet
2021,00-0027793,Antonio Brown,WR,TB,vet,veteran,0,antonio brown,89.4,89.0,37.0,111.2,181.9,100.1,elasticnet
2021,00-0033921,Chris Godwin Jr.,WR,TB,vet,veteran,0,chris godwin,39.2,40.0,14.0,172.4,215.6,193.4,elasticnet
2021,00-0033536,Mike Williams,WR,LAC,vet,veteran,0,mike williams,108.4,107.0,45.0,112.7,199.2,208.6,elasticnet
2021,00-0035216,Diontae Johnson,WR,PIT,vet,veteran,0,diontae johnson,54.9,54.0,22.0,133.6,211.6,220.9,elasticnet
2021,00-0032211,Tyler Lockett,WR,SEA,vet,veteran,0,tyler lockett,50.8,50.0,20.0,175.0,210.5,204.9,elasticnet
2021,00-0030279,Keenan Allen,WR,LAC,vet,veteran,0,keenan allen,27.6,27.0,8.0,148.9,212.0,204.8,elasticnet
2021,00-0030035,Adam Thielen,WR,MIN,vet,veteran,0,adam thielen,53.3,53.0,21.0,140.9,210.1,166.3,elasticnet
2021,00-0030431,Robert Woods,WR,LA,vet,veteran,0,robert woods,43.1,44.0,16.0,150.8,216.1,114.7,elasticnet
2021,00-0030564,DeAndre Hopkins,WR,ARI,vet,veteran,0,deandre hopkins,15.8,16.0,4.0,186.7,250.0,126.2,elasticnet
2021,00-0031408,Mike Evans,WR,TB,vet,veteran,0,mike evans,33.2,34.0,12.0,197.4,222.0,225.5,elasticnet
2021,00-0031588,Stefon Diggs,WR,BUF,vet,veteran,0,stefon diggs,15.5,15.0,3.0,210.9,247.7,234.0,elasticnet
2021,00-0035640,DK Metcalf,WR,SEA,vet,veteran,0,dk metcalf,18.4,18.0,5.0,182.7,262.9,206.8,elasticnet
2021,00-0033040,Tyreek Hill,WR,KC,vet,veteran,0,tyreek hill,11.9,11.0,2.0,194.2,275.3,241.0,elasticnet
2021,00-0031236,Brandin Cooks,WR,HOU,vet,veteran,0,brandin cooks,91.4,91.0,39.0,148.8,175.3,186.8,elasticnet
2021,00-0036252,Michael Pittman,WR,IND,vet,veteran,0,michael pittman,107.5,106.0,44.0,95.4,179.4,194.6,elasticnet
2021,00-0035662,Marquise Brown,WR,BAL,vet,veteran,0,marquise brown,123.7,120.0,51.0,145.9,201.6,182.8,elasticnet
2021,00-0036358,CeeDee Lamb,WR,DAL,vet,veteran,0,ceedee lamb,35.1,36.0,13.0,159.8,226.2,193.3,elasticnet
2021,00-0034827,DJ Moore,WR,CAR,vet,veteran,0,dj moore,47.9,49.0,19.0,162.5,210.9,191.0,elasticnet
2021,00-0034837,Calvin Ridley,WR,ATL,vet,veteran,0,calvin ridley,20.9,20.0,6.0,179.1,254.0,55.6,elasticnet
2021,00-0035676,A.J. Brown,WR,TEN,vet,veteran,0,aj brown,23.8,24.0,7.0,176.9,258.8,149.4,elasticnet
2021,00-0036309,Darnell Mooney,WR,CHI,vet,veteran,0,darnell mooney,115.1,113.0,48.0,110.8,151.8,179.20000000000002,elasticnet
2021,00-0031544,Amari Cooper,WR,DAL,vet,veteran,0,amari cooper,41.2,42.0,15.0,158.8,214.5,168.5,elasticnet
2021,00-0036357,Henry Ruggs III,WR,LV,vet,veteran,0,henry ruggs,124.8,121.0,52.0,94.9,144.5,72.5,elasticnet
2021,00-0035659,Terry McLaurin,WR,WAS,vet,veteran,0,terry mclaurin,30.8,30.0,10.0,161.1,219.7,175.0,elasticnet
2021,00-0036410,Tee Higgins,WR,CIN,vet,veteran,0,tee higgins,65.4,66.0,25.0,161.7,207.6,182.1,elasticnet
2021,00-0033871,Corey Davis,WR,NYJ,vet,veteran,0,corey davis,99.9,99.0,43.0,125.0,158.1,88.2,elasticnet
2021,00-0034775,Christian Kirk,WR,ARI,vet,veteran,0,christian kirk,219.6,189.0,77.0,117.7,137.2,169.12,elasticnet
2021,00-0034411,Russell Gage,WR,ATL,vet,veteran,0,russell gage,143.2,132.0,57.0,89.3,128.6,130.0,elasticnet
2021,00-0031382,Jarvis Landry,WR,CLE,vet,veteran,0,jarvis landry,95.9,96.0,41.0,149.6,174.4,107.0,elasticnet
2021,00-0036326,Chase Claypool,WR,PIT,vet,veteran,0,chase claypool,67.4,67.0,26.0,161.0,186.2,137.1,elasticnet
2021,00-0032385,Sterling Shepard,WR,NYG,vet,veteran,0,sterling shepard,193.7,170.0,69.0,138.7,144.3,59.7,elasticnet
2021,00-0029293,Marvin Jones,WR,JAX,vet,veteran,0,marvin jones,132.4,127.0,54.0,133.9,182.6,143.7,elasticnet
2021,00-0031547,DeVante Parker,WR,MIA,vet,veteran,0,devante parker,150.8,138.0,59.0,123.2,146.4,83.5,elasticnet
2021,00-0034764,Michael Gallup,WR,DAL,vet,veteran,0,michael gallup,119.8,117.0,49.0,120.2,144.8,74.0,elasticnet
2021,00-0034960,Jakobi Meyers,WR,NE,vet,veteran,0,jakobi meyers,142.2,131.0,56.0,99.1,175.4,144.8,elasticnet
2021,00-0033215,Cyril Grayson,WR,TB,vet,veteran,0,cyril grayson,433.3,331.0,117.0,12.6,28.3,39.6,elasticnet
2021,00-0034777,DJ Chark,WR,JAX,vet,veteran,0,dj chark,84.1,84.0,36.0,122.0,189.2,30.9,elasticnet
2021,00-0034521,Allen Lazard,WR,GB,vet,veteran,0,allen lazard,244.5,209.0,82.0,79.8,89.2,122.5,elasticnet
2021,00-0027942,A.J. Green,WR,ARI,vet,veteran,0,aj green,194.4,171.0,70.0,66.1,111.6,129.8,elasticnet
2021,00-0036219,Marquez Callaway,WR,NO,vet,veteran,0,marquez callaway,121.5,118.0,50.0,48.6,176.2,128.8,elasticnet
2021,00-0033009,Tyler Boyd,WR,CIN,vet,veteran,0,tyler boyd,90.7,90.0,38.0,154.1,178.0,150.34,elasticnet
2021,00-0036196,Gabe Davis,WR,BUF,vet,veteran,0,gabe davis,196.2,173.0,71.0,96.6,147.1,108.4,elasticnet
2021,00-0034348,Courtland Sutton,WR,DEN,vet,veteran,0,courtland sutton,79.7,80.0,33.0,77.1,194.0,121.24,elasticnet
2021,00-0036261,Brandon Aiyuk,WR,SF,vet,veteran,0,brandon aiyuk,59.2,59.0,23.0,168.5,198.8,142.3,elasticnet
2021,00-0031941,Jamison Crowder,WR,NYJ,vet,veteran,0,jamison crowder,236.3,201.0,79.0,127.0,118.3,84.2,elasticnet
2021,00-0027685,Emmanuel Sanders,WR,BUF,vet,veteran,0,emmanuel sanders,212.9,184.0,74.0,99.7,131.2,110.7,elasticnet
2021,00-0034272,Marquez Valdes-Scantling,WR,GB,vet,veteran,0,marquez valdesscantling,214.4,186.0,76.0,92.4,148.6,74.0,elasticnet
2021,00-0036233,Donovan Peoples-Jones,WR,CLE,vet,veteran,0,donovan peoplesjones,245.1,210.0,83.0,64.2,141.0,92.7,elasticnet
2021,00-0036407,Jerry Jeudy,WR,DEN,vet,veteran,0,jerry jeudy,71.2,71.0,29.0,117.9,203.3,66.0,elasticnet
2021,00-0032688,Robbie Chosen,WR,CAR,vet,veteran,0,robbie chosen,79.3,79.0,32.0,129.7,186.6,112.0,elasticnet
2021,00-0029000,Cole Beasley,WR,BUF,vet,veteran,0,cole beasley,149.8,137.0,58.0,125.9,133.3,118.3,elasticnet
2021,00-0034765,Tre'Quan Smith,WR,NO,vet,veteran,0,trequan smith,199.2,176.0,73.0,79.6,129.8,71.7,elasticnet
2021,00-0028002,Randall Cobb,WR,GB,vet,veteran,0,randall cobb,191.8,169.0,68.0,91.4,128.1,81.6,elasticnet
2021,00-0029608,T.Y. Hilton,WR,IND,vet,veteran,0,ty hilton,182.5,160.0,66.0,104.1,122.3,62.6,elasticnet
2021,00-0036268,Laviska Shenault Jr.,WR,JAX,vet,veteran,0,laviska shenault,95.5,95.0,40.0,133.8,167.0,95.5,elasticnet
2021,00-0031235,Odell Beckham Jr.,WR,CLE,vet,veteran,0,odell beckham,69.7,69.0,28.0,109.5,192.8,107.1,elasticnet
2021,00-0027944,Julio Jones,WR,TEN,vet,veteran,0,julio jones,44.3,45.0,17.0,154.2,208.1,64.9,elasticnet
2021,00-0031428,Allen Robinson,WR,CHI,vet,veteran,0,allen robinson,32.0,32.0,11.0,164.3,222.4,68.0,elasticnet
2021,00-0035140,Mecole Hardman,WR,KC,vet,veteran,0,mecole hardman,129.1,125.0,53.0,122.7,170.5,111.4,elasticnet
2021,00-0036365,Bryan Edwards,WR,LV,vet,veteran,0,bryan edwards,167.7,149.0,63.0,51.3,142.7,92.1,elasticnet
2021,00-0031549,Nelson Agholor,WR,NE,vet,veteran,0,nelson agholor,155.0,142.0,60.0,110.5,142.3,84.9,elasticnet
2021,00-0033932,Kenny Golladay,WR,NYG,vet,veteran,0,kenny golladay,71.6,72.0,30.0,122.3,184.6,70.60000000000001,elasticnet
2021,00-0033857,JuJu Smith-Schuster,WR,PIT,vet,veteran,0,juju smithschuster,77.4,77.0,31.0,157.7,184.3,27.3,elasticnet
2021,00-0035639,Parris Campbell,WR,IND,vet,veteran,0,parris campbell,213.3,185.0,75.0,53.4,132.1,27.200000000000003,elasticnet
2021,00-0031763,DeAndre Carter,WR,WAS,vet,veteran,0,deandre carter,250.5,215.0,85.0,0.7,25.4,74.5,elasticnet
2021,00-0031325,Sammy Watkins,WR,BAL,vet,veteran,0,sammy watkins,222.7,191.0,78.0,79.5,125.2,56.900000000000006,elasticnet
2021,00-0036387,Jalen Reagor,WR,PHI,vet,veteran,0,jalen reagor,173.5,153.0,65.0,96.4,150.7,61.6,elasticnet
2021,00-0030068,Marquise Goodwin,WR,CHI,vet,veteran,0,marquise goodwin,662.1,456.0,164.0,26.9,122.3,47.2,elasticnet
2021,00-0029632,Mohamed Sanu,WR,SF,vet,veteran,0,mohamed sanu,479.7,352.0,123.0,51.2,34.9,25.200000000000003,elasticnet
2021,00-0032980,Marcus Johnson,WR,TEN,vet,veteran,0,marcus johnson,604.0,415.0,143.0,57.9,42.6,20.3,elasticnet
2021,00-0034407,Ray-Ray McCloud,WR,PIT,vet,veteran,0,rayray mccloud,355.7,282.0,103.0,26.9,49.9,48.7,elasticnet
2021,00-0033282,Curtis Samuel,WR,WAS,vet,veteran,0,curtis samuel,113.7,111.0,47.0,141.3,121.6,6.800000000000001,elasticnet
2021,00-0033292,Trent Taylor,WR,CIN,vet,veteran,0,trent taylor,546.0,388.0,136.0,14.4,,5.1000000000000005,elasticnet
2021,00-0036228,Dezmon Patmon,WR,IND,vet,veteran,0,dezmon patmon,628.0,431.0,150.0,23.9,,9.1,elasticnet
2021,00-0034317,Keith Kirkwood,WR,CAR,vet,veteran,0,keith kirkwood,527.0,375.0,130.0,19.9,,3.2,elasticnet
2021,00-0029664,Josh Gordon,WR,KC,vet,veteran,0,josh gordon,468.5,348.0,122.0,35.0,51.0,11.7,elasticnet
2021,00-0033111,Pharoh Cooper,WR,JAX,vet,veteran,0,pharoh cooper,619.2,426.0,147.0,24.2,5.1,5.6,elasticnet
2021,00-0035022,Penny Hart,WR,SEA,vet,veteran,0,penny hart,606.7,417.0,144.0,18.0,51.3,9.4,elasticnet
2021,00-0032543,Alex Erickson,WR,CAR,vet,veteran,0,alex erickson,638.4,438.0,152.0,24.4,20.9,7.0,elasticnet
2021,00-0035480,Malik Taylor,WR,GB,vet,veteran,0,malik taylor,280.0,232.0,90.0,22.6,18.3,2.4000000000000004,elasticnet
2021,00-0035399,Stanley Morgan,WR,CIN,vet,veteran,0,stanley morgan,661.0,455.0,163.0,17.9,8.0,2.4000000000000004,elasticnet
2021,00-0026293,Matthew Slater,WR,NE,vet,veteran,0,matthew slater,616.0,423.0,145.0,-23.2,,0.0,elasticnet
2021,00-0031051,John Brown,WR,LV,vet,veteran,0,john brown,647.4,446.0,159.0,88.3,120.9,0.0,elasticnet
2021,00-0032160,Tyrell Williams,WR,DET,vet,veteran,0,tyrell williams,198.3,175.0,72.0,56.5,132.6,2.4000000000000004,elasticnet
2021,00-0032765,Michael Thomas,WR,NO,vet,veteran,0,michael thomas,62.0,63.0,24.0,137.7,176.1,0.0,elasticnet
2021,00-0033127,Will Fuller,WR,MIA,vet,veteran,0,will fuller,109.3,108.0,46.0,160.7,,6.6,elasticnet
2021,00-0033957,Rodney Adams,WR,CHI,vet,veteran,0,rodney adams,679.1,469.0,169.0,12.3,41.1,0.0,elasticnet
2021,00-0035432,Jason Moore,WR,LAC,vet,veteran,0,jason moore,586.0,407.0,141.0,3.5,10.8,7.1000000000000005,elasticnet
2021,00-0035621,Nsimba Webster,WR,CHI,vet,veteran,0,nsimba webster,665.0,458.0,165.0,8.4,9.4,0.0,elasticnet
2021,00-0036398,John Hightower,WR,PHI,vet,veteran,0,john hightower,550.2,390.0,137.0,30.0,45.8,0.0,elasticnet
2022,00-0033908,Cooper Kupp,WR,LA,vet,veteran,0,cooper kupp,6.4,6.0,1.0,247.9,280.8,163.9,elasticnet
2022,00-0036322,Justin Jefferson,WR,MIN,vet,veteran,0,justin jefferson,8.2,8.0,2.0,230.5,287.46,304.66,elasticnet
2022,00-0031381,Davante Adams,WR,LV,vet,veteran,0,davante adams,12.9,12.0,4.0,218.7,231.8,285.5,elasticnet
2022,00-0033040,Tyreek Hill,WR,MIA,vet,veteran,0,tyreek hill,20.4,20.0,7.0,193.5,238.3,281.7,elasticnet
2022,00-0031588,Stefon Diggs,WR,BUF,vet,veteran,0,stefon diggs,13.1,14.0,5.0,168.9,248.2,262.6,elasticnet
2022,00-0032765,Michael Thomas,WR,NO,vet,veteran,0,michael thomas,67.6,67.0,28.0,75.3,182.9,43.1,elasticnet
2022,00-0036963,Amon-Ra St. Brown,WR,DET,vet,veteran,0,amonra st brown,64.6,64.0,25.0,177.6,189.2,214.6,elasticnet
2022,00-0030564,DeAndre Hopkins,WR,ARI,vet,veteran,0,deandre hopkins,83.9,84.0,34.0,132.9,167.4,119.7,elasticnet
2022,00-0036900,Ja'Marr Chase,WR,CIN,vet,veteran,0,jamarr chase,10.4,10.0,3.0,224.4,238.6,198.9,elasticnet
2022,00-0036358,CeeDee Lamb,WR,DAL,vet,veteran,0,ceedee lamb,19.9,19.0,6.0,169.2,211.1,248.1,elasticnet
2022,00-0035676,A.J. Brown,WR,PHI,vet,veteran,0,aj brown,27.7,28.0,10.0,155.3,215.0,255.6,elasticnet
2022,00-0036613,Jaylen Waddle,WR,MIA,vet,veteran,0,jaylen waddle,48.2,48.0,18.0,178.0,207.0,221.7,elasticnet
2022,00-0031544,Amari Cooper,WR,CLE,vet,veteran,0,amari cooper,69.1,70.0,31.0,152.8,183.1,207.0,elasticnet
2022,00-0030279,Keenan Allen,WR,LAC,vet,veteran,0,keenan allen,30.3,30.0,11.0,161.5,173.1,131.0,elasticnet
2022,00-0031408,Mike Evans,WR,TB,vet,veteran,0,mike evans,26.1,26.0,9.0,173.4,182.1,186.9,elasticnet
2022,00-0032211,Tyler Lockett,WR,SEA,vet,veteran,0,tyler lockett,104.9,104.0,43.0,162.1,176.1,197.3,elasticnet
2022,00-0036407,Jerry Jeudy,WR,DEN,vet,veteran,0,jerry jeudy,51.4,51.0,21.0,107.4,168.0,170.70000000000002,elasticnet
2022,00-0035659,Terry McLaurin,WR,WAS,vet,veteran,0,terry mclaurin,42.0,42.0,15.0,147.6,176.7,190.5,elasticnet
2022,00-0033536,Mike Williams,WR,LAC,vet,veteran,0,mike williams,43.3,43.0,16.0,155.3,194.3,145.0,elasticnet
2022,00-0033921,Chris Godwin Jr.,WR,TB,vet,veteran,0,chris godwin,65.7,65.0,26.0,165.1,172.4,170.8,elasticnet
2022,00-0034960,Jakobi Meyers,WR,NE,vet,veteran,0,jakobi meyers,172.6,155.0,65.0,119.4,156.76,148.8,elasticnet
2022,00-0034775,Christian Kirk,WR,JAX,vet,veteran,0,christian kirk,100.7,100.0,42.0,154.8,183.4,199.9,elasticnet
2022,00-0036912,DeVonta Smith,WR,PHI,vet,veteran,0,devonta smith,88.5,88.0,36.0,144.7,174.8,209.1,elasticnet
2022,00-0036252,Michael Pittman,WR,IND,vet,veteran,0,michael pittman,33.9,33.0,12.0,151.2,181.9,167.0,elasticnet
2022,00-0035662,Marquise Brown,WR,ARI,vet,veteran,0,marquise brown,57.9,57.0,23.0,141.8,151.0,122.5,elasticnet
2022,00-0035640,DK Metcalf,WR,SEA,vet,veteran,0,dk metcalf,50.2,50.0,20.0,168.9,181.4,181.8,elasticnet
2022,00-0034827,DJ Moore,WR,CAR,vet,veteran,0,dj moore,40.1,40.0,14.0,160.8,156.7,167.60000000000002,elasticnet
2022,00-0036196,Gabe Davis,WR,BUF,vet,veteran,0,gabe davis,68.5,68.0,29.0,101.0,168.8,147.6,elasticnet
2022,00-0036410,Tee Higgins,WR,CIN,vet,veteran,0,tee higgins,34.7,35.0,13.0,172.5,202.1,183.9,elasticnet
2022,00-0034521,Allen Lazard,WR,GB,vet,veteran,0,allen lazard,89.8,89.0,37.0,100.4,177.2,144.8,elasticnet
2022,00-0036261,Brandon Aiyuk,WR,SF,vet,veteran,0,brandon aiyuk,94.3,94.0,40.0,159.5,169.6,188.8,elasticnet
2022,00-0035140,Mecole Hardman,WR,KC,vet,veteran,0,mecole hardman,178.5,158.0,66.0,112.7,135.5,81.3,elasticnet
2022,00-0031236,Brandin Cooks,WR,HOU,vet,veteran,0,brandin cooks,59.9,59.0,24.0,154.2,178.2,117.1,elasticnet
2022,00-0035719,Deebo Samuel Sr.,WR,SF,vet,veteran,0,deebo samuel,23.1,23.0,8.0,177.4,205.96,140.4,elasticnet
