gsis_id,name,position,team,entry_class,draft_round,draft_pick,hit_prob_draft,hit_prob_college,hit_prob_full,proj_ppg,talent_score,draft_pick,age,forty,vertical,broad_jump,wt,bmi,speed_score,cfb_final_dom,cfb_scrim_ypg,pct_draft_pick,pct_age,pct_forty,pct_vertical,pct_broad_jump,pct_wt,pct_bmi,pct_speed_score,pct_cfb_final_dom,pct_cfb_scrim_ypg
MCG547540,Seth McGowan,RB,IND,2026,7,237,4.3,17.4,6.0,1.2376738997884127,,237,24.0,4.49,42.5,131.0,223.0,30.24093364197531,109.7360932553821,0.2697389512250973,88.25,92.0,99.0,47.0,100.0,98.0,82.0,56.0,82.0,47.0,29.0
THO495568,Brenen Thompson,WR,LAC,2026,4,105,9.0,14.3,5.8,1.0756660157306546,,105,23.0,4.26,,,164.0,24.21592102499475,99.5945210208984,0.0619665839696188,25.55555555555556,45.0,94.0,1.0,,,2.0,4.0,48.0,17.0,3.0
LAN016345,Bryce Lance,WR,NOR,2026,4,136,8.9,8.0,5.7,1.2281213934825355,,136,24.0,,,,,,,0.0853151927437641,63.375,55.0,99.0,,,,,,,34.0,35.0
KLU066027,Cade Klubnik,QB,NYJ,2026,4,110,4.6,9.2,5.1,4.110789634004881,,110,22.0,,,,207.0,26.574324324324323,,0.1672138836772983,45.76923076923077,51.0,40.0,,,,10.0,18.0,,57.0,66.0
BON235618,Lewis Bond,WR,HOU,2026,6,204,1.5,15.7,4.9,0.7699167026867428,,204,,,,,,,,0.1084683913831286,54.23076923076923,81.0,,,,,,,,49.0,23.0
TRA291459,Seydou Traore,TE,MIA,2026,5,180,5.6,7.6,4.8,0.9501766918868833,,180,,,,,,,,0.0537489251934651,28.545454545454547,75.0,,,,,,,,47.0,32.0
PAY546690,Cole Payton,QB,PHI,2026,5,178,3.7,12.8,4.7,1.3789723991391605,,178,23.0,,,,,,,0.023167044595616,25.0,71.0,76.0,,,,,,,3.0,36.0
00-0040886,Nicholas Singleton,RB,TEN,2026,5,165,22.1,19.9,4.2,1.9087512235938557,,165,,,,,,,,,,62.0,,,,,,,,,
BEN601117,Malik Benson,WR,LVR,2026,6,195,1.7,12.2,4.2,1.1854926248995599,,195,,,,,,,,0.0478235119928931,26.916666666666668,77.0,,,,,,,,8.0,4.0
ALL092954,Cyrus Allen,WR,KAN,2026,5,176,9.3,8.8,4.1,0.6721832812417143,,176,23.0,,,,,,,0.0251872659176029,33.625,69.0,94.0,,,,,,,2.0,6.0
SHA375359,Bauer Sharp,TE,TAM,2026,6,185,1.5,8.6,4.0,0.3800997538087323,,185,23.0,4.63,35.0,120.0,249.0,29.523865744644965,108.36907806622428,0.0336006936917407,28.181818181818183,76.0,89.0,33.0,66.0,60.0,50.0,35.0,75.0,30.0,31.0
BRE060106,Max Bredeson,TE,MIN,2026,5,159,7.6,8.4,4.0,,,159,23.0,,,,,,,0.0030737704918032,12.0,62.0,89.0,,,,,,,1.0,4.0
CAM108646,Josh Cameron,WR,JAX,2026,6,191,1.7,16.4,3.9,0.6956378253839186,,191,23.0,,,,220.0,28.243243243243242,,0.064181137214845,58.0,76.0,94.0,,,,90.0,88.0,,18.0,28.0
WIL189259,CJ Williams,WR,JAX,2026,6,203,1.5,14.7,3.8,0.8325615708576084,,203,,,,,,,,0.0611333010570483,26.428571428571427,80.0,,,,,,,,17.0,4.0
KAN023071,Jaren Kanak,TE,TEN,2026,7,225,1.1,10.9,3.5,1.0264870295517512,,225,22.0,4.52,36.0,119.0,234.0,30.04054054054054,112.12232990388607,,,88.0,49.0,9.0,77.0,51.0,4.0,55.0,84.0,,
00-0041069,Colbie Young,WR,CIN,2026,4,140,9.3,11.2,3.1,1.9239220252338731,,140,,,,,,,,,,57.0,,,,,,,,,
NUS440041,Garrett Nussmeier,QB,KAN,2026,7,249,5.1,6.8,2.9,1.6366532132546427,,249,,,,,203.0,26.06081081081081,,0.1676070112089069,21.692307692307693,98.0,,,,,4.0,7.0,,58.0,33.0
RYA022232,Carsen Ryan,TE,CLE,2026,7,248,2.2,9.5,2.8,0.8871602477698355,,248,23.0,,,,,,,0.0418535127055306,22.6,95.0,89.0,,,,,,,37.0,19.0
00-0041087,Joe Royer,TE,CLE,2026,5,170,6.8,10.0,2.7,0.9944958109050042,,170,,,,,,,,,,68.0,,,,,,,,,
SMI038569,Anthony Smith,WR,DAL,2026,7,218,1.4,11.2,2.7,1.383283600724502,,218,,,,,,,,0.1335611085058395,72.0,86.0,,,,,,,,64.0,49.0
MOR767384,Behren Morton,QB,NWE,2026,7,234,1.8,6.3,2.6,1.3605488941324921,,234,,,,,221.0,28.37162162162162,,0.1229635060280221,26.33333333333333,92.0,,,,,60.0,77.0,,39.0,38.0
KAL252591,Athan Kaliakmanis,QB,WAS,2026,7,223,1.4,8.6,2.5,2.340739797142814,,223,,,,,,,,0.0959055521737737,28.23076923076923,89.0,,,,,,,,35.0,42.0
00-0041132,Deion Burks,WR,IND,2026,7,254,2.2,11.2,2.0,0.8157298955800125,,254,,,,,,,,,,98.0,,,,,,,,,
