season,team,game_id,person_id,role
2024,LAC,2024_04_KC_LAC,jim_harbaugh,hc_resume
2024,LAC,2024_06_LAC_DEN,jim_harbaugh,hc_resume
2024,LAC,2024_07_LAC_ARI,jim_harbaugh,hc_resume
2024,LAC,2024_08_NO_LAC,jim_harbaugh,hc_resume
2024,LAC,2024_09_LAC_CLE,jim_harbaugh,hc_resume
2024,LAC,2024_10_TEN_LAC,jim_harbaugh,hc_resume
2024,LAC,2024_11_CIN_LAC,jim_harbaugh,hc_resume
2024,LAC,2024_12_BAL_LAC,jim_harbaugh,hc_resume
2024,LAC,2024_13_LAC_ATL,jim_harbaugh,hc_resume
2024,LAC,2024_14_LAC_KC,jim_harbaugh,hc_resume
