season,team,plays,games,epa_play,success_rate,yards_play,explosive_rate,pass_rate,plays_per_game,proe,neutral_pass_rate,early_down_pass_rate,redzone_pass_rate,drive_scoring_points_per_drive_proxy,n_drives,redzone_td_rate,seconds_per_play
2000,BUF,1009,15,-0.05797729916259412,0.40336967294350845,5.153617443012884,0.09018830525272548,0.6144697720515362,67.26666666666667,,0.5901328273244781,0.5404699738903395,0.4892086330935252,1.5454545454545454,198,0.48214285714285715,
2000,CAR,970,16,-0.08175934735238942,0.40515463917525774,4.749484536082474,0.0711340206185567,0.6649484536082474,60.625,,0.6680497925311203,0.6289473684210526,0.6107784431137725,1.5755813953488371,173,0.39655172413793105,
2000,CHI,980,16,-0.13975949870613313,0.39183673469387753,4.579591836734694,0.06326530612244897,0.6214285714285714,61.25,,0.5625,0.5475543478260869,0.5416666666666666,0.9742268041237113,194,0.41379310344827586,
2000,CIN,974,16,-0.16953841307002482,0.34496919917864477,4.236139630390143,0.08829568788501027,0.5431211498973306,60.875,,0.4792176039119804,0.4766483516483517,0.4639175257731959,0.8677248677248677,189,0.4,
2000,CLE,849,16,-0.22128497003159847,0.31802120141342755,4.104829210836278,0.05653710247349823,0.6325088339222615,53.0625,,0.5440414507772021,0.571658615136876,0.4659090909090909,0.8,191,0.46875,
2000,DAL,932,16,-0.09348458254348789,0.40879828326180256,4.727467811158799,0.09120171673819742,0.5257510729613734,58.25,,0.46454767726161367,0.4666666666666667,0.39215686274509803,1.4864864864864864,187,0.5581395348837209,
2000,DEN,1100,16,0.08243378618831802,0.4531392174704277,5.868181818181818,0.10363636363636364,0.5590909090909091,68.75,,0.5717017208413002,0.5103448275862069,0.43478260869565216,2.1818181818181817,201,0.5522388059701493,
2000,DET,987,16,-0.14006469141583297,0.3691683569979716,4.458966565349544,0.06990881458966565,0.585612968591692,61.6875,,0.5809128630705395,0.5312084993359893,0.445859872611465,1.3560975609756099,206,0.4528301886792453,
2000,GB,1031,16,-0.018840256390277085,0.39961202715809896,5.102812803103783,0.07953443258971872,0.6246362754607178,64.4375,,0.5915178571428571,0.5692883895131086,0.5755395683453237,1.719387755102041,197,0.5384615384615384,
2000,IND,1011,16,0.11970017270841848,0.456973293768546,6.009891196834817,0.09594460929772503,0.5934718100890207,63.1875,,0.5652173913043478,0.5422885572139303,0.5608108108108109,2.2542372881355934,179,0.5892857142857143,
2000,JAX,1068,16,0.010374301452837856,0.41947565543071164,5.270599250936329,0.08146067415730338,0.5880149812734082,66.75,,0.5617283950617284,0.5347985347985348,0.4233128834355828,1.8434343434343434,198,0.4909090909090909,
2000,KC,923,15,-0.0032897577519344075,0.40520043336944744,5.596966413867822,0.09642470205850487,0.6446370530877573,61.53333333333333,,0.5995316159250585,0.623448275862069,0.5,1.6723163841807909,177,0.5098039215686274,
2000,LA,1002,16,0.1683884447376229,0.468063872255489,6.934131736526946,0.1277445109780439,0.6327345309381237,62.625,,0.6624472573839663,0.5908529048207664,0.5153061224489796,2.747311827956989,186,0.6493506493506493,
2000,LAC,913,15,-0.18547101314493708,0.3548740416210296,4.378970427163198,0.06900328587075576,0.6527929901423878,60.86666666666667,,0.5726872246696035,0.5928571428571429,0.5188679245283019,1.190721649484536,195,0.46153846153846156,
2000,LV,1004,16,0.09499029490020205,0.41832669322709165,5.600597609561753,0.09262948207171315,0.5507968127490039,62.75,,0.5659574468085107,0.4817610062893082,0.41530054644808745,2.265957446808511,189,0.5909090909090909,
2000,MIA,868,15,-0.04380883773906689,0.3847926267281106,4.709677419354839,0.07834101382488479,0.5,57.86666666666667,,0.5012531328320802,0.45045045045045046,0.4594594594594595,1.591160220994475,181,0.5813953488372093,
2000,MIN,947,16,0.11632740584242818,0.4498416050686378,6.23442449841605,0.11087645195353749,0.6071805702217529,59.1875,,0.5594059405940595,0.5448460508701473,0.5130434782608696,2.2701149425287355,176,0.5777777777777777,
2000,NE,1032,16,-0.09964952139757927,0.375,4.386627906976744,0.0562015503875969,0.6114341085271318,64.5,,0.553875236294896,0.5568475452196382,0.572289156626506,1.3814432989690721,195,0.47058823529411764,
2000,NO,1018,16,0.013306467356445252,0.4243614931237721,5.197445972495088,0.08546168958742632,0.5736738703339882,63.625,,0.52,0.5173299101412067,0.45161290322580644,1.7637362637362637,182,0.5333333333333333,
