season,team,prior_qb_id,prior_qb_epa_play,prior_qb_cpoe,qb_returns,ret_qb_attempt_share,ret_rb_carry_share,ret_wrte_target_share,relocated,vacated_rush_share,vacated_target_share,ret_skill_fantasy_share,prior_epa_play,prior_success_rate,prior_points_per_drive,prior_plays,prior_pass_rate,prior_ol_sack_rate
2021,NE,00-0027939,-0.05912804680307019,-1.0236097683369274,1.0,0.9957894736842106,1.0,0.8610169491525423,0.0,0.0,0.13898305084745766,0.9305084745762712,-0.003482160134054,0.4611398963730569,2.1466666666666665,965.0,0.5170984455958549,0.0777310924369747
2021,NO,00-0020531,0.15952372014483712,1.5980133516492818,1.0,1.0,1.0,0.9649595687331537,0.0,0.0,0.035040431266846306,0.9824797843665769,0.0945376438794568,0.4765625,2.820809248554913,1024.0,0.5556640625,0.0527272727272727
2021,NYG,00-0035710,-0.07027898425626614,-2.243342771436329,1.0,0.9964601769911504,0.7236842105263158,0.875,0.0,0.2763157894736842,0.125,0.799342105263158,-0.0562723416446999,0.4154334038054968,1.7468354430379749,946.0,0.6247357293868921,0.0878734622144112
2021,NYJ,00-0034869,-0.21915596924377265,-1.9278435400251805,1.0,1.0,0.4747191011235955,0.9819587628865979,0.0,0.5252808988764045,0.01804123711340211,0.7283389320050967,-0.1434209943025888,0.4019189765458422,1.637931034482759,938.0,0.6076759061833689,0.0794824399260628
2021,PHI,00-0032950,-0.17878933921989415,-3.493772489990262,1.0,1.0,1.0,0.9611231101511879,0.0,0.0,0.0388768898488121,0.980561555075594,-0.0891596705576386,0.405099150141643,1.8085106382978724,1059.0,0.6704438149197356,0.0973053892215568
2021,PIT,00-0022924,0.07244008930143875,-1.0605797073235212,1.0,1.0,1.0,0.9649737302977233,0.0,0.0,0.035026269702276736,0.9824868651488616,0.0106465737355919,0.4324853228962818,2.2666666666666666,1022.0,0.6594911937377691,0.0207407407407407
2021,SEA,00-0029263,0.11733978905155057,6.845961427105997,1.0,1.0,0.9810126582278481,0.9155251141552512,0.0,0.01898734177215189,0.08447488584474883,0.9482688861915496,0.0870264016787015,0.4820717131474104,2.7294117647058824,1004.0,0.6613545816733067,0.0784313725490196
2021,SF,00-0033319,0.008748895689560813,-2.6039368867126753,1.0,1.0,0.9973614775725593,0.8899521531100478,0.0,0.0026385224274406704,0.11004784688995217,0.9436568153413036,0.0097865943237666,0.4604247104247104,2.3128491620111733,1036.0,0.5936293436293436,0.0637254901960784
2021,TB,00-0019596,0.1950047812140699,3.563913695387921,1.0,1.0,0.9692307692307692,1.0,0.0,0.03076923076923077,0.0,0.9846153846153847,0.121289413345976,0.4600606673407482,2.9714285714285715,989.0,0.6572295247724975,0.0340557275541795
2021,TEN,00-0029701,0.2369560847244446,2.6560974660618553,1.0,1.0,0.9956803455723542,0.9975490196078431,0.0,0.004319654427645814,0.002450980392156854,0.9966146825900987,0.170360493157525,0.5004916420845624,3.18125,1017.0,0.5211406096361848,0.0487329434697855
