season,team,week,plays,games,epa_sum,epa_n,succ_sum,succ_n,yds_sum,yds_n,expl_sum,expl_n,pass_sum,neu_pass,neu_n,ear_pass,ear_n,rz_pass,rz_n,proe_sum,proe_n,adot_sum,adot_n,gap_sum,gap_n,drive_pts,drives,rz_td,rz_drives,car_tot,car_RB,car_WR,car_TE,car_QB,tgt_tot,tgt_RB,tgt_WR,tgt_TE,tgt_QB,rzo_tot,rzo_RB,rzo_WR,rzo_TE,rzo_QB
2014,IND,3,73,1,25.85983807494996,73,38.0,73,530.0,73,10.0,73,48.0,18.0,25.0,35.0,58,11.0,19.0,810.4835897684097,73,319.0,43,2023.0,63,37.0,10,4.0,7.0,28,24,1.0,0.0,3.0,43,7.0,20,16.0,0.0,17.0,9.0,3.0,4.0,1.0
2014,IND,4,78,1,18.42629819722205,78,38.0,78,501.0,78,6.0,78,41.0,8.0,16.0,30.0,65,8.0,12.0,-131.63243904709816,78,416.0,41,2101.0,64,41.0,12,4.0,6.0,37,36,1.0,0.0,0.0,40,7.0,26,7.0,0.0,11.0,6.0,3.0,2.0,0.0
2014,IND,5,79,1,-7.586185402159622,79,34.0,79,433.0,79,9.0,79,53.0,30.0,44.0,40.0,63,16.0,21.0,971.5862207114697,79,423.0,49,2100.0,68,20.0,11,2.0,6.0,29,24,0.0,0.0,5.0,47,10.0,30,7.0,0.0,19.0,9.0,4.0,3.0,3.0
2014,IND,6,79,1,0.5405706077389958,79,31.0,79,458.0,79,5.0,79,50.0,11.0,17.0,36.0,64,9.0,13.0,556.150533258915,79,425.0,44,1955.0,65,41.0,12,4.0,6.0,32,28,0.0,0.0,4.0,44,6.0,25,13.0,0.0,12.0,5.0,3.0,4.0,0.0
2014,IND,7,78,1,4.293301093912278,78,41.0,78,506.0,78,13.0,78,45.0,18.0,30.0,35.0,65,5.0,10.0,865.9428343176842,78,254.0,42,2121.0,65,27.0,13,2.0,4.0,34,29,1.0,0.0,4.0,40,8.0,20,12.0,0.0,9.0,6.0,1.0,0.0,2.0
2014,IND,8,56,1,10.555745828073414,56,26.0,56,449.0,56,9.0,56,49.0,7.0,9.0,39.0,46,3.0,5.0,668.5123801231384,56,453.0,45,1057.0,44,39.0,12,1.0,3.0,9,7,0.0,0.0,2.0,44,8.0,30,6.0,0.0,5.0,3.0,2.0,0.0,0.0
2014,IND,9,71,1,14.66085243110428,71,30.0,71,443.0,71,10.0,71,48.0,25.0,27.0,36.0,56,3.0,5.0,922.7245455607772,71,416.0,46,1525.0,55,40.0,15,1.0,2.0,24,22,0.0,0.0,2.0,45,8.0,21,16.0,0.0,5.0,2.0,1.0,2.0,0.0
2014,IND,11,56,1,-5.301638466193859,56,20.0,56,322.0,56,7.0,56,43.0,20.0,27.0,28.0,40,7.0,11.0,331.11478090286255,56,415.0,39,1224.0,45,20.0,10,2.0,3.0,16,13,0.0,0.0,3.0,37,6.0,22,8.0,0.0,11.0,6.0,3.0,0.0,1.0
2014,IND,12,70,1,-6.235753685909965,70,34.0,70,391.0,70,9.0,70,40.0,21.0,39.0,30.0,54,9.0,16.0,98.86625874787569,70,280.0,32,1762.0,58,23.0,12,1.0,5.0,33,25,2.0,0.0,6.0,32,6.0,19,7.0,0.0,15.0,7.0,2.0,4.0,2.0
2014,IND,13,48,1,12.229418952716514,48,24.0,48,488.0,48,7.0,48,30.0,11.0,22.0,22.0,40,1.0,1.0,290.5163809657097,48,341.0,27,1111.0,35,42.0,12,1.0,1.0,20,16,1.0,0.0,3.0,24,2.0,14,8.0,0.0,1.0,0.0,1.0,0.0,0.0
2014,IND,14,75,1,-17.806548985209695,75,31.0,75,362.0,75,5.0,75,60.0,28.0,38.0,46.0,58,8.0,11.0,1222.6597592234612,75,558.0,53,1415.0,59,41.0,16,3.0,4.0,19,15,0.0,0.0,4.0,53,7.0,33,13.0,0.0,11.0,4.0,5.0,0.0,2.0
2014,IND,15,61,1,-15.735582989110412,61,27.0,61,281.0,61,4.0,61,40.0,27.0,37.0,30.0,50,1.0,4.0,481.6776745021343,61,362.0,34,1408.0,48,24.0,13,1.0,2.0,25,20,0.0,0.0,5.0,34,6.0,19,9.0,0.0,4.0,2.0,0.0,1.0,1.0
2014,IND,16,56,1,-27.225824080465827,56,20.0,56,229.0,56,2.0,56,46.0,0.0,3.0,33.0,42,4.0,4.0,176.0972112417221,56,266.0,44,1188.0,44,7.0,11,1.0,2.0,10,10,0.0,0.0,0.0,44,10.0,20,13.0,0.0,4.0,2.0,1.0,1.0,0.0
2014,IND,17,63,1,5.8742313200829415,63,25.0,63,381.0,63,6.0,63,37.0,17.0,26.0,23.0,46,8.0,14.0,408.23019333183765,63,271.0,35,1563.0,49,30.0,13,3.0,5.0,27,25,0.0,0.0,2.0,35,6.0,17,12.0,0.0,14.0,6.0,3.0,5.0,0.0
2014,JAX,1,70,1,-18.524367389740235,70,23.0,70,306.0,70,4.0,70,46.0,17.0,25.0,34.0,55,2.0,3.0,747.7087184786797,70,339.0,43,1225.0,51,30.0,16,0.0,1.0,24,23,0.0,0.0,1.0,42,5.0,27,10.0,0.0,3.0,1.0,2.0,0.0,0.0
2014,JAX,2,48,1,-21.454737706727666,48,10.0,48,148.0,48,2.0,48,40.0,6.0,9.0,26.0,34,3.0,4.0,468.6352103948593,48,292.0,28,825.0,35,10.0,12,0.0,1.0,10,7,0.0,0.0,3.0,28,4.0,20,4.0,0.0,3.0,1.0,1.0,0.0,1.0
2014,JAX,3,55,1,-6.909823636000869,55,22.0,55,344.0,55,9.0,55,35.0,3.0,6.0,25.0,45,1.0,2.0,-472.67056107521057,55,276.0,31,1130.0,42,24.0,12,1.0,1.0,20,18,0.0,0.0,2.0,31,4.0,24,2.0,0.0,2.0,1.0,1.0,0.0,0.0
2014,JAX,4,65,1,-11.463219447236042,65,30.0,65,320.0,65,6.0,65,41.0,18.0,33.0,33.0,49,1.0,5.0,250.9269803762436,65,202.0,37,1617.0,53,14.0,11,2.0,2.0,25,20,0.0,0.0,5.0,36,6.0,20,9.0,0.0,5.0,4.0,0.0,1.0,0.0
2014,JAX,5,52,1,-10.96795984935805,52,21.0,52,243.0,52,2.0,52,38.0,22.0,34.0,28.0,39,4.0,5.0,339.91628140211105,52,286.0,36,1164.0,42,16.0,10,0.0,2.0,15,11,0.0,0.0,4.0,36,5.0,26,4.0,0.0,5.0,1.0,4.0,0.0,0.0
2014,JAX,6,74,1,-2.998918695450187,74,34.0,74,379.0,74,3.0,74,54.0,28.0,42.0,42.0,59,3.0,5.0,252.42030918598175,74,323.0,45,1553.0,62,17.0,11,2.0,2.0,23,18,0.0,0.0,5.0,45,7.0,32,4.0,0.0,4.0,2.0,1.0,1.0,0.0
2014,JAX,7,67,1,-15.223682113520923,67,25.0,67,337.0,67,10.0,67,33.0,23.0,45.0,20.0,51,6.0,11.0,-559.5454823225737,67,249.0,31,1399.0,49,24.0,16,2.0,5.0,34,28,2.0,0.0,4.0,31,2.0,22,6.0,0.0,11.0,5.0,4.0,1.0,0.0
2014,JAX,8,68,1,-16.458342142706805,68,22.0,68,377.0,68,6.0,68,42.0,22.0,40.0,28.0,51,1.0,2.0,-114.98291939496994,68,323.0,34,1522.0,53,30.0,12,0.0,1.0,30,24,0.0,0.0,6.0,34,5.0,24,5.0,0.0,2.0,1.0,1.0,0.0,0.0
2014,JAX,9,60,1,2.2086059018020983,60,25.0,60,365.0,60,6.0,60,36.0,10.0,23.0,25.0,48,4.0,9.0,-629.8956528306007,60,260.0,33,1279.0,47,22.0,13,2.0,4.0,25,21,0.0,0.0,4.0,33,7.0,24,2.0,0.0,9.0,5.0,3.0,1.0,0.0
2014,JAX,10,65,1,-9.039841444784543,65,23.0,65,333.0,65,5.0,65,43.0,13.0,22.0,29.0,47,3.0,6.0,-189.75276350975037,65,218.0,37,1437.0,52,14.0,13,1.0,2.0,24,21,0.0,0.0,3.0,37,9.0,23,5.0,0.0,6.0,4.0,2.0,0.0,0.0
2014,JAX,12,53,1,-25.35087060337464,53,18.0,53,195.0,53,3.0,53,31.0,13.0,29.0,20.0,40,4.0,7.0,-291.3919821381569,53,66.0,27,1189.0,40,3.0,11,0.0,2.0,22,18,0.0,0.0,4.0,27,12.0,12,3.0,0.0,7.0,4.0,3.0,0.0,0.0
2014,JAX,13,63,1,-5.520952090997293,63,25.0,63,259.0,63,7.0,63,43.0,5.0,8.0,34.0,51,2.0,3.0,64.02033120393753,63,290.0,35,1230.0,52,20.0,12,2.0,3.0,21,17,0.0,0.0,4.0,35,6.0,24,5.0,0.0,3.0,1.0,2.0,0.0,0.0
2014,JAX,14,66,1,-15.900013986064927,66,19.0,66,262.0,66,4.0,66,45.0,23.0,42.0,31.0,49,4.0,6.0,34.58540290594101,66,231.0,40,1314.0,54,13.0,11,1.0,3.0,22,18,1.0,0.0,3.0,40,6.0,29,4.0,0.0,6.0,1.0,4.0,0.0,1.0
2014,JAX,15,69,1,-12.64513122806909,69,24.0,69,248.0,69,5.0,69,47.0,31.0,51.0,27.0,48,2.0,3.0,120.18431574106216,69,340.0,38,1570.0,56,22.0,13,0.0,1.0,23,22,0.0,0.0,1.0,38,4.0,30,3.0,0.0,1.0,1.0,0.0,0.0,0.0
2014,JAX,16,56,1,4.056807512184605,56,20.0,56,288.0,56,3.0,56,34.0,24.0,36.0,22.0,43,7.0,8.0,64.23703841865063,56,156.0,27,1154.0,45,21.0,10,2.0,2.0,25,20,0.0,0.0,5.0,27,5.0,19,3.0,0.0,8.0,2.0,4.0,1.0,1.0
2014,JAX,17,53,1,-8.280410844605106,53,18.0,53,233.0,53,6.0,53,41.0,18.0,28.0,28.0,40,4.0,4.0,288.3917227387428,53,195.0,34,911.0,40,11.0,11,0.0,1.0,14,11,0.0,0.0,3.0,33,6.0,23,4.0,0.0,4.0,0.0,3.0,1.0,0.0
2014,KC,1,56,1,-10.953963599553772,56,19.0,56,245.0,56,3.0,56,45.0,17.0,25.0,32.0,42,4.0,5.0,435.51726192235947,56,356.0,35,1048.0,44,13.0,12,1.0,2.0,17,10,0.0,0.0,6.0,33,5.0,17,11.0,0.0,5.0,1.0,1.0,2.0,1.0
2014,KC,2,75,1,7.273340941030987,75,28.0,75,380.0,75,8.0,75,48.0,18.0,33.0,33.0,58,8.0,17.0,-280.73610067367554,75,267.0,42,1989.0,66,20.0,8,2.0,4.0,31,26,0.0,0.0,5.0,40,10.0,19,11.0,0.0,16.0,11.0,4.0,1.0,0.0
2014,KC,3,71,1,6.46580646710936,71,30.0,71,342.0,71,6.0,71,31.0,20.0,41.0,21.0,54,4.0,11.0,-344.5246720686555,71,78.0,25,1689.0,57,33.0,13,4.0,4.0,41,37,1.0,0.0,2.0,25,8.0,10,6.0,0.0,11.0,8.0,0.0,1.0,0.0
2014,KC,4,64,1,13.51550026806117,64,32.0,64,445.0,64,7.0,64,30.0,12.0,22.0,21.0,52,11.0,15.0,-354.71993274986744,64,118.0,26,1812.0,53,34.0,11,4.0,6.0,36,34,0.0,0.0,2.0,26,5.0,11,10.0,0.0,14.0,8.0,3.0,2.0,1.0
2014,KC,5,50,1,7.634852186114825,50,22.0,50,265.0,50,2.0,50,31.0,27.0,43.0,20.0,39,3.0,5.0,338.39281909167767,50,199.0,30,1235.0,41,17.0,9,2.0,2.0,20,17,2.0,0.0,1.0,30,5.0,12,11.0,0.0,5.0,2.0,1.0,2.0,0.0
2014,KC,7,70,1,10.713634026860499,70,33.0,70,365.0,70,5.0,70,35.0,21.0,49.0,23.0,56,3.0,7.0,-797.8769287467003,70,110.0,28,1926.0,55,23.0,11,2.0,3.0,39,32,1.0,0.0,6.0,28,5.0,15,6.0,0.0,6.0,5.0,0.0,0.0,0.0
2014,KC,8,64,1,8.353480783353808,64,28.0,64,355.0,64,6.0,64,34.0,17.0,26.0,23.0,52,3.0,8.0,-33.546192944049835,64,55.0,29,1746.0,51,27.0,10,2.0,3.0,33,30,0.0,0.0,3.0,29,5.0,12,11.0,0.0,8.0,7.0,0.0,1.0,0.0
2014,KC,9,56,1,11.593193096780269,56,27.0,56,309.0,56,4.0,56,32.0,5.0,13.0,22.0,43,8.0,14.0,364.5893279463053,56,158.0,31,1540.0,48,24.0,8,3.0,4.0,24,23,1.0,0.0,0.0,31,4.0,17,9.0,0.0,14.0,8.0,4.0,2.0,0.0
2014,KC,10,59,1,-3.0398067590125057,59,23.0,59,278.0,59,5.0,59,37.0,25.0,33.0,25.0,45,1.0,2.0,234.06987115740776,59,227.0,29,1296.0,46,17.0,13,1.0,2.0,24,19,1.0,0.0,4.0,29,5.0,19,3.0,0.0,2.0,0.0,1.0,0.0,1.0
2014,KC,11,44,1,4.6482179741291105,44,29.0,44,299.0,44,5.0,44,16.0,10.0,32.0,14.0,38,3.0,11.0,-277.4062067270279,44,72.0,16,1202.0,36,24.0,8,3.0,4.0,28,25,3.0,0.0,0.0,15,3.0,5,6.0,0.0,10.0,9.0,0.0,1.0,0.0
2014,KC,12,62,1,-3.703191538728846,62,23.0,62,313.0,62,7.0,62,40.0,12.0,21.0,29.0,47,6.0,7.0,-175.64104348421097,62,170.0,36,1470.0,49,20.0,12,1.0,3.0,24,21,1.0,0.0,2.0,34,8.0,18,7.0,0.0,6.0,2.0,2.0,1.0,1.0
2014,KC,13,43,1,-17.385935426247915,43,17.0,43,151.0,43,3.0,43,32.0,4.0,6.0,24.0,32,2.0,2.0,94.65892910957336,43,170.0,23,941.0,32,17.0,11,2.0,2.0,14,10,0.0,0.0,4.0,23,6.0,13,4.0,0.0,2.0,1.0,0.0,1.0,0.0
2014,KC,14,60,1,-0.623907097382471,60,22.0,60,391.0,60,7.0,60,47.0,21.0,29.0,32.0,44,3.0,3.0,620.8135917782784,60,196.0,39,1456.0,48,14.0,10,1.0,2.0,16,11,2.0,0.0,3.0,38,7.0,19,10.0,0.0,1.0,1.0,0.0,0.0,0.0
2014,KC,15,58,1,-0.20505184101209561,58,22.0,58,389.0,58,6.0,58,35.0,18.0,28.0,24.0,45,1.0,4.0,49.646200239658356,58,252.0,31,1258.0,42,30.0,14,2.0,2.0,26,21,2.0,0.0,3.0,31,5.0,18,7.0,0.0,4.0,2.0,1.0,1.0,0.0
2014,KC,16,66,1,1.4222689312536416,66,30.0,66,327.0,66,2.0,66,54.0,32.0,41.0,39.0,50,12.0,15.0,888.8657256960869,66,266.0,46,1670.0,59,12.0,7,0.0,4.0,14,11,1.0,0.0,2.0,46,8.0,29,9.0,0.0,12.0,5.0,5.0,2.0,0.0
2014,KC,17,56,1,-6.448374841875598,56,20.0,56,251.0,56,6.0,56,32.0,14.0,24.0,22.0,44,10.0,14.0,-33.26713293790817,56,204.0,27,1338.0,44,22.0,11,1.0,4.0,25,22,1.0,0.0,2.0,27,3.0,15,9.0,0.0,12.0,5.0,6.0,1.0,0.0
2014,LA,1,62,1,-19.599798999827104,62,24.0,62,319.0,62,5.0,62,41.0,12.0,23.0,28.0,48,0.0,0.0,-419.3431317806244,62,322.0,36,1350.0,47,16.0,11,0.0,0.0,21,16,4.0,0.0,1.0,36,6.0,18,12.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,LA,2,60,1,6.576847676411576,60,33.0,60,339.0,60,6.0,60,31.0,20.0,39.0,23.0,49,3.0,8.0,-320.2664315700531,60,279.0,29,1616.0,51,19.0,8,1.0,3.0,29,25,3.0,0.0,1.0,29,2.0,17,10.0,0.0,8.0,4.0,2.0,1.0,1.0
2014,LA,3,71,1,3.689343878108213,71,36.0,71,449.0,71,4.0,71,42.0,16.0,34.0,31.0,56,8.0,13.0,-425.53622126579285,71,363.0,42,1893.0,62,31.0,9,2.0,4.0,29,26,1.0,1.0,1.0,42,8.0,18,16.0,0.0,13.0,6.0,3.0,4.0,0.0
2014,LA,5,76,1,-0.46146909869275987,76,37.0,76,466.0,76,10.0,76,56.0,6.0,8.0,41.0,61,8.0,12.0,147.5841373205185,76,485.0,47,1683.0,60,42.0,14,3.0,4.0,23,20,0.0,0.0,3.0,48,11.0,26,11.0,0.0,11.0,7.0,2.0,2.0,0.0
2014,LA,6,68,1,-13.29133758082531,68,25.0,68,310.0,68,3.0,68,45.0,14.0,26.0,33.0,54,4.0,8.0,-225.87029486894608,68,441.0,40,1492.0,53,24.0,13,1.0,2.0,23,20,3.0,0.0,0.0,40,6.0,21,13.0,0.0,8.0,4.0,3.0,1.0,0.0
2014,LA,7,46,1,5.744962690379193,46,25.0,46,277.0,46,3.0,46,21.0,7.0,17.0,13.0,36,3.0,10.0,-214.004547894001,46,116.0,21,1291.0,37,24.0,8,3.0,3.0,25,20,5.0,0.0,0.0,21,5.0,9,7.0,0.0,10.0,8.0,1.0,1.0,0.0
2014,LA,8,51,1,-11.735169410478282,51,18.0,51,200.0,51,5.0,51,33.0,10.0,21.0,23.0,39,6.0,8.0,72.6248562335968,51,256.0,25,1161.0,40,10.0,11,1.0,3.0,19,16,2.0,0.0,1.0,24,6.0,14,4.0,0.0,6.0,3.0,1.0,1.0,1.0
2014,LA,9,51,1,-12.121046711258087,51,17.0,51,194.0,51,2.0,51,26.0,19.0,34.0,16.0,39,1.0,2.0,-510.3676810860634,51,105.0,24,1290.0,39,13.0,11,1.0,2.0,26,23,2.0,0.0,1.0,24,6.0,10,8.0,0.0,2.0,1.0,1.0,0.0,0.0
2014,LA,10,57,1,-27.45022383169271,57,17.0,57,246.0,57,5.0,57,37.0,18.0,32.0,26.0,45,0.0,3.0,-196.43415808677673,57,176.0,30,1262.0,43,28.0,14,1.0,1.0,21,18,1.0,0.0,2.0,29,10.0,14,5.0,0.0,3.0,2.0,1.0,0.0,0.0
2014,LA,11,65,1,-7.073268650784984,65,22.0,65,337.0,65,7.0,65,32.0,17.0,28.0,19.0,48,5.0,10.0,-397.75302577763796,65,248.0,29,1794.0,53,22.0,12,0.0,3.0,33,31,2.0,0.0,0.0,29,6.0,14,8.0,1.0,9.0,3.0,4.0,1.0,1.0
2014,LA,12,61,1,-7.351431009760603,61,23.0,61,317.0,61,6.0,61,37.0,20.0,37.0,24.0,46,5.0,11.0,-397.36469238996506,61,287.0,36,1267.0,45,27.0,11,2.0,4.0,24,20,3.0,0.0,1.0,35,6.0,18,11.0,0.0,11.0,5.0,5.0,1.0,0.0
2014,LA,13,48,1,6.626322191308253,48,23.0,48,349.0,48,7.0,48,23.0,5.0,5.0,17.0,40,4.0,11.0,-81.98990374803543,48,99.0,22,1163.0,35,45.0,13,4.0,5.0,25,22,2.0,0.0,1.0,21,5.0,12,4.0,0.0,10.0,6.0,1.0,2.0,1.0
2014,LA,14,55,1,8.320277175342548,55,24.0,55,330.0,55,9.0,55,26.0,12.0,26.0,17.0,43,4.0,7.0,-620.4321026802063,55,204.0,22,1412.0,43,23.0,9,1.0,3.0,29,23,5.0,0.0,1.0,22,7.0,9,6.0,0.0,4.0,3.0,0.0,1.0,0.0
2014,LA,15,61,1,-20.102665177250433,61,23.0,61,280.0,61,6.0,61,43.0,20.0,34.0,28.0,45,4.0,7.0,-114.5567774772644,61,386.0,39,1130.0,47,6.0,13,0.0,2.0,20,15,2.0,0.0,3.0,38,5.0,21,12.0,0.0,7.0,3.0,2.0,2.0,0.0
2014,LA,16,54,1,-1.00168310345875,54,28.0,54,387.0,54,7.0,54,34.0,7.0,17.0,28.0,48,3.0,4.0,-584.1954231262207,54,294.0,32,1209.0,42,27.0,11,1.0,2.0,20,16,3.0,0.0,1.0,32,3.0,19,10.0,0.0,4.0,1.0,2.0,1.0,0.0
2014,LA,17,60,1,-24.110634349694223,60,22.0,60,245.0,60,2.0,60,41.0,20.0,34.0,30.0,47,4.0,6.0,46.21310234069824,60,171.0,37,1406.0,48,13.0,11,0.0,2.0,19,17,2.0,0.0,0.0,36,14.0,11,11.0,0.0,5.0,4.0,0.0,1.0,0.0
2014,LAC,1,60,1,-8.005640134506393,60,24.0,60,290.0,60,6.0,60,37.0,22.0,38.0,24.0,44,2.0,7.0,-122.60691076517105,60,345.0,36,1547.0,49,17.0,11,2.0,3.0,24,20,2.0,0.0,2.0,36,3.0,21,12.0,0.0,7.0,4.0,3.0,0.0,0.0
2014,LAC,2,75,1,12.420377445066622,75,36.0,75,377.0,75,4.0,75,43.0,29.0,45.0,28.0,58,6.0,10.0,45.42764872312546,75,236.0,37,2039.0,59,30.0,10,2.0,3.0,37,26,0.0,0.0,11.0,35,11.0,17,7.0,0.0,10.0,3.0,1.0,2.0,4.0
2014,LAC,3,63,1,6.056868485767643,63,25.0,63,333.0,63,6.0,63,28.0,9.0,24.0,17.0,50,9.0,13.0,-701.2331686913967,63,198.0,25,1648.0,52,20.0,10,2.0,4.0,36,35,0.0,0.0,1.0,25,6.0,12,7.0,0.0,12.0,7.0,3.0,2.0,0.0
2014,LAC,4,61,1,14.351441426070398,61,28.0,61,407.0,61,6.0,61,41.0,22.0,30.0,29.0,45,4.0,6.0,571.0375107824802,61,308.0,39,1465.0,51,33.0,10,0.0,3.0,20,19,0.0,0.0,1.0,37,10.0,22,5.0,0.0,5.0,2.0,1.0,1.0,1.0
2014,LAC,5,71,1,10.19522507342049,71,27.0,71,439.0,71,7.0,71,32.0,8.0,17.0,18.0,53,7.0,13.0,-989.0174847096205,71,278.0,28,1914.0,55,31.0,12,4.0,5.0,40,38,0.0,0.0,2.0,27,6.0,14,7.0,0.0,13.0,8.0,3.0,2.0,0.0
2014,LAC,6,66,1,17.68151241322456,66,32.0,66,426.0,66,9.0,66,38.0,28.0,51.0,25.0,52,7.0,15.0,-238.57921957969666,66,424.0,35,1934.0,56,31.0,9,3.0,4.0,30,28,0.0,0.0,2.0,35,6.0,16,13.0,0.0,15.0,10.0,1.0,4.0,0.0
2014,LAC,7,49,1,-0.16660029640683383,49,19.0,49,251.0,49,7.0,49,33.0,14.0,22.0,24.0,39,3.0,5.0,-6.100519001483917,49,450.0,31,1007.0,38,20.0,10,1.0,2.0,16,16,0.0,0.0,0.0,31,3.0,22,6.0,0.0,5.0,2.0,2.0,1.0,0.0
2014,LAC,8,58,1,3.8317915509978775,58,22.0,58,306.0,58,4.0,58,44.0,21.0,29.0,33.0,47,8.0,9.0,441.151288151741,58,360.0,41,1526.0,46,21.0,11,3.0,3.0,15,14,0.0,0.0,1.0,41,9.0,23,9.0,0.0,9.0,3.0,2.0,4.0,0.0
2014,LAC,9,49,1,-22.244510673801415,49,16.0,49,178.0,49,2.0,49,31.0,9.0,16.0,20.0,37,0.0,0.0,-381.26012086868286,49,273.0,26,1094.0,37,0.0,11,0.0,0.0,19,18,0.0,0.0,1.0,26,5.0,15,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,LAC,11,68,1,-11.554865517424332,68,25.0,68,300.0,68,3.0,68,36.0,18.0,29.0,24.0,53,1.0,5.0,-333.0442324280739,68,206.0,34,1544.0,53,16.0,13,0.0,1.0,32,30,1.0,0.0,1.0,34,6.0,22,6.0,0.0,5.0,4.0,1.0,0.0,0.0
2014,LAC,12,59,1,-0.8891949889857158,59,33.0,59,410.0,59,8.0,59,37.0,20.0,35.0,26.0,47,4.0,7.0,277.68882531672716,59,130.0,34,1383.0,45,27.0,11,1.0,2.0,22,19,0.0,0.0,3.0,34,8.0,21,5.0,0.0,7.0,4.0,2.0,1.0,0.0
2014,LAC,13,65,1,15.623519014312894,65,36.0,65,440.0,65,5.0,65,51.0,20.0,32.0,41.0,54,5.0,7.0,561.2382605671883,65,308.0,45,1569.0,55,34.0,9,3.0,5.0,18,14,0.0,0.0,4.0,45,3.0,32,10.0,0.0,7.0,3.0,3.0,0.0,1.0
2014,LAC,14,54,1,-10.853288820420858,54,15.0,54,216.0,54,6.0,54,39.0,25.0,39.0,25.0,40,2.0,3.0,281.6739283502102,54,213.0,33,1208.0,42,7.0,12,1.0,1.0,17,14,0.0,0.0,3.0,33,9.0,14,10.0,0.0,3.0,1.0,2.0,0.0,0.0
2014,LAC,15,61,1,-7.617852504019135,61,25.0,61,288.0,61,2.0,61,42.0,18.0,32.0,31.0,48,7.0,9.0,-194.048810005188,61,258.0,41,1476.0,51,16.0,10,1.0,4.0,20,19,0.0,0.0,1.0,40,10.0,23,7.0,0.0,9.0,3.0,3.0,3.0,0.0
2014,LAC,16,80,1,2.385846431097213,80,36.0,80,446.0,80,7.0,80,56.0,6.0,11.0,40.0,61,5.0,8.0,159.86852198839188,80,501.0,54,1723.0,66,38.0,12,3.0,3.0,24,24,0.0,0.0,0.0,54,11.0,34,9.0,0.0,7.0,3.0,3.0,1.0,0.0
2014,LAC,17,66,1,-10.133482460697246,66,30.0,66,361.0,66,7.0,66,42.0,7.0,21.0,31.0,52,8.0,13.0,-394.6663275361061,66,413.0,34,1377.0,50,10.0,12,1.0,4.0,25,24,0.0,0.0,1.0,34,3.0,25,6.0,0.0,13.0,5.0,6.0,2.0,0.0
2014,LV,1,48,1,-11.594010926317424,48,14.0,48,159.0,48,2.0,48,34.0,19.0,30.0,24.0,36,3.0,5.0,124.93714392185211,48,174.0,32,864.0,33,14.0,11,1.0,1.0,14,13,0.0,0.0,0.0,31,4.0,18,5.0,0.0,5.0,2.0,2.0,0.0,0.0
2014,LV,2,59,1,-13.349578984547406,59,24.0,59,364.0,59,4.0,59,44.0,2.0,4.0,34.0,48,5.0,6.0,103.44485342502594,59,332.0,42,1043.0,48,14.0,10,2.0,2.0,17,13,0.0,0.0,4.0,42,3.0,31,7.0,0.0,6.0,1.0,5.0,0.0,0.0
2014,LV,3,56,1,-6.026236739256317,56,20.0,56,241.0,56,2.0,56,34.0,27.0,43.0,22.0,43,2.0,3.0,-213.4823113679886,56,251.0,34,1465.0,47,9.0,9,0.0,2.0,22,21,0.0,0.0,0.0,34,5.0,17,5.0,0.0,3.0,1.0,2.0,0.0,0.0
2014,LV,4,64,1,-25.204218797094654,64,28.0,64,317.0,64,4.0,64,48.0,14.0,23.0,35.0,49,1.0,3.0,209.23659801483154,64,312.0,44,1464.0,51,21.0,13,1.0,1.0,18,14,0.0,0.0,4.0,43,7.0,25,9.0,0.0,3.0,2.0,0.0,1.0,0.0
2014,LV,6,54,1,14.151502292531655,54,25.0,54,396.0,54,7.0,54,35.0,23.0,36.0,23.0,41,3.0,6.0,20.320770144462585,54,344.0,34,1081.0,42,31.0,10,2.0,2.0,20,18,0.0,0.0,1.0,33,6.0,21,3.0,0.0,6.0,3.0,3.0,0.0,0.0
2014,LV,7,47,1,-5.936272408987271,47,14.0,47,221.0,47,3.0,47,30.0,17.0,30.0,19.0,35,2.0,6.0,-129.27760183811188,47,266.0,28,1124.0,37,13.0,10,1.0,2.0,18,17,0.0,0.0,1.0,28,9.0,16,3.0,0.0,6.0,5.0,1.0,0.0,0.0
2014,LV,8,78,1,-9.902284749369597,78,30.0,78,387.0,78,4.0,78,57.0,25.0,43.0,38.0,56,2.0,2.0,299.66832399368286,78,438.0,53,1695.0,64,13.0,13,1.0,1.0,21,19,1.0,0.0,1.0,53,8.0,29,9.0,1.0,2.0,0.0,2.0,0.0,0.0
2014,LV,9,59,1,-12.94768511842791,59,22.0,59,226.0,59,2.0,59,43.0,10.0,18.0,27.0,43,8.0,9.0,120.45244574546814,59,225.0,40,1251.0,47,27.0,12,2.0,2.0,18,15,0.0,0.0,2.0,40,9.0,16,12.0,0.0,9.0,2.0,2.0,4.0,0.0
2014,LV,10,62,1,-21.922479275882242,62,20.0,62,222.0,62,2.0,62,47.0,20.0,30.0,29.0,44,3.0,4.0,511.3188147544861,62,322.0,47,1316.0,47,17.0,15,2.0,2.0,15,12,2.0,0.0,0.0,46,9.0,25,9.0,0.0,4.0,1.0,2.0,1.0,0.0
