season,team,person_id,role,games,team_games,exposure
2019,DAL,jason_garrett,noncalling_hc_context,16,16,1.0
2019,DEN,vic_fangio,noncalling_hc_context,16,16,1.0
2019,JAX,doug_marrone,noncalling_hc_context,16,16,1.0
2019,LAC,anthony_lynn,noncalling_hc_context,16,16,1.0
2019,MIA,brian_flores,noncalling_hc_context,16,16,1.0
2019,MIN,mike_zimmer,noncalling_hc_context,16,16,1.0
2019,PIT,mike_tomlin,noncalling_hc_context,16,16,1.0
2019,SEA,pete_carroll,noncalling_hc_context,16,16,1.0
2019,TB,bruce_arians,noncalling_hc_context,16,16,1.0
2019,TEN,mike_vrabel,noncalling_hc_context,16,16,1.0
2019,WAS,bill_callahan,noncalling_hc_context,11,16,0.6875
2020,ATL,dan_quinn,noncalling_hc_context,5,16,0.3125
2020,ATL,raheem_morris,noncalling_hc_context,11,16,0.6875
2020,BAL,john_harbaugh,noncalling_hc_context,16,16,1.0
2020,BUF,sean_mcdermott,noncalling_hc_context,16,16,1.0
2020,CAR,matt_rhule,noncalling_hc_context,16,16,1.0
2020,CHI,matt_nagy,noncalling_hc_context,6,16,0.375
2020,DAL,mike_mccarthy,noncalling_hc_context,16,16,1.0
2020,DEN,vic_fangio,noncalling_hc_context,16,16,1.0
2020,DET,matt_patricia,noncalling_hc_context,11,16,0.6875
2020,HOU,bill_obrien,noncalling_hc_context,4,16,0.25
2020,HOU,romeo_crennel,noncalling_hc_context,12,16,0.75
2020,JAX,doug_marrone,noncalling_hc_context,16,16,1.0
2020,LAC,anthony_lynn,noncalling_hc_context,16,16,1.0
2020,MIA,brian_flores,noncalling_hc_context,16,16,1.0
2020,MIN,mike_zimmer,noncalling_hc_context,16,16,1.0
2020,NE,bill_belichick,noncalling_hc_context,16,16,1.0
2020,NYG,joe_judge,noncalling_hc_context,16,16,1.0
2020,PIT,mike_tomlin,noncalling_hc_context,16,16,1.0
2020,SEA,pete_carroll,noncalling_hc_context,16,16,1.0
2020,TB,bruce_arians,noncalling_hc_context,16,16,1.0
2020,TEN,mike_vrabel,noncalling_hc_context,16,16,1.0
2020,WAS,ron_rivera,noncalling_hc_context,16,16,1.0
2021,BAL,john_harbaugh,noncalling_hc_context,17,17,1.0
2021,BUF,sean_mcdermott,noncalling_hc_context,17,17,1.0
2021,CAR,matt_rhule,noncalling_hc_context,17,17,1.0
2021,DAL,mike_mccarthy,noncalling_hc_context,17,17,1.0
2021,DEN,vic_fangio,noncalling_hc_context,17,17,1.0
2021,HOU,david_culley,noncalling_hc_context,17,17,1.0
2021,JAX,urban_meyer,noncalling_hc_context,13,17,0.7647058823529411
2021,LAC,brandon_staley,noncalling_hc_context,17,17,1.0
2021,LV,rich_bisaccia,noncalling_hc_context,12,17,0.7058823529411765
2021,MIN,mike_zimmer,noncalling_hc_context,17,17,1.0
2021,NE,bill_belichick,noncalling_hc_context,17,17,1.0
2021,NYG,joe_judge,noncalling_hc_context,17,17,1.0
2021,NYJ,robert_saleh,noncalling_hc_context,17,17,1.0
2021,PIT,mike_tomlin,noncalling_hc_context,17,17,1.0
2021,SEA,pete_carroll,noncalling_hc_context,17,17,1.0
2021,TB,bruce_arians,noncalling_hc_context,17,17,1.0
2021,TEN,mike_vrabel,noncalling_hc_context,17,17,1.0
2021,WAS,ron_rivera,noncalling_hc_context,17,17,1.0
2022,BAL,john_harbaugh,noncalling_hc_context,17,17,1.0
2022,BUF,sean_mcdermott,noncalling_hc_context,16,16,1.0
2022,CAR,matt_rhule,noncalling_hc_context,5,17,0.29411764705882354
2022,CAR,steve_wilks,noncalling_hc_context,12,17,0.7058823529411765
2022,CHI,matt_eberflus,noncalling_hc_context,17,17,1.0
2022,DAL,mike_mccarthy,noncalling_hc_context,17,17,1.0
2022,DEN,jay_rosburg,noncalling_hc_context,2,17,0.11764705882352941
2022,DET,dan_campbell,noncalling_hc_context,17,17,1.0
2022,HOU,lovie_smith,noncalling_hc_context,17,17,1.0
2022,IND,jeff_saturday,noncalling_hc_context,8,17,0.47058823529411764
2022,LAC,brandon_staley,noncalling_hc_context,17,17,1.0
2022,NO,dennis_allen,noncalling_hc_context,17,17,1.0
2022,NYG,brian_daboll,noncalling_hc_context,17,17,1.0
2022,NYJ,robert_saleh,noncalling_hc_context,17,17,1.0
2022,PIT,mike_tomlin,noncalling_hc_context,17,17,1.0
2022,SEA,pete_carroll,noncalling_hc_context,17,17,1.0
2022,TB,todd_bowles,noncalling_hc_context,17,17,1.0
2022,TEN,mike_vrabel,noncalling_hc_context,17,17,1.0
2022,WAS,ron_rivera,noncalling_hc_context,17,17,1.0
2023,ARI,jonathan_gannon,noncalling_hc_context,17,17,1.0
2023,BAL,john_harbaugh,noncalling_hc_context,17,17,1.0
2023,BUF,sean_mcdermott,noncalling_hc_context,17,17,1.0
2023,CAR,chris_tabor,noncalling_hc_context,6,17,0.35294117647058826
2023,CHI,matt_eberflus,noncalling_hc_context,17,17,1.0
2023,DET,dan_campbell,noncalling_hc_context,17,17,1.0
2023,HOU,demeco_ryans,noncalling_hc_context,17,17,1.0
2023,LAC,brandon_staley,noncalling_hc_context,14,17,0.8235294117647058
2023,LAC,giff_smith,noncalling_hc_context,3,17,0.17647058823529413
2023,LV,antonio_pierce,noncalling_hc_context,9,17,0.5294117647058824
2023,NE,bill_belichick,noncalling_hc_context,17,17,1.0
2023,NO,dennis_allen,noncalling_hc_context,17,17,1.0
2023,NYG,brian_daboll,noncalling_hc_context,17,17,1.0
2023,NYJ,robert_saleh,noncalling_hc_context,17,17,1.0
2023,PHI,nick_sirianni,noncalling_hc_context,17,17,1.0
2023,PIT,mike_tomlin,noncalling_hc_context,17,17,1.0
2023,SEA,pete_carroll,noncalling_hc_context,17,17,1.0
2023,TB,todd_bowles,noncalling_hc_context,17,17,1.0
2023,TEN,mike_vrabel,noncalling_hc_context,17,17,1.0
2023,WAS,ron_rivera,noncalling_hc_context,17,17,1.0
2024,ARI,jonathan_gannon,noncalling_hc_context,17,17,1.0
2024,ATL,raheem_morris,noncalling_hc_context,17,17,1.0
2024,BAL,john_harbaugh,noncalling_hc_context,17,17,1.0
2024,BUF,sean_mcdermott,noncalling_hc_context,17,17,1.0
2024,CHI,matt_eberflus,noncalling_hc_context,17,17,1.0
2024,DET,dan_campbell,noncalling_hc_context,17,17,1.0
2024,HOU,demeco_ryans,noncalling_hc_context,17,17,1.0
2024,JAX,doug_pederson,noncalling_hc_context,17,17,1.0
2024,LAC,jim_harbaugh,noncalling_hc_context,17,17,1.0
2024,LV,antonio_pierce,noncalling_hc_context,17,17,1.0
2024,NE,jerod_mayo,noncalling_hc_context,17,17,1.0
2024,NO,dennis_allen,noncalling_hc_context,17,17,1.0
2024,NYJ,robert_saleh,noncalling_hc_context,17,17,1.0
2024,PHI,nick_sirianni,noncalling_hc_context,17,17,1.0
2024,PIT,mike_tomlin,noncalling_hc_context,17,17,1.0
2024,SEA,mike_macdonald,noncalling_hc_context,17,17,1.0
2024,TB,todd_bowles,noncalling_hc_context,17,17,1.0
2024,WAS,dan_quinn,noncalling_hc_context,17,17,1.0
2025,ARI,jonathan_gannon,noncalling_hc_context,17,17,1.0
2025,ATL,raheem_morris,noncalling_hc_context,17,17,1.0
2025,BAL,john_harbaugh,noncalling_hc_context,17,17,1.0
2025,BUF,sean_mcdermott,noncalling_hc_context,17,17,1.0
2025,DET,dan_campbell,noncalling_hc_context,17,17,1.0
2025,HOU,demeco_ryans,noncalling_hc_context,17,17,1.0
2025,LAC,jim_harbaugh,noncalling_hc_context,17,17,1.0
2025,LV,pete_carroll,noncalling_hc_context,17,17,1.0
2025,NE,mike_vrabel,noncalling_hc_context,17,17,1.0
2025,NYG,brian_daboll,noncalling_hc_context,17,17,1.0
2025,NYJ,aaron_glenn,noncalling_hc_context,17,17,1.0
2025,PHI,nick_sirianni,noncalling_hc_context,17,17,1.0
2025,PIT,mike_tomlin,noncalling_hc_context,17,17,1.0
2025,SEA,mike_macdonald,noncalling_hc_context,17,17,1.0
2025,TB,todd_bowles,noncalling_hc_context,17,17,1.0
2025,WAS,dan_quinn,noncalling_hc_context,17,17,1.0
2026,ARI,jonathan_gannon,noncalling_hc_context,17,17,1.0
2026,ATL,raheem_morris,noncalling_hc_context,17,17,1.0
2026,BAL,jesse_minter,noncalling_hc_context,17,17,1.0
2026,BUF,sean_mcdermott,noncalling_hc_context,17,17,1.0
2026,DET,dan_campbell,noncalling_hc_context,17,17,1.0
2026,HOU,demeco_ryans,noncalling_hc_context,17,17,1.0
2026,LAC,jim_harbaugh,noncalling_hc_context,17,17,1.0
2026,LV,klint_kubliak,noncalling_hc_context,17,17,1.0
2026,MIA,jeff_hafley,noncalling_hc_context,17,17,1.0
2026,NE,mike_vrabel,noncalling_hc_context,17,17,1.0
2026,NYG,john_harbaugh,noncalling_hc_context,17,17,1.0
2026,NYJ,aaron_glenn,noncalling_hc_context,17,17,1.0
2026,PHI,nick_sirianni,noncalling_hc_context,17,17,1.0
2026,SEA,mike_macdonald,noncalling_hc_context,17,17,1.0
2026,TB,todd_bowles,noncalling_hc_context,17,17,1.0
2026,TEN,robert_saleh,noncalling_hc_context,17,17,1.0
2026,WAS,dan_quinn,noncalling_hc_context,17,17,1.0
