season,week,team,head_coach,game_id
2013,15,NYJ,Rex Ryan,2013_15_NYJ_CAR
2013,15,PHI,Chip Kelly,2013_15_PHI_MIN
2013,15,PIT,Mike Tomlin,2013_15_CIN_PIT
2013,15,SEA,Pete Carroll,2013_15_SEA_NYG
2013,15,SF,Jim Harbaugh,2013_15_SF_TB
2013,15,TB,Greg Schiano,2013_15_SF_TB
2013,15,TEN,Mike Munchak,2013_15_ARI_TEN
2013,15,WAS,Mike Shanahan,2013_15_WAS_ATL
2013,16,ARI,Bruce Arians,2013_16_ARI_SEA
2013,16,ATL,Mike Smith,2013_16_ATL_SF
2013,16,BAL,John Harbaugh,2013_16_NE_BAL
2013,16,BUF,Doug Marrone,2013_16_MIA_BUF
2013,16,CAR,Ron Rivera,2013_16_NO_CAR
2013,16,CHI,Marc Trestman,2013_16_CHI_PHI
2013,16,CIN,Marvin Lewis,2013_16_MIN_CIN
2013,16,CLE,Rob Chudzinski,2013_16_CLE_NYJ
2013,16,DAL,Jason Garrett,2013_16_DAL_WAS
2013,16,DEN,John Fox,2013_16_DEN_HOU
2013,16,DET,Jim Schwartz,2013_16_NYG_DET
2013,16,GB,Mike McCarthy,2013_16_PIT_GB
2013,16,HOU,Wade Phillips,2013_16_DEN_HOU
2013,16,IND,Chuck Pagano,2013_16_IND_KC
2013,16,JAX,Gus Bradley,2013_16_TEN_JAX
2013,16,KC,Andy Reid,2013_16_IND_KC
2013,16,LA,Jeff Fisher,2013_16_TB_STL
2013,16,LAC,Mike McCoy,2013_16_OAK_SD
2013,16,LV,Dennis Allen,2013_16_OAK_SD
2013,16,MIA,Joe Philbin,2013_16_MIA_BUF
2013,16,MIN,Leslie Frazier,2013_16_MIN_CIN
2013,16,NE,Bill Belichick,2013_16_NE_BAL
2013,16,NO,Sean Payton,2013_16_NO_CAR
2013,16,NYG,Tom Coughlin,2013_16_NYG_DET
2013,16,NYJ,Rex Ryan,2013_16_CLE_NYJ
2013,16,PHI,Chip Kelly,2013_16_CHI_PHI
2013,16,PIT,Mike Tomlin,2013_16_PIT_GB
2013,16,SEA,Pete Carroll,2013_16_ARI_SEA
2013,16,SF,Jim Harbaugh,2013_16_ATL_SF
2013,16,TB,Greg Schiano,2013_16_TB_STL
2013,16,TEN,Mike Munchak,2013_16_TEN_JAX
2013,16,WAS,Mike Shanahan,2013_16_DAL_WAS
2013,17,ARI,Bruce Arians,2013_17_SF_ARI
2013,17,ATL,Mike Smith,2013_17_CAR_ATL
2013,17,BAL,John Harbaugh,2013_17_BAL_CIN
2013,17,BUF,Doug Marrone,2013_17_BUF_NE
2013,17,CAR,Ron Rivera,2013_17_CAR_ATL
2013,17,CHI,Marc Trestman,2013_17_GB_CHI
2013,17,CIN,Marvin Lewis,2013_17_BAL_CIN
2013,17,CLE,Rob Chudzinski,2013_17_CLE_PIT
2013,17,DAL,Jason Garrett,2013_17_PHI_DAL
2013,17,DEN,John Fox,2013_17_DEN_OAK
2013,17,DET,Jim Schwartz,2013_17_DET_MIN
2013,17,GB,Mike McCarthy,2013_17_GB_CHI
2013,17,HOU,Wade Phillips,2013_17_HOU_TEN
2013,17,IND,Chuck Pagano,2013_17_JAX_IND
2013,17,JAX,Gus Bradley,2013_17_JAX_IND
2013,17,KC,Andy Reid,2013_17_KC_SD
2013,17,LA,Jeff Fisher,2013_17_STL_SEA
2013,17,LAC,Mike McCoy,2013_17_KC_SD
2013,17,LV,Dennis Allen,2013_17_DEN_OAK
2013,17,MIA,Joe Philbin,2013_17_NYJ_MIA
2013,17,MIN,Leslie Frazier,2013_17_DET_MIN
2013,17,NE,Bill Belichick,2013_17_BUF_NE
2013,17,NO,Sean Payton,2013_17_TB_NO
2013,17,NYG,Tom Coughlin,2013_17_WAS_NYG
2013,17,NYJ,Rex Ryan,2013_17_NYJ_MIA
2013,17,PHI,Chip Kelly,2013_17_PHI_DAL
2013,17,PIT,Mike Tomlin,2013_17_CLE_PIT
2013,17,SEA,Pete Carroll,2013_17_STL_SEA
2013,17,SF,Jim Harbaugh,2013_17_SF_ARI
2013,17,TB,Greg Schiano,2013_17_TB_NO
2013,17,TEN,Mike Munchak,2013_17_HOU_TEN
2013,17,WAS,Mike Shanahan,2013_17_WAS_NYG
2014,1,ARI,Bruce Arians,2014_01_SD_ARI
2014,1,ATL,Mike Smith,2014_01_NO_ATL
2014,1,BAL,John Harbaugh,2014_01_CIN_BAL
2014,1,BUF,Doug Marrone,2014_01_BUF_CHI
2014,1,CAR,Ron Rivera,2014_01_CAR_TB
2014,1,CHI,Marc Trestman,2014_01_BUF_CHI
2014,1,CIN,Marvin Lewis,2014_01_CIN_BAL
2014,1,CLE,Mike Pettine,2014_01_CLE_PIT
2014,1,DAL,Jason Garrett,2014_01_SF_DAL
2014,1,DEN,John Fox,2014_01_IND_DEN
2014,1,DET,Jim Caldwell,2014_01_NYG_DET
2014,1,GB,Mike McCarthy,2014_01_GB_SEA
2014,1,HOU,Bill O'Brien,2014_01_WAS_HOU
2014,1,IND,Chuck Pagano,2014_01_IND_DEN
2014,1,JAX,Gus Bradley,2014_01_JAX_PHI
2014,1,KC,Andy Reid,2014_01_TEN_KC
2014,1,LA,Jeff Fisher,2014_01_MIN_STL
2014,1,LAC,Mike McCoy,2014_01_SD_ARI
2014,1,LV,Dennis Allen,2014_01_OAK_NYJ
2014,1,MIA,Joe Philbin,2014_01_NE_MIA
2014,1,MIN,Mike Zimmer,2014_01_MIN_STL
2014,1,NE,Bill Belichick,2014_01_NE_MIA
2014,1,NO,Sean Payton,2014_01_NO_ATL
2014,1,NYG,Tom Coughlin,2014_01_NYG_DET
2014,1,NYJ,Rex Ryan,2014_01_OAK_NYJ
2014,1,PHI,Chip Kelly,2014_01_JAX_PHI
2014,1,PIT,Mike Tomlin,2014_01_CLE_PIT
2014,1,SEA,Pete Carroll,2014_01_GB_SEA
2014,1,SF,Jim Harbaugh,2014_01_SF_DAL
2014,1,TB,Lovie Smith,2014_01_CAR_TB
2014,1,TEN,Ken Whisenhunt,2014_01_TEN_KC
2014,1,WAS,Jay Gruden,2014_01_WAS_HOU
2014,2,ARI,Bruce Arians,2014_02_ARI_NYG
2014,2,ATL,Mike Smith,2014_02_ATL_CIN
2014,2,BAL,John Harbaugh,2014_02_PIT_BAL
2014,2,BUF,Doug Marrone,2014_02_MIA_BUF
2014,2,CAR,Ron Rivera,2014_02_DET_CAR
2014,2,CHI,Marc Trestman,2014_02_CHI_SF
2014,2,CIN,Marvin Lewis,2014_02_ATL_CIN
2014,2,CLE,Mike Pettine,2014_02_NO_CLE
2014,2,DAL,Jason Garrett,2014_02_DAL_TEN
2014,2,DEN,John Fox,2014_02_KC_DEN
2014,2,DET,Jim Caldwell,2014_02_DET_CAR
2014,2,GB,Mike McCarthy,2014_02_NYJ_GB
2014,2,HOU,Bill O'Brien,2014_02_HOU_OAK
2014,2,IND,Chuck Pagano,2014_02_PHI_IND
2014,2,JAX,Gus Bradley,2014_02_JAX_WAS
2014,2,KC,Andy Reid,2014_02_KC_DEN
2014,2,LA,Jeff Fisher,2014_02_STL_TB
2014,2,LAC,Mike McCoy,2014_02_SEA_SD
2014,2,LV,Dennis Allen,2014_02_HOU_OAK
2014,2,MIA,Joe Philbin,2014_02_MIA_BUF
2014,2,MIN,Mike Zimmer,2014_02_NE_MIN
2014,2,NE,Bill Belichick,2014_02_NE_MIN
2014,2,NO,Sean Payton,2014_02_NO_CLE
2014,2,NYG,Tom Coughlin,2014_02_ARI_NYG
2014,2,NYJ,Rex Ryan,2014_02_NYJ_GB
2014,2,PHI,Chip Kelly,2014_02_PHI_IND
2014,2,PIT,Mike Tomlin,2014_02_PIT_BAL
2014,2,SEA,Pete Carroll,2014_02_SEA_SD
2014,2,SF,Jim Harbaugh,2014_02_CHI_SF
2014,2,TB,Lovie Smith,2014_02_STL_TB
2014,2,TEN,Ken Whisenhunt,2014_02_DAL_TEN
2014,2,WAS,Jay Gruden,2014_02_JAX_WAS
2014,3,ARI,Bruce Arians,2014_03_SF_ARI
2014,3,ATL,Mike Smith,2014_03_TB_ATL
2014,3,BAL,John Harbaugh,2014_03_BAL_CLE
2014,3,BUF,Doug Marrone,2014_03_SD_BUF
2014,3,CAR,Ron Rivera,2014_03_PIT_CAR
2014,3,CHI,Marc Trestman,2014_03_CHI_NYJ
2014,3,CIN,Marvin Lewis,2014_03_TEN_CIN
2014,3,CLE,Mike Pettine,2014_03_BAL_CLE
2014,3,DAL,Jason Garrett,2014_03_DAL_STL
2014,3,DEN,John Fox,2014_03_DEN_SEA
2014,3,DET,Jim Caldwell,2014_03_GB_DET
2014,3,GB,Mike McCarthy,2014_03_GB_DET
2014,3,HOU,Bill O'Brien,2014_03_HOU_NYG
2014,3,IND,Chuck Pagano,2014_03_IND_JAX
2014,3,JAX,Gus Bradley,2014_03_IND_JAX
2014,3,KC,Andy Reid,2014_03_KC_MIA
2014,3,LA,Jeff Fisher,2014_03_DAL_STL
2014,3,LAC,Mike McCoy,2014_03_SD_BUF
2014,3,LV,Dennis Allen,2014_03_OAK_NE
2014,3,MIA,Joe Philbin,2014_03_KC_MIA
2014,3,MIN,Mike Zimmer,2014_03_MIN_NO
2014,3,NE,Bill Belichick,2014_03_OAK_NE
2014,3,NO,Sean Payton,2014_03_MIN_NO
2014,3,NYG,Tom Coughlin,2014_03_HOU_NYG
2014,3,NYJ,Rex Ryan,2014_03_CHI_NYJ
2014,3,PHI,Chip Kelly,2014_03_WAS_PHI
2014,3,PIT,Mike Tomlin,2014_03_PIT_CAR
2014,3,SEA,Pete Carroll,2014_03_DEN_SEA
2014,3,SF,Jim Harbaugh,2014_03_SF_ARI
2014,3,TB,Lovie Smith,2014_03_TB_ATL
2014,3,TEN,Ken Whisenhunt,2014_03_TEN_CIN
2014,3,WAS,Jay Gruden,2014_03_WAS_PHI
2014,4,ATL,Mike Smith,2014_04_ATL_MIN
2014,4,BAL,John Harbaugh,2014_04_CAR_BAL
2014,4,BUF,Doug Marrone,2014_04_BUF_HOU
2014,4,CAR,Ron Rivera,2014_04_CAR_BAL
2014,4,CHI,Marc Trestman,2014_04_GB_CHI
2014,4,DAL,Jason Garrett,2014_04_NO_DAL
2014,4,DET,Jim Caldwell,2014_04_DET_NYJ
2014,4,GB,Mike McCarthy,2014_04_GB_CHI
2014,4,HOU,Bill O'Brien,2014_04_BUF_HOU
2014,4,IND,Chuck Pagano,2014_04_TEN_IND
2014,4,JAX,Gus Bradley,2014_04_JAX_SD
2014,4,KC,Andy Reid,2014_04_NE_KC
2014,4,LAC,Mike McCoy,2014_04_JAX_SD
2014,4,LV,Dennis Allen,2014_04_MIA_OAK
2014,4,MIA,Joe Philbin,2014_04_MIA_OAK
2014,4,MIN,Mike Zimmer,2014_04_ATL_MIN
2014,4,NE,Bill Belichick,2014_04_NE_KC
2014,4,NO,Sean Payton,2014_04_NO_DAL
2014,4,NYG,Tom Coughlin,2014_04_NYG_WAS
2014,4,NYJ,Rex Ryan,2014_04_DET_NYJ
2014,4,PHI,Chip Kelly,2014_04_PHI_SF
2014,4,PIT,Mike Tomlin,2014_04_TB_PIT
2014,4,SF,Jim Harbaugh,2014_04_PHI_SF
2014,4,TB,Lovie Smith,2014_04_TB_PIT
2014,4,TEN,Ken Whisenhunt,2014_04_TEN_IND
2014,4,WAS,Jay Gruden,2014_04_NYG_WAS
2014,5,ARI,Bruce Arians,2014_05_ARI_DEN
2014,5,ATL,Mike Smith,2014_05_ATL_NYG
2014,5,BAL,John Harbaugh,2014_05_BAL_IND
2014,5,BUF,Doug Marrone,2014_05_BUF_DET
2014,5,CAR,Ron Rivera,2014_05_CHI_CAR
2014,5,CHI,Marc Trestman,2014_05_CHI_CAR
2014,5,CIN,Marvin Lewis,2014_05_CIN_NE
2014,5,CLE,Mike Pettine,2014_05_CLE_TEN
2014,5,DAL,Jason Garrett,2014_05_HOU_DAL
2014,5,DEN,John Fox,2014_05_ARI_DEN
2014,5,DET,Jim Caldwell,2014_05_BUF_DET
2014,5,GB,Mike McCarthy,2014_05_MIN_GB
2014,5,HOU,Bill O'Brien,2014_05_HOU_DAL
2014,5,IND,Chuck Pagano,2014_05_BAL_IND
2014,5,JAX,Gus Bradley,2014_05_PIT_JAX
2014,5,KC,Andy Reid,2014_05_KC_SF
2014,5,LA,Jeff Fisher,2014_05_STL_PHI
2014,5,LAC,Mike McCoy,2014_05_NYJ_SD
2014,5,MIN,Mike Zimmer,2014_05_MIN_GB
2014,5,NE,Bill Belichick,2014_05_CIN_NE
2014,5,NO,Sean Payton,2014_05_TB_NO
2014,5,NYG,Tom Coughlin,2014_05_ATL_NYG
2014,5,NYJ,Rex Ryan,2014_05_NYJ_SD
2014,5,PHI,Chip Kelly,2014_05_STL_PHI
2014,5,PIT,Mike Tomlin,2014_05_PIT_JAX
2014,5,SEA,Pete Carroll,2014_05_SEA_WAS
2014,5,SF,Jim Harbaugh,2014_05_KC_SF
2014,5,TB,Lovie Smith,2014_05_TB_NO
2014,5,TEN,Ken Whisenhunt,2014_05_CLE_TEN
2014,5,WAS,Jay Gruden,2014_05_SEA_WAS
2014,6,ARI,Bruce Arians,2014_06_WAS_ARI
2014,6,ATL,Mike Smith,2014_06_CHI_ATL
2014,6,BAL,John Harbaugh,2014_06_BAL_TB
2014,6,BUF,Doug Marrone,2014_06_NE_BUF
2014,6,CAR,Ron Rivera,2014_06_CAR_CIN
2014,6,CHI,Marc Trestman,2014_06_CHI_ATL
2014,6,CIN,Marvin Lewis,2014_06_CAR_CIN
2014,6,CLE,Mike Pettine,2014_06_PIT_CLE
2014,6,DAL,Jason Garrett,2014_06_DAL_SEA
2014,6,DEN,John Fox,2014_06_DEN_NYJ
2014,6,DET,Jim Caldwell,2014_06_DET_MIN
2014,6,GB,Mike McCarthy,2014_06_GB_MIA
2014,6,HOU,Bill O'Brien,2014_06_IND_HOU
2014,6,IND,Chuck Pagano,2014_06_IND_HOU
2014,6,JAX,Gus Bradley,2014_06_JAX_TEN
2014,6,LA,Jeff Fisher,2014_06_SF_STL
2014,6,LAC,Mike McCoy,2014_06_SD_OAK
2014,6,LV,Tony Sparano,2014_06_SD_OAK
2014,6,MIA,Joe Philbin,2014_06_GB_MIA
2014,6,MIN,Mike Zimmer,2014_06_DET_MIN
2014,6,NE,Bill Belichick,2014_06_NE_BUF
2014,6,NYG,Tom Coughlin,2014_06_NYG_PHI
2014,6,NYJ,Rex Ryan,2014_06_DEN_NYJ
2014,6,PHI,Chip Kelly,2014_06_NYG_PHI
2014,6,PIT,Mike Tomlin,2014_06_PIT_CLE
2014,6,SEA,Pete Carroll,2014_06_DAL_SEA
2014,6,SF,Jim Harbaugh,2014_06_SF_STL
2014,6,TB,Lovie Smith,2014_06_BAL_TB
2014,6,TEN,Ken Whisenhunt,2014_06_JAX_TEN
2014,6,WAS,Jay Gruden,2014_06_WAS_ARI
2014,7,ARI,Bruce Arians,2014_07_ARI_OAK
2014,7,ATL,Mike Smith,2014_07_ATL_BAL
2014,7,BAL,John Harbaugh,2014_07_ATL_BAL
2014,7,BUF,Doug Marrone,2014_07_MIN_BUF
2014,7,CAR,Ron Rivera,2014_07_CAR_GB
2014,7,CHI,Marc Trestman,2014_07_MIA_CHI
2014,7,CIN,Marvin Lewis,2014_07_CIN_IND
2014,7,CLE,Mike Pettine,2014_07_CLE_JAX
2014,7,DAL,Jason Garrett,2014_07_NYG_DAL
2014,7,DEN,John Fox,2014_07_SF_DEN
2014,7,DET,Jim Caldwell,2014_07_NO_DET
2014,7,GB,Mike McCarthy,2014_07_CAR_GB
2014,7,HOU,Bill O'Brien,2014_07_HOU_PIT
2014,7,IND,Chuck Pagano,2014_07_CIN_IND
2014,7,JAX,Gus Bradley,2014_07_CLE_JAX
2014,7,KC,Andy Reid,2014_07_KC_SD
2014,7,LA,Jeff Fisher,2014_07_SEA_STL
2014,7,LAC,Mike McCoy,2014_07_KC_SD
2014,7,LV,Tony Sparano,2014_07_ARI_OAK
2014,7,MIA,Joe Philbin,2014_07_MIA_CHI
2014,7,MIN,Mike Zimmer,2014_07_MIN_BUF
2014,7,NE,Bill Belichick,2014_07_NYJ_NE
2014,7,NO,Sean Payton,2014_07_NO_DET
2014,7,NYG,Tom Coughlin,2014_07_NYG_DAL
2014,7,NYJ,Rex Ryan,2014_07_NYJ_NE
2014,7,PIT,Mike Tomlin,2014_07_HOU_PIT
2014,7,SEA,Pete Carroll,2014_07_SEA_STL
2014,7,SF,Jim Harbaugh,2014_07_SF_DEN
2014,7,TEN,Ken Whisenhunt,2014_07_TEN_WAS
2014,7,WAS,Jay Gruden,2014_07_TEN_WAS
2014,8,ARI,Bruce Arians,2014_08_PHI_ARI
2014,8,ATL,Mike Smith,2014_08_DET_ATL
2014,8,BAL,John Harbaugh,2014_08_BAL_CIN
2014,8,BUF,Doug Marrone,2014_08_BUF_NYJ
2014,8,CAR,Ron Rivera,2014_08_SEA_CAR
2014,8,CHI,Marc Trestman,2014_08_CHI_NE
2014,8,CIN,Marvin Lewis,2014_08_BAL_CIN
2014,8,CLE,Mike Pettine,2014_08_OAK_CLE
2014,8,DAL,Jason Garrett,2014_08_WAS_DAL
2014,8,DEN,John Fox,2014_08_SD_DEN
2014,8,DET,Jim Caldwell,2014_08_DET_ATL
2014,8,GB,Mike McCarthy,2014_08_GB_NO
2014,8,HOU,Bill O'Brien,2014_08_HOU_TEN
2014,8,IND,Chuck Pagano,2014_08_IND_PIT
2014,8,JAX,Gus Bradley,2014_08_MIA_JAX
2014,8,KC,Andy Reid,2014_08_STL_KC
2014,8,LA,Jeff Fisher,2014_08_STL_KC
2014,8,LAC,Mike McCoy,2014_08_SD_DEN
2014,8,LV,Tony Sparano,2014_08_OAK_CLE
2014,8,MIA,Joe Philbin,2014_08_MIA_JAX
2014,8,MIN,Mike Zimmer,2014_08_MIN_TB
2014,8,NE,Bill Belichick,2014_08_CHI_NE
2014,8,NO,Sean Payton,2014_08_GB_NO
2014,8,NYJ,Rex Ryan,2014_08_BUF_NYJ
2014,8,PHI,Chip Kelly,2014_08_PHI_ARI
2014,8,PIT,Mike Tomlin,2014_08_IND_PIT
2014,8,SEA,Pete Carroll,2014_08_SEA_CAR
2014,8,TB,Lovie Smith,2014_08_MIN_TB
2014,8,TEN,Ken Whisenhunt,2014_08_HOU_TEN
2014,8,WAS,Jay Gruden,2014_08_WAS_DAL
2014,9,ARI,Bruce Arians,2014_09_ARI_DAL
2014,9,BAL,John Harbaugh,2014_09_BAL_PIT
2014,9,CAR,Ron Rivera,2014_09_NO_CAR
2014,9,CIN,Marvin Lewis,2014_09_JAX_CIN
2014,9,CLE,Mike Pettine,2014_09_TB_CLE
2014,9,DAL,Jason Garrett,2014_09_ARI_DAL
2014,9,DEN,John Fox,2014_09_DEN_NE
2014,9,HOU,Bill O'Brien,2014_09_PHI_HOU
2014,9,IND,Chuck Pagano,2014_09_IND_NYG
2014,9,JAX,Gus Bradley,2014_09_JAX_CIN
2014,9,KC,Andy Reid,2014_09_NYJ_KC
2014,9,LA,Jeff Fisher,2014_09_STL_SF
2014,9,LAC,Mike McCoy,2014_09_SD_MIA
2014,9,LV,Tony Sparano,2014_09_OAK_SEA
2014,9,MIA,Joe Philbin,2014_09_SD_MIA
2014,9,MIN,Mike Zimmer,2014_09_WAS_MIN
2014,9,NE,Bill Belichick,2014_09_DEN_NE
2014,9,NO,Sean Payton,2014_09_NO_CAR
2014,9,NYG,Tom Coughlin,2014_09_IND_NYG
2014,9,NYJ,Rex Ryan,2014_09_NYJ_KC
2014,9,PHI,Chip Kelly,2014_09_PHI_HOU
2014,9,PIT,Mike Tomlin,2014_09_BAL_PIT
2014,9,SEA,Pete Carroll,2014_09_OAK_SEA
2014,9,SF,Jim Harbaugh,2014_09_STL_SF
2014,9,TB,Lovie Smith,2014_09_TB_CLE
2014,9,WAS,Jay Gruden,2014_09_WAS_MIN
2014,10,ARI,Bruce Arians,2014_10_STL_ARI
2014,10,ATL,Mike Smith,2014_10_ATL_TB
2014,10,BAL,John Harbaugh,2014_10_TEN_BAL
2014,10,BUF,Doug Marrone,2014_10_KC_BUF
2014,10,CAR,Ron Rivera,2014_10_CAR_PHI
2014,10,CHI,Marc Trestman,2014_10_CHI_GB
2014,10,CIN,Marvin Lewis,2014_10_CLE_CIN
2014,10,CLE,Mike Pettine,2014_10_CLE_CIN
2014,10,DAL,Jason Garrett,2014_10_DAL_JAX
2014,10,DEN,John Fox,2014_10_DEN_OAK
2014,10,DET,Jim Caldwell,2014_10_MIA_DET
2014,10,GB,Mike McCarthy,2014_10_CHI_GB
2014,10,JAX,Gus Bradley,2014_10_DAL_JAX
2014,10,KC,Andy Reid,2014_10_KC_BUF
2014,10,LA,Jeff Fisher,2014_10_STL_ARI
2014,10,LV,Tony Sparano,2014_10_DEN_OAK
2014,10,MIA,Joe Philbin,2014_10_MIA_DET
2014,10,NO,Sean Payton,2014_10_SF_NO
2014,10,NYG,Tom Coughlin,2014_10_NYG_SEA
2014,10,NYJ,Rex Ryan,2014_10_PIT_NYJ
2014,10,PHI,Chip Kelly,2014_10_CAR_PHI
2014,10,PIT,Mike Tomlin,2014_10_PIT_NYJ
2014,10,SEA,Pete Carroll,2014_10_NYG_SEA
2014,10,SF,Jim Harbaugh,2014_10_SF_NO
2014,10,TB,Lovie Smith,2014_10_ATL_TB
2014,10,TEN,Ken Whisenhunt,2014_10_TEN_BAL
2014,11,ARI,Bruce Arians,2014_11_DET_ARI
2014,11,ATL,Mike Smith,2014_11_ATL_CAR
2014,11,BUF,Doug Marrone,2014_11_BUF_MIA
2014,11,CAR,Ron Rivera,2014_11_ATL_CAR
2014,11,CHI,Marc Trestman,2014_11_MIN_CHI
2014,11,CIN,Marvin Lewis,2014_11_CIN_NO
2014,11,CLE,Mike Pettine,2014_11_HOU_CLE
2014,11,DEN,John Fox,2014_11_DEN_STL
2014,11,DET,Jim Caldwell,2014_11_DET_ARI
2014,11,GB,Mike McCarthy,2014_11_PHI_GB
2014,11,HOU,Bill O'Brien,2014_11_HOU_CLE
2014,11,IND,Chuck Pagano,2014_11_NE_IND
2014,11,KC,Andy Reid,2014_11_SEA_KC
2014,11,LA,Jeff Fisher,2014_11_DEN_STL
2014,11,LAC,Mike McCoy,2014_11_OAK_SD
2014,11,LV,Tony Sparano,2014_11_OAK_SD
2014,11,MIA,Joe Philbin,2014_11_BUF_MIA
2014,11,MIN,Mike Zimmer,2014_11_MIN_CHI
2014,11,NE,Bill Belichick,2014_11_NE_IND
2014,11,NO,Sean Payton,2014_11_CIN_NO
2014,11,NYG,Tom Coughlin,2014_11_SF_NYG
2014,11,PHI,Chip Kelly,2014_11_PHI_GB
2014,11,PIT,Mike Tomlin,2014_11_PIT_TEN
2014,11,SEA,Pete Carroll,2014_11_SEA_KC
2014,11,SF,Jim Harbaugh,2014_11_SF_NYG
2014,11,TB,Lovie Smith,2014_11_TB_WAS
2014,11,TEN,Ken Whisenhunt,2014_11_PIT_TEN
2014,11,WAS,Jay Gruden,2014_11_TB_WAS
2014,12,ARI,Bruce Arians,2014_12_ARI_SEA
2014,12,ATL,Mike Smith,2014_12_CLE_ATL
2014,12,BAL,John Harbaugh,2014_12_BAL_NO
2014,12,BUF,Doug Marrone,2014_12_NYJ_BUF
2014,12,CHI,Marc Trestman,2014_12_TB_CHI
2014,12,CIN,Marvin Lewis,2014_12_CIN_HOU
2014,12,CLE,Mike Pettine,2014_12_CLE_ATL
2014,12,DAL,Jason Garrett,2014_12_DAL_NYG
2014,12,DEN,John Fox,2014_12_MIA_DEN
2014,12,DET,Jim Caldwell,2014_12_DET_NE
2014,12,GB,Mike McCarthy,2014_12_GB_MIN
2014,12,HOU,Bill O'Brien,2014_12_CIN_HOU
2014,12,IND,Chuck Pagano,2014_12_JAX_IND
2014,12,JAX,Gus Bradley,2014_12_JAX_IND
2014,12,KC,Andy Reid,2014_12_KC_OAK
2014,12,LA,Jeff Fisher,2014_12_STL_SD
2014,12,LAC,Mike McCoy,2014_12_STL_SD
2014,12,LV,Tony Sparano,2014_12_KC_OAK
2014,12,MIA,Joe Philbin,2014_12_MIA_DEN
2014,12,MIN,Mike Zimmer,2014_12_GB_MIN
2014,12,NE,Bill Belichick,2014_12_DET_NE
2014,12,NO,Sean Payton,2014_12_BAL_NO
2014,12,NYG,Tom Coughlin,2014_12_DAL_NYG
2014,12,NYJ,Rex Ryan,2014_12_NYJ_BUF
2014,12,PHI,Chip Kelly,2014_12_TEN_PHI
2014,12,SEA,Pete Carroll,2014_12_ARI_SEA
2014,12,SF,Jim Harbaugh,2014_12_WAS_SF
2014,12,TB,Lovie Smith,2014_12_TB_CHI
2014,12,TEN,Ken Whisenhunt,2014_12_TEN_PHI
2014,12,WAS,Jay Gruden,2014_12_WAS_SF
2014,13,ARI,Bruce Arians,2014_13_ARI_ATL
2014,13,ATL,Mike Smith,2014_13_ARI_ATL
2014,13,BAL,John Harbaugh,2014_13_SD_BAL
2014,13,BUF,Doug Marrone,2014_13_CLE_BUF
2014,13,CAR,Ron Rivera,2014_13_CAR_MIN
2014,13,CHI,Marc Trestman,2014_13_CHI_DET
2014,13,CIN,Marvin Lewis,2014_13_CIN_TB
2014,13,CLE,Mike Pettine,2014_13_CLE_BUF
2014,13,DAL,Jason Garrett,2014_13_PHI_DAL
2014,13,DEN,John Fox,2014_13_DEN_KC
2014,13,DET,Jim Caldwell,2014_13_CHI_DET
2014,13,GB,Mike McCarthy,2014_13_NE_GB
2014,13,HOU,Bill O'Brien,2014_13_TEN_HOU
2014,13,IND,Chuck Pagano,2014_13_WAS_IND
2014,13,JAX,Gus Bradley,2014_13_NYG_JAX
2014,13,KC,Andy Reid,2014_13_DEN_KC
2014,13,LA,Jeff Fisher,2014_13_OAK_STL
2014,13,LAC,Mike McCoy,2014_13_SD_BAL
2014,13,LV,Tony Sparano,2014_13_OAK_STL
2014,13,MIA,Joe Philbin,2014_13_MIA_NYJ
2014,13,MIN,Mike Zimmer,2014_13_CAR_MIN
2014,13,NE,Bill Belichick,2014_13_NE_GB
2014,13,NO,Sean Payton,2014_13_NO_PIT
2014,13,NYG,Tom Coughlin,2014_13_NYG_JAX
2014,13,NYJ,Rex Ryan,2014_13_MIA_NYJ
2014,13,PHI,Chip Kelly,2014_13_PHI_DAL
2014,13,PIT,Mike Tomlin,2014_13_NO_PIT
2014,13,SEA,Pete Carroll,2014_13_SEA_SF
2014,13,SF,Jim Harbaugh,2014_13_SEA_SF
2014,13,TB,Lovie Smith,2014_13_CIN_TB
2014,13,TEN,Ken Whisenhunt,2014_13_TEN_HOU
2014,13,WAS,Jay Gruden,2014_13_WAS_IND
2014,14,ARI,Bruce Arians,2014_14_KC_ARI
2014,14,ATL,Mike Smith,2014_14_ATL_GB
2014,14,BAL,John Harbaugh,2014_14_BAL_MIA
2014,14,BUF,Doug Marrone,2014_14_BUF_DEN
2014,14,CAR,Ron Rivera,2014_14_CAR_NO
2014,14,CHI,Marc Trestman,2014_14_DAL_CHI
2014,14,CIN,Marvin Lewis,2014_14_PIT_CIN
2014,14,CLE,Mike Pettine,2014_14_IND_CLE
2014,14,DAL,Jason Garrett,2014_14_DAL_CHI
2014,14,DEN,John Fox,2014_14_BUF_DEN
2014,14,DET,Jim Caldwell,2014_14_TB_DET
2014,14,GB,Mike McCarthy,2014_14_ATL_GB
2014,14,HOU,Bill O'Brien,2014_14_HOU_JAX
2014,14,IND,Chuck Pagano,2014_14_IND_CLE
2014,14,JAX,Gus Bradley,2014_14_HOU_JAX
2014,14,KC,Andy Reid,2014_14_KC_ARI
2014,14,LA,Jeff Fisher,2014_14_STL_WAS
2014,14,LAC,Mike McCoy,2014_14_NE_SD
2014,14,LV,Tony Sparano,2014_14_SF_OAK
