season,week,team,head_coach,game_id
2007,2,CIN,Marvin Lewis,2007_02_CIN_CLE
2007,2,CLE,Romeo Crennel,2007_02_CIN_CLE
2007,2,DAL,Wade Phillips,2007_02_DAL_MIA
2007,2,DEN,Mike Shanahan,2007_02_OAK_DEN
2007,2,DET,Rod Marinelli,2007_02_MIN_DET
2007,2,GB,Mike McCarthy,2007_02_GB_NYG
2007,2,HOU,Gary Kubiak,2007_02_HOU_CAR
2007,2,IND,Tony Dungy,2007_02_IND_TEN
2007,2,JAX,Jack Del Rio,2007_02_ATL_JAX
2007,2,KC,Herm Edwards,2007_02_KC_CHI
2007,2,LA,Scott Linehan,2007_02_SF_STL
2007,2,LAC,Norv Turner,2007_02_SD_NE
2007,2,LV,Lane Kiffin,2007_02_OAK_DEN
2007,2,MIA,Cam Cameron,2007_02_DAL_MIA
2007,2,MIN,Brad Childress,2007_02_MIN_DET
2007,2,NE,Bill Belichick,2007_02_SD_NE
2007,2,NO,Sean Payton,2007_02_NO_TB
2007,2,NYG,Tom Coughlin,2007_02_GB_NYG
2007,2,NYJ,Eric Mangini,2007_02_NYJ_BAL
2007,2,PHI,Andy Reid,2007_02_WAS_PHI
2007,2,PIT,Mike Tomlin,2007_02_BUF_PIT
2007,2,SEA,Mike Holmgren,2007_02_SEA_ARI
2007,2,SF,Mike Nolan,2007_02_SF_STL
2007,2,TB,Jon Gruden,2007_02_NO_TB
2007,2,TEN,Jeff Fisher,2007_02_IND_TEN
2007,2,WAS,Joe Gibbs,2007_02_WAS_PHI
2007,3,ARI,Ken Whisenhunt,2007_03_ARI_BAL
2007,3,ATL,Bobby Petrino,2007_03_CAR_ATL
2007,3,BAL,Brian Billick,2007_03_ARI_BAL
2007,3,BUF,Dick Jauron,2007_03_BUF_NE
2007,3,CAR,John Fox,2007_03_CAR_ATL
2007,3,CHI,Lovie Smith,2007_03_DAL_CHI
2007,3,CIN,Marvin Lewis,2007_03_CIN_SEA
2007,3,CLE,Romeo Crennel,2007_03_CLE_OAK
2007,3,DAL,Wade Phillips,2007_03_DAL_CHI
2007,3,DEN,Mike Shanahan,2007_03_JAX_DEN
2007,3,DET,Rod Marinelli,2007_03_DET_PHI
2007,3,GB,Mike McCarthy,2007_03_SD_GB
2007,3,HOU,Gary Kubiak,2007_03_IND_HOU
2007,3,IND,Tony Dungy,2007_03_IND_HOU
2007,3,JAX,Jack Del Rio,2007_03_JAX_DEN
2007,3,KC,Herm Edwards,2007_03_MIN_KC
2007,3,LA,Scott Linehan,2007_03_STL_TB
2007,3,LAC,Norv Turner,2007_03_SD_GB
2007,3,LV,Lane Kiffin,2007_03_CLE_OAK
2007,3,MIA,Cam Cameron,2007_03_MIA_NYJ
2007,3,MIN,Brad Childress,2007_03_MIN_KC
2007,3,NE,Bill Belichick,2007_03_BUF_NE
2007,3,NO,Sean Payton,2007_03_TEN_NO
2007,3,NYG,Tom Coughlin,2007_03_NYG_WAS
2007,3,NYJ,Eric Mangini,2007_03_MIA_NYJ
2007,3,PHI,Andy Reid,2007_03_DET_PHI
2007,3,PIT,Mike Tomlin,2007_03_SF_PIT
2007,3,SEA,Mike Holmgren,2007_03_CIN_SEA
2007,3,SF,Mike Nolan,2007_03_SF_PIT
2007,3,TB,Jon Gruden,2007_03_STL_TB
2007,3,TEN,Jeff Fisher,2007_03_TEN_NO
2007,3,WAS,Joe Gibbs,2007_03_NYG_WAS
2007,4,ARI,Ken Whisenhunt,2007_04_PIT_ARI
2007,4,ATL,Bobby Petrino,2007_04_HOU_ATL
2007,4,BAL,Brian Billick,2007_04_BAL_CLE
2007,4,BUF,Dick Jauron,2007_04_NYJ_BUF
2007,4,CAR,John Fox,2007_04_TB_CAR
2007,4,CHI,Lovie Smith,2007_04_CHI_DET
2007,4,CIN,Marvin Lewis,2007_04_NE_CIN
2007,4,CLE,Romeo Crennel,2007_04_BAL_CLE
2007,4,DAL,Wade Phillips,2007_04_STL_DAL
2007,4,DEN,Mike Shanahan,2007_04_DEN_IND
2007,4,DET,Rod Marinelli,2007_04_CHI_DET
2007,4,GB,Mike McCarthy,2007_04_GB_MIN
2007,4,HOU,Gary Kubiak,2007_04_HOU_ATL
2007,4,IND,Tony Dungy,2007_04_DEN_IND
2007,4,KC,Herm Edwards,2007_04_KC_SD
2007,4,LA,Scott Linehan,2007_04_STL_DAL
2007,4,LAC,Norv Turner,2007_04_KC_SD
2007,4,LV,Lane Kiffin,2007_04_OAK_MIA
2007,4,MIA,Cam Cameron,2007_04_OAK_MIA
2007,4,MIN,Brad Childress,2007_04_GB_MIN
2007,4,NE,Bill Belichick,2007_04_NE_CIN
2007,4,NYG,Tom Coughlin,2007_04_PHI_NYG
2007,4,NYJ,Eric Mangini,2007_04_NYJ_BUF
2007,4,PHI,Andy Reid,2007_04_PHI_NYG
2007,4,PIT,Mike Tomlin,2007_04_PIT_ARI
2007,4,SEA,Mike Holmgren,2007_04_SEA_SF
2007,4,SF,Mike Nolan,2007_04_SEA_SF
2007,4,TB,Jon Gruden,2007_04_TB_CAR
2007,5,ARI,Ken Whisenhunt,2007_05_ARI_STL
2007,5,ATL,Bobby Petrino,2007_05_ATL_TEN
2007,5,BAL,Brian Billick,2007_05_BAL_SF
2007,5,BUF,Dick Jauron,2007_05_DAL_BUF
2007,5,CAR,John Fox,2007_05_CAR_NO
2007,5,CHI,Lovie Smith,2007_05_CHI_GB
2007,5,CLE,Romeo Crennel,2007_05_CLE_NE
2007,5,DAL,Wade Phillips,2007_05_DAL_BUF
2007,5,DEN,Mike Shanahan,2007_05_SD_DEN
2007,5,DET,Rod Marinelli,2007_05_DET_WAS
2007,5,GB,Mike McCarthy,2007_05_CHI_GB
2007,5,HOU,Gary Kubiak,2007_05_MIA_HOU
2007,5,IND,Tony Dungy,2007_05_TB_IND
2007,5,JAX,Jack Del Rio,2007_05_JAX_KC
2007,5,KC,Herm Edwards,2007_05_JAX_KC
2007,5,LA,Scott Linehan,2007_05_ARI_STL
2007,5,LAC,Norv Turner,2007_05_SD_DEN
2007,5,MIA,Cam Cameron,2007_05_MIA_HOU
2007,5,NE,Bill Belichick,2007_05_CLE_NE
2007,5,NO,Sean Payton,2007_05_CAR_NO
2007,5,NYG,Tom Coughlin,2007_05_NYJ_NYG
2007,5,NYJ,Eric Mangini,2007_05_NYJ_NYG
2007,5,PIT,Mike Tomlin,2007_05_SEA_PIT
2007,5,SEA,Mike Holmgren,2007_05_SEA_PIT
2007,5,SF,Mike Nolan,2007_05_BAL_SF
2007,5,TB,Jon Gruden,2007_05_TB_IND
2007,5,TEN,Jeff Fisher,2007_05_ATL_TEN
2007,5,WAS,Joe Gibbs,2007_05_DET_WAS
2007,6,ARI,Ken Whisenhunt,2007_06_CAR_ARI
2007,6,ATL,Bobby Petrino,2007_06_NYG_ATL
2007,6,BAL,Brian Billick,2007_06_STL_BAL
2007,6,CAR,John Fox,2007_06_CAR_ARI
2007,6,CHI,Lovie Smith,2007_06_MIN_CHI
2007,6,CIN,Marvin Lewis,2007_06_CIN_KC
2007,6,CLE,Romeo Crennel,2007_06_MIA_CLE
2007,6,DAL,Wade Phillips,2007_06_NE_DAL
2007,6,GB,Mike McCarthy,2007_06_WAS_GB
2007,6,HOU,Gary Kubiak,2007_06_HOU_JAX
2007,6,JAX,Jack Del Rio,2007_06_HOU_JAX
2007,6,KC,Herm Edwards,2007_06_CIN_KC
2007,6,LA,Scott Linehan,2007_06_STL_BAL
2007,6,LAC,Norv Turner,2007_06_OAK_SD
2007,6,LV,Lane Kiffin,2007_06_OAK_SD
2007,6,MIA,Cam Cameron,2007_06_MIA_CLE
2007,6,MIN,Brad Childress,2007_06_MIN_CHI
2007,6,NE,Bill Belichick,2007_06_NE_DAL
2007,6,NO,Sean Payton,2007_06_NO_SEA
2007,6,NYG,Tom Coughlin,2007_06_NYG_ATL
2007,6,NYJ,Eric Mangini,2007_06_PHI_NYJ
2007,6,PHI,Andy Reid,2007_06_PHI_NYJ
2007,6,SEA,Mike Holmgren,2007_06_NO_SEA
2007,6,TB,Jon Gruden,2007_06_TEN_TB
2007,6,TEN,Jeff Fisher,2007_06_TEN_TB
2007,6,WAS,Joe Gibbs,2007_06_WAS_GB
2007,7,ARI,Ken Whisenhunt,2007_07_ARI_WAS
2007,7,ATL,Bobby Petrino,2007_07_ATL_NO
2007,7,BAL,Brian Billick,2007_07_BAL_BUF
2007,7,BUF,Dick Jauron,2007_07_BAL_BUF
2007,7,CHI,Lovie Smith,2007_07_CHI_PHI
2007,7,CIN,Marvin Lewis,2007_07_NYJ_CIN
2007,7,DAL,Wade Phillips,2007_07_MIN_DAL
2007,7,DEN,Mike Shanahan,2007_07_PIT_DEN
2007,7,DET,Rod Marinelli,2007_07_TB_DET
2007,7,HOU,Gary Kubiak,2007_07_TEN_HOU
2007,7,IND,Tony Dungy,2007_07_IND_JAX
2007,7,JAX,Jack Del Rio,2007_07_IND_JAX
2007,7,KC,Herm Edwards,2007_07_KC_OAK
2007,7,LA,Scott Linehan,2007_07_STL_SEA
2007,7,LV,Lane Kiffin,2007_07_KC_OAK
2007,7,MIA,Cam Cameron,2007_07_NE_MIA
2007,7,MIN,Brad Childress,2007_07_MIN_DAL
2007,7,NE,Bill Belichick,2007_07_NE_MIA
2007,7,NO,Sean Payton,2007_07_ATL_NO
2007,7,NYG,Tom Coughlin,2007_07_SF_NYG
2007,7,NYJ,Eric Mangini,2007_07_NYJ_CIN
2007,7,PHI,Andy Reid,2007_07_CHI_PHI
2007,7,PIT,Mike Tomlin,2007_07_PIT_DEN
2007,7,SEA,Mike Holmgren,2007_07_STL_SEA
2007,7,SF,Mike Nolan,2007_07_SF_NYG
2007,7,TB,Jon Gruden,2007_07_TB_DET
2007,7,TEN,Jeff Fisher,2007_07_TEN_HOU
2007,7,WAS,Joe Gibbs,2007_07_ARI_WAS
2007,8,BUF,Dick Jauron,2007_08_BUF_NYJ
2007,8,CAR,John Fox,2007_08_IND_CAR
2007,8,CHI,Lovie Smith,2007_08_DET_CHI
2007,8,CIN,Marvin Lewis,2007_08_PIT_CIN
2007,8,CLE,Romeo Crennel,2007_08_CLE_STL
2007,8,DEN,Mike Shanahan,2007_08_GB_DEN
2007,8,DET,Rod Marinelli,2007_08_DET_CHI
2007,8,GB,Mike McCarthy,2007_08_GB_DEN
2007,8,HOU,Gary Kubiak,2007_08_HOU_SD
2007,8,IND,Tony Dungy,2007_08_IND_CAR
2007,8,JAX,Jack Del Rio,2007_08_JAX_TB
2007,8,LA,Scott Linehan,2007_08_CLE_STL
2007,8,LAC,Norv Turner,2007_08_HOU_SD
2007,8,LV,Lane Kiffin,2007_08_OAK_TEN
2007,8,MIA,Cam Cameron,2007_08_NYG_MIA
2007,8,MIN,Brad Childress,2007_08_PHI_MIN
2007,8,NE,Bill Belichick,2007_08_WAS_NE
2007,8,NO,Sean Payton,2007_08_NO_SF
2007,8,NYG,Tom Coughlin,2007_08_NYG_MIA
2007,8,NYJ,Eric Mangini,2007_08_BUF_NYJ
2007,8,PHI,Andy Reid,2007_08_PHI_MIN
2007,8,PIT,Mike Tomlin,2007_08_PIT_CIN
2007,8,SF,Mike Nolan,2007_08_NO_SF
2007,8,TB,Jon Gruden,2007_08_JAX_TB
2007,8,TEN,Jeff Fisher,2007_08_OAK_TEN
2007,8,WAS,Joe Gibbs,2007_08_WAS_NE
2007,9,ARI,Ken Whisenhunt,2007_09_ARI_TB
2007,9,ATL,Bobby Petrino,2007_09_SF_ATL
2007,9,BAL,Brian Billick,2007_09_BAL_PIT
2007,9,BUF,Dick Jauron,2007_09_CIN_BUF
2007,9,CAR,John Fox,2007_09_CAR_TEN
2007,9,CIN,Marvin Lewis,2007_09_CIN_BUF
2007,9,CLE,Romeo Crennel,2007_09_SEA_CLE
2007,9,DAL,Wade Phillips,2007_09_DAL_PHI
2007,9,DEN,Mike Shanahan,2007_09_DEN_DET
2007,9,DET,Rod Marinelli,2007_09_DEN_DET
2007,9,GB,Mike McCarthy,2007_09_GB_KC
2007,9,HOU,Gary Kubiak,2007_09_HOU_OAK
2007,9,IND,Tony Dungy,2007_09_NE_IND
2007,9,JAX,Jack Del Rio,2007_09_JAX_NO
2007,9,KC,Herm Edwards,2007_09_GB_KC
2007,9,LAC,Norv Turner,2007_09_SD_MIN
2007,9,LV,Lane Kiffin,2007_09_HOU_OAK
2007,9,MIN,Brad Childress,2007_09_SD_MIN
2007,9,NE,Bill Belichick,2007_09_NE_IND
2007,9,NO,Sean Payton,2007_09_JAX_NO
2007,9,NYJ,Eric Mangini,2007_09_WAS_NYJ
2007,9,PHI,Andy Reid,2007_09_DAL_PHI
2007,9,PIT,Mike Tomlin,2007_09_BAL_PIT
2007,9,SEA,Mike Holmgren,2007_09_SEA_CLE
2007,9,SF,Mike Nolan,2007_09_SF_ATL
2007,9,TB,Jon Gruden,2007_09_ARI_TB
2007,9,TEN,Jeff Fisher,2007_09_CAR_TEN
2007,9,WAS,Joe Gibbs,2007_09_WAS_NYJ
2007,10,ARI,Ken Whisenhunt,2007_10_DET_ARI
2007,10,ATL,Bobby Petrino,2007_10_ATL_CAR
2007,10,BAL,Brian Billick,2007_10_CIN_BAL
2007,10,BUF,Dick Jauron,2007_10_BUF_MIA
2007,10,CAR,John Fox,2007_10_ATL_CAR
2007,10,CHI,Lovie Smith,2007_10_CHI_OAK
2007,10,CIN,Marvin Lewis,2007_10_CIN_BAL
2007,10,CLE,Romeo Crennel,2007_10_CLE_PIT
2007,10,DAL,Wade Phillips,2007_10_DAL_NYG
2007,10,DEN,Mike Shanahan,2007_10_DEN_KC
2007,10,DET,Rod Marinelli,2007_10_DET_ARI
2007,10,GB,Mike McCarthy,2007_10_MIN_GB
2007,10,IND,Tony Dungy,2007_10_IND_SD
2007,10,JAX,Jack Del Rio,2007_10_JAX_TEN
2007,10,KC,Herm Edwards,2007_10_DEN_KC
2007,10,LA,Scott Linehan,2007_10_STL_NO
2007,10,LAC,Norv Turner,2007_10_IND_SD
2007,10,LV,Lane Kiffin,2007_10_CHI_OAK
2007,10,MIA,Cam Cameron,2007_10_BUF_MIA
2007,10,MIN,Brad Childress,2007_10_MIN_GB
2007,10,NO,Sean Payton,2007_10_STL_NO
2007,10,NYG,Tom Coughlin,2007_10_DAL_NYG
2007,10,PHI,Andy Reid,2007_10_PHI_WAS
2007,10,PIT,Mike Tomlin,2007_10_CLE_PIT
2007,10,SEA,Mike Holmgren,2007_10_SF_SEA
2007,10,SF,Mike Nolan,2007_10_SF_SEA
2007,10,TEN,Jeff Fisher,2007_10_JAX_TEN
2007,10,WAS,Joe Gibbs,2007_10_PHI_WAS
2007,11,ARI,Ken Whisenhunt,2007_11_ARI_CIN
2007,11,ATL,Bobby Petrino,2007_11_TB_ATL
2007,11,BAL,Brian Billick,2007_11_CLE_BAL
2007,11,BUF,Dick Jauron,2007_11_NE_BUF
2007,11,CAR,John Fox,2007_11_CAR_GB
2007,11,CHI,Lovie Smith,2007_11_CHI_SEA
2007,11,CIN,Marvin Lewis,2007_11_ARI_CIN
2007,11,CLE,Romeo Crennel,2007_11_CLE_BAL
2007,11,DAL,Wade Phillips,2007_11_WAS_DAL
2007,11,DEN,Mike Shanahan,2007_11_TEN_DEN
2007,11,DET,Rod Marinelli,2007_11_NYG_DET
2007,11,GB,Mike McCarthy,2007_11_CAR_GB
2007,11,HOU,Gary Kubiak,2007_11_NO_HOU
2007,11,IND,Tony Dungy,2007_11_KC_IND
2007,11,JAX,Jack Del Rio,2007_11_SD_JAX
2007,11,KC,Herm Edwards,2007_11_KC_IND
2007,11,LA,Scott Linehan,2007_11_STL_SF
2007,11,LAC,Norv Turner,2007_11_SD_JAX
2007,11,LV,Lane Kiffin,2007_11_OAK_MIN
2007,11,MIA,Cam Cameron,2007_11_MIA_PHI
2007,11,MIN,Brad Childress,2007_11_OAK_MIN
2007,11,NE,Bill Belichick,2007_11_NE_BUF
2007,11,NO,Sean Payton,2007_11_NO_HOU
2007,11,NYG,Tom Coughlin,2007_11_NYG_DET
2007,11,NYJ,Eric Mangini,2007_11_PIT_NYJ
2007,11,PHI,Andy Reid,2007_11_MIA_PHI
2007,11,PIT,Mike Tomlin,2007_11_PIT_NYJ
2007,11,SEA,Mike Holmgren,2007_11_CHI_SEA
2007,11,SF,Mike Nolan,2007_11_STL_SF
2007,11,TB,Jon Gruden,2007_11_TB_ATL
2007,11,TEN,Jeff Fisher,2007_11_TEN_DEN
2007,11,WAS,Joe Gibbs,2007_11_WAS_DAL
2007,12,ARI,Ken Whisenhunt,2007_12_SF_ARI
2007,12,ATL,Bobby Petrino,2007_12_IND_ATL
2007,12,BAL,Brian Billick,2007_12_BAL_SD
2007,12,BUF,Dick Jauron,2007_12_BUF_JAX
2007,12,CAR,John Fox,2007_12_NO_CAR
2007,12,CHI,Lovie Smith,2007_12_DEN_CHI
2007,12,CIN,Marvin Lewis,2007_12_TEN_CIN
2007,12,CLE,Romeo Crennel,2007_12_HOU_CLE
2007,12,DAL,Wade Phillips,2007_12_NYJ_DAL
2007,12,DEN,Mike Shanahan,2007_12_DEN_CHI
2007,12,DET,Rod Marinelli,2007_12_GB_DET
2007,12,GB,Mike McCarthy,2007_12_GB_DET
2007,12,HOU,Gary Kubiak,2007_12_HOU_CLE
2007,12,IND,Tony Dungy,2007_12_IND_ATL
2007,12,JAX,Jack Del Rio,2007_12_BUF_JAX
2007,12,KC,Herm Edwards,2007_12_OAK_KC
2007,12,LA,Scott Linehan,2007_12_SEA_STL
2007,12,LAC,Norv Turner,2007_12_BAL_SD
2007,12,LV,Lane Kiffin,2007_12_OAK_KC
2007,12,MIA,Cam Cameron,2007_12_MIA_PIT
2007,12,MIN,Brad Childress,2007_12_MIN_NYG
2007,12,NE,Bill Belichick,2007_12_PHI_NE
2007,12,NO,Sean Payton,2007_12_NO_CAR
2007,12,NYG,Tom Coughlin,2007_12_MIN_NYG
2007,12,NYJ,Eric Mangini,2007_12_NYJ_DAL
2007,12,PHI,Andy Reid,2007_12_PHI_NE
2007,12,PIT,Mike Tomlin,2007_12_MIA_PIT
2007,12,SEA,Mike Holmgren,2007_12_SEA_STL
2007,12,SF,Mike Nolan,2007_12_SF_ARI
2007,12,TB,Jon Gruden,2007_12_WAS_TB
2007,12,TEN,Jeff Fisher,2007_12_TEN_CIN
2007,12,WAS,Joe Gibbs,2007_12_WAS_TB
2007,13,ARI,Ken Whisenhunt,2007_13_CLE_ARI
2007,13,ATL,Bobby Petrino,2007_13_ATL_STL
2007,13,BAL,Brian Billick,2007_13_NE_BAL
2007,13,BUF,Dick Jauron,2007_13_BUF_WAS
2007,13,CAR,John Fox,2007_13_SF_CAR
2007,13,CHI,Lovie Smith,2007_13_NYG_CHI
2007,13,CIN,Marvin Lewis,2007_13_CIN_PIT
2007,13,CLE,Romeo Crennel,2007_13_CLE_ARI
2007,13,DAL,Wade Phillips,2007_13_GB_DAL
2007,13,DEN,Mike Shanahan,2007_13_DEN_OAK
2007,13,DET,Rod Marinelli,2007_13_DET_MIN
2007,13,GB,Mike McCarthy,2007_13_GB_DAL
2007,13,HOU,Gary Kubiak,2007_13_HOU_TEN
2007,13,IND,Tony Dungy,2007_13_JAX_IND
2007,13,JAX,Jack Del Rio,2007_13_JAX_IND
2007,13,KC,Herm Edwards,2007_13_SD_KC
2007,13,LA,Scott Linehan,2007_13_ATL_STL
2007,13,LAC,Norv Turner,2007_13_SD_KC
2007,13,LV,Lane Kiffin,2007_13_DEN_OAK
2007,13,MIA,Cam Cameron,2007_13_NYJ_MIA
2007,13,MIN,Brad Childress,2007_13_DET_MIN
2007,13,NE,Bill Belichick,2007_13_NE_BAL
2007,13,NO,Sean Payton,2007_13_TB_NO
2007,13,NYG,Tom Coughlin,2007_13_NYG_CHI
2007,13,NYJ,Eric Mangini,2007_13_NYJ_MIA
2007,13,PHI,Andy Reid,2007_13_SEA_PHI
2007,13,PIT,Mike Tomlin,2007_13_CIN_PIT
2007,13,SEA,Mike Holmgren,2007_13_SEA_PHI
2007,13,SF,Mike Nolan,2007_13_SF_CAR
2007,13,TB,Jon Gruden,2007_13_TB_NO
2007,13,TEN,Jeff Fisher,2007_13_HOU_TEN
2007,13,WAS,Joe Gibbs,2007_13_BUF_WAS
2007,14,ARI,Ken Whisenhunt,2007_14_ARI_SEA
2007,14,ATL,Emmitt Thomas,2007_14_NO_ATL
2007,14,BAL,Brian Billick,2007_14_IND_BAL
2007,14,BUF,Dick Jauron,2007_14_MIA_BUF
2007,14,CAR,John Fox,2007_14_CAR_JAX
2007,14,CHI,Lovie Smith,2007_14_CHI_WAS
2007,14,CIN,Marvin Lewis,2007_14_STL_CIN
2007,14,CLE,Romeo Crennel,2007_14_CLE_NYJ
2007,14,DAL,Wade Phillips,2007_14_DAL_DET
2007,14,DEN,Mike Shanahan,2007_14_KC_DEN
2007,14,DET,Rod Marinelli,2007_14_DAL_DET
2007,14,GB,Mike McCarthy,2007_14_OAK_GB
2007,14,HOU,Gary Kubiak,2007_14_TB_HOU
2007,14,IND,Tony Dungy,2007_14_IND_BAL
2007,14,JAX,Jack Del Rio,2007_14_CAR_JAX
2007,14,KC,Herm Edwards,2007_14_KC_DEN
2007,14,LA,Scott Linehan,2007_14_STL_CIN
2007,14,LAC,Norv Turner,2007_14_SD_TEN
2007,14,LV,Lane Kiffin,2007_14_OAK_GB
2007,14,MIA,Cam Cameron,2007_14_MIA_BUF
2007,14,MIN,Brad Childress,2007_14_MIN_SF
2007,14,NE,Bill Belichick,2007_14_PIT_NE
2007,14,NO,Sean Payton,2007_14_NO_ATL
2007,14,NYG,Tom Coughlin,2007_14_NYG_PHI
2007,14,NYJ,Eric Mangini,2007_14_CLE_NYJ
2007,14,PHI,Andy Reid,2007_14_NYG_PHI
2007,14,PIT,Mike Tomlin,2007_14_PIT_NE
2007,14,SEA,Mike Holmgren,2007_14_ARI_SEA
2007,14,SF,Mike Nolan,2007_14_MIN_SF
2007,14,TB,Jon Gruden,2007_14_TB_HOU
2007,14,TEN,Jeff Fisher,2007_14_SD_TEN
2007,14,WAS,Joe Gibbs,2007_14_CHI_WAS
2007,15,ARI,Ken Whisenhunt,2007_15_ARI_NO
2007,15,ATL,Emmitt Thomas,2007_15_ATL_TB
2007,15,BAL,Brian Billick,2007_15_BAL_MIA
2007,15,BUF,Dick Jauron,2007_15_BUF_CLE
2007,15,CAR,John Fox,2007_15_SEA_CAR
2007,15,CHI,Lovie Smith,2007_15_CHI_MIN
2007,15,CIN,Marvin Lewis,2007_15_CIN_SF
2007,15,CLE,Romeo Crennel,2007_15_BUF_CLE
2007,15,DAL,Wade Phillips,2007_15_PHI_DAL
2007,15,DEN,Mike Shanahan,2007_15_DEN_HOU
2007,15,DET,Rod Marinelli,2007_15_DET_SD
2007,15,GB,Mike McCarthy,2007_15_GB_STL
2007,15,HOU,Gary Kubiak,2007_15_DEN_HOU
2007,15,IND,Tony Dungy,2007_15_IND_OAK
2007,15,JAX,Jack Del Rio,2007_15_JAX_PIT
2007,15,KC,Herm Edwards,2007_15_TEN_KC
2007,15,LA,Scott Linehan,2007_15_GB_STL
2007,15,LAC,Norv Turner,2007_15_DET_SD
2007,15,LV,Lane Kiffin,2007_15_IND_OAK
2007,15,MIA,Cam Cameron,2007_15_BAL_MIA
2007,15,MIN,Brad Childress,2007_15_CHI_MIN
2007,15,NE,Bill Belichick,2007_15_NYJ_NE
2007,15,NO,Sean Payton,2007_15_ARI_NO
2007,15,NYG,Tom Coughlin,2007_15_WAS_NYG
2007,15,NYJ,Eric Mangini,2007_15_NYJ_NE
2007,15,PHI,Andy Reid,2007_15_PHI_DAL
2007,15,PIT,Mike Tomlin,2007_15_JAX_PIT
2007,15,SEA,Mike Holmgren,2007_15_SEA_CAR
2007,15,SF,Mike Nolan,2007_15_CIN_SF
2007,15,TB,Jon Gruden,2007_15_ATL_TB
2007,15,TEN,Jeff Fisher,2007_15_TEN_KC
2007,15,WAS,Joe Gibbs,2007_15_WAS_NYG
2007,16,ARI,Ken Whisenhunt,2007_16_ATL_ARI
2007,16,ATL,Emmitt Thomas,2007_16_ATL_ARI
2007,16,BAL,Brian Billick,2007_16_BAL_SEA
2007,16,BUF,Dick Jauron,2007_16_NYG_BUF
2007,16,CAR,John Fox,2007_16_DAL_CAR
2007,16,CHI,Lovie Smith,2007_16_GB_CHI
2007,16,CIN,Marvin Lewis,2007_16_CLE_CIN
2007,16,CLE,Romeo Crennel,2007_16_CLE_CIN
2007,16,DAL,Wade Phillips,2007_16_DAL_CAR
2007,16,DEN,Mike Shanahan,2007_16_DEN_SD
2007,16,DET,Rod Marinelli,2007_16_KC_DET
2007,16,GB,Mike McCarthy,2007_16_GB_CHI
2007,16,HOU,Gary Kubiak,2007_16_HOU_IND
2007,16,IND,Tony Dungy,2007_16_HOU_IND
2007,16,JAX,Jack Del Rio,2007_16_OAK_JAX
2007,16,KC,Herm Edwards,2007_16_KC_DET
2007,16,LA,Scott Linehan,2007_16_PIT_STL
2007,16,LAC,Norv Turner,2007_16_DEN_SD
2007,16,LV,Lane Kiffin,2007_16_OAK_JAX
2007,16,MIA,Cam Cameron,2007_16_MIA_NE
2007,16,MIN,Brad Childress,2007_16_WAS_MIN
2007,16,NE,Bill Belichick,2007_16_MIA_NE
2007,16,NO,Sean Payton,2007_16_PHI_NO
2007,16,NYG,Tom Coughlin,2007_16_NYG_BUF
2007,16,NYJ,Eric Mangini,2007_16_NYJ_TEN
2007,16,PHI,Andy Reid,2007_16_PHI_NO
2007,16,PIT,Mike Tomlin,2007_16_PIT_STL
2007,16,SEA,Mike Holmgren,2007_16_BAL_SEA
2007,16,SF,Mike Nolan,2007_16_TB_SF
2007,16,TB,Jon Gruden,2007_16_TB_SF
2007,16,TEN,Jeff Fisher,2007_16_NYJ_TEN
2007,16,WAS,Joe Gibbs,2007_16_WAS_MIN
2007,17,ARI,Ken Whisenhunt,2007_17_STL_ARI
2007,17,ATL,Emmitt Thomas,2007_17_SEA_ATL
2007,17,BAL,Brian Billick,2007_17_PIT_BAL
2007,17,BUF,Dick Jauron,2007_17_BUF_PHI
2007,17,CAR,John Fox,2007_17_CAR_TB
2007,17,CHI,Lovie Smith,2007_17_NO_CHI
2007,17,CIN,Marvin Lewis,2007_17_CIN_MIA
2007,17,CLE,Romeo Crennel,2007_17_SF_CLE
2007,17,DAL,Wade Phillips,2007_17_DAL_WAS
2007,17,DEN,Mike Shanahan,2007_17_MIN_DEN
2007,17,DET,Rod Marinelli,2007_17_DET_GB
2007,17,GB,Mike McCarthy,2007_17_DET_GB
2007,17,HOU,Gary Kubiak,2007_17_JAX_HOU
2007,17,IND,Tony Dungy,2007_17_TEN_IND
2007,17,JAX,Jack Del Rio,2007_17_JAX_HOU
2007,17,KC,Herm Edwards,2007_17_KC_NYJ
2007,17,LA,Scott Linehan,2007_17_STL_ARI
2007,17,LAC,Norv Turner,2007_17_SD_OAK
2007,17,LV,Lane Kiffin,2007_17_SD_OAK
2007,17,MIA,Cam Cameron,2007_17_CIN_MIA
2007,17,MIN,Brad Childress,2007_17_MIN_DEN
2007,17,NE,Bill Belichick,2007_17_NE_NYG
2007,17,NO,Sean Payton,2007_17_NO_CHI
2007,17,NYG,Tom Coughlin,2007_17_NE_NYG
2007,17,NYJ,Eric Mangini,2007_17_KC_NYJ
2007,17,PHI,Andy Reid,2007_17_BUF_PHI
2007,17,PIT,Mike Tomlin,2007_17_PIT_BAL
2007,17,SEA,Mike Holmgren,2007_17_SEA_ATL
2007,17,SF,Mike Nolan,2007_17_SF_CLE
2007,17,TB,Jon Gruden,2007_17_CAR_TB
2007,17,TEN,Jeff Fisher,2007_17_TEN_IND
2007,17,WAS,Joe Gibbs,2007_17_DAL_WAS
