season,player,position,team,ffc_adp,fmt,norm_name,ffc_overall_rank,ffc_pos_rank
2016,Matt Forte,RB,NYJ,43.1,ppr,matt forte,44,17
2016,Golden Tate,WR,DET,43.6,ppr,golden tate,45,24
2016,Eric Decker,WR,NYJ,44.9,ppr,eric decker,46,25
2016,Carlos Hyde,RB,SF,45.7,ppr,carlos hyde,47,18
2016,Jeremy Langford,RB,CHI,47.1,ppr,jeremy langford,48,19
2016,Greg Olsen,TE,CAR,48.4,ppr,greg olsen,49,3
2016,Doug Baldwin,WR,SEA,48.8,ppr,doug baldwin,50,26
2016,Jeremy Hill,RB,CIN,49.1,ppr,jeremy hill,51,20
2016,Josh Gordon,WR,CLE,49.8,ppr,josh gordon,52,27
2016,Michael Floyd,WR,ARI,52.3,ppr,michael floyd,53,28
2016,Russell Wilson,QB,SEA,53.2,ppr,russell wilson,54,3
2016,Melvin Gordon III,RB,LAC,53.7,ppr,melvin gordon,55,21
2016,Danny Woodhead,RB,LAC,53.7,ppr,danny woodhead,55,21
2016,Marvin Jones Jr.,WR,DET,56.2,ppr,marvin jones,57,29
2016,Arian Foster,RB,MIA,57.4,ppr,arian foster,58,23
2016,Giovani Bernard,RB,CIN,57.7,ppr,giovani bernard,59,24
2016,Andrew Luck,QB,IND,58.3,ppr,andrew luck,60,4
2016,Larry Fitzgerald,WR,ARI,60.2,ppr,larry fitzgerald,61,30
2016,Ryan Mathews,RB,PHI,60.4,ppr,ryan mathews,62,25
2016,Drew Brees,QB,NO,61.1,ppr,drew brees,63,5
2016,Jonathan Stewart,RB,CAR,62.8,ppr,jonathan stewart,64,26
2016,Delanie Walker,TE,TEN,64.0,ppr,delanie walker,65,4
2016,Jordan Matthews,WR,PHI,64.2,ppr,jordan matthews,66,31
2016,Travis Kelce,TE,KC,64.3,ppr,travis kelce,67,5
2016,Allen Hurns,WR,JAX,65.5,ppr,allen hurns,68,32
2016,Duke Johnson,RB,CLE,66.9,ppr,duke johnson,69,27
2016,Tom Brady,QB,NE,68.5,ppr,tom brady,70,6
2016,DeAngelo Williams,RB,PIT,69.1,ppr,deangelo williams,71,28
2016,Emmanuel Sanders,WR,DEN,70.6,ppr,emmanuel sanders,72,33
2016,Ben Roethlisberger,QB,PIT,72.0,ppr,ben roethlisberger,73,7
2016,Coby Fleener,TE,NO,72.7,ppr,coby fleener,74,6
2016,Tyler Lockett,WR,SEA,73.4,ppr,tyler lockett,75,34
2016,Frank Gore,RB,IND,73.8,ppr,frank gore,76,29
2016,Rashad Jennings,RB,NYG,74.9,ppr,rashad jennings,77,30
2016,John Brown,WR,ARI,78.3,ppr,john brown,78,35
2016,Matt Jones,RB,WAS,78.4,ppr,matt jones,79,31
2016,Derrick Henry,RB,TEN,78.5,ppr,derrick henry,80,32
2016,Michael Crabtree,WR,LV,78.6,ppr,michael crabtree,81,36
2016,Gary Barnidge,TE,CLE,79.6,ppr,gary barnidge,82,7
2016,DeSean Jackson,WR,WAS,81.9,ppr,desean jackson,83,37
2016,Ameer Abdullah,RB,DET,82.1,ppr,ameer abdullah,84,33
2016,Carson Palmer,QB,ARI,83.8,ppr,carson palmer,85,8
2016,Chris Ivory,RB,JAX,84.1,ppr,chris ivory,86,34
2016,Sterling Shepard,WR,NYG,84.7,ppr,sterling shepard,87,38
2016,Blake Bortles,QB,JAX,86.1,ppr,blake bortles,88,9
2016,Charles Sims,RB,TB,87.2,ppr,charles sims,89,35
2016,Zach Ertz,TE,PHI,88.2,ppr,zach ertz,90,8
2016,Justin Forsett,RB,BAL,90.7,ppr,justin forsett,91,36
2016,James White,RB,NE,90.9,ppr,james white,92,37
2016,LeGarrette Blount,RB,NE,91.6,ppr,legarrette blount,93,38
2016,DeVante Parker,WR,MIA,91.7,ppr,devante parker,94,39
2016,Willie Snead IV,WR,NO,92.1,ppr,willie snead,95,40
2016,Eli Manning,QB,NYG,93.3,ppr,eli manning,96,10
2016,TJ Yeldon,RB,JAX,93.7,ppr,tj yeldon,97,39
2016,Philip Rivers,QB,LAC,96.8,ppr,philip rivers,98,11
2016,Kevin White,WR,CHI,97.7,ppr,kevin white,99,41
2016,Julius Thomas,TE,JAX,98.0,ppr,julius thomas,100,9
2016,Devin Funchess,WR,CAR,98.5,ppr,devin funchess,101,42
2016,Stefon Diggs,WR,MIN,99.2,ppr,stefon diggs,102,43
2016,Christine Michael,RB,SEA,99.6,ppr,christine michael,103,40
2016,Theo Riddick,RB,DET,99.8,ppr,theo riddick,104,41
2016,Antonio Gates,TE,LAC,101.7,ppr,antonio gates,105,10
2016,Derek Carr,QB,LV,103.5,ppr,derek carr,106,12
2016,Travis Benjamin,WR,LAC,104.2,ppr,travis benjamin,107,44
2016,Kamar Aiken,WR,BAL,105.8,ppr,kamar aiken,108,45
2016,Bilal Powell,RB,NYJ,105.9,ppr,bilal powell,109,42
2016,Isaiah Crowell,RB,CLE,106.9,ppr,isaiah crowell,110,43
2016,Tyler Eifert,TE,CIN,108.4,ppr,tyler eifert,111,11
2016,Kirk Cousins,QB,WAS,109.6,ppr,kirk cousins,112,13
2016,Tavon Austin,WR,LAR,109.8,ppr,tavon austin,113,46
2016,Jay Ajayi,RB,MIA,111.3,ppr,jay ajayi,114,44
2016,Corey Coleman,WR,CLE,112.2,ppr,corey coleman,115,47
2016,Tyrod Taylor,QB,BUF,114.3,ppr,tyrod taylor,116,14
2016,Tajae Sharpe,WR,TEN,115.1,ppr,tajae sharpe,117,48
2016,Darren Sproles,RB,PHI,116.8,ppr,darren sproles,118,45
2016,Martellus Bennett,TE,NE,117.3,ppr,martellus bennett,119,12
2016,Matthew Stafford,QB,DET,118.6,ppr,matthew stafford,120,15
2016,Michael Thomas,WR,NO,118.7,ppr,michael thomas,121,49
2016,Tevin Coleman,RB,ATL,119.5,ppr,tevin coleman,122,46
2016,Vincent Jackson,WR,TB,119.9,ppr,vincent jackson,123,50
2016,Markus Wheaton,WR,PIT,122.3,ppr,markus wheaton,124,51
2016,Jameis Winston,QB,TB,123.4,ppr,jameis winston,125,16
2016,Steve Smith,WR,BAL,124.6,ppr,steve smith,126,52
2016,Spencer Ware,RB,KC,125.8,ppr,spencer ware,127,47
2016,DeAndre Washington,RB,LV,126.2,ppr,deandre washington,128,48
2016,Torrey Smith,WR,SF,127.3,ppr,torrey smith,129,53
2016,Dion Lewis,RB,NE,130.2,ppr,dion lewis,130,49
2016,Alfred Morris,RB,DAL,130.2,ppr,alfred morris,130,49
2016,Will Fuller,WR,HOU,130.4,ppr,will fuller,132,54
2016,Dwayne Allen,TE,IND,131.2,ppr,dwayne allen,133,13
2016,Andy Dalton,QB,CIN,132.7,ppr,andy dalton,134,17
2016,Mohamed Sanu,WR,ATL,134.1,ppr,mohamed sanu,135,55
2016,Marcus Mariota,QB,TEN,136.3,ppr,marcus mariota,136,18
2016,Jared Cook,TE,GB,137.0,ppr,jared cook,137,14
2016,Tyler Boyd,WR,CIN,137.6,ppr,tyler boyd,138,56
2016,Rishard Matthews,WR,TEN,138.3,ppr,rishard matthews,139,57
2016,Devontae Booker,RB,DEN,140.9,ppr,devontae booker,140,51
2016,Chris Hogan,WR,NE,142.6,ppr,chris hogan,141,58
2016,Jimmy Graham,TE,SEA,144.3,ppr,jimmy graham,142,15
2016,Dak Prescott,QB,DAL,144.8,ppr,dak prescott,143,19
2016,Matt Ryan,QB,ATL,146.5,ppr,matt ryan,144,20
2016,Jerick McKinnon,RB,MIN,148.8,ppr,jerick mckinnon,145,52
2016,Phillip Dorsett,WR,IND,148.9,ppr,phillip dorsett,146,59
2016,Shane Vereen,RB,NYG,149.9,ppr,shane vereen,147,53
2016,Ryan Fitzpatrick,QB,NYJ,151.1,ppr,ryan fitzpatrick,148,21
2016,Kenny Stills,WR,MIA,151.2,ppr,kenny stills,149,60
2016,Jason Witten,TE,DAL,151.2,ppr,jason witten,149,16
2016,Mike Wallace,WR,BAL,153.2,ppr,mike wallace,151,61
2016,Ted Ginn Jr,WR,CAR,153.5,ppr,ted ginn,152,62
2016,James Starks,RB,GB,154.9,ppr,james starks,153,54
2016,Chris Thompson,RB,WAS,155.2,ppr,chris thompson,154,55
2016,Sammie Coates,WR,PIT,156.1,ppr,sammie coates,155,63
2016,Zach Miller,TE,CHI,157.4,ppr,zach miller,156,17
2016,Ryan Tannehill,QB,MIA,157.4,ppr,ryan tannehill,156,22
2016,Terrelle Pryor,WR,CLE,157.7,ppr,terrelle pryor,158,64
2016,Terrance West,RB,BAL,158.5,ppr,terrance west,159,56
2016,Robert Griffin III,QB,CLE,159.3,ppr,robert griffin,160,23
2016,Dorial Green-Beckham,WR,PHI,159.3,ppr,dorial greenbeckham,160,65
2016,Chris Johnson,RB,ARI,159.4,ppr,chris johnson,162,57
2016,Brock Osweiler,QB,HOU,163.3,ppr,brock osweiler,163,24
2017,David Johnson,RB,ARI,1.3,ppr,david johnson,1,1
2017,LeVeon Bell,RB,PIT,2.3,ppr,leveon bell,2,2
2017,Antonio Brown,WR,PIT,3.7,ppr,antonio brown,3,1
2017,Julio Jones,WR,ATL,5.7,ppr,julio jones,4,2
2017,Ezekiel Elliott,RB,DAL,6.2,ppr,ezekiel elliott,5,3
2017,Odell Beckham Jr.,WR,NYG,6.4,ppr,odell beckham,6,3
2017,Devonta Freeman,RB,ATL,7.0,ppr,devonta freeman,7,4
2017,LeSean McCoy,RB,BUF,7.8,ppr,lesean mccoy,8,5
2017,Mike Evans,WR,TB,7.9,ppr,mike evans,9,4
2017,A.J. Green,WR,CIN,10.0,ppr,aj green,10,5
2017,Melvin Gordon III,RB,LAC,10.1,ppr,melvin gordon,11,6
2017,Jordy Nelson,WR,GB,11.4,ppr,jordy nelson,12,6
2017,Michael Thomas,WR,NO,13.3,ppr,michael thomas,13,7
2017,Jay Ajayi,RB,PHI,13.8,ppr,jay ajayi,14,7
2017,DeMarco Murray,RB,TEN,15.2,ppr,demarco murray,15,8
2017,Jordan Howard,RB,CHI,16.8,ppr,jordan howard,16,9
2017,Brandin Cooks,WR,NE,17.1,ppr,brandin cooks,17,8
2017,Rob Gronkowski,TE,NE,18.1,ppr,rob gronkowski,18,1
2017,Kareem Hunt,RB,KC,18.7,ppr,kareem hunt,19,10
2017,Todd Gurley,RB,LAR,19.4,ppr,todd gurley,20,11
2017,Dez Bryant,WR,DAL,20.5,ppr,dez bryant,21,9
2017,Amari Cooper,WR,LV,21.3,ppr,amari cooper,22,10
2017,Doug Baldwin,WR,SEA,22.4,ppr,doug baldwin,23,11
2017,Christian McCaffrey,RB,CAR,22.9,ppr,christian mccaffrey,24,12
2017,Aaron Rodgers,QB,GB,23.4,ppr,aaron rodgers,25,1
2017,Keenan Allen,WR,LAC,25.8,ppr,keenan allen,26,12
2017,Leonard Fournette,RB,JAX,27.0,ppr,leonard fournette,27,13
2017,Dalvin Cook,RB,MIN,27.5,ppr,dalvin cook,28,14
2017,T.Y. Hilton,WR,IND,28.8,ppr,ty hilton,29,13
2017,Tom Brady,QB,NE,29.6,ppr,tom brady,30,2
2017,Isaiah Crowell,RB,CLE,29.8,ppr,isaiah crowell,31,15
2017,Terrelle Pryor,WR,WAS,30.2,ppr,terrelle pryor,32,14
2017,DeAndre Hopkins,WR,HOU,31.7,ppr,deandre hopkins,33,15
2017,Ty Montgomery II,RB,GB,32.6,ppr,ty montgomery,34,16
2017,Demaryius Thomas,WR,DEN,34.5,ppr,demaryius thomas,35,16
2017,Carlos Hyde,RB,SF,35.2,ppr,carlos hyde,36,17
2017,Lamar Miller,RB,HOU,35.2,ppr,lamar miller,36,17
2017,Marshawn Lynch,RB,LV,36.4,ppr,marshawn lynch,38,19
2017,Kelvin Benjamin,WR,BUF,38.6,ppr,kelvin benjamin,39,17
2017,Travis Kelce,TE,KC,38.9,ppr,travis kelce,40,2
2017,Alshon Jeffery,WR,PHI,39.1,ppr,alshon jeffery,41,18
2017,Martavis Bryant,WR,PIT,40.9,ppr,martavis bryant,42,19
2017,Drew Brees,QB,NO,41.7,ppr,drew brees,43,3
2017,Joe Mixon,RB,CIN,42.5,ppr,joe mixon,44,20
2017,Michael Crabtree,WR,LV,43.7,ppr,michael crabtree,45,20
2017,Davante Adams,WR,GB,44.9,ppr,davante adams,46,21
2017,Tyreek Hill,WR,KC,45.5,ppr,tyreek hill,47,22
2017,Golden Tate,WR,DET,47.8,ppr,golden tate,48,23
2017,Larry Fitzgerald,WR,ARI,48.4,ppr,larry fitzgerald,49,24
2017,Bilal Powell,RB,NYJ,48.6,ppr,bilal powell,50,21
2017,Doug Martin,RB,TB,49.0,ppr,doug martin,51,22
2017,CJ Anderson,RB,DEN,51.4,ppr,cj anderson,52,23
2017,Greg Olsen,TE,CAR,51.5,ppr,greg olsen,53,3
2017,DeVante Parker,WR,MIA,51.9,ppr,devante parker,54,25
2017,Ameer Abdullah,RB,DET,53.0,ppr,ameer abdullah,55,24
2017,Jordan Reed,TE,WAS,54.1,ppr,jordan reed,56,4
2017,Stefon Diggs,WR,MIN,54.8,ppr,stefon diggs,57,26
2017,Matt Ryan,QB,ATL,56.4,ppr,matt ryan,58,4
2017,Allen Robinson II,WR,JAX,57.0,ppr,allen robinson,59,27
2017,Mark Ingram II,RB,NO,57.6,ppr,mark ingram,60,25
2017,Jimmy Graham,TE,SEA,57.6,ppr,jimmy graham,60,5
2017,Jamison Crowder,WR,WAS,61.2,ppr,jamison crowder,62,28
2017,Danny Woodhead,RB,BAL,61.7,ppr,danny woodhead,63,26
2017,Jarvis Landry,WR,MIA,64.0,ppr,jarvis landry,64,29
2017,Russell Wilson,QB,SEA,64.3,ppr,russell wilson,65,5
2017,Brandon Marshall,WR,NYG,65.2,ppr,brandon marshall,66,30
2017,Mike Gillislee,RB,NE,65.3,ppr,mike gillislee,67,27
2017,Pierre Garcon,WR,SF,66.4,ppr,pierre garcon,68,31
2017,Rob Kelley,RB,WAS,67.0,ppr,rob kelley,69,28
2017,Adrian Peterson,RB,ARI,69.9,ppr,adrian peterson,70,29
2017,Sammy Watkins,WR,LAR,70.0,ppr,sammy watkins,71,32
2017,Tyler Eifert,TE,CIN,70.4,ppr,tyler eifert,72,6
2017,Zach Ertz,TE,PHI,72.8,ppr,zach ertz,73,7
2017,Tevin Coleman,RB,ATL,73.2,ppr,tevin coleman,74,30
2017,Emmanuel Sanders,WR,DEN,73.9,ppr,emmanuel sanders,75,33
2017,Derek Carr,QB,LV,74.2,ppr,derek carr,76,6
2017,Darren McFadden,RB,DAL,75.3,ppr,darren mcfadden,77,31
2017,Chris Hogan,WR,NE,76.5,ppr,chris hogan,78,34
2017,Marcus Mariota,QB,TEN,76.8,ppr,marcus mariota,79,7
2017,Derrick Henry,RB,TEN,77.9,ppr,derrick henry,80,32
2017,Delanie Walker,TE,TEN,79.9,ppr,delanie walker,81,8
2017,Jameis Winston,QB,TB,82.4,ppr,jameis winston,82,8
2017,Theo Riddick,RB,DET,83.0,ppr,theo riddick,83,33
2017,Paul Perkins,RB,NYG,83.4,ppr,paul perkins,84,34
2017,Jeremy Maclin,WR,BAL,83.4,ppr,jeremy maclin,84,35
2017,Kyle Rudolph,TE,MIN,83.6,ppr,kyle rudolph,86,9
2017,Willie Snead IV,WR,NO,83.8,ppr,willie snead,87,36
2017,Frank Gore,RB,IND,86.1,ppr,frank gore,88,35
2017,Kirk Cousins,QB,WAS,86.3,ppr,kirk cousins,89,9
2017,Terrance West,RB,BAL,86.8,ppr,terrance west,90,36
2017,Martellus Bennett,TE,NE,87.6,ppr,martellus bennett,91,10
2017,Eric Decker,WR,TEN,88.7,ppr,eric decker,92,37
2017,Cam Newton,QB,CAR,89.9,ppr,cam newton,93,10
2017,DeSean Jackson,WR,TB,90.4,ppr,desean jackson,94,38
2017,LeGarrette Blount,RB,PHI,91.9,ppr,legarrette blount,95,37
2017,Randall Cobb,WR,GB,92.2,ppr,randall cobb,96,39
2017,Duke Johnson,RB,CLE,94.2,ppr,duke johnson,97,38
2017,Tyrell Williams,WR,LAC,95.0,ppr,tyrell williams,98,40
2017,Thomas Rawls,RB,SEA,95.7,ppr,thomas rawls,99,39
2017,Jacquizz Rodgers,RB,TB,95.9,ppr,jacquizz rodgers,100,40
2017,Corey Coleman,WR,CLE,96.4,ppr,corey coleman,101,41
2017,Adam Thielen,WR,MIN,98.6,ppr,adam thielen,102,42
2017,Andrew Luck,QB,IND,100.3,ppr,andrew luck,103,11
2017,Ben Roethlisberger,QB,PIT,101.0,ppr,ben roethlisberger,104,12
2017,Jonathan Stewart,RB,CAR,101.4,ppr,jonathan stewart,105,41
2017,James White,RB,NE,102.7,ppr,james white,106,42
2017,Donte Moncrief,WR,IND,105.7,ppr,donte moncrief,107,43
2017,Hunter Henry,TE,LAC,106.1,ppr,hunter henry,108,11
2017,Marvin Jones Jr.,WR,DET,106.3,ppr,marvin jones,109,44
2017,Eddie Lacy,RB,SEA,106.6,ppr,eddie lacy,110,43
2017,John Brown,WR,ARI,108.6,ppr,john brown,111,45
2017,Philip Rivers,QB,LAC,108.7,ppr,philip rivers,112,13
2017,Corey Davis,WR,TEN,110.9,ppr,corey davis,113,46
2017,Dak Prescott,QB,DAL,112.8,ppr,dak prescott,114,14
2017,Rex Burkhead,RB,NE,113.4,ppr,rex burkhead,115,44
2017,Jamaal Williams,RB,GB,114.3,ppr,jamaal williams,116,45
2017,Rishard Matthews,WR,TEN,116.0,ppr,rishard matthews,117,47
2017,Darren Sproles,RB,PHI,116.3,ppr,darren sproles,118,46
2017,Matthew Stafford,QB,DET,116.5,ppr,matthew stafford,119,15
2017,Ted Ginn Jr,WR,NO,116.9,ppr,ted ginn,120,48
2017,Jordan Matthews,WR,BUF,117.5,ppr,jordan matthews,121,49
2017,Cooper Kupp,WR,LAR,121.3,ppr,cooper kupp,122,50
2017,Zay Jones,WR,BUF,122.0,ppr,zay jones,123,51
2017,Jamaal Charles,RB,DEN,123.3,ppr,jamaal charles,124,47
2017,Eric Ebron,TE,DET,124.0,ppr,eric ebron,125,12
2017,Mike Wallace,WR,BAL,125.9,ppr,mike wallace,126,52
2017,Andy Dalton,QB,CIN,126.5,ppr,andy dalton,127,16
2017,Samaje Perine,RB,WAS,126.8,ppr,samaje perine,128,48
2017,Kevin White,WR,CHI,127.0,ppr,kevin white,129,53
2017,CJ Prosise,RB,SEA,129.4,ppr,cj prosise,130,49
2017,Danny Amendola,WR,NE,132.2,ppr,danny amendola,131,54
2017,Carson Wentz,QB,PHI,132.3,ppr,carson wentz,132,17
2017,Jack Doyle,TE,IND,132.6,ppr,jack doyle,133,13
2017,Matt Forte,RB,NYJ,132.6,ppr,matt forte,133,50
2017,Jeremy Hill,RB,CIN,134.5,ppr,jeremy hill,135,51
2017,Kenny Britt,WR,NE,136.2,ppr,kenny britt,136,55
2017,Cole Beasley,WR,DAL,136.2,ppr,cole beasley,136,55
2017,Eli Manning,QB,NYG,137.1,ppr,eli manning,138,18
2017,Alvin Kamara,RB,NO,140.0,ppr,alvin kamara,139,52
2017,Marlon Mack,RB,IND,141.3,ppr,marlon mack,140,53
2017,Carson Palmer,QB,ARI,142.3,ppr,carson palmer,141,19
2017,Robbie Chosen,WR,NYJ,143.4,ppr,robbie chosen,142,57
2017,Wendell Smallwood,RB,PHI,146.1,ppr,wendell smallwood,143,54
2017,Austin Hooper,TE,ATL,146.6,ppr,austin hooper,144,14
2017,Kendall Wright,WR,CHI,148.4,ppr,kendall wright,145,58
2017,Chris Carson,RB,SEA,149.7,ppr,chris carson,146,55
2017,Jason Witten,TE,DAL,150.5,ppr,jason witten,147,15
2017,Taylor Gabriel,WR,ATL,151.4,ppr,taylor gabriel,148,59
2017,Kenny Golladay,WR,DET,151.6,ppr,kenny golladay,149,60
2017,Coby Fleener,TE,NO,152.3,ppr,coby fleener,150,16
2017,Sterling Shepard,WR,NYG,152.3,ppr,sterling shepard,150,61
2017,O.J. Howard,TE,TB,152.7,ppr,oj howard,152,17
2017,Latavius Murray,RB,MIN,154.4,ppr,latavius murray,153,56
2017,DeAndre Washington,RB,LV,155.2,ppr,deandre washington,154,57
2017,Dion Lewis,RB,NE,155.9,ppr,dion lewis,155,58
2017,Jay Cutler,QB,MIA,155.9,ppr,jay cutler,155,20
2017,Tyler Lockett,WR,SEA,156.1,ppr,tyler lockett,157,62
2017,Jonathan Williams,RB,NO,156.1,ppr,jonathan williams,157,59
2017,D'Onta Foreman,RB,HOU,157.0,ppr,donta foreman,159,60
2017,Giovani Bernard,RB,CIN,159.6,ppr,giovani bernard,160,61
2017,Charcandrick West,RB,KC,160.7,ppr,charcandrick west,161,62
2017,Tyrod Taylor,QB,BUF,162.4,ppr,tyrod taylor,162,21
2017,Mohamed Sanu,WR,ATL,162.9,ppr,mohamed sanu,163,63
2018,Todd Gurley,RB,LAR,1.6,half-ppr,todd gurley,1,1
2018,LeVeon Bell,RB,PIT,2.3,half-ppr,leveon bell,2,2
2018,David Johnson,RB,ARI,3.8,half-ppr,david johnson,3,3
2018,Ezekiel Elliott,RB,DAL,4.0,half-ppr,ezekiel elliott,4,4
2018,Antonio Brown,WR,PIT,5.2,half-ppr,antonio brown,5,1
2018,Alvin Kamara,RB,NO,6.3,half-ppr,alvin kamara,6,5
2018,Saquon Barkley,RB,NYG,6.8,half-ppr,saquon barkley,7,6
2018,Melvin Gordon III,RB,LAC,8.4,half-ppr,melvin gordon,8,7
2018,Leonard Fournette,RB,JAX,9.0,half-ppr,leonard fournette,9,8
2018,DeAndre Hopkins,WR,HOU,9.8,half-ppr,deandre hopkins,10,2
2018,Kareem Hunt,RB,KC,11.3,half-ppr,kareem hunt,11,9
2018,Odell Beckham Jr.,WR,NYG,11.6,half-ppr,odell beckham,12,3
2018,Christian McCaffrey,RB,CAR,13.0,half-ppr,christian mccaffrey,13,10
2018,Julio Jones,WR,ATL,14.4,half-ppr,julio jones,14,4
2018,Dalvin Cook,RB,MIN,15.0,half-ppr,dalvin cook,15,11
2018,Michael Thomas,WR,NO,16.3,half-ppr,michael thomas,16,5
2018,Keenan Allen,WR,LAC,17.8,half-ppr,keenan allen,17,6
2018,Jordan Howard,RB,CHI,18.6,half-ppr,jordan howard,18,12
2018,Davante Adams,WR,GB,19.1,half-ppr,davante adams,19,7
2018,Devonta Freeman,RB,ATL,19.2,half-ppr,devonta freeman,20,13
2018,Rob Gronkowski,TE,NE,20.7,half-ppr,rob gronkowski,21,1
2018,A.J. Green,WR,CIN,21.8,half-ppr,aj green,22,8
2018,Joe Mixon,RB,CIN,22.7,half-ppr,joe mixon,23,14
2018,Mike Evans,WR,TB,24.7,half-ppr,mike evans,24,9
2018,Stefon Diggs,WR,MIN,26.1,half-ppr,stefon diggs,25,10
2018,Tyreek Hill,WR,KC,26.2,half-ppr,tyreek hill,26,11
2018,Jerick McKinnon,RB,SF,27.4,half-ppr,jerick mckinnon,27,15
2018,T.Y. Hilton,WR,IND,28.1,half-ppr,ty hilton,28,12
2018,LeSean McCoy,RB,BUF,28.8,half-ppr,lesean mccoy,29,16
2018,Alex Collins,RB,BAL,30.1,half-ppr,alex collins,30,17
2018,Royce Freeman,RB,DEN,31.0,half-ppr,royce freeman,31,18
2018,Travis Kelce,TE,KC,31.2,half-ppr,travis kelce,32,2
2018,Doug Baldwin,WR,SEA,31.9,half-ppr,doug baldwin,33,13
2018,Adam Thielen,WR,MIN,33.6,half-ppr,adam thielen,34,14
2018,Aaron Rodgers,QB,GB,33.8,half-ppr,aaron rodgers,35,1
2018,Amari Cooper,WR,DAL,34.1,half-ppr,amari cooper,36,15
2018,Kenyan Drake,RB,MIA,34.3,half-ppr,kenyan drake,37,19
2018,Derrick Henry,RB,TEN,37.3,half-ppr,derrick henry,38,20
2018,Larry Fitzgerald,WR,ARI,38.0,half-ppr,larry fitzgerald,39,16
2018,Lamar Miller,RB,HOU,38.6,half-ppr,lamar miller,40,21
2018,JuJu Smith-Schuster,WR,PIT,40.7,half-ppr,juju smithschuster,41,17
2018,Zach Ertz,TE,PHI,41.8,half-ppr,zach ertz,42,3
2018,Jarvis Landry,WR,CLE,42.1,half-ppr,jarvis landry,43,18
2018,Jay Ajayi,RB,PHI,43.2,half-ppr,jay ajayi,44,22
2018,Josh Gordon,WR,NE,44.4,half-ppr,josh gordon,45,19
2018,Chris Hogan,WR,NE,44.6,half-ppr,chris hogan,46,20
2018,Mark Ingram II,RB,NO,46.7,half-ppr,mark ingram,47,23
2018,Marshawn Lynch,RB,LV,47.5,half-ppr,marshawn lynch,48,24
2018,Demaryius Thomas,WR,HOU,47.5,half-ppr,demaryius thomas,48,21
2018,Golden Tate,WR,PHI,50.0,half-ppr,golden tate,50,22
2018,Deshaun Watson,QB,HOU,50.4,half-ppr,deshaun watson,51,2
2018,Brandin Cooks,WR,LAR,51.2,half-ppr,brandin cooks,52,23
2018,Allen Robinson II,WR,CHI,52.1,half-ppr,allen robinson,53,24
2018,Jimmy Graham,TE,GB,52.7,half-ppr,jimmy graham,54,4
2018,Marquise Goodwin,WR,SF,53.4,half-ppr,marquise goodwin,55,25
2018,Kerryon Johnson,RB,DET,54.6,half-ppr,kerryon johnson,56,25
2018,Tom Brady,QB,NE,55.5,half-ppr,tom brady,57,3
2018,Dion Lewis,RB,TEN,56.2,half-ppr,dion lewis,58,26
2018,Carlos Hyde,RB,JAX,56.5,half-ppr,carlos hyde,59,27
2018,Marvin Jones Jr.,WR,DET,58.5,half-ppr,marvin jones,60,26
2018,Rex Burkhead,RB,NE,59.5,half-ppr,rex burkhead,61,28
2018,Greg Olsen,TE,CAR,61.2,half-ppr,greg olsen,62,5
2018,Russell Wilson,QB,SEA,61.5,half-ppr,russell wilson,63,4
2018,Corey Davis,WR,TEN,62.3,half-ppr,corey davis,64,27
2018,Jamaal Williams,RB,GB,62.3,half-ppr,jamaal williams,64,29
2018,Emmanuel Sanders,WR,DEN,63.7,half-ppr,emmanuel sanders,66,28
2018,Julian Edelman,WR,NE,67.4,half-ppr,julian edelman,67,29
2018,Chris Carson,RB,SEA,68.0,half-ppr,chris carson,68,30
2018,Cam Newton,QB,CAR,68.2,half-ppr,cam newton,69,5
2018,Tevin Coleman,RB,ATL,69.2,half-ppr,tevin coleman,70,31
2018,Trey Burton,TE,CHI,70.0,half-ppr,trey burton,71,6
2018,Alshon Jeffery,WR,PHI,70.4,half-ppr,alshon jeffery,72,30
2018,Drew Brees,QB,NO,70.7,half-ppr,drew brees,73,6
2018,Michael Crabtree,WR,BAL,72.5,half-ppr,michael crabtree,74,31
2018,Evan Engram,TE,NYG,74.1,half-ppr,evan engram,75,7
2018,Rashaad Penny,RB,SEA,74.3,half-ppr,rashaad penny,76,32
2018,Will Fuller,WR,HOU,75.6,half-ppr,will fuller,77,32
2018,Peyton Barber,RB,TB,76.5,half-ppr,peyton barber,78,33
2018,Sony Michel,RB,NE,76.7,half-ppr,sony michel,79,34
2018,Kyle Rudolph,TE,MIN,80.1,half-ppr,kyle rudolph,80,8
2018,Delanie Walker,TE,TEN,80.3,half-ppr,delanie walker,81,9
2018,Sammy Watkins,WR,KC,80.8,half-ppr,sammy watkins,82,33
2018,Carson Wentz,QB,PHI,82.0,half-ppr,carson wentz,83,7
2018,Isaiah Crowell,RB,NYJ,83.1,half-ppr,isaiah crowell,84,35
2018,Jamison Crowder,WR,WAS,83.4,half-ppr,jamison crowder,85,34
2018,Cooper Kupp,WR,LAR,83.6,half-ppr,cooper kupp,86,35
2018,Chris Thompson,RB,WAS,85.2,half-ppr,chris thompson,87,36
2018,Robbie Chosen,WR,NYJ,85.3,half-ppr,robbie chosen,88,36
2018,Andrew Luck,QB,IND,87.8,half-ppr,andrew luck,89,8
2018,Tarik Cohen,RB,CHI,88.0,half-ppr,tarik cohen,90,37
2018,Kirk Cousins,QB,MIN,89.1,half-ppr,kirk cousins,91,9
