cfb_pid,cfb_name,cfb_team,cfb_pos,cfb_seasons,cfb_last_season,cfb_final_class,cfb_rec_ypg,cfb_rush_ypg,cfb_scrim_ypg,cfb_scrim_td,cfb_rec_pg,cfb_final_dom,cfb_final_recshare,cfb_ypc,cfb_ypr,cfb_best_dom,cfb_breakout_class,cfb_career_scrim_yds,cfb_career_scrim_td,norm_name
4698335.0,Tristan Shannon,Marist,,3.0,2024.0,,8.181818181818182,34.54545454545455,42.72727272727273,3.0,1.4545454545454546,0.18458367309957419,0.043689320388349516,7.037037037037037,5.625,0.18458367309957419,,888.0,5.0,tristan shannon
4433871.0,Caleb Medford,New Mexico,,2.0,2024.0,,33.6,0.0,33.6,3.0,1.8,0.07060849598163031,0.1344,,18.666666666666668,0.07165099920687548,,887.0,4.0,caleb medford
4362073.0,Casey Thompson,Florida Atlantic,,6.0,2023.0,,0.0,11.0,11.0,0.0,0.0,0.0037508524664696522,0.0,4.714285714285714,,0.15454873505373826,3.0,887.0,21.0,casey thompson
3919510.0,Alex Bachman,Wake Forest,WR,4.0,2018.0,4.0,37.0,0.0,37.0,6.0,3.0,0.11888291058160388,0.14618727775582774,,12.333333333333334,0.11888291058160388,4.0,887.0,6.0,alex bachman
3929844.0,John Burt,Texas,WR,5.0,2019.0,4.0,17.333333333333332,0.0,17.333333333333332,1.0,1.6666666666666667,0.019182466374979744,0.014672686230248307,,10.4,0.04854886897140418,4.0,887.0,2.0,john burt
4361660.0,Trent Pennix,NC State,,6.0,2023.0,,21.555555555555557,7.444444444444445,29.0,4.0,1.6666666666666667,0.11115256164286222,0.07873376623376624,33.5,12.933333333333334,0.11115256164286222,,887.0,5.0,trent pennix
3932887.0,Jahray Hayes,Central Michigan,RB,2.0,2016.0,,8.583333333333334,38.0,46.583333333333336,8.0,0.8333333333333334,0.23214221014492753,0.03255372945638432,3.3043478260869565,10.3,0.23214221014492753,,887.0,10.0,jahray hayes
3707332.0,Dahu Green,Arkansas State,WR,5.0,2021.0,4.0,36.0,0.0,36.0,1.0,2.5,0.06698768743142752,0.07991120976692564,,14.4,0.10233798782670964,4.0,887.0,4.0,dahu green
3915296.0,Michael Walker,Boston College,WR,4.0,2018.0,4.0,21.3,5.0,26.3,0.0,1.6,0.025668553581885613,0.08265424912689173,5.555555555555555,13.3125,0.0538419168273203,4.0,886.0,1.0,michael walker
4029728.0,Kameron Brown,Coastal Carolina,WR,5.0,2021.0,4.0,59.888888888888886,0.0,59.888888888888886,4.0,3.3333333333333335,0.08893078452005143,0.18221771467207573,,17.966666666666665,0.08893078452005143,4.0,885.0,7.0,kameron brown
3139464.0,Demarcus Felton,Texas Tech,RB,4.0,2018.0,4.0,1.4,28.6,30.0,6.0,0.3,0.0886149822109097,0.0033089104230678325,4.766666666666667,4.666666666666667,0.0886149822109097,4.0,885.0,10.0,demarcus felton
5150611.0,Jake Retzlaff,BYU,,2.0,2024.0,,12.23076923076923,39.38461538461539,51.61538461538461,8.0,0.46153846153846156,0.1918585730967285,0.05984192698532179,6.2439024390243905,26.5,0.1918585730967285,,885.0,11.0,jake retzlaff
4574000.0,Matthew Prochaska,Bryant,,3.0,2023.0,,76.55555555555556,0.0,76.55555555555556,3.0,4.111111111111111,0.1403367471513836,0.2765957446808511,,18.62162162162162,0.1403367471513836,,885.0,4.0,matthew prochaska
4361714.0,Josiah Johnson,Oklahoma State,,5.0,2023.0,,15.090909090909092,0.0,15.090909090909092,1.0,2.0,0.02689413579305567,0.04283870967741935,0.0,7.545454545454546,0.11409322274759062,3.0,884.0,6.0,josiah johnson
4239793.0,Tyler Johnston III,UAB,QB,5.0,2021.0,4.0,0.0,8.0,8.0,0.0,0.0,0.004394397143641857,0.0,4.0,,0.11722386427108546,4.0,884.0,7.0,tyler johnston
5229597.0,Nathan Rembert,Mississippi Valley State,,1.0,2024.0,,78.54545454545455,1.8181818181818181,80.36363636363636,1.0,6.181818181818182,0.14615230129477366,0.37418796015591166,2.0,12.705882352941176,0.14615230129477366,,884.0,1.0,nathan rembert
4690811.0,Savion Red,Nevada,,3.0,2024.0,,7.583333333333333,54.75,62.333333333333336,8.0,1.4166666666666667,0.25452424713699984,0.033054849255357795,5.866071428571429,5.352941176470588,0.25452424713699984,,884.0,9.0,savion red
531453.0,Anthony Rice,Central Michigan,WR,3.0,2016.0,,10.75,0.0,10.75,0.0,1.0,0.004479166666666667,0.01359039190897598,,10.75,0.12891207153502235,,884.0,5.0,anthony rice
4360739.0,Simi Fehoko,Stanford,WR,3.0,2020.0,3.0,70.8,-0.2,70.6,0.0,4.2,0.0877672799602188,0.2727272727272727,-1.0,16.857142857142858,0.0877672799602188,3.0,883.0,0.0,simi fehoko
5156766.0,Mason Hackett,Dayton,,2.0,2024.0,,1.7272727272727273,73.27272727272727,75.0,3.0,0.18181818181818182,0.20422134440278522,0.009209888511875909,4.428571428571429,9.5,0.20422134440278522,,883.0,3.0,mason hackett
4899368.0,Kendrick Raphael,NC State,,2.0,2024.0,,3.5,35.166666666666664,38.666666666666664,3.0,0.6666666666666666,0.08961137834377271,0.013232514177693762,5.702702702702703,5.25,0.08961137834377271,,883.0,4.0,kendrick raphael
513399.0,Robby Anderson,Temple,WR,1.0,2015.0,,67.15384615384616,0.7692307692307693,67.92307692307692,7.0,4.923076923076923,0.19328289940899623,0.3171086087904105,3.3333333333333335,13.640625,0.19328289940899623,,883.0,7.0,robby anderson
4877093.0,Terry Matthews,Nicholls,,3.0,2024.0,,43.18181818181818,0.36363636363636365,43.54545454545455,0.0,3.272727272727273,0.05576251455180442,0.21425349571493008,4.0,13.194444444444445,0.05576251455180442,,883.0,0.0,terry matthews
4052238.0,Cee Jay Powell,Louisiana Tech,WR,4.0,2020.0,4.0,32.0,0.0,32.0,0.0,3.875,0.04075135307226998,0.1248780487804878,,8.258064516129032,0.044107013738250184,4.0,882.0,0.0,cee jay powell
3916143.0,Kedarian Jones,Memphis,WR,4.0,2019.0,4.0,41.23076923076923,0.6153846153846154,41.84615384615385,0.0,2.6923076923076925,0.04028436018957346,0.13954699297058057,8.0,15.314285714285715,0.04028436018957346,4.0,882.0,0.0,kedarian jones
