player,position,team,ppg_pred,games_pred,projected_total,vor,our_overall_rank,our_pos_rank,adp_pos_rank,adp_overall_rank,value_gap,sleeper_pts_half_ppr,age,years_exp,target_ppg,target_games
Connor Heyward,TE,PIT,0.8875069842338721,15.659103584679183,13.897563798244438,-80.71953636481791,299.0,87.0,87.0,429.0,0.0,,26.60917180013689,3,1.5235294117647058,17.0
Jeremy McNichols,RB,WAS,2.2375851979837122,13.530724564326457,30.276149003131493,-81.02399054296932,300.0,94.0,167.0,654.0,73.0,17.9,29.683778234086244,8,3.541176470588236,17.0
Hunter Long,TE,JAX,0.8477724790338703,15.992459234688734,13.557966811240181,-81.05913335182217,301.0,88.0,,,,,27.0362765229295,4,2.9444444444444446,9.0
J.J. McCarthy,QB,MIN,12.494261403487638,11.441497061372782,142.95305513202717,-81.52219126580235,302.0,26.0,19.0,143.0,-7.0,211.36,22.61464750171116,0,12.538,10.0
John Metchie III,WR,NYJ,3.5279985696270892,14.542192848744257,51.30483556961102,-81.52903531255029,303.0,95.0,740.0,1833.0,645.0,10.7,25.12251882272416,2,3.4625000000000004,16.0
Luke McCaffrey,WR,WAS,3.140577529811254,16.238503521010543,50.99827927584664,-81.83559160631467,304.0,96.0,628.0,1558.0,532.0,26.6,24.41615331964408,1,5.7250000000000005,8.0
Blake Whiteheart,TE,CLE,1.0159421083869604,12.423543460906304,12.621600937310186,-81.99549922575216,305.0,89.0,165.0,836.0,76.0,3.0,25.44558521560575,1,0.0875,16.0
Curtis Samuel,WR,BUF,3.4675987510019195,14.65113093356569,50.80424332599797,-82.02962755616333,306.0,97.0,563.0,1396.0,466.0,44.4,29.05681040383299,8,2.5142857142857147,7.0
Brevyn Spann-Ford,TE,DAL,0.7893203221132583,15.85612745797009,12.51556363259383,-82.10153653046852,307.0,90.0,182.0,931.0,92.0,23.5,25.68104038329911,1,1.1470588235294117,17.0
Will Mallory,TE,IND,1.0329352280135093,12.069281824087108,12.466786372922721,-82.15031379013962,308.0,91.0,249.0,1290.0,158.0,2.9,26.195756331279945,2,,2.0
Demarcus Robinson,WR,SF,3.2653804955668813,15.31612488461581,50.01297546589102,-82.82089541627029,309.0,98.0,534.0,1323.0,436.0,44.7,30.94592744695414,9,2.95,16.0
Ian Thomas,TE,LV,1.0932850324787706,10.574170035260517,11.560581830435837,-83.05651833262651,310.0,92.0,123.0,617.0,31.0,4.4,29.23750855578371,7,1.1933333333333331,15.0
Jelani Woods,TE,NYJ,1.2937634350132368,8.824153073724293,11.416366591744152,-83.2007335713182,311.0,93.0,294.0,1531.0,201.0,,26.89664613278576,3,0.225,4.0
AJ Dillon,RB,PHI,4.87325548991139,5.765945170934236,28.098923958783335,-83.20121558731748,312.0,95.0,291.0,1195.0,196.0,24.4,27.3347022587269,5,1.085714285714286,7.0
Robert Tonyan,TE,KC,1.533774736765767,7.213668747797541,11.064142884768614,-83.55295727829373,313.0,94.0,262.0,1335.0,168.0,3.0,31.34017796030116,7,0.0375,16.0
Moliki Matavao,TE,NO,1.7242488316633027,6.206935964769588,10.702302085462897,-83.91479807759944,314.0,95.0,57.0,329.0,-38.0,,22.46132785763176,0,0.3333333333333333,6.0
Jackson Hawes,TE,BUF,0.9799673784197913,10.465968524790238,10.25630773786274,-84.3607924251996,315.0,96.0,228.0,1205.0,132.0,6.2,24.736481861738536,0,2.3526315789473684,19.0
Kalel Mullings,RB,TEN,2.9340984016216844,9.174463393250234,26.918778377872165,-84.38136116822864,316.0,96.0,433.0,1815.0,337.0,23.4,22.910335386721425,0,0.175,4.0
Mack Hollins,WR,NE,3.135074102644969,15.439089896964687,48.40269090438157,-84.43117997777973,317.0,99.0,655.0,1624.0,556.0,22.5,31.958932238193015,8,5.31764705882353,17.0
Quintin Morris,TE,JAX,0.6698283341741083,15.170799074913532,10.161831072439433,-84.45526909062292,318.0,97.0,173.0,891.0,76.0,2.9,26.611909650924023,3,1.1153846153846154,13.0
Ty Johnson,RB,BUF,1.8927549851790397,14.153312939463648,26.788753622968827,-84.51138592313198,319.0,97.0,337.0,1418.0,240.0,48.7,27.956194387405887,6,5.194117647058825,17.0
Jared Wiley,TE,KC,0.9283026889272845,10.805399273122097,10.030681200172168,-84.58641896289018,320.0,98.0,336.0,1730.0,238.0,3.0,24.829568788501028,1,0.225,4.0
Van Jefferson,WR,TEN,3.068688588817535,15.617887039274866,47.92643173886406,-84.90743914329724,321.0,100.0,528.0,1310.0,428.0,25.1,29.100616016427104,5,3.46875,16.0
Tanner Conner,TE,MIA,1.0549530612301867,9.060229574912317,9.558116925502022,-85.05898323756033,322.0,99.0,102.0,492.0,3.0,30.0,27.45242984257358,3,1.5111111111111113,9.0
D'Ernest Johnson,RB,NE,2.4926366639998156,10.381116895659114,25.876352587387856,-85.42378695871295,323.0,98.0,129.0,498.0,31.0,1.5,29.51129363449692,6,0.4166666666666667,6.0
Ben Sims,TE,MIN,0.5626279964819114,15.495550705026721,8.718230647553055,-85.89886951550929,324.0,100.0,273.0,1399.0,173.0,,25.295003422313485,2,0.5,9.0
Charlie Woerner,TE,ATL,0.5753825007521676,15.121657886725327,8.700737330382756,-85.9163628326796,325.0,101.0,,,,,27.87679671457905,5,0.5176470588235295,17.0
Devaughn Vele,WR,NO,3.6909914192494577,12.705913012572525,46.89741590313522,-85.93645497902608,326.0,101.0,608.0,1500.0,507.0,64.5,27.720739219712527,1,4.138461538461538,13.0
DeeJay Dallas,RB,JAX,4.132408906076024,6.1156584750785585,25.27240154893395,-86.02773799716687,327.0,99.0,,,,,26.9596167008898,5,0.7000000000000001,3.0
Albert Okwuegbunam,TE,LV,1.0223388284428125,8.369675466380095,8.556644210745576,-86.06045595231677,328.0,102.0,285.0,1476.0,183.0,6.0,27.353867214236825,5,,1.0
Josiah Deguara,TE,ARI,0.6338697418742791,13.373591374995334,8.477114912800378,-86.13998525026197,329.0,103.0,,,,,28.54483230663929,5,0.8727272727272727,11.0
Tucker Fisk,TE,LAC,0.6509291697893109,12.310700967406182,8.013394360238173,-86.60370580282418,330.0,104.0,65.0,352.0,-39.0,5.9,26.61738535249829,2,0.2636363636363636,11.0
Justin Shorter,TE,LV,0.7496764189353402,10.045621324556475,7.530965420573987,-87.08613474248835,331.0,105.0,,,,,25.374401095140318,1,0.0,3.0
Andrei Iosivas,WR,CIN,2.925109127824446,15.591116255422822,45.60571647170939,-87.2281544104519,332.0,102.0,99.0,246.0,-3.0,84.0,25.880903490759756,2,4.31764705882353,17.0
Tim Patrick,WR,JAX,3.0425646830509727,14.965999379062259,45.535021157297614,-87.29884972486369,333.0,103.0,593.0,1465.0,490.0,25.4,31.772758384668037,7,2.6,17.0
Cam Grandy,TE,CIN,0.7104151758970685,10.249524390074209,7.281417672435863,-87.33568249062648,334.0,106.0,52.0,308.0,-54.0,2.9,25.78507871321013,1,0.34,5.0
Keleki Latu,TE,BUF,1.0035373207194305,7.064300266465787,7.089288962166634,-87.52781120089571,335.0,107.0,,,,,23.05270362765229,0,1.1,5.0
Cedric Tillman,WR,CLE,3.2694045627286856,13.7789136931048,45.04884329768159,-87.7850275844797,336.0,104.0,65.0,159.0,-39.0,115.7,25.36892539356605,2,3.807692307692308,13.0
Pharaoh Brown,TE,ARI,0.4613372794715711,14.40953415952323,6.647655287607118,-87.96944487545522,337.0,108.0,186.0,954.0,78.0,7.5,31.329226557152637,6,0.1571428571428571,7.0
Marcedes Lewis,TE,DEN,0.39667761458623874,16.633773422783598,6.598245562917773,-88.01885460014458,338.0,109.0,230.0,1216.0,121.0,,41.28678986995209,14,0.0,5.0
Hayden Rucci,TE,MIA,0.9822266891019524,6.63189410675856,6.51402339095621,-88.10307677210614,339.0,110.0,45.0,279.0,-65.0,,24.594113620807665,0,0.0,4.0
Jack Stoll,TE,NO,0.5405976190962944,12.047398098991762,6.51279472862017,-88.10430543444218,340.0,111.0,208.0,1110.0,97.0,4.5,27.59206023271732,4,0.9066666666666666,15.0
Emari Demercado,RB,ARI,2.3099164149162883,10.036104035923533,23.18256145438738,-88.11757809171343,341.0,100.0,382.0,1576.0,282.0,15.9,26.61464750171116,2,4.316666666666666,12.0
Carter Runyon,TE,LV,0.8839871683406564,7.251123690427536,6.409900298388888,-88.20719986467346,342.0,112.0,94.0,456.0,-18.0,,24.109514031485283,0,0.08,10.0
Greg Dortch,WR,ARI,2.9474994064575233,15.109948571487818,44.53656444606405,-88.29730643609726,343.0,105.0,685.0,1690.0,580.0,66.2,27.260780287474333,6,5.05,12.0
Nick Kallerup,TE,SEA,0.8464725587833992,6.91320097266177,5.8518349167128925,-88.76526524634946,344.0,113.0,158.0,809.0,45.0,,24.432580424366872,0,0.0,11.0
James Mitchell,TE,CAR,0.7176278528791054,8.02316121631976,5.757643956970461,-88.85945620609189,345.0,114.0,153.0,768.0,39.0,5.3,26.05886379192334,3,0.7166666666666668,6.0
Drake Dabney,TE,GB,0.7942953876834118,7.116140083171897,5.652317246172488,-88.96478291688986,346.0,115.0,120.0,611.0,5.0,,23.301848049281315,0,,2.0
LeQuint Allen Jr.,RB,JAX,3.4858870812410667,6.374407805526705,22.220465819847757,-89.07967372625305,347.0,101.0,420.0,1771.0,319.0,13.9,21.073237508555785,0,1.1,18.0
Brandin Cooks,WR,BUF,3.538933667499579,12.326067970877602,43.621136930026964,-89.21273395213434,348.0,106.0,127.0,317.0,21.0,32.6,31.93429158110883,11,2.3470588235294123,17.0
Tahj Brooks,RB,CIN,2.5079479365953503,8.790575521973006,22.046305741817793,-89.25383380428302,349.0,102.0,67.0,196.0,-35.0,45.0,23.30458590006845,0,0.8428571428571429,7.0
Jaxson Dart,QB,NYG,12.138819238025912,11.12226565243616,135.01117227222687,-89.46407412560265,350.0,27.0,27.0,197.0,0.0,59.0,22.305270362765228,0,17.255714285714287,14.0
Zaire Mitchell-Paden,TE,NO,0.7995655939684343,6.301681001755893,5.038607313168549,-89.57849284989379,351.0,116.0,169.0,853.0,53.0,3.0,26.034223134839152,0,0.3375,8.0
Teagan Quitoriano,TE,ATL,0.6282100411966831,7.947396658768959,4.992634382411629,-89.62446578065072,352.0,117.0,257.0,1307.0,140.0,,25.464750171115675,3,0.0,15.0
Eric Gray,RB,NYG,2.140736017221645,10.09526133961033,21.611289552969065,-89.68884999313174,353.0,103.0,315.0,1280.0,212.0,3.4,25.82614647501711,2,,1.0
Ko Kieft,TE,TB,0.31591663660335634,15.064184842683764,4.759026608671915,-89.85807355439043,354.0,118.0,,,,,27.61396303901437,3,0.0,3.0
Chris Rodriguez Jr.,RB,WAS,3.505455216584547,6.097721215172702,21.375288643005412,-89.9248509030954,355.0,104.0,274.0,1141.0,170.0,58.4,25.932922655715263,2,6.961538461538462,13.0
Shane Zylstra,TE,DET,0.38065116501453233,11.94370558196252,4.546385444364606,-90.07071471869774,356.0,119.0,136.0,697.0,17.0,,28.791238877481177,4,0.7,5.0
KaVontae Turpin,WR,DAL,3.089051400832591,13.82183221556363,42.696350167559864,-90.13752071460144,357.0,107.0,515.0,1261.0,408.0,71.8,29.08145106091718,3,4.766666666666667,15.0
Jack Westover,TE,NE,0.7084794009320929,6.250218845239478,4.428151303169743,-90.1889488598926,358.0,120.0,328.0,1713.0,208.0,,26.23134839151266,0,0.0238095238095238,21.0
Marquise Brown,WR,KC,3.8082872302612896,11.192936318208934,42.6259164497629,-90.20795443239841,359.0,108.0,69.0,169.0,-39.0,107.8,28.24366872005476,6,7.075,16.0
Jake Tonges,TE,SF,0.4213563613100877,10.336763880482895,4.355461216401815,-90.26163894666053,360.0,121.0,281.0,1461.0,160.0,36.0,26.151950718685832,3,4.238888888888889,18.0
Brenden Bates,TE,CLE,0.5561703383870196,7.75784645325136,4.314684087059349,-90.302416076003,361.0,122.0,347.0,1786.0,225.0,,25.87816563997262,1,0.7555555555555556,9.0
David Martin-Robinson,TE,TEN,0.5213673649591133,8.272120306932806,4.312813567050329,-90.30428659601202,362.0,123.0,81.0,405.0,-42.0,,25.683778234086244,1,0.7333333333333333,15.0
Dont'e Thornton Jr.,WR,LV,3.169594132089976,13.404291499451036,42.486163681483546,-90.34770720067776,363.0,109.0,64.0,156.0,-45.0,88.0,22.75427789185489,0,1.2333333333333334,15.0
Craig Reynolds,RB,DET,2.258182361442702,9.273183752460223,20.940539984222724,-90.35959956187808,364.0,105.0,434.0,1818.0,329.0,6.6,29.21286789869952,5,,2.0
Amar Johnson,RB,LAC,3.683829692595588,5.674205946041894,20.902808345931568,-90.39733120016925,365.0,106.0,321.0,1308.0,215.0,,22.584531143052704,0,,1.0
John FitzPatrick,TE,GB,0.3685734448117577,11.069925464475425,4.080080562251104,-90.53701960081125,366.0,124.0,,,,,25.481177275838466,2,1.28,15.0
Ben Yurosek,TE,MIN,0.5748417274791164,7.0952206076835935,4.078628870966263,-90.53847129209609,367.0,125.0,59.0,334.0,-66.0,,23.460643394934976,0,0.1999999999999999,12.0
Feleipe Franks,TE,ATL,0.3466525646971317,11.644925813790067,4.03674339905816,-90.5803567640042,368.0,126.0,,,,,27.693360711841205,4,0.0571428571428571,7.0
Tre Harris,WR,LAC,3.09977972077692,13.587999572543666,42.119805520896314,-90.714065361265,369.0,110.0,62.0,154.0,-48.0,110.6,23.50718685831622,0,3.022222222222222,18.0
Jaylin Noel,WR,HOU,2.9705370292098214,14.124259782787652,41.956636694949786,-90.87723418721151,370.0,111.0,94.0,231.0,-17.0,65.0,22.99247091033539,0,2.9157894736842103,19.0
JuJu Smith-Schuster,WR,KC,2.754126507316286,15.219837370348532,41.91735753871989,-90.91651334344141,371.0,112.0,603.0,1491.0,491.0,21.8,28.774811772758383,8,3.3529411764705883,17.0
Julius Chestnut,RB,TEN,2.44332192645828,8.338303282945782,20.37315924068049,-90.92698030542032,372.0,107.0,396.0,1658.0,289.0,23.4,24.84873374401095,3,0.4,10.0
Princeton Fant,TE,DAL,0.5018046527067519,6.474089256351555,3.248728110876006,-91.36837205218634,373.0,127.0,86.0,427.0,-41.0,,26.477754962354556,1,,1.0
Anthony Firkser,TE,DET,0.3671391307127789,8.266524781940046,3.034964722457113,-91.58213544060523,374.0,128.0,,,,,30.532511978097197,7,1.3285714285714283,7.0
Travis Vokolek,TE,ARI,0.4658014601059992,6.377008739743526,2.9704199820812525,-91.6466801809811,375.0,129.0,100.0,488.0,-29.0,,27.24435318275154,0,0.0,3.0
E.J. Jenkins,TE,PHI,0.2663715450071469,11.129192198639494,2.964500120633088,-91.65260004242926,376.0,130.0,74.0,378.0,-56.0,,26.82819986310746,1,,2.0
Ross Dwelley,TE,DET,0.2522667129727214,11.566024301184592,2.9177229326224543,-91.6993772304399,377.0,131.0,148.0,746.0,17.0,,30.598220396988363,7,0.17,10.0
Jordan Whittington,WR,LA,2.8000612412797845,14.68170180347902,41.10966417594912,-91.72420670621219,378.0,113.0,125.0,312.0,12.0,86.5,24.91718001368925,1,1.5166666666666666,18.0
Thomas Fidone II,TE,NYG,0.3867368363033139,7.34596258405713,2.840954329360771,-91.77614583370158,379.0,132.0,293.0,1523.0,161.0,,22.94866529774127,0,,2.0
Tyler Johnson,WR,NYJ,2.8811485038099875,14.233007026073402,41.00740689788842,-91.82646398427289,380.0,114.0,708.0,1748.0,594.0,11.5,27.019849418206707,5,2.6416666666666666,12.0
Sterling Shepard,WR,TB,2.940088364574477,13.906383942804371,40.885997623544476,-91.94787325861682,381.0,115.0,559.0,1391.0,444.0,8.4,32.55578370978782,9,4.807692307692308,13.0
Sal Cannella,TE,CLE,0.38312520392864413,6.627525156404602,2.539171927089732,-92.07792823597262,382.0,133.0,,,,,28.747433264887064,0,,2.0
Nikola Kalinic,TE,CHI,0.395303828396514,6.32621330628951,2.500776339229212,-92.11632382383314,383.0,134.0,,,,,28.61054072553046,3,,2.0
Xavier Hutchinson,WR,HOU,2.6245130259296836,15.51306264720065,40.71423498964133,-92.11963589251998,384.0,116.0,488.0,1193.0,372.0,3.1,25.25119780971937,2,4.2368421052631575,19.0
Terrell Jennings,RB,NE,3.756029445173187,5.081485417118786,19.086208851916318,-92.21393069418448,385.0,108.0,266.0,1118.0,158.0,2.1,24.65982203969884,1,2.9400000000000004,5.0
Marquez Valdes-Scantling,WR,PIT,3.1701398282595017,12.806891151051603,40.59963571413286,-92.23423516802845,386.0,117.0,652.0,1615.0,535.0,20.9,30.89390828199863,7,2.272727272727273,11.0
Colson Yankoff,TE,WAS,0.4365102484558565,5.209118186445473,2.2738334738012345,-92.34326668926111,387.0,135.0,200.0,1078.0,65.0,,25.50308008213552,1,0.1999999999999999,14.0
Keaton Mitchell,RB,BAL,3.661407771543506,5.167861754573871,18.92164919045923,-92.37849035564157,388.0,109.0,61.0,176.0,-48.0,60.8,23.62217659137577,2,3.9153846153846152,13.0
Brashard Smith,RB,KC,2.7753418885140277,6.770419904605292,18.790229964080215,-92.5099095820206,389.0,110.0,71.0,209.0,-39.0,48.8,22.392881587953458,0,2.988235294117647,17.0
Nyheim Hines,RB,NO,3.435848362923391,5.446823277001351,18.71445883941811,-92.5856807066827,390.0,111.0,,,,,28.802190280629706,7,,2.0
Giovanni Ricci,TE,DET,0.2887252309987991,6.7984612124338,1.9628872839963247,-92.65421287906602,391.0,136.0,,,,,28.876112251882272,4,0.0,3.0
Brayden Willis,TE,SF,0.25403482615089823,6.932845951849415,1.7611843161090246,-92.85591584695332,392.0,137.0,170.0,854.0,33.0,,25.806981519507183,2,0.0,6.0
David Moore,WR,CAR,2.929900633634727,13.643152498078308,39.97308114889484,-92.86078973326647,393.0,118.0,684.0,1689.0,566.0,27.6,30.628336755646817,7,0.55,4.0
Chris Manhertz,TE,NYG,0.06364635529457585,15.008107646306378,0.9552113515560563,-93.66188881150629,394.0,138.0,,,,,33.39356605065024,9,0.0705882352941176,17.0
Malik Washington,WR,MIA,3.0692720690581163,12.682949413939925,38.927422389482814,-93.90644849267849,395.0,119.0,696.0,1719.0,577.0,69.2,24.865160848733744,1,5.511764705882353,17.0
Lil'Jordan Humphrey,WR,DEN,2.4850688612250105,15.610010697552617,38.791951507877314,-94.04191937428399,396.0,120.0,210.0,529.0,90.0,6.4,27.370294318959616,6,2.3416666666666663,12.0
Chase Edmonds,RB,WAS,3.1942313781535114,5.2974917539525075,16.92141438598458,-94.37872516011623,397.0,112.0,282.0,1162.0,170.0,,29.38535249828884,7,,1.0
Hunter Luepke,RB,DAL,1.233674737672068,13.498294174837337,16.652504525162858,-94.64763502093795,398.0,113.0,,,,,25.508555783709788,2,1.7941176470588236,17.0
Kyle Monangai,RB,CHI,2.5707790923993787,6.453901690936858,16.59155553146147,-94.70858401463934,399.0,114.0,64.0,185.0,-50.0,75.7,23.23887748117728,0,7.247368421052631,19.0
Sione Vaki,RB,DET,2.100742072863377,7.830039909756414,16.44889427062466,-94.85124527547615,400.0,115.0,352.0,1471.0,237.0,2.1,24.09034907597536,1,,1.0
Raheim Sanders,RB,CLE,2.8227058335942967,5.471768342967305,15.445192421770411,-95.8549471243304,401.0,116.0,366.0,1514.0,250.0,,23.23340177960301,0,4.7,4.0
Ronnie Rivers,RB,LA,2.33048347519526,6.5859928905383915,15.348547599153187,-95.95159194694762,402.0,117.0,391.0,1633.0,274.0,1.6,26.584531143052704,3,0.9200000000000002,5.0
Kyle Williams,WR,NE,2.564617688281331,14.31598707867209,36.715033687169424,-96.11883719499188,403.0,121.0,67.0,167.0,-54.0,84.4,22.80082135523614,0,2.104761904761905,21.0
Jake Bobo,WR,SEA,2.531784763152747,14.454613546077642,36.59597033322067,-96.23790054894064,404.0,122.0,725.0,1798.0,603.0,28.2,27.077344284736483,2,0.2142857142857142,14.0
Elic Ayomanor,WR,TEN,2.732996150543535,13.384004219209444,36.578432009957844,-96.25543887220346,405.0,123.0,71.0,175.0,-52.0,97.2,22.24777549623545,0,6.0,16.0
Noah Brown,WR,WAS,3.2210759642538873,11.339567016450799,36.52560676173583,-96.30826412042548,406.0,124.0,599.0,1486.0,475.0,60.5,29.65366187542779,8,2.7,4.0
Jawhar Jordan,RB,HOU,2.1837285948201846,6.7898857379689375,14.82726764156452,-96.47287190453629,407.0,118.0,186.0,764.0,68.0,,26.03969883641341,0,6.55,4.0
Nate Carter,RB,ATL,2.6235807511890195,5.471768342967305,14.355626099574458,-96.94451344652634,408.0,119.0,,,,,23.279945242984255,0,,2.0
Phil Mafah,RB,DAL,2.0331186889472894,6.66542204914311,13.551594137834195,-97.74854540826661,409.0,120.0,287.0,1172.0,167.0,22.0,22.855578370978783,0,,1.0
Kene Nwangwu,RB,NYJ,2.524828666626626,5.255774425617552,13.269929935122285,-98.03020961097852,410.0,121.0,294.0,1207.0,173.0,,27.55920602327173,4,3.633333333333333,3.0
Derius Davis,WR,LAC,2.7039990348330813,12.827293540325947,34.68498935256198,-98.14888152959932,411.0,125.0,597.0,1482.0,472.0,2.8,24.971937029431896,2,0.2272727272727272,11.0
Lew Nichols III,RB,PIT,2.207572441915678,5.913087104068511,13.053568137588629,-98.24657140851218,412.0,122.0,,,,,24.043805612594117,0,,1.0
Rasheen Ali,RB,BAL,3.1847808580410133,4.083204156388707,13.004110436740257,-98.29602910936055,413.0,123.0,400.0,1673.0,277.0,5.8,24.539356605065024,1,1.97,10.0
Trevor Lawrence,QB,JAX,14.049951358837594,8.979688401328055,126.16418525617729,-98.31106114165223,414.0,28.0,21.0,164.0,-7.0,290.7,25.905544147843944,4,18.787777777777777,18.0
Tai Felton,WR,MIN,2.355730547525657,14.559077655068485,34.297263975843045,-98.53660690631827,415.0,126.0,718.0,1779.0,592.0,23.5,22.466803559206024,0,0.6666666666666666,6.0
Jordan Mims,RB,TEN,1.6467339791925975,7.699976234594005,12.679812504481419,-98.62032704161939,416.0,124.0,171.0,664.0,47.0,,26.21218343600274,2,,1.0
Corey Kiner,RB,ARI,2.409919496856962,5.248944019149946,12.649532529660199,-98.6506070164406,417.0,125.0,297.0,1215.0,172.0,,23.61122518822724,0,2.075,4.0
Tyler Badie,RB,DEN,2.827142432865813,4.37926850602463,12.380815818295105,-98.9193237278057,418.0,126.0,332.0,1371.0,206.0,3.3,26.56536618754278,3,1.438888888888889,18.0
Pat Bryant,WR,DEN,2.3555703566130246,14.344813416117773,33.79021725415184,-99.04365362800947,419.0,127.0,78.0,200.0,-49.0,75.8,22.72689938398357,0,3.488235294117647,17.0
Austin Trammell,WR,JAX,4.036043406311846,8.21411709514323,33.152533140526245,-99.68133774163506,420.0,128.0,,,,,27.16221765913758,3,1.0166666666666668,6.0
Russell Wilson,QB,NYG,13.494985243666155,9.23255503360617,124.59319393985095,-99.88205245797857,421.0,29.0,34.0,253.0,5.0,180.7,36.75564681724846,13,8.306666666666667,6.0
Kendall Milton,RB,CIN,2.149388480498316,5.235066837918951,11.252192356061737,-100.04794719003907,422.0,127.0,286.0,1171.0,159.0,,23.5564681724846,0,,1.0
Jaret Patterson,RB,LAC,3.123557472819324,3.5722028131866654,11.15798079155542,-100.14215875454539,423.0,128.0,,,,,25.69199178644764,4,4.033333333333333,6.0
Tay Martin,WR,WAS,5.910093743898204,5.522336222781596,32.63752476196395,-100.19634612019735,424.0,129.0,,,,,27.71526351813826,3,1.1,3.0
Roman Wilson,WR,PIT,2.6315146318472293,12.36173602136919,32.530089215265974,-100.30378166689533,425.0,130.0,105.0,260.0,-25.0,71.2,24.20260095824777,0,2.507692307692308,13.0
Jalin Hyatt,WR,NYG,2.101799511550807,15.334087951018601,32.22917856552801,-100.6046923166333,426.0,131.0,556.0,1381.0,425.0,29.0,23.93429158110883,2,0.8571428571428571,7.0
Justin Watson,WR,HOU,2.0042482836663176,15.921803757724543,31.911247854291343,-100.92262302786996,427.0,132.0,514.0,1260.0,382.0,3.2,29.409993155373037,7,1.5,3.0
Cam Ward,QB,TEN,11.894315258405241,10.384972493583055,123.52213678854365,-100.95310960928587,428.0,30.0,20.0,163.0,-10.0,257.8,23.27173169062286,0,10.98,17.0
Jacory Croskey-Merritt,RB,WAS,1.765829133521141,5.738417188341705,10.133064251472254,-101.16707529462856,429.0,129.0,35.0,97.0,-94.0,113.4,24.38877481177276,0,7.988235294117648,17.0
Jalen Royals,WR,KC,2.3901691636139892,13.091688093895309,31.29134918168097,-101.54252170048034,430.0,133.0,90.0,226.0,-43.0,51.6,22.535249828884325,0,0.1999999999999999,7.0
Xavier Gipson,WR,PHI,2.2807736221766053,13.719184277784846,31.290353618551677,-101.54351726360963,431.0,134.0,552.0,1374.0,418.0,5.5,24.484599589322382,2,0.5333333333333333,3.0
Elijah Mitchell,RB,KC,2.1187318343762005,4.47939541635056,9.490637667380765,-101.80950187872004,432.0,130.0,91.0,298.0,-39.0,20.9,27.3347022587269,4,,1.0
Isaiah Bond,WR,CLE,4.417166570543311,7.021568151846159,31.015436113126434,-101.81843476903487,433.0,135.0,605.0,1495.0,470.0,54.4,21.464750171115675,0,2.85625,16.0
Velus Jones Jr.,RB,SEA,1.6123370248125974,5.590167975659066,9.013234802076799,-102.28690474402401,434.0,131.0,,,,,28.309377138945926,3,0.64,5.0
Evan Hull,RB,NO,2.022002940768054,4.441627271487656,8.980983404743629,-102.31915614135718,435.0,132.0,406.0,1705.0,274.0,,24.84873374401095,2,0.9833333333333334,6.0
Ulysses Bentley IV,RB,IND,2.074945173049856,4.1829457633051,8.679383120699262,-102.62075642540155,436.0,133.0,187.0,765.0,54.0,,24.670773442847366,0,,1.0
Jacardia Wright,RB,SEA,2.168557261782799,3.9163441625373387,8.49281657331102,-102.80732297278979,437.0,134.0,198.0,834.0,64.0,,24.930869267624917,0,,1.0
Cedrick Wilson Jr.,WR,MIA,2.2467955775553508,13.361054340335835,30.01955780334328,-102.81431307881803,438.0,136.0,355.0,871.0,219.0,3.8,29.782340862423,6,0.6900000000000001,10.0
George Holani,RB,SEA,2.8280814144710638,2.994730921544722,8.46934286056243,-102.83079668553837,439.0,135.0,304.0,1243.0,169.0,26.7,25.711156741957563,1,3.3000000000000003,6.0
Jacob Saylors,RB,DET,2.1127283294731765,3.9112593165369525,8.263428361963513,-103.03671118413729,440.0,136.0,160.0,632.0,24.0,,25.4839151266256,0,0.275,4.0
Zavier Scott,RB,MIN,2.143285313842421,3.7558487756971637,8.04985552196477,-103.25028402413604,441.0,137.0,242.0,1029.0,105.0,7.7,26.127310061601644,0,3.577777777777778,9.0
Treylon Burks,WR,WAS,2.8418740207029236,10.373457826969789,29.480060303322848,-103.35381057883846,442.0,137.0,640.0,1587.0,503.0,,25.44284736481862,3,3.0,8.0
Dylan Laube,RB,LV,2.094548506281053,3.7512454732048592,7.8571656025948,-103.442973943506,443.0,138.0,306.0,1246.0,168.0,9.1,25.71663244353183,1,0.8400000000000001,5.0
Andrew Beck,RB,NYJ,1.2645623052279173,6.198163080376985,7.83796339310009,-103.46217615300071,444.0,139.0,143.0,555.0,4.0,,29.297741273100616,6,1.1764705882352942,17.0
Trayveon Williams,RB,CLE,1.4569176625621232,5.10209625683752,7.433334152678677,-103.86680539342213,445.0,140.0,104.0,374.0,-36.0,3.3,27.871321013004792,5,2.62,5.0
Savion Williams,WR,GB,2.2284798877804244,12.968017762704468,28.898966768566204,-103.93490411359511,446.0,138.0,533.0,1319.0,395.0,22.2,23.77549623545517,0,1.7083333333333333,12.0
Isaac TeSlaa,WR,DET,2.1476401316773366,13.406691096320897,28.792747831459987,-104.04112305070132,447.0,139.0,63.0,155.0,-76.0,85.0,23.52908966461328,0,3.994117647058824,17.0
Owen Wright,RB,TB,1.894206953607922,3.762670837521096,7.127277264570203,-104.1728622815306,448.0,141.0,340.0,1430.0,199.0,,26.50787132101301,0,0.2,3.0
Jacoby Jones,WR,WAS,2.2865762467864967,12.427006040904649,28.415296831804874,-104.41857405035643,449.0,140.0,,,,,24.123203285420946,0,,1.0
