week,position,slp_proj,name,norm_name
13,TE,10.47,Travis Kelce,travis kelce
13,WR,10.46,Marvin Harrison,marvin harrison
12,RB,10.46,Zonovan Knight,zonovan knight
10,WR,10.45,Tetairoa McMillan,tetairoa mcmillan
2,WR,10.45,Jaylen Waddle,jaylen waddle
10,TE,10.45,Tyler Warren,tyler warren
9,RB,10.45,Kenneth Walker,kenneth walker
6,RB,10.44,Travis Etienne,travis etienne
11,RB,10.44,David Montgomery,david montgomery
8,WR,10.44,Stefon Diggs,stefon diggs
7,WR,10.43,Keenan Allen,keenan allen
7,RB,10.43,Kenneth Walker,kenneth walker
12,WR,10.43,Michael Pittman,michael pittman
18,RB,10.43,Woody Marks,woody marks
5,WR,10.43,Michael Pittman,michael pittman
7,RB,10.41,Rhamondre Stevenson,rhamondre stevenson
13,WR,10.41,Michael Pittman,michael pittman
3,WR,10.41,Wan'Dale Robinson,wandale robinson
13,TE,10.41,Dallas Goedert,dallas goedert
16,TE,10.4,Kyle Pitts,kyle pitts
13,WR,10.4,Deebo Samuel,deebo samuel
7,WR,10.39,Michael Pittman,michael pittman
10,WR,10.39,Jordan Addison,jordan addison
13,WR,10.38,Brian Thomas,brian thomas
3,WR,10.38,Calvin Ridley,calvin ridley
11,WR,10.37,Courtland Sutton,courtland sutton
5,WR,10.37,Wan'Dale Robinson,wandale robinson
14,WR,10.37,Khalil Shakir,khalil shakir
6,WR,10.37,Jauan Jennings,jauan jennings
13,WR,10.36,Justin Jefferson,justin jefferson
3,WR,10.36,Keenan Allen,keenan allen
2,WR,10.36,Jameson Williams,jameson williams
16,RB,10.36,Jaylen Warren,jaylen warren
17,WR,10.35,Jauan Jennings,jauan jennings
15,RB,10.34,Omarion Hampton,omarion hampton
10,WR,10.33,Rome Odunze,rome odunze
9,RB,10.32,Zach Charbonnet,zach charbonnet
17,WR,10.31,Jakobi Meyers,jakobi meyers
4,WR,10.31,Jerry Jeudy,jerry jeudy
1,WR,10.31,Emeka Egbuka,emeka egbuka
5,TE,10.3,Tyler Warren,tyler warren
14,RB,10.3,Chris Rodriguez,chris rodriguez
2,RB,10.29,Aaron Jones,aaron jones
15,RB,10.29,Tyrone Tracy,tyrone tracy
3,WR,10.29,Courtland Sutton,courtland sutton
2,TE,10.29,Travis Kelce,travis kelce
15,WR,10.28,Jauan Jennings,jauan jennings
2,RB,10.28,Kenneth Walker,kenneth walker
12,WR,10.27,Michael Wilson,michael wilson
1,WR,10.27,Jameson Williams,jameson williams
1,WR,10.26,Marvin Harrison,marvin harrison
2,WR,10.26,Marquise Brown,marquise brown
13,WR,10.26,DK Metcalf,dk metcalf
1,RB,10.25,Nick Chubb,nick chubb
1,RB,10.23,RJ Harvey,rj harvey
6,WR,10.23,Chris Olave,chris olave
10,WR,10.22,Khalil Shakir,khalil shakir
3,WR,10.22,DeVonta Smith,devonta smith
13,RB,10.21,Zonovan Knight,zonovan knight
18,QB,10.19,Kenny Pickett,kenny pickett
8,WR,10.19,Jordan Addison,jordan addison
1,WR,10.19,Ricky Pearsall,ricky pearsall
11,WR,10.18,Tre Tucker,tre tucker
18,WR,10.17,Parker Washington,parker washington
11,WR,10.15,Ricky Pearsall,ricky pearsall
3,WR,10.15,Tee Higgins,tee higgins
13,WR,10.15,Jameson Williams,jameson williams
8,WR,10.14,Terry McLaurin,terry mclaurin
14,WR,10.13,Courtland Sutton,courtland sutton
18,RB,10.12,Chris Rodriguez,chris rodriguez
9,TE,10.12,Sam LaPorta,sam laporta
18,RB,10.12,Dylan Sampson,dylan sampson
10,RB,10.11,Tyrone Tracy,tyrone tracy
3,WR,10.11,Marquise Brown,marquise brown
8,WR,10.09,Xavier Worthy,xavier worthy
10,WR,10.08,Marvin Harrison,marvin harrison
7,TE,10.08,Sam LaPorta,sam laporta
11,RB,10.07,Kareem Hunt,kareem hunt
6,RB,10.06,TreVeyon Henderson,treveyon henderson
17,WR,10.06,DJ Moore,dj moore
9,TE,10.06,Oronde Gadsden,oronde gadsden
6,WR,10.05,Jakobi Meyers,jakobi meyers
11,WR,10.05,Jordan Addison,jordan addison
18,WR,10.04,Terry McLaurin,terry mclaurin
2,WR,10.04,Michael Pittman,michael pittman
12,WR,10.02,Jauan Jennings,jauan jennings
16,TE,10.02,Harold Fannin,harold fannin
1,WR,10.02,Zay Flowers,zay flowers
2,WR,10.02,Ricky Pearsall,ricky pearsall
4,WR,10.02,Michael Pittman,michael pittman
15,RB,10.01,Kenny Gainwell,kenny gainwell
5,WR,10.0,Courtland Sutton,courtland sutton
12,WR,10.0,Rome Odunze,rome odunze
18,RB,10.0,Emanuel Wilson,emanuel wilson
7,WR,9.99,Marvin Harrison,marvin harrison
15,WR,9.99,Mike Evans,mike evans
11,RB,9.99,Zonovan Knight,zonovan knight
9,WR,9.98,Jordan Addison,jordan addison
6,RB,9.97,Rhamondre Stevenson,rhamondre stevenson
9,WR,9.97,Xavier Worthy,xavier worthy
8,WR,9.97,Wan'Dale Robinson,wandale robinson
14,RB,9.96,Kareem Hunt,kareem hunt
16,RB,9.95,Audric Estime,audric estime
18,WR,9.95,Stefon Diggs,stefon diggs
14,RB,9.94,D'Andre Swift,dandre swift
12,RB,9.94,Kenny Gainwell,kenny gainwell
6,RB,9.94,Zach Charbonnet,zach charbonnet
12,TE,9.94,Travis Kelce,travis kelce
6,TE,9.93,Tucker Kraft,tucker kraft
7,RB,9.92,Rico Dowdle,rico dowdle
3,WR,9.92,Jameson Williams,jameson williams
15,RB,9.92,Jacory Croskey-Merritt,jacory croskeymerritt
10,RB,9.92,Kenneth Walker,kenneth walker
12,TE,9.91,Tyler Warren,tyler warren
16,WR,9.9,Terry McLaurin,terry mclaurin
7,WR,9.9,Tee Higgins,tee higgins
8,TE,9.89,Tucker Kraft,tucker kraft
3,RB,9.89,Quinshon Judkins,quinshon judkins
7,WR,9.89,Quentin Johnston,quentin johnston
4,WR,9.88,DJ Moore,dj moore
6,RB,9.88,Tony Pollard,tony pollard
16,WR,9.88,Christian Watson,christian watson
3,RB,9.87,Rhamondre Stevenson,rhamondre stevenson
7,WR,9.87,DeVonta Smith,devonta smith
12,RB,9.87,Tyrone Tracy,tyrone tracy
6,TE,9.87,Tyler Warren,tyler warren
13,RB,9.86,D'Andre Swift,dandre swift
6,TE,9.84,Sam LaPorta,sam laporta
3,TE,9.83,Sam LaPorta,sam laporta
1,RB,9.83,J.K. Dobbins,jk dobbins
3,WR,9.83,Keon Coleman,keon coleman
18,RB,9.82,Rico Dowdle,rico dowdle
13,WR,9.81,Quentin Johnston,quentin johnston
18,WR,9.81,DJ Moore,dj moore
7,WR,9.81,Rashid Shaheed,rashid shaheed
10,RB,9.8,Alvin Kamara,alvin kamara
15,RB,9.8,D'Andre Swift,dandre swift
5,WR,9.79,Marvin Harrison,marvin harrison
2,RB,9.78,Zach Charbonnet,zach charbonnet
15,TE,9.78,Kyle Pitts,kyle pitts
3,WR,9.77,Jerry Jeudy,jerry jeudy
16,WR,9.77,Wan'Dale Robinson,wandale robinson
10,RB,9.77,Jacory Croskey-Merritt,jacory croskeymerritt
13,WR,9.77,Darnell Mooney,darnell mooney
10,RB,9.76,Emari Demercado,emari demercado
13,TE,9.76,Oronde Gadsden,oronde gadsden
16,WR,9.75,Keenan Allen,keenan allen
16,WR,9.75,Stefon Diggs,stefon diggs
5,WR,9.74,DeVonta Smith,devonta smith
9,TE,9.73,Travis Kelce,travis kelce
15,WR,9.72,Courtland Sutton,courtland sutton
3,TE,9.71,Travis Kelce,travis kelce
8,WR,9.71,Rashid Shaheed,rashid shaheed
7,WR,9.71,Wan'Dale Robinson,wandale robinson
9,WR,9.7,Jameson Williams,jameson williams
14,RB,9.69,Omarion Hampton,omarion hampton
12,WR,9.68,Khalil Shakir,khalil shakir
10,TE,9.68,Oronde Gadsden,oronde gadsden
13,WR,9.67,Michael Wilson,michael wilson
4,TE,9.67,Sam LaPorta,sam laporta
1,RB,9.67,Zach Charbonnet,zach charbonnet
14,WR,9.66,Jakobi Meyers,jakobi meyers
9,RB,9.65,Woody Marks,woody marks
15,WR,9.65,Emeka Egbuka,emeka egbuka
18,TE,9.65,Michael Mayer,michael mayer
15,WR,9.64,Michael Pittman,michael pittman
18,RB,9.63,Kene Nwangwu,kene nwangwu
7,RB,9.63,Kenny Gainwell,kenny gainwell
15,WR,9.63,Jakobi Meyers,jakobi meyers
14,RB,9.62,David Montgomery,david montgomery
12,WR,9.62,Ricky Pearsall,ricky pearsall
13,WR,9.62,Terry McLaurin,terry mclaurin
3,WR,9.62,Darnell Mooney,darnell mooney
13,TE,9.61,George Kittle,george kittle
4,RB,9.6,Zach Charbonnet,zach charbonnet
16,RB,9.6,Michael Carter,michael carter
1,WR,9.6,Cooper Kupp,cooper kupp
5,RB,9.59,Woody Marks,woody marks
6,WR,9.58,Michael Pittman,michael pittman
13,WR,9.57,Keenan Allen,keenan allen
2,WR,9.57,Keon Coleman,keon coleman
5,TE,9.56,Sam LaPorta,sam laporta
17,WR,9.56,Ladd McConkey,ladd mcconkey
16,WR,9.55,Jakobi Meyers,jakobi meyers
13,TE,9.55,Tyler Warren,tyler warren
18,WR,9.55,Jayden Higgins,jayden higgins
3,WR,9.54,Cooper Kupp,cooper kupp
11,WR,9.54,Jakobi Meyers,jakobi meyers
15,TE,9.53,Mark Andrews,mark andrews
18,TE,9.53,Kyle Pitts,kyle pitts
10,RB,9.52,Zach Charbonnet,zach charbonnet
3,WR,9.51,Jaylen Waddle,jaylen waddle
16,RB,9.51,Kenneth Walker,kenneth walker
9,WR,9.51,Quentin Johnston,quentin johnston
3,WR,9.5,Christian Kirk,christian kirk
14,WR,9.49,DJ Moore,dj moore
7,RB,9.48,Tony Pollard,tony pollard
16,WR,9.48,Chris Godwin,chris godwin
9,WR,9.48,Jakobi Meyers,jakobi meyers
16,WR,9.48,Marvin Harrison,marvin harrison
9,WR,9.48,Jauan Jennings,jauan jennings
15,WR,9.48,Chris Godwin,chris godwin
1,TE,9.47,Travis Kelce,travis kelce
2,WR,9.46,Keenan Allen,keenan allen
1,WR,9.45,Stefon Diggs,stefon diggs
18,TE,9.45,AJ Barner,aj barner
13,WR,9.45,Xavier Worthy,xavier worthy
9,RB,9.45,Rico Dowdle,rico dowdle
1,RB,9.45,Jordan Mason,jordan mason
12,WR,9.45,Alec Pierce,alec pierce
16,WR,9.44,DJ Moore,dj moore
6,RB,9.43,Alvin Kamara,alvin kamara
14,TE,9.41,Kyle Pitts,kyle pitts
5,WR,9.41,Jerry Jeudy,jerry jeudy
15,RB,9.41,Kareem Hunt,kareem hunt
4,WR,9.41,Tee Higgins,tee higgins
4,TE,9.41,Juwan Johnson,juwan johnson
12,WR,9.4,Jakobi Meyers,jakobi meyers
11,WR,9.4,Keenan Allen,keenan allen
16,WR,9.38,Brian Thomas,brian thomas
11,WR,9.38,Khalil Shakir,khalil shakir
6,WR,9.38,Kendrick Bourne,kendrick bourne
14,WR,9.37,Alec Pierce,alec pierce
7,WR,9.36,Jauan Jennings,jauan jennings
12,WR,9.36,Wan'Dale Robinson,wandale robinson
1,RB,9.36,Travis Etienne,travis etienne
3,RB,9.35,Cam Skattebo,cam skattebo
2,WR,9.35,Rashid Shaheed,rashid shaheed
15,RB,9.34,Kyle Monangai,kyle monangai
17,RB,9.34,Woody Marks,woody marks
16,TE,9.33,Dallas Goedert,dallas goedert
13,WR,9.33,Rome Odunze,rome odunze
10,TE,9.33,Dallas Goedert,dallas goedert
10,WR,9.32,Jameson Williams,jameson williams
15,WR,9.32,Alec Pierce,alec pierce
4,WR,9.32,Marvin Harrison,marvin harrison
17,WR,9.31,Michael Pittman,michael pittman
13,RB,9.31,Aaron Jones,aaron jones
16,WR,9.31,Khalil Shakir,khalil shakir
3,WR,9.3,George Pickens,george pickens
11,WR,9.3,Parker Washington,parker washington
13,WR,9.28,Alec Pierce,alec pierce
9,RB,9.28,Alvin Kamara,alvin kamara
5,RB,9.28,Emari Demercado,emari demercado
14,WR,9.27,Brian Thomas,brian thomas
18,RB,9.27,Tony Pollard,tony pollard
3,TE,9.27,Tyler Warren,tyler warren
3,WR,9.27,Emeka Egbuka,emeka egbuka
14,RB,9.27,Kenny Gainwell,kenny gainwell
17,WR,9.26,Deebo Samuel,deebo samuel
5,WR,9.26,Chris Godwin,chris godwin
7,TE,9.26,Zach Ertz,zach ertz
9,WR,9.26,Rashid Shaheed,rashid shaheed
16,RB,9.26,Tony Pollard,tony pollard
13,WR,9.25,Christian Watson,christian watson
2,RB,9.25,Austin Ekeler,austin ekeler
10,WR,9.24,Quentin Johnston,quentin johnston
17,TE,9.24,Hunter Henry,hunter henry
18,RB,9.24,Zach Charbonnet,zach charbonnet
4,WR,9.24,Xavier Worthy,xavier worthy
16,WR,9.24,Jayden Reed,jayden reed
11,TE,9.23,Oronde Gadsden,oronde gadsden
8,WR,9.23,Romeo Doubs,romeo doubs
15,WR,9.23,Christian Watson,christian watson
4,TE,9.23,Tucker Kraft,tucker kraft
8,RB,9.22,Isiah Pacheco,isiah pacheco
2,RB,9.22,Dylan Sampson,dylan sampson
7,TE,9.21,Jake Ferguson,jake ferguson
1,RB,9.21,Dylan Sampson,dylan sampson
13,WR,9.2,Troy Franklin,troy franklin
18,WR,9.2,Luther Burden,luther burden
11,WR,9.2,Jauan Jennings,jauan jennings
6,WR,9.19,Tee Higgins,tee higgins
8,TE,9.18,Travis Kelce,travis kelce
7,RB,9.18,Zach Charbonnet,zach charbonnet
8,RB,9.18,Chuba Hubbard,chuba hubbard
9,WR,9.17,DJ Moore,dj moore
7,WR,9.17,Romeo Doubs,romeo doubs
7,WR,9.17,Tre Tucker,tre tucker
4,WR,9.16,Calvin Ridley,calvin ridley
7,WR,9.16,Jameson Williams,jameson williams
6,WR,9.16,Jerry Jeudy,jerry jeudy
2,TE,9.15,Sam LaPorta,sam laporta
14,RB,9.15,Kyle Monangai,kyle monangai
1,RB,9.15,Jacory Croskey-Merritt,jacory croskeymerritt
5,WR,9.15,Tee Higgins,tee higgins
8,WR,9.14,Jauan Jennings,jauan jennings
1,WR,9.14,Jauan Jennings,jauan jennings
5,WR,9.14,Tre Tucker,tre tucker
6,WR,9.14,Keon Coleman,keon coleman
18,WR,9.14,Jauan Jennings,jauan jennings
3,RB,9.13,Kenny Gainwell,kenny gainwell
10,WR,9.13,Darius Slayton,darius slayton
15,RB,9.13,Rico Dowdle,rico dowdle
2,WR,9.13,Stefon Diggs,stefon diggs
2,WR,9.12,Rome Odunze,rome odunze
12,TE,9.12,Dallas Goedert,dallas goedert
17,RB,9.12,Rico Dowdle,rico dowdle
5,RB,9.11,Zach Charbonnet,zach charbonnet
8,WR,9.11,DJ Moore,dj moore
18,RB,9.1,Kyle Monangai,kyle monangai
4,WR,9.09,Keon Coleman,keon coleman
7,WR,9.09,Xavier Worthy,xavier worthy
14,TE,9.08,Travis Kelce,travis kelce
16,RB,9.08,Jordan Mason,jordan mason
10,WR,9.08,Tre Tucker,tre tucker
17,WR,9.07,Brian Thomas,brian thomas
14,WR,9.06,Michael Pittman,michael pittman
11,WR,9.06,Romeo Doubs,romeo doubs
14,WR,9.05,Chris Godwin,chris godwin
17,RB,9.04,Rhamondre Stevenson,rhamondre stevenson
18,WR,9.04,Brian Thomas,brian thomas
6,WR,9.04,Rashid Shaheed,rashid shaheed
17,RB,9.03,Michael Carter,michael carter
4,WR,9.02,Khalil Shakir,khalil shakir
17,WR,9.02,Alec Pierce,alec pierce
2,WR,9.01,Jauan Jennings,jauan jennings
1,WR,9.01,Rome Odunze,rome odunze
5,WR,9.01,Cooper Kupp,cooper kupp
8,WR,9.01,Darnell Mooney,darnell mooney
17,RB,9.0,Tony Pollard,tony pollard
11,RB,9.0,Tyrone Tracy,tyrone tracy
17,TE,9.0,Kyle Pitts,kyle pitts
15,WR,9.0,Ricky Pearsall,ricky pearsall
17,TE,8.99,Juwan Johnson,juwan johnson
6,WR,8.99,Wan'Dale Robinson,wandale robinson
8,WR,8.99,Khalil Shakir,khalil shakir
1,WR,8.99,Matthew Golden,matthew golden
4,TE,8.99,Jake Ferguson,jake ferguson
10,WR,8.99,Alec Pierce,alec pierce
1,WR,8.99,Michael Pittman,michael pittman
3,WR,8.98,Quentin Johnston,quentin johnston
9,WR,8.98,Romeo Doubs,romeo doubs
6,WR,8.97,Khalil Shakir,khalil shakir
13,RB,8.97,Tyrone Tracy,tyrone tracy
6,WR,8.97,Cooper Kupp,cooper kupp
13,TE,8.97,Mark Andrews,mark andrews
7,WR,8.97,Elic Ayomanor,elic ayomanor
12,WR,8.97,Christian Watson,christian watson
17,WR,8.96,Tre Tucker,tre tucker
5,TE,8.96,Jake Ferguson,jake ferguson
12,TE,8.96,Juwan Johnson,juwan johnson
15,RB,8.96,Jeremy McNichols,jeremy mcnichols
14,TE,8.95,Tyler Warren,tyler warren
14,TE,8.95,Jake Ferguson,jake ferguson
16,TE,8.94,Tyler Warren,tyler warren
17,TE,8.94,Jake Ferguson,jake ferguson
16,TE,8.94,Travis Kelce,travis kelce
11,TE,8.92,Travis Kelce,travis kelce
13,RB,8.92,Kareem Hunt,kareem hunt
14,TE,8.92,Juwan Johnson,juwan johnson
12,WR,8.91,Romeo Doubs,romeo doubs
13,WR,8.91,Tre Tucker,tre tucker
3,TE,8.9,Tucker Kraft,tucker kraft
5,TE,8.9,Juwan Johnson,juwan johnson
15,RB,8.89,Kimani Vidal,kimani vidal
9,TE,8.87,Jake Ferguson,jake ferguson
16,TE,8.86,Juwan Johnson,juwan johnson
11,TE,8.86,Dallas Goedert,dallas goedert
7,RB,8.86,Chuba Hubbard,chuba hubbard
8,TE,8.86,Dallas Goedert,dallas goedert
18,TE,8.86,Brenton Strange,brenton strange
15,TE,8.86,Travis Kelce,travis kelce
13,WR,8.85,Jakobi Meyers,jakobi meyers
13,WR,8.85,Romeo Doubs,romeo doubs
1,WR,8.85,Rashid Shaheed,rashid shaheed
12,RB,8.84,Rachaad White,rachaad white
6,WR,8.84,Jameson Williams,jameson williams
5,WR,8.83,Khalil Shakir,khalil shakir
4,WR,8.83,Jaylen Waddle,jaylen waddle
18,RB,8.82,David Montgomery,david montgomery
14,TE,8.82,Brenton Strange,brenton strange
16,WR,8.82,Deebo Samuel,deebo samuel
15,WR,8.82,DJ Moore,dj moore
5,WR,8.82,Keon Coleman,keon coleman
4,WR,8.81,Cooper Kupp,cooper kupp
7,TE,8.8,Tucker Kraft,tucker kraft
18,WR,8.8,Darius Cooper,darius cooper
9,TE,8.8,Hunter Henry,hunter henry
15,WR,8.8,Xavier Worthy,xavier worthy
17,RB,8.8,Kyle Monangai,kyle monangai
16,WR,8.8,Jalen Coker,jalen coker
12,WR,8.79,Xavier Worthy,xavier worthy
13,TE,8.79,Jake Ferguson,jake ferguson
14,TE,8.79,Mark Andrews,mark andrews
5,WR,8.79,Stefon Diggs,stefon diggs
6,WR,8.78,Romeo Doubs,romeo doubs
1,WR,8.77,Josh Downs,josh downs
14,TE,8.76,Harold Fannin,harold fannin
17,TE,8.76,Tyler Warren,tyler warren
12,WR,8.76,Darnell Mooney,darnell mooney
16,WR,8.75,Quentin Johnston,quentin johnston
5,WR,8.75,Calvin Ridley,calvin ridley
2,WR,8.75,Cooper Kupp,cooper kupp
8,RB,8.74,Tony Pollard,tony pollard
17,RB,8.73,Zach Charbonnet,zach charbonnet
10,WR,8.73,Jauan Jennings,jauan jennings
16,TE,8.72,Oronde Gadsden,oronde gadsden
4,RB,8.72,Rhamondre Stevenson,rhamondre stevenson
3,TE,8.71,Juwan Johnson,juwan johnson
10,RB,8.7,Aaron Jones,aaron jones
11,TE,8.7,Jake Ferguson,jake ferguson
9,WR,8.7,Kayshon Boutte,kayshon boutte
9,TE,8.69,Dalton Kincaid,dalton kincaid
3,WR,8.69,Elic Ayomanor,elic ayomanor
14,WR,8.69,John Metchie,john metchie
16,RB,8.68,Kimani Vidal,kimani vidal
6,WR,8.68,Calvin Ridley,calvin ridley
15,TE,8.68,Tyler Warren,tyler warren
3,WR,8.67,Stefon Diggs,stefon diggs
12,TE,8.67,Kyle Pitts,kyle pitts
5,WR,8.66,Troy Franklin,troy franklin
11,RB,8.66,Chris Rodriguez,chris rodriguez
10,RB,8.65,Devin Singletary,devin singletary
17,WR,8.65,Rashid Shaheed,rashid shaheed
7,WR,8.65,Cooper Kupp,cooper kupp
2,WR,8.64,Jayden Reed,jayden reed
18,WR,8.64,Isaiah Hodgins,isaiah hodgins
5,WR,8.64,Rashid Shaheed,rashid shaheed
12,WR,8.64,Jordan Addison,jordan addison
16,RB,8.64,Nick Chubb,nick chubb
1,TE,8.63,Mark Andrews,mark andrews
12,WR,8.63,Andrei Iosivas,andrei iosivas
15,WR,8.63,Brian Thomas,brian thomas
8,TE,8.62,Jake Ferguson,jake ferguson
17,WR,8.62,Kyle Williams,kyle williams
12,WR,8.62,Tre Tucker,tre tucker
18,WR,8.62,Jerry Jeudy,jerry jeudy
18,RB,8.62,Khalil Herbert,khalil herbert
18,RB,8.61,Chris Brooks,chris brooks
6,WR,8.61,DJ Moore,dj moore
10,TE,8.61,Juwan Johnson,juwan johnson
10,WR,8.59,Troy Franklin,troy franklin
13,TE,8.57,Harold Fannin,harold fannin
3,RB,8.57,Isiah Pacheco,isiah pacheco
14,WR,8.57,Keenan Allen,keenan allen
11,RB,8.57,Tyler Allgeier,tyler allgeier
4,WR,8.56,Rashid Shaheed,rashid shaheed
15,WR,8.56,John Metchie,john metchie
5,WR,8.55,Elic Ayomanor,elic ayomanor
4,RB,8.55,TreVeyon Henderson,treveyon henderson
1,TE,8.55,Sam LaPorta,sam laporta
10,WR,8.54,Rashid Shaheed,rashid shaheed
11,WR,8.54,Mack Hollins,mack hollins
6,WR,8.53,Rashod Bateman,rashod bateman
17,WR,8.53,Khalil Shakir,khalil shakir
14,WR,8.53,Tre Tucker,tre tucker
17,WR,8.52,Chris Godwin,chris godwin
7,RB,8.52,TreVeyon Henderson,treveyon henderson
2,RB,8.52,Jacory Croskey-Merritt,jacory croskeymerritt
11,TE,8.51,Zach Ertz,zach ertz
1,WR,8.5,Khalil Shakir,khalil shakir
9,RB,8.5,Aaron Jones,aaron jones
12,TE,8.5,Mark Andrews,mark andrews
10,WR,8.49,Tez Johnson,tez johnson
18,TE,8.49,Hunter Henry,hunter henry
16,WR,8.47,Adonai Mitchell,adonai mitchell
15,TE,8.47,Dallas Goedert,dallas goedert
17,TE,8.47,AJ Barner,aj barner
10,RB,8.47,Kyle Monangai,kyle monangai
3,RB,8.46,Kareem Hunt,kareem hunt
4,WR,8.46,Stefon Diggs,stefon diggs
11,WR,8.46,Xavier Worthy,xavier worthy
12,TE,8.45,Hunter Henry,hunter henry
14,RB,8.45,Kimani Vidal,kimani vidal
18,WR,8.44,Jahan Dotson,jahan dotson
18,WR,8.43,Tre Tucker,tre tucker
3,RB,8.43,TreVeyon Henderson,treveyon henderson
17,RB,8.42,Blake Corum,blake corum
15,WR,8.4,Jayden Higgins,jayden higgins
9,TE,8.4,Kyle Pitts,kyle pitts
4,RB,8.4,Chris Rodriguez,chris rodriguez
7,WR,8.4,Jordan Addison,jordan addison
17,WR,8.39,Jalen Coker,jalen coker
17,RB,8.39,Samaje Perine,samaje perine
5,RB,8.39,RJ Harvey,rj harvey
3,WR,8.39,Troy Franklin,troy franklin
18,WR,8.39,Jalen Coker,jalen coker
18,WR,8.38,Chris Godwin,chris godwin
2,WR,8.38,Calvin Austin,calvin austin
10,WR,8.38,DJ Moore,dj moore
8,WR,8.37,Keon Coleman,keon coleman
3,WR,8.37,Michael Pittman,michael pittman
7,TE,8.37,Hunter Henry,hunter henry
11,RB,8.36,Kenny Gainwell,kenny gainwell
2,RB,8.36,Isiah Pacheco,isiah pacheco
13,TE,8.36,Zach Ertz,zach ertz
11,TE,8.35,Kyle Pitts,kyle pitts
5,RB,8.35,Michael Carter,michael carter
15,WR,8.35,Keenan Allen,keenan allen
1,RB,8.35,Ollie Gordon,ollie gordon
11,RB,8.35,Emari Demercado,emari demercado
4,WR,8.35,Tre Tucker,tre tucker
4,WR,8.35,Darnell Mooney,darnell mooney
3,WR,8.34,Rashid Shaheed,rashid shaheed
5,RB,8.34,TreVeyon Henderson,treveyon henderson
13,TE,8.34,Juwan Johnson,juwan johnson
2,TE,8.33,Tyler Warren,tyler warren
12,WR,8.33,Parker Washington,parker washington
17,TE,8.33,Darren Waller,darren waller
16,TE,8.32,Dalton Schultz,dalton schultz
3,RB,8.32,Tyrone Tracy,tyrone tracy
4,WR,8.32,Jordan Addison,jordan addison
11,RB,8.32,Tyjae Spears,tyjae spears
16,TE,8.32,Colston Loveland,colston loveland
14,TE,8.32,Zach Ertz,zach ertz
15,WR,8.31,Jordan Addison,jordan addison
14,WR,8.31,Quentin Johnston,quentin johnston
2,RB,8.31,Kenny Gainwell,kenny gainwell
9,WR,8.3,Darnell Mooney,darnell mooney
10,TE,8.3,Hunter Henry,hunter henry
18,TE,8.3,Mark Andrews,mark andrews
2,TE,8.3,David Njoku,david njoku
15,RB,8.29,Tony Pollard,tony pollard
11,RB,8.29,Zach Charbonnet,zach charbonnet
8,WR,8.29,Jerry Jeudy,jerry jeudy
16,WR,8.29,Jayden Higgins,jayden higgins
3,TE,8.28,Jake Ferguson,jake ferguson
17,WR,8.28,Darius Slayton,darius slayton
5,WR,8.28,Kendrick Bourne,kendrick bourne
1,TE,8.28,T.J. Hockenson,tj hockenson
15,TE,8.28,Juwan Johnson,juwan johnson
6,RB,8.28,Hassan Haskins,hassan haskins
3,TE,8.27,Mark Andrews,mark andrews
6,TE,8.27,Travis Kelce,travis kelce
8,WR,8.27,Elic Ayomanor,elic ayomanor
9,WR,8.26,Troy Franklin,troy franklin
9,RB,8.25,Tyjae Spears,tyjae spears
4,WR,8.25,Christian Kirk,christian kirk
16,TE,8.24,Brenton Strange,brenton strange
6,RB,8.24,Kenny Gainwell,kenny gainwell
18,WR,8.24,Deebo Samuel,deebo samuel
12,WR,8.23,Kayshon Boutte,kayshon boutte
18,RB,8.23,Devin Singletary,devin singletary
18,TE,8.22,Tyler Warren,tyler warren
14,WR,8.22,Adonai Mitchell,adonai mitchell
14,TE,8.22,AJ Barner,aj barner
13,RB,8.22,David Montgomery,david montgomery
18,WR,8.21,Chimere Dike,chimere dike
4,TE,8.21,Travis Kelce,travis kelce
16,RB,8.21,Kyle Monangai,kyle monangai
5,WR,8.21,Jordan Addison,jordan addison
1,TE,8.21,Dallas Goedert,dallas goedert
4,WR,8.2,Calvin Austin,calvin austin
4,WR,8.2,Josh Downs,josh downs
12,WR,8.19,Darius Slayton,darius slayton
13,RB,8.19,Tyjae Spears,tyjae spears
17,WR,8.18,Quentin Johnston,quentin johnston
10,WR,8.18,Josh Downs,josh downs
14,TE,8.18,Dalton Kincaid,dalton kincaid
5,RB,8.17,Jacory Croskey-Merritt,jacory croskeymerritt
5,TE,8.17,Travis Kelce,travis kelce
15,RB,8.17,David Montgomery,david montgomery
17,WR,8.16,Adonai Mitchell,adonai mitchell
16,WR,8.16,Rashid Shaheed,rashid shaheed
15,RB,8.16,Devin Singletary,devin singletary
15,WR,8.15,Adonai Mitchell,adonai mitchell
2,RB,8.15,Kareem Hunt,kareem hunt
15,WR,8.14,Tre Tucker,tre tucker
2,TE,8.14,Mark Andrews,mark andrews
6,TE,8.14,Hunter Henry,hunter henry
5,RB,8.13,Rhamondre Stevenson,rhamondre stevenson
15,TE,8.12,Oronde Gadsden,oronde gadsden
2,TE,8.12,T.J. Hockenson,tj hockenson
12,RB,8.12,Devin Singletary,devin singletary
4,TE,8.12,Hunter Henry,hunter henry
11,RB,8.12,Kenneth Walker,kenneth walker
5,TE,8.12,Hunter Henry,hunter henry
17,TE,8.11,Colby Parkinson,colby parkinson
