week,position,slp_proj,name,norm_name
18,WR,5.07,Jalen Royals,jalen royals
1,WR,5.07,Dyami Brown,dyami brown
8,RB,5.07,Ty Johnson,ty johnson
6,WR,5.07,JuJu Smith-Schuster,juju smithschuster
13,TE,5.07,Ross Dwelley,ross dwelley
18,TE,5.07,Taysom Hill,taysom hill
7,TE,5.06,Chig Okonkwo,chig okonkwo
14,WR,5.06,Calvin Austin,calvin austin
14,RB,5.06,Jacory Croskey-Merritt,jacory croskeymerritt
6,WR,5.06,Joshua Palmer,joshua palmer
14,TE,5.06,Taysom Hill,taysom hill
18,TE,5.06,Jonnu Smith,jonnu smith
13,WR,5.06,Dylan Drummond,dylan drummond
2,RB,5.05,Brian Robinson,brian robinson
10,TE,5.05,Pat Freiermuth,pat freiermuth
10,TE,5.05,Johnny Mundt,johnny mundt
17,TE,5.04,Mike Gesicki,mike gesicki
6,TE,5.04,Cole Kmet,cole kmet
6,WR,5.03,Dyami Brown,dyami brown
2,TE,5.03,AJ Barner,aj barner
17,TE,5.03,Daniel Bellinger,daniel bellinger
10,RB,5.03,Chuba Hubbard,chuba hubbard
6,WR,5.03,Hunter Renfrow,hunter renfrow
16,WR,5.03,Rashod Bateman,rashod bateman
3,WR,5.02,Tyler Johnson,tyler johnson
3,WR,5.02,Michael Wilson,michael wilson
2,WR,5.02,Malik Washington,malik washington
10,WR,5.02,Dyami Brown,dyami brown
16,WR,5.02,Ryan Flournoy,ryan flournoy
14,RB,5.0,Jaleel McLaughlin,jaleel mclaughlin
6,WR,5.0,Tory Horton,tory horton
13,TE,5.0,Gunnar Helm,gunnar helm
16,WR,4.99,JuJu Smith-Schuster,juju smithschuster
2,WR,4.99,Dyami Brown,dyami brown
2,TE,4.99,Pat Freiermuth,pat freiermuth
1,RB,4.99,Bhayshul Tuten,bhayshul tuten
14,WR,4.97,Tez Johnson,tez johnson
1,TE,4.97,Jonnu Smith,jonnu smith
1,RB,4.97,Ray Davis,ray davis
16,TE,4.97,Mike Gesicki,mike gesicki
1,RB,4.96,Najee Harris,najee harris
6,WR,4.96,Luther Burden,luther burden
5,WR,4.96,Dyami Brown,dyami brown
11,TE,4.96,Isaiah Likely,isaiah likely
13,WR,4.95,Pat Bryant,pat bryant
18,WR,4.94,Xavier Legette,xavier legette
17,WR,4.94,Rashod Bateman,rashod bateman
6,WR,4.94,Michael Wilson,michael wilson
18,WR,4.94,Adam Thielen,adam thielen
17,WR,4.94,Isaiah Bond,isaiah bond
13,WR,4.94,Marquise Brown,marquise brown
13,TE,4.94,Pat Freiermuth,pat freiermuth
13,RB,4.94,Rachaad White,rachaad white
4,WR,4.93,Jaylin Lane,jaylin lane
9,RB,4.93,Devin Singletary,devin singletary
12,RB,4.92,Brian Robinson,brian robinson
4,RB,4.92,Jerome Ford,jerome ford
2,RB,4.92,Ollie Gordon,ollie gordon
16,RB,4.92,LeQuint Allen,lequint allen
16,TE,4.92,Jeremy Ruckert,jeremy ruckert
10,WR,4.92,Jaylin Lane,jaylin lane
2,TE,4.92,Theo Johnson,theo johnson
6,WR,4.91,Malik Washington,malik washington
14,WR,4.91,Isaac TeSlaa,isaac teslaa
12,TE,4.91,Chig Okonkwo,chig okonkwo
13,RB,4.91,Ollie Gordon,ollie gordon
1,WR,4.91,Quentin Johnston,quentin johnston
16,RB,4.91,Jaylen Wright,jaylen wright
3,RB,4.9,Miles Sanders,miles sanders
8,WR,4.9,DeAndre Hopkins,deandre hopkins
7,WR,4.89,Allen Lazard,allen lazard
3,WR,4.89,Marquez Valdes-Scantling,marquez valdesscantling
11,WR,4.88,Nick Westbrook-Ikhine,nick westbrookikhine
6,RB,4.88,Tyrone Tracy,tyrone tracy
17,TE,4.88,Dawson Knox,dawson knox
14,WR,4.88,Dontayvion Wicks,dontayvion wicks
4,RB,4.88,Emari Demercado,emari demercado
18,RB,4.88,Keaton Mitchell,keaton mitchell
1,WR,4.88,Elic Ayomanor,elic ayomanor
8,RB,4.88,Kyle Monangai,kyle monangai
4,WR,4.88,Darius Slayton,darius slayton
8,WR,4.88,Nick Westbrook-Ikhine,nick westbrookikhine
12,WR,4.87,Mitch Tinsley,mitch tinsley
9,TE,4.87,Hunter Long,hunter long
17,RB,4.86,Kareem Hunt,kareem hunt
3,RB,4.86,Justice Hill,justice hill
15,RB,4.85,Keaton Mitchell,keaton mitchell
7,WR,4.85,Troy Franklin,troy franklin
8,RB,4.85,Sean Tucker,sean tucker
4,RB,4.84,Dylan Sampson,dylan sampson
6,TE,4.84,Chig Okonkwo,chig okonkwo
16,WR,4.84,Jalen McMillan,jalen mcmillan
6,TE,4.84,Hunter Long,hunter long
7,RB,4.83,Sean Tucker,sean tucker
9,RB,4.83,Jeremy McNichols,jeremy mcnichols
11,WR,4.83,Christian Kirk,christian kirk
18,WR,4.83,Emeka Egbuka,emeka egbuka
6,RB,4.83,Raheem Mostert,raheem mostert
15,WR,4.82,Keon Coleman,keon coleman
18,TE,4.82,Mike Gesicki,mike gesicki
14,TE,4.82,Gunnar Helm,gunnar helm
14,WR,4.82,Jalen Nailor,jalen nailor
13,TE,4.82,Colby Parkinson,colby parkinson
6,RB,4.82,Trevor Etienne,trevor etienne
4,TE,4.82,Isaiah Likely,isaiah likely
14,RB,4.81,Nick Chubb,nick chubb
2,WR,4.8,Jalen Nailor,jalen nailor
15,RB,4.8,Emanuel Wilson,emanuel wilson
9,WR,4.79,Zay Jones,zay jones
11,WR,4.79,Andrei Iosivas,andrei iosivas
5,RB,4.79,Kendre Miller,kendre miller
11,TE,4.79,Michael Mayer,michael mayer
9,RB,4.78,Blake Corum,blake corum
12,WR,4.78,Isaiah Hodgins,isaiah hodgins
16,TE,4.78,Cole Kmet,cole kmet
13,RB,4.78,Jeremy McNichols,jeremy mcnichols
6,WR,4.77,Demarcus Robinson,demarcus robinson
2,WR,4.77,Adam Thielen,adam thielen
3,RB,4.77,Zavier Scott,zavier scott
4,RB,4.77,Zavier Scott,zavier scott
1,RB,4.76,Cam Skattebo,cam skattebo
9,WR,4.76,Van Jefferson,van jefferson
3,WR,4.76,David Moore,david moore
10,TE,4.76,Isaiah Likely,isaiah likely
13,WR,4.76,Van Jefferson,van jefferson
12,TE,4.76,Taysom Hill,taysom hill
3,RB,4.75,Braelon Allen,braelon allen
12,RB,4.75,Ty Johnson,ty johnson
12,TE,4.75,Ja'Tavion Sanders,jatavion sanders
5,WR,4.75,Michael Wilson,michael wilson
8,RB,4.75,Ollie Gordon,ollie gordon
5,TE,4.74,Isaiah Likely,isaiah likely
1,WR,4.74,Kayshon Boutte,kayshon boutte
17,RB,4.73,Rachaad White,rachaad white
17,RB,4.73,Isaiah Davis,isaiah davis
15,WR,4.73,Noah Brown,noah brown
9,TE,4.73,Isaiah Likely,isaiah likely
13,RB,4.73,Dylan Sampson,dylan sampson
13,WR,4.72,Christian Kirk,christian kirk
1,TE,4.72,Mason Taylor,mason taylor
17,WR,4.72,JuJu Smith-Schuster,juju smithschuster
8,RB,4.72,Ray Davis,ray davis
9,WR,4.71,Isaac TeSlaa,isaac teslaa
11,WR,4.71,Xavier Hutchinson,xavier hutchinson
15,RB,4.71,Isaiah Davis,isaiah davis
15,TE,4.7,Colby Parkinson,colby parkinson
18,WR,4.7,Lil'Jordan Humphrey,liljordan humphrey
5,RB,4.7,Devin Singletary,devin singletary
9,WR,4.7,Jaylin Lane,jaylin lane
5,TE,4.7,Evan Engram,evan engram
17,TE,4.7,Ja'Tavion Sanders,jatavion sanders
17,WR,4.7,Marquise Brown,marquise brown
12,WR,4.7,Gabe Davis,gabe davis
1,TE,4.69,Juwan Johnson,juwan johnson
4,RB,4.69,Brian Robinson,brian robinson
16,RB,4.69,Emanuel Wilson,emanuel wilson
4,TE,4.69,Theo Johnson,theo johnson
17,WR,4.69,Xavier Legette,xavier legette
4,TE,4.68,Evan Engram,evan engram
17,WR,4.68,Isaiah Hodgins,isaiah hodgins
8,WR,4.67,Isaiah Bond,isaiah bond
17,RB,4.67,Ty Johnson,ty johnson
14,WR,4.67,Andrei Iosivas,andrei iosivas
10,RB,4.66,Blake Corum,blake corum
6,WR,4.66,Chris Moore,chris moore
11,WR,4.66,Dontayvion Wicks,dontayvion wicks
16,WR,4.66,Jack Bech,jack bech
6,WR,4.66,Tyquan Thornton,tyquan thornton
17,WR,4.66,Konata Mumpfield,konata mumpfield
17,RB,4.66,Jaleel McLaughlin,jaleel mclaughlin
18,WR,4.66,Jalen Nailor,jalen nailor
4,WR,4.65,Luther Burden,luther burden
6,WR,4.65,Olamide Zaccheaus,olamide zaccheaus
5,WR,4.65,Jalin Hyatt,jalin hyatt
8,TE,4.64,Gunnar Helm,gunnar helm
2,RB,4.64,Cam Skattebo,cam skattebo
4,WR,4.64,Michael Wilson,michael wilson
10,RB,4.64,Ollie Gordon,ollie gordon
12,WR,4.63,Marquise Brown,marquise brown
17,TE,4.63,Terrance Ferguson,terrance ferguson
9,TE,4.63,Ja'Tavion Sanders,jatavion sanders
4,TE,4.63,Mason Taylor,mason taylor
18,QB,4.62,Aidan O'Connell,aidan oconnell
9,WR,4.62,Chris Moore,chris moore
12,RB,4.62,Devin Neal,devin neal
18,RB,4.61,Ty Chandler,ty chandler
1,RB,4.61,Emanuel Wilson,emanuel wilson
9,WR,4.61,Marquise Brown,marquise brown
1,TE,4.61,AJ Barner,aj barner
11,RB,4.59,Jerome Ford,jerome ford
16,WR,4.59,Joshua Palmer,joshua palmer
3,TE,4.59,Mike Gesicki,mike gesicki
2,WR,4.59,Ray-Ray McCloud,rayray mccloud
17,RB,4.59,Jawhar Jordan,jawhar jordan
3,WR,4.59,DeAndre Hopkins,deandre hopkins
9,WR,4.58,Andrei Iosivas,andrei iosivas
7,WR,4.57,Andrei Iosivas,andrei iosivas
1,WR,4.57,Roman Wilson,roman wilson
18,RB,4.57,Ty Johnson,ty johnson
9,RB,4.57,Jaret Patterson,jaret patterson
7,WR,4.56,Van Jefferson,van jefferson
9,RB,4.56,Ty Johnson,ty johnson
18,WR,4.55,Andrei Iosivas,andrei iosivas
3,WR,4.55,Darius Slayton,darius slayton
11,WR,4.55,Marquise Brown,marquise brown
18,WR,4.55,Calvin Austin,calvin austin
3,TE,4.55,Theo Johnson,theo johnson
14,WR,4.55,Jack Bech,jack bech
10,RB,4.54,Jerome Ford,jerome ford
15,TE,4.54,Darnell Washington,darnell washington
1,TE,4.54,Harold Fannin,harold fannin
16,RB,4.54,Brian Robinson,brian robinson
3,WR,4.53,JuJu Smith-Schuster,juju smithschuster
8,TE,4.52,Ja'Tavion Sanders,jatavion sanders
4,WR,4.52,Olamide Zaccheaus,olamide zaccheaus
15,WR,4.52,Christian Kirk,christian kirk
5,WR,4.52,Jaylin Lane,jaylin lane
17,TE,4.52,Cade Otton,cade otton
11,TE,4.52,Greg Dulcich,greg dulcich
12,WR,4.51,Christian Kirk,christian kirk
12,TE,4.51,Colby Parkinson,colby parkinson
10,WR,4.51,Kyle Williams,kyle williams
1,WR,4.51,DeAndre Hopkins,deandre hopkins
5,WR,4.51,Jack Bech,jack bech
16,RB,4.51,Rachaad White,rachaad white
18,WR,4.5,Cedric Tillman,cedric tillman
11,TE,4.5,Ja'Tavion Sanders,jatavion sanders
9,TE,4.49,Elijah Arroyo,elijah arroyo
6,TE,4.49,Pat Freiermuth,pat freiermuth
18,WR,4.49,DeMario Douglas,demario douglas
3,TE,4.49,Noah Gray,noah gray
4,WR,4.48,Greg Dortch,greg dortch
14,TE,4.48,Pat Freiermuth,pat freiermuth
6,RB,4.48,Ollie Gordon,ollie gordon
1,WR,4.47,Tory Horton,tory horton
9,WR,4.47,KaVontae Turpin,kavontae turpin
8,WR,4.46,KaVontae Turpin,kavontae turpin
17,WR,4.46,Marquez Valdes-Scantling,marquez valdesscantling
16,TE,4.45,Dawson Knox,dawson knox
5,WR,4.45,Luke McCaffrey,luke mccaffrey
1,WR,4.45,Nick Westbrook-Ikhine,nick westbrookikhine
4,RB,4.45,Miles Sanders,miles sanders
3,WR,4.45,DeMario Douglas,demario douglas
11,WR,4.45,Jalen Nailor,jalen nailor
17,TE,4.45,Jeremy Ruckert,jeremy ruckert
13,TE,4.44,Darnell Washington,darnell washington
18,WR,4.44,Jayden Reed,jayden reed
14,TE,4.44,Colby Parkinson,colby parkinson
1,WR,4.44,Jalen Nailor,jalen nailor
10,TE,4.44,Ja'Tavion Sanders,jatavion sanders
4,RB,4.43,Justice Hill,justice hill
9,RB,4.43,Travis Homer,travis homer
5,WR,4.43,Nick Westbrook-Ikhine,nick westbrookikhine
18,RB,4.43,Evan Hull,evan hull
14,RB,4.42,Isiah Pacheco,isiah pacheco
1,RB,4.42,Woody Marks,woody marks
6,WR,4.42,DeAndre Hopkins,deandre hopkins
1,TE,4.42,Cole Kmet,cole kmet
15,WR,4.41,DeMario Douglas,demario douglas
14,RB,4.41,Evan Hull,evan hull
6,WR,4.41,Luke McCaffrey,luke mccaffrey
4,WR,4.41,Adonai Mitchell,adonai mitchell
17,WR,4.41,Malik Washington,malik washington
13,WR,4.4,Jalen Nailor,jalen nailor
7,RB,4.4,Raheem Mostert,raheem mostert
16,WR,4.4,David Sills,david sills
3,TE,4.4,Noah Fant,noah fant
11,WR,4.4,Robbie Chosen,robbie chosen
17,WR,4.4,Andrei Iosivas,andrei iosivas
17,TE,4.4,Pat Freiermuth,pat freiermuth
5,WR,4.4,Josh Reynolds,josh reynolds
6,WR,4.39,Parker Washington,parker washington
15,TE,4.38,Chig Okonkwo,chig okonkwo
7,WR,4.38,Dont'e Thornton,donte thornton
3,WR,4.38,Tory Horton,tory horton
18,WR,4.38,Kyle Williams,kyle williams
18,WR,4.38,Isaiah Bond,isaiah bond
1,WR,4.38,Tre Tucker,tre tucker
8,RB,4.37,Jerome Ford,jerome ford
7,TE,4.37,Darnell Washington,darnell washington
18,WR,4.37,Gunner Olszewski,gunner olszewski
18,RB,4.36,Dameon Pierce,dameon pierce
12,WR,4.36,DeMario Douglas,demario douglas
14,RB,4.35,Jeremy McNichols,jeremy mcnichols
9,RB,4.35,Ollie Gordon,ollie gordon
1,RB,4.35,Dameon Pierce,dameon pierce
6,TE,4.35,Tommy Tremble,tommy tremble
4,WR,4.35,David Moore,david moore
8,WR,4.34,Tyrell Shavers,tyrell shavers
15,WR,4.34,Tyrell Shavers,tyrell shavers
16,WR,4.34,Christian Kirk,christian kirk
11,WR,4.34,Tyler Johnson,tyler johnson
3,TE,4.33,AJ Barner,aj barner
8,WR,4.33,Olamide Zaccheaus,olamide zaccheaus
7,WR,4.32,Isaac TeSlaa,isaac teslaa
14,RB,4.32,Keaton Mitchell,keaton mitchell
9,TE,4.32,Dawson Knox,dawson knox
16,TE,4.32,Chig Okonkwo,chig okonkwo
14,TE,4.32,Mike Gesicki,mike gesicki
18,RB,4.32,Rachaad White,rachaad white
11,RB,4.31,Ty Johnson,ty johnson
15,TE,4.31,Ja'Tavion Sanders,jatavion sanders
8,TE,4.31,Taysom Hill,taysom hill
3,RB,4.31,Zamir White,zamir white
16,RB,4.3,Keaton Mitchell,keaton mitchell
6,WR,4.3,Isaac TeSlaa,isaac teslaa
4,WR,4.3,Luke McCaffrey,luke mccaffrey
8,RB,4.3,Kareem Hunt,kareem hunt
13,TE,4.3,Ja'Tavion Sanders,jatavion sanders
7,RB,4.3,Emanuel Wilson,emanuel wilson
2,RB,4.29,Rico Dowdle,rico dowdle
17,TE,4.29,Chig Okonkwo,chig okonkwo
16,RB,4.29,Sean Tucker,sean tucker
7,WR,4.29,Tory Horton,tory horton
13,TE,4.28,Chig Okonkwo,chig okonkwo
2,RB,4.28,Justice Hill,justice hill
11,WR,4.28,KaVontae Turpin,kavontae turpin
4,RB,4.27,Kendre Miller,kendre miller
1,WR,4.26,Josh Reynolds,josh reynolds
8,WR,4.26,Andrei Iosivas,andrei iosivas
5,WR,4.26,Parker Washington,parker washington
15,WR,4.26,Andre Baccellia,andre baccellia
4,WR,4.26,Kendrick Bourne,kendrick bourne
4,TE,4.25,Tommy Tremble,tommy tremble
5,RB,4.25,Zavier Scott,zavier scott
1,WR,4.25,Andrei Iosivas,andrei iosivas
18,WR,4.25,Xavier Weaver,xavier weaver
8,WR,4.25,Luther Burden,luther burden
5,TE,4.25,Cade Otton,cade otton
8,RB,4.24,Jeremy McNichols,jeremy mcnichols
15,TE,4.24,Taysom Hill,taysom hill
4,WR,4.23,Chris Moore,chris moore
12,RB,4.23,Nick Chubb,nick chubb
1,RB,4.23,Brian Robinson,brian robinson
18,WR,4.22,Xavier Hutchinson,xavier hutchinson
13,WR,4.22,Brandin Cooks,brandin cooks
7,WR,4.22,Michael Wilson,michael wilson
8,WR,4.22,Jahan Dotson,jahan dotson
16,TE,4.22,Evan Engram,evan engram
18,TE,4.21,Will Dissly,will dissly
1,RB,4.2,Devin Singletary,devin singletary
15,WR,4.2,Jalen Brooks,jalen brooks
18,TE,4.2,Josh Whyle,josh whyle
13,WR,4.2,Mason Tipton,mason tipton
9,WR,4.19,Roman Wilson,roman wilson
7,TE,4.19,Ja'Tavion Sanders,jatavion sanders
8,RB,4.19,Tyrone Tracy,tyrone tracy
16,TE,4.18,John Bates,john bates
3,RB,4.18,Ray Davis,ray davis
1,RB,4.18,Justice Hill,justice hill
2,WR,4.18,Hunter Renfrow,hunter renfrow
2,RB,4.18,Najee Harris,najee harris
2,WR,4.17,Tyler Lockett,tyler lockett
12,WR,4.17,David Sills,david sills
10,TE,4.17,Greg Dulcich,greg dulcich
11,WR,4.17,Roman Wilson,roman wilson
7,TE,4.16,Hunter Long,hunter long
10,RB,4.16,Justice Hill,justice hill
3,WR,4.15,Ray-Ray McCloud,rayray mccloud
12,WR,4.15,Sterling Shepard,sterling shepard
17,RB,4.15,Brian Robinson,brian robinson
18,WR,4.15,Cedrick Wilson,cedrick wilson
17,RB,4.15,Ameer Abdullah,ameer abdullah
15,TE,4.15,Anthony Firkser,anthony firkser
5,TE,4.14,AJ Barner,aj barner
12,WR,4.14,KaVontae Turpin,kavontae turpin
4,WR,4.13,Jalen Nailor,jalen nailor
4,TE,4.13,Oronde Gadsden,oronde gadsden
6,WR,4.13,Andrei Iosivas,andrei iosivas
15,TE,4.13,Cole Kmet,cole kmet
4,WR,4.13,Josh Reynolds,josh reynolds
4,WR,4.12,Andrei Iosivas,andrei iosivas
3,WR,4.11,Tre Tucker,tre tucker
5,RB,4.1,Brian Robinson,brian robinson
14,WR,4.09,Tyrell Shavers,tyrell shavers
6,RB,4.09,Jerome Ford,jerome ford
18,RB,4.09,Sean Tucker,sean tucker
14,WR,4.08,Nick Westbrook-Ikhine,nick westbrookikhine
5,TE,4.08,Oronde Gadsden,oronde gadsden
18,WR,4.08,KaVontae Turpin,kavontae turpin
7,TE,4.07,Cole Kmet,cole kmet
3,TE,4.07,Luke Musgrave,luke musgrave
5,RB,4.07,Raheem Mostert,raheem mostert
1,RB,4.07,Kenny Gainwell,kenny gainwell
12,WR,4.06,Mason Tipton,mason tipton
14,TE,4.06,Chig Okonkwo,chig okonkwo
2,WR,4.05,Tyler Johnson,tyler johnson
5,WR,4.05,Andrei Iosivas,andrei iosivas
2,RB,4.05,Kendre Miller,kendre miller
16,TE,4.04,Ben Sinnott,ben sinnott
15,WR,4.04,Isaiah Williams,isaiah williams
6,WR,4.04,Jaylin Lane,jaylin lane
10,TE,4.04,Tyler Higbee,tyler higbee
10,WR,4.03,Zay Jones,zay jones
6,RB,4.03,Jaydon Blue,jaydon blue
17,WR,4.03,DeMario Douglas,demario douglas
15,TE,4.03,Pat Freiermuth,pat freiermuth
13,WR,4.03,DeMario Douglas,demario douglas
16,WR,4.02,Gage Larvadain,gage larvadain
17,RB,4.02,Jaylen Wright,jaylen wright
13,WR,4.02,Nick Westbrook-Ikhine,nick westbrookikhine
10,WR,4.01,Tim Patrick,tim patrick
8,RB,4.01,Brashard Smith,brashard smith
15,WR,4.01,KaVontae Turpin,kavontae turpin
2,WR,4.0,KaVontae Turpin,kavontae turpin
2,TE,4.0,Noah Fant,noah fant
11,WR,4.0,Jaylin Noel,jaylin noel
16,TE,4.0,Jonnu Smith,jonnu smith
8,RB,4.0,Emanuel Wilson,emanuel wilson
7,WR,4.0,Arian Smith,arian smith
2,WR,3.99,Noah Brown,noah brown
17,WR,3.99,Joshua Palmer,joshua palmer
18,TE,3.99,Davis Allen,davis allen
18,TE,3.99,Sal Cannella,sal cannella
14,WR,3.98,Dylan Drummond,dylan drummond
14,WR,3.98,Matthew Golden,matthew golden
15,TE,3.97,Dawson Knox,dawson knox
3,RB,3.97,Samaje Perine,samaje perine
6,WR,3.97,Dont'e Thornton,donte thornton
6,WR,3.96,Jimmy Horn,jimmy horn
17,RB,3.96,Trayveon Williams,trayveon williams
7,WR,3.96,Jalen Nailor,jalen nailor
14,WR,3.96,Marquise Brown,marquise brown
10,RB,3.96,Jaret Patterson,jaret patterson
18,WR,3.95,Tyler Lockett,tyler lockett
10,RB,3.94,Chris Rodriguez,chris rodriguez
7,WR,3.94,KaVontae Turpin,kavontae turpin
17,TE,3.94,Cole Kmet,cole kmet
9,WR,3.94,Ray-Ray McCloud,rayray mccloud
12,WR,3.94,Jalen Nailor,jalen nailor
14,WR,3.93,Marvin Mims,marvin mims
6,RB,3.93,Ty Johnson,ty johnson
12,TE,3.93,Michael Mayer,michael mayer
14,TE,3.93,Luke Musgrave,luke musgrave
17,WR,3.93,Christian Kirk,christian kirk
6,TE,3.93,Oronde Gadsden,oronde gadsden
3,TE,3.93,Mason Taylor,mason taylor
4,WR,3.92,Brycen Tremayne,brycen tremayne
18,RB,3.92,Jaleel McLaughlin,jaleel mclaughlin
15,WR,3.92,Isaiah Bond,isaiah bond
4,RB,3.91,Ty Johnson,ty johnson
15,WR,3.91,Dylan Drummond,dylan drummond
15,TE,3.91,Ben Sinnott,ben sinnott
13,TE,3.9,Noah Fant,noah fant
9,RB,3.9,Terrell Jennings,terrell jennings
6,WR,3.9,Nick Westbrook-Ikhine,nick westbrookikhine
2,RB,3.9,Ray Davis,ray davis
17,RB,3.9,Sean Tucker,sean tucker
15,RB,3.89,Brian Robinson,brian robinson
6,RB,3.89,Blake Corum,blake corum
12,RB,3.89,Keaton Mitchell,keaton mitchell
6,RB,3.89,Samaje Perine,samaje perine
5,RB,3.89,Antonio Gibson,antonio gibson
2,TE,3.89,Colston Loveland,colston loveland
14,WR,3.89,Christian Kirk,christian kirk
6,RB,3.89,Isaiah Davis,isaiah davis
16,TE,3.89,Luke Musgrave,luke musgrave
10,WR,3.88,Curtis Samuel,curtis samuel
17,TE,3.88,Luke Farrell,luke farrell
3,WR,3.88,Jalen Tolbert,jalen tolbert
4,RB,3.88,Blake Corum,blake corum
11,RB,3.87,Brian Robinson,brian robinson
2,TE,3.87,Will Dissly,will dissly
10,WR,3.87,Roman Wilson,roman wilson
9,WR,3.87,DeMario Douglas,demario douglas
15,TE,3.87,Noah Fant,noah fant
7,TE,3.87,Pat Freiermuth,pat freiermuth
10,TE,3.86,Elijah Arroyo,elijah arroyo
11,WR,3.86,Kyle Williams,kyle williams
4,TE,3.86,AJ Barner,aj barner
8,RB,3.85,Devin Neal,devin neal
1,TE,3.85,Julian Hill,julian hill
3,RB,3.84,Ollie Gordon,ollie gordon
7,RB,3.84,Samaje Perine,samaje perine
14,RB,3.84,Dylan Sampson,dylan sampson
13,WR,3.83,Marvin Mims,marvin mims
2,RB,3.83,Braelon Allen,braelon allen
13,WR,3.83,Isaac TeSlaa,isaac teslaa
15,WR,3.83,Ryan Flournoy,ryan flournoy
15,TE,3.83,Michael Mayer,michael mayer
16,WR,3.82,Tre' Harris,tre harris
2,WR,3.82,Tyquan Thornton,tyquan thornton
18,WR,3.81,James Proche,james proche
3,TE,3.81,Tyler Conklin,tyler conklin
7,RB,3.81,Chris Rodriguez,chris rodriguez
15,RB,3.81,Jaleel McLaughlin,jaleel mclaughlin
3,RB,3.81,Rico Dowdle,rico dowdle
6,WR,3.81,KeAndre Lambert-Smith,keandre lambertsmith
1,WR,3.8,Troy Franklin,troy franklin
3,WR,3.8,Nick Westbrook-Ikhine,nick westbrookikhine
18,TE,3.8,Cole Kmet,cole kmet
18,RB,3.8,Jeremy McNichols,jeremy mcnichols
10,WR,3.8,Jordan Whittington,jordan whittington
12,RB,3.8,Justice Hill,justice hill
7,WR,3.8,DeMario Douglas,demario douglas
7,WR,3.79,Brandin Cooks,brandin cooks
5,RB,3.79,Ty Johnson,ty johnson
4,TE,3.79,Jake Tonges,jake tonges
17,TE,3.78,Ben Sinnott,ben sinnott
1,RB,3.78,Kendre Miller,kendre miller
9,WR,3.78,DeAndre Hopkins,deandre hopkins
15,WR,3.78,Tre' Harris,tre harris
7,TE,3.78,Taysom Hill,taysom hill
14,WR,3.78,KaVontae Turpin,kavontae turpin
5,WR,3.77,Brandin Cooks,brandin cooks
10,WR,3.77,DeAndre Hopkins,deandre hopkins
18,WR,3.77,Gabe Davis,gabe davis
18,WR,3.77,David Sills,david sills
14,WR,3.77,Andre Baccellia,andre baccellia
5,RB,3.76,Jerome Ford,jerome ford
14,WR,3.76,Treylon Burks,treylon burks
14,RB,3.76,Ollie Gordon,ollie gordon
11,WR,3.76,Gunner Olszewski,gunner olszewski
13,WR,3.76,JuJu Smith-Schuster,juju smithschuster
10,TE,3.76,Dawson Knox,dawson knox
2,WR,3.76,Olamide Zaccheaus,olamide zaccheaus
15,WR,3.75,Mason Tipton,mason tipton
4,WR,3.75,Ray-Ray McCloud,rayray mccloud
12,WR,3.75,Mason Kinsey,mason kinsey
12,TE,3.74,Cole Kmet,cole kmet
9,WR,3.74,Jordan Whittington,jordan whittington
14,WR,3.74,Isaiah Bond,isaiah bond
18,RB,3.74,AJ Dillon,aj dillon
3,WR,3.74,Tyler Lockett,tyler lockett
3,RB,3.74,Tyler Badie,tyler badie
17,TE,3.73,Davis Allen,davis allen
4,TE,3.73,Tyler Higbee,tyler higbee
10,WR,3.73,Jalen Nailor,jalen nailor
7,WR,3.73,Tyler Johnson,tyler johnson
5,WR,3.73,Tyler Johnson,tyler johnson
16,TE,3.72,Ja'Tavion Sanders,jatavion sanders
1,WR,3.72,Olamide Zaccheaus,olamide zaccheaus
18,RB,3.72,Rasheen Ali,rasheen ali
18,WR,3.72,Christian Watson,christian watson
7,RB,3.72,Tyrone Tracy,tyrone tracy
11,TE,3.72,Gunnar Helm,gunnar helm
11,TE,3.72,Elijah Arroyo,elijah arroyo
9,TE,3.71,Gunnar Helm,gunnar helm
13,WR,3.71,DeAndre Hopkins,deandre hopkins
7,WR,3.71,Xavier Legette,xavier legette
6,WR,3.71,Brycen Tremayne,brycen tremayne
4,RB,3.71,Kyle Monangai,kyle monangai
8,WR,3.71,JuJu Smith-Schuster,juju smithschuster
11,RB,3.71,Brashard Smith,brashard smith
9,RB,3.71,Malik Davis,malik davis
6,RB,3.71,Kyle Monangai,kyle monangai
17,WR,3.7,Tyrell Shavers,tyrell shavers
7,TE,3.69,Colston Loveland,colston loveland
5,WR,3.69,Brycen Tremayne,brycen tremayne
17,WR,3.69,Kendrick Bourne,kendrick bourne
14,WR,3.69,DeAndre Hopkins,deandre hopkins
17,WR,3.69,Scotty Miller,scotty miller
7,WR,3.69,Demarcus Robinson,demarcus robinson
9,WR,3.69,Jalen Nailor,jalen nailor
16,WR,3.68,Demarcus Robinson,demarcus robinson
11,TE,3.68,Elijah Higgins,elijah higgins
12,RB,3.68,Jerome Ford,jerome ford
9,WR,3.68,JuJu Smith-Schuster,juju smithschuster
13,WR,3.68,Keon Coleman,keon coleman
2,WR,3.68,DeAndre Hopkins,deandre hopkins
10,TE,3.67,Michael Mayer,michael mayer
9,TE,3.67,Taysom Hill,taysom hill
6,RB,3.66,Brian Robinson,brian robinson
