season,team,win_total_line,price_over,price_under,book,market_source,as_of_date,source,source_url,retrieved_at,raw_team_name,point_in_time_status
2017,DAL,9.5,120,-140,,Covers Sports Odds History,2017-09-04,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2017,2026-08-03T02:32:40.219515+00:00,Dallas Cowboys,strictly_before_week1
2017,DEN,8.0,100,-120,,Covers Sports Odds History,2017-09-04,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2017,2026-08-03T02:32:40.219515+00:00,Denver Broncos,strictly_before_week1
2017,DET,7.5,120,-140,,Covers Sports Odds History,2017-09-04,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2017,2026-08-03T02:32:40.219515+00:00,Detroit Lions,strictly_before_week1
2017,GB,10.5,120,-140,,Covers Sports Odds History,2017-09-04,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2017,2026-08-03T02:32:40.219515+00:00,Green Bay Packers,strictly_before_week1
2017,HOU,8.5,100,-120,,Covers Sports Odds History,2017-09-04,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2017,2026-08-03T02:32:40.219515+00:00,Houston Texans,strictly_before_week1
2017,IND,8.0,130,-150,,Covers Sports Odds History,2017-09-04,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2017,2026-08-03T02:32:40.219515+00:00,Indianapolis Colts,strictly_before_week1
2017,JAX,6.5,-125,105,,Covers Sports Odds History,2017-09-04,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2017,2026-08-03T02:32:40.219515+00:00,Jacksonville Jaguars,strictly_before_week1
2017,KC,9.0,-120,100,,Covers Sports Odds History,2017-09-04,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2017,2026-08-03T02:32:40.219515+00:00,Kansas City Chiefs,strictly_before_week1
2017,LA,6.0,140,-160,,Covers Sports Odds History,2017-09-04,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2017,2026-08-03T02:32:40.219515+00:00,Los Angeles Rams,strictly_before_week1
2017,LAC,7.5,-160,140,,Covers Sports Odds History,2017-09-04,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2017,2026-08-03T02:32:40.219515+00:00,Los Angeles Chargers,strictly_before_week1
2017,LV,9.5,100,-120,,Covers Sports Odds History,2017-09-04,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2017,2026-08-03T02:32:40.219515+00:00,Oakland Raiders,strictly_before_week1
2017,MIA,7.0,-130,110,,Covers Sports Odds History,2017-09-04,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2017,2026-08-03T02:32:40.219515+00:00,Miami Dolphins,strictly_before_week1
2017,MIN,8.5,-130,110,,Covers Sports Odds History,2017-09-04,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2017,2026-08-03T02:32:40.219515+00:00,Minnesota Vikings,strictly_before_week1
2017,NE,12.5,100,-120,,Covers Sports Odds History,2017-09-04,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2017,2026-08-03T02:32:40.219515+00:00,New England Patriots,strictly_before_week1
2017,NO,8.0,100,-120,,Covers Sports Odds History,2017-09-04,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2017,2026-08-03T02:32:40.219515+00:00,New Orleans Saints,strictly_before_week1
2017,NYG,9.0,-130,110,,Covers Sports Odds History,2017-09-04,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2017,2026-08-03T02:32:40.219515+00:00,New York Giants,strictly_before_week1
2017,NYJ,3.5,125,-145,,Covers Sports Odds History,2017-09-04,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2017,2026-08-03T02:32:40.219515+00:00,New York Jets,strictly_before_week1
2017,PHI,8.5,-120,100,,Covers Sports Odds History,2017-09-04,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2017,2026-08-03T02:32:40.219515+00:00,Philadelphia Eagles,strictly_before_week1
2017,PIT,10.5,-150,130,,Covers Sports Odds History,2017-09-04,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2017,2026-08-03T02:32:40.219515+00:00,Pittsburgh Steelers,strictly_before_week1
2017,SEA,10.5,-130,110,,Covers Sports Odds History,2017-09-04,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2017,2026-08-03T02:32:40.219515+00:00,Seattle Seahawks,strictly_before_week1
2017,SF,5.0,100,-120,,Covers Sports Odds History,2017-09-04,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2017,2026-08-03T02:32:40.219515+00:00,San Francisco 49ers,strictly_before_week1
2017,TB,8.5,-120,100,,Covers Sports Odds History,2017-09-04,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2017,2026-08-03T02:32:40.219515+00:00,Tampa Bay Buccaneers,strictly_before_week1
2017,TEN,9.0,-110,-110,,Covers Sports Odds History,2017-09-04,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2017,2026-08-03T02:32:40.219515+00:00,Tennessee Titans,strictly_before_week1
2017,WAS,7.5,120,-140,,Covers Sports Odds History,2017-09-04,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2017,2026-08-03T02:32:40.219515+00:00,Washington Redskins,strictly_before_week1
2018,ARI,6.0,-130,110,,Covers Sports Odds History,2018-09-03,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2018,2026-08-03T02:32:44.229906+00:00,Arizona Cardinals,strictly_before_week1
2018,ATL,9.5,-120,100,,Covers Sports Odds History,2018-09-03,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2018,2026-08-03T02:32:44.229906+00:00,Atlanta Falcons,strictly_before_week1
2018,BAL,8.5,-120,100,,Covers Sports Odds History,2018-09-03,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2018,2026-08-03T02:32:44.229906+00:00,Baltimore Ravens,strictly_before_week1
2018,BUF,5.5,120,-140,,Covers Sports Odds History,2018-09-03,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2018,2026-08-03T02:32:44.229906+00:00,Buffalo Bills,strictly_before_week1
2018,CAR,8.5,110,-130,,Covers Sports Odds History,2018-09-03,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2018,2026-08-03T02:32:44.229906+00:00,Carolina Panthers,strictly_before_week1
2018,CHI,7.5,115,-135,,Covers Sports Odds History,2018-09-03,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2018,2026-08-03T02:32:44.229906+00:00,Chicago Bears,strictly_before_week1
2018,CIN,7.0,-135,115,,Covers Sports Odds History,2018-09-03,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2018,2026-08-03T02:32:44.229906+00:00,Cincinnati Bengals,strictly_before_week1
2018,CLE,6.0,100,-120,,Covers Sports Odds History,2018-09-03,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2018,2026-08-03T02:32:44.229906+00:00,Cleveland Browns,strictly_before_week1
2018,DAL,8.5,120,-140,,Covers Sports Odds History,2018-09-03,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2018,2026-08-03T02:32:44.229906+00:00,Dallas Cowboys,strictly_before_week1
2018,DEN,7.0,-180,150,,Covers Sports Odds History,2018-09-03,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2018,2026-08-03T02:32:44.229906+00:00,Denver Broncos,strictly_before_week1
2018,DET,7.5,-110,-110,,Covers Sports Odds History,2018-09-03,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2018,2026-08-03T02:32:44.229906+00:00,Detroit Lions,strictly_before_week1
2018,GB,10.0,-120,100,,Covers Sports Odds History,2018-09-03,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2018,2026-08-03T02:32:44.229906+00:00,Green Bay Packers,strictly_before_week1
2018,HOU,8.5,-140,120,,Covers Sports Odds History,2018-09-03,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2018,2026-08-03T02:32:44.229906+00:00,Houston Texans,strictly_before_week1
2018,IND,7.5,110,-130,,Covers Sports Odds History,2018-09-03,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2018,2026-08-03T02:32:44.229906+00:00,Indianapolis Colts,strictly_before_week1
2018,JAX,9.0,-130,110,,Covers Sports Odds History,2018-09-03,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2018,2026-08-03T02:32:44.229906+00:00,Jacksonville Jaguars,strictly_before_week1
2018,KC,8.5,115,-135,,Covers Sports Odds History,2018-09-03,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2018,2026-08-03T02:32:44.229906+00:00,Kansas City Chiefs,strictly_before_week1
2018,LA,10.0,-130,110,,Covers Sports Odds History,2018-09-03,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2018,2026-08-03T02:32:44.229906+00:00,Los Angeles Rams,strictly_before_week1
2018,LAC,9.5,-130,110,,Covers Sports Odds History,2018-09-03,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2018,2026-08-03T02:32:44.229906+00:00,Los Angeles Chargers,strictly_before_week1
2018,LV,7.5,120,-140,,Covers Sports Odds History,2018-09-03,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2018,2026-08-03T02:32:44.229906+00:00,Oakland Raiders,strictly_before_week1
2018,MIA,6.5,-140,120,,Covers Sports Odds History,2018-09-03,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2018,2026-08-03T02:32:44.229906+00:00,Miami Dolphins,strictly_before_week1
2018,MIN,10.0,-140,120,,Covers Sports Odds History,2018-09-03,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2018,2026-08-03T02:32:44.229906+00:00,Minnesota Vikings,strictly_before_week1
2018,NE,11.0,-120,100,,Covers Sports Odds History,2018-09-03,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2018,2026-08-03T02:32:44.229906+00:00,New England Patriots,strictly_before_week1
2018,NO,9.5,-140,120,,Covers Sports Odds History,2018-09-03,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2018,2026-08-03T02:32:44.229906+00:00,New Orleans Saints,strictly_before_week1
2018,NYG,7.0,-140,120,,Covers Sports Odds History,2018-09-03,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2018,2026-08-03T02:32:44.229906+00:00,New York Giants,strictly_before_week1
2018,NYJ,6.0,110,-130,,Covers Sports Odds History,2018-09-03,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2018,2026-08-03T02:32:44.229906+00:00,New York Jets,strictly_before_week1
2018,PHI,10.5,130,-150,,Covers Sports Odds History,2018-09-03,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2018,2026-08-03T02:32:44.229906+00:00,Philadelphia Eagles,strictly_before_week1
2018,PIT,10.5,125,-145,,Covers Sports Odds History,2018-09-03,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2018,2026-08-03T02:32:44.229906+00:00,Pittsburgh Steelers,strictly_before_week1
2018,SEA,7.5,100,-120,,Covers Sports Odds History,2018-09-03,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2018,2026-08-03T02:32:44.229906+00:00,Seattle Seahawks,strictly_before_week1
2018,SF,8.5,130,-150,,Covers Sports Odds History,2018-09-03,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2018,2026-08-03T02:32:44.229906+00:00,San Francisco 49ers,strictly_before_week1
2018,TB,6.5,130,-150,,Covers Sports Odds History,2018-09-03,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2018,2026-08-03T02:32:44.229906+00:00,Tampa Bay Buccaneers,strictly_before_week1
2018,TEN,8.0,-110,-110,,Covers Sports Odds History,2018-09-03,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2018,2026-08-03T02:32:44.229906+00:00,Tennessee Titans,strictly_before_week1
2018,WAS,7.0,-130,110,,Covers Sports Odds History,2018-09-03,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2018,2026-08-03T02:32:44.229906+00:00,Washington Redskins,strictly_before_week1
2019,ARI,5.0,-120,100,,Covers Sports Odds History,2019-09-05,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2019,2026-08-03T02:32:48.004207+00:00,Arizona Cardinals,same_day_as_week1_kickoff
2019,ATL,8.5,-140,120,,Covers Sports Odds History,2019-09-05,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2019,2026-08-03T02:32:48.004207+00:00,Atlanta Falcons,same_day_as_week1_kickoff
2019,BAL,8.5,110,-130,,Covers Sports Odds History,2019-09-05,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2019,2026-08-03T02:32:48.004207+00:00,Baltimore Ravens,same_day_as_week1_kickoff
2019,BUF,7.0,-140,120,,Covers Sports Odds History,2019-09-05,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2019,2026-08-03T02:32:48.004207+00:00,Buffalo Bills,same_day_as_week1_kickoff
2019,CAR,8.0,-130,110,,Covers Sports Odds History,2019-09-05,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2019,2026-08-03T02:32:48.004207+00:00,Carolina Panthers,same_day_as_week1_kickoff
2019,CHI,9.0,-140,120,,Covers Sports Odds History,2019-09-05,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2019,2026-08-03T02:32:48.004207+00:00,Chicago Bears,same_day_as_week1_kickoff
2019,CIN,6.0,130,-150,,Covers Sports Odds History,2019-09-05,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2019,2026-08-03T02:32:48.004207+00:00,Cincinnati Bengals,same_day_as_week1_kickoff
2019,CLE,9.0,100,-120,,Covers Sports Odds History,2019-09-05,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2019,2026-08-03T02:32:48.004207+00:00,Cleveland Browns,same_day_as_week1_kickoff
2019,DAL,9.0,-110,-110,,Covers Sports Odds History,2019-09-05,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2019,2026-08-03T02:32:48.004207+00:00,Dallas Cowboys,same_day_as_week1_kickoff
2019,DEN,7.0,-130,110,,Covers Sports Odds History,2019-09-05,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2019,2026-08-03T02:32:48.004207+00:00,Denver Broncos,same_day_as_week1_kickoff
2019,DET,6.5,-150,130,,Covers Sports Odds History,2019-09-05,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2019,2026-08-03T02:32:48.004207+00:00,Detroit Lions,same_day_as_week1_kickoff
2019,GB,9.0,-140,120,,Covers Sports Odds History,2019-09-05,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2019,2026-08-03T02:32:48.004207+00:00,Green Bay Packers,same_day_as_week1_kickoff
2019,HOU,8.5,-115,-105,,Covers Sports Odds History,2019-09-05,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2019,2026-08-03T02:32:48.004207+00:00,Houston Texans,same_day_as_week1_kickoff
2019,IND,7.5,-110,-110,,Covers Sports Odds History,2019-09-05,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2019,2026-08-03T02:32:48.004207+00:00,Indianapolis Colts,same_day_as_week1_kickoff
2019,JAX,8.0,-110,-110,,Covers Sports Odds History,2019-09-05,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2019,2026-08-03T02:32:48.004207+00:00,Jacksonville Jaguars,same_day_as_week1_kickoff
2019,KC,10.5,-130,110,,Covers Sports Odds History,2019-09-05,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2019,2026-08-03T02:32:48.004207+00:00,Kansas City Chiefs,same_day_as_week1_kickoff
2019,LA,10.5,125,-145,,Covers Sports Odds History,2019-09-05,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2019,2026-08-03T02:32:48.004207+00:00,Los Angeles Rams,same_day_as_week1_kickoff
2019,LAC,10.0,120,-140,,Covers Sports Odds History,2019-09-05,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2019,2026-08-03T02:32:48.004207+00:00,Los Angeles Chargers,same_day_as_week1_kickoff
2019,LV,6.0,145,-170,,Covers Sports Odds History,2019-09-05,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2019,2026-08-03T02:32:48.004207+00:00,Oakland Raiders,same_day_as_week1_kickoff
2019,MIA,4.5,100,-120,,Covers Sports Odds History,2019-09-05,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2019,2026-08-03T02:32:48.004207+00:00,Miami Dolphins,same_day_as_week1_kickoff
2019,MIN,9.0,-125,105,,Covers Sports Odds History,2019-09-05,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2019,2026-08-03T02:32:48.004207+00:00,Minnesota Vikings,same_day_as_week1_kickoff
2019,NE,11.5,-110,-110,,Covers Sports Odds History,2019-09-05,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2019,2026-08-03T02:32:48.004207+00:00,New England Patriots,same_day_as_week1_kickoff
2019,NO,10.5,130,-150,,Covers Sports Odds History,2019-09-05,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2019,2026-08-03T02:32:48.004207+00:00,New Orleans Saints,same_day_as_week1_kickoff
2019,NYG,6.0,105,-125,,Covers Sports Odds History,2019-09-05,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2019,2026-08-03T02:32:48.004207+00:00,New York Giants,same_day_as_week1_kickoff
2019,NYJ,7.5,-110,-110,,Covers Sports Odds History,2019-09-05,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2019,2026-08-03T02:32:48.004207+00:00,New York Jets,same_day_as_week1_kickoff
2019,PHI,10.0,-150,130,,Covers Sports Odds History,2019-09-05,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2019,2026-08-03T02:32:48.004207+00:00,Philadelphia Eagles,same_day_as_week1_kickoff
2019,PIT,9.5,-110,-110,,Covers Sports Odds History,2019-09-05,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2019,2026-08-03T02:32:48.004207+00:00,Pittsburgh Steelers,same_day_as_week1_kickoff
2019,SEA,9.0,100,-120,,Covers Sports Odds History,2019-09-05,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2019,2026-08-03T02:32:48.004207+00:00,Seattle Seahawks,same_day_as_week1_kickoff
2019,SF,8.0,-140,120,,Covers Sports Odds History,2019-09-05,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2019,2026-08-03T02:32:48.004207+00:00,San Francisco 49ers,same_day_as_week1_kickoff
2019,TB,6.5,-110,-110,,Covers Sports Odds History,2019-09-05,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2019,2026-08-03T02:32:48.004207+00:00,Tampa Bay Buccaneers,same_day_as_week1_kickoff
2019,TEN,8.0,120,-140,,Covers Sports Odds History,2019-09-05,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2019,2026-08-03T02:32:48.004207+00:00,Tennessee Titans,same_day_as_week1_kickoff
2019,WAS,6.0,130,-150,,Covers Sports Odds History,2019-09-05,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2019,2026-08-03T02:32:48.004207+00:00,Washington Redskins,same_day_as_week1_kickoff
2020,ARI,7.5,-110,-110,,Covers Sports Odds History,2020-09-10,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2020,2026-08-03T02:32:51.714255+00:00,Arizona Cardinals,same_day_as_week1_kickoff
2020,ATL,7.5,100,-120,,Covers Sports Odds History,2020-09-10,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2020,2026-08-03T02:32:51.714255+00:00,Atlanta Falcons,same_day_as_week1_kickoff
2020,BAL,11.5,120,-140,,Covers Sports Odds History,2020-09-10,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2020,2026-08-03T02:32:51.714255+00:00,Baltimore Ravens,same_day_as_week1_kickoff
2020,BUF,9.0,-120,100,,Covers Sports Odds History,2020-09-10,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2020,2026-08-03T02:32:51.714255+00:00,Buffalo Bills,same_day_as_week1_kickoff
2020,CAR,5.5,-140,120,,Covers Sports Odds History,2020-09-10,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2020,2026-08-03T02:32:51.714255+00:00,Carolina Panthers,same_day_as_week1_kickoff
2020,CHI,8.0,115,-135,,Covers Sports Odds History,2020-09-10,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2020,2026-08-03T02:32:51.714255+00:00,Chicago Bears,same_day_as_week1_kickoff
2020,CIN,5.5,-150,130,,Covers Sports Odds History,2020-09-10,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2020,2026-08-03T02:32:51.714255+00:00,Cincinnati Bengals,same_day_as_week1_kickoff
2020,CLE,8.5,-110,-110,,Covers Sports Odds History,2020-09-10,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2020,2026-08-03T02:32:51.714255+00:00,Cleveland Browns,same_day_as_week1_kickoff
2020,DAL,10.0,-110,-110,,Covers Sports Odds History,2020-09-10,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2020,2026-08-03T02:32:51.714255+00:00,Dallas Cowboys,same_day_as_week1_kickoff
2020,DEN,7.5,-130,110,,Covers Sports Odds History,2020-09-10,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2020,2026-08-03T02:32:51.714255+00:00,Denver Broncos,same_day_as_week1_kickoff
2020,DET,7.0,-130,110,,Covers Sports Odds History,2020-09-10,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2020,2026-08-03T02:32:51.714255+00:00,Detroit Lions,same_day_as_week1_kickoff
2020,GB,8.5,-120,100,,Covers Sports Odds History,2020-09-10,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2020,2026-08-03T02:32:51.714255+00:00,Green Bay Packers,same_day_as_week1_kickoff
2020,HOU,7.5,105,-125,,Covers Sports Odds History,2020-09-10,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2020,2026-08-03T02:32:51.714255+00:00,Houston Texans,same_day_as_week1_kickoff
2020,IND,9.5,-110,-110,,Covers Sports Odds History,2020-09-10,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2020,2026-08-03T02:32:51.714255+00:00,Indianapolis Colts,same_day_as_week1_kickoff
2020,JAX,4.5,-110,-110,,Covers Sports Odds History,2020-09-10,covers_sportsoddshistory_nfl_win,https://www.covers.com/sportsoddshistory/nfl-win/?sa=nfl&t=win&y=2020,2026-08-03T02:32:51.714255+00:00,Jacksonville Jaguars,same_day_as_week1_kickoff
