player_id,player_display_name,position,team,opponent_team,gameday,projected_pts,implied_team_total,depth_chart_position,injury_status_score,is_home,off_epa_roll4,opp_season_win_pct,opp_win_pct_roll4,off_epa_rank,sos_rank,pred_qb_pass_yards,pred_qb_rush_yards,pred_rush_yards,pred_rec_yards,pred_wr_receptions,pred_wr_rec_yards,pred_te_receptions,pred_te_rec_yards
00-0037834,Brock Purdy,QB,SF,IND,2025-12-22,23.99,21.0,1.0,1.0,0,0.1645314529215629,0.7333333333333333,0.3858641358641358,3,30,263.98,19.53,,,,,,
00-0034857,Josh Allen,QB,BUF,CLE,2025-12-21,21.49,15.5,1.0,1.0,0,0.1692050266074698,0.2142857142857142,0.4848068598068598,2,17,198.77,30.83,,,,,,
00-0034796,Lamar Jackson,QB,BAL,NE,2025-12-21,19.94,22.5,1.0,1.0,1,-0.0035963003912532,0.7857142857142857,0.4665334665334665,19,19,222.68,19.35,,,,,,
00-0039732,Bo Nix,QB,DEN,JAX,2025-12-21,19.41,21.5,1.0,1.0,1,0.1174218214754575,0.4,0.4614968364968364,8,20,247.22,12.18,,,,,,
00-0036971,Trevor Lawrence,QB,JAX,DEN,2025-12-21,19.4,25.0,1.0,1.0,0,0.1250437759787225,0.5333333333333333,0.4613719613719613,7,21,236.08,13.68,,,,,,
00-0033106,Jared Goff,QB,DET,PIT,2025-12-21,19.2,22.5,1.0,1.0,1,0.1573203137248841,0.4666666666666667,0.6192557442557443,4,4,267.65,5.14,,,,,,
00-0039851,Drake Maye,QB,NE,BAL,2025-12-21,19.11,26.0,1.0,1.0,0,0.1569497663344893,0.2,0.4147435897435897,5,27,226.47,27.19,,,,,,
00-0033873,Patrick Mahomes,QB,KC,TEN,2025-12-21,18.54,17.0,2.0,1.0,0,-0.1152884611769509,0.5833333333333334,0.4682609057609058,28,18,258.78,12.51,,,,,,
00-0032950,Carson Wentz,QB,MIN,NYG,2025-12-21,18.44,19.5,4.0,1.0,0,-0.0559571697535418,0.6666666666666666,0.3954170829170829,24,29,252.52,5.54,,,,,,
00-0035710,Daniel Jones,QB,IND,SF,2025-12-22,18.25,25.5,5.0,1.0,1,-0.1099062493798814,0.5454545454545454,0.6739094239094239,27,3,238.85,16.26,,,,,,
00-0040691,Jaxson Dart,QB,NYG,MIN,2025-12-21,18.23,22.0,1.0,1.0,1,-0.0875692463965452,0.1333333333333333,0.5231684981684982,26,14,208.85,25.17,,,,,,
00-0033119,Jacoby Brissett,QB,ARI,ATL,2025-12-21,18.05,25.5,1.0,1.0,1,-0.0200817692320336,0.3333333333333333,0.5669955044955045,23,5,261.33,17.47,,,,,,
00-0035228,Kyler Murray,QB,ARI,ATL,2025-12-21,17.9,25.5,3.0,1.0,1,-0.0200817692320336,0.6666666666666666,0.5669955044955045,23,5,228.08,22.9,,,,,,
00-0026498,Matthew Stafford,QB,LA,SEA,2025-12-18,17.7,22.0,1.0,1.0,0,0.2548577506652165,0.4,0.5377747252747253,1,11,279.83,13.3,,,,,,
00-0036264,Jordan Love,QB,GB,CHI,2025-12-20,17.52,23.5,1.0,1.0,0,0.1529564013719251,0.8461538461538461,0.7367007992007992,6,1,259.82,12.84,,,,,,
00-0032268,Marcus Mariota,QB,WAS,PHI,2025-12-20,17.33,25.25,1.0,1.0,1,-0.1204819871553674,0.1538461538461538,0.4870546120546121,29,16,180.55,16.15,,,,,,
00-0033077,Dak Prescott,QB,DAL,LAC,2025-12-21,17.09,24.5,1.0,1.0,1,0.0876025690281826,0.2666666666666666,0.5569222444222444,9,7,265.88,7.09,,,,,,
00-0031503,Jameis Winston,QB,NYG,MIN,2025-12-21,17.05,22.0,2.0,1.0,1,-0.0875692463965452,0.6,0.5231684981684982,26,14,230.17,13.61,,,,,,
00-0039918,Caleb Williams,QB,CHI,GB,2025-12-20,17.04,22.0,1.0,1.0,1,0.075685334949902,0.7333333333333333,0.5668914418914419,10,6,230.87,16.18,,,,,,
00-0036389,Jalen Hurts,QB,PHI,WAS,2025-12-20,16.94,18.25,1.0,1.0,0,0.0590580013814779,0.2857142857142857,0.4583749583749584,14,22,233.25,22.16,,,,,,
00-0029263,Russell Wilson,QB,NYG,MIN,2025-12-21,16.36,22.0,3.0,1.0,1,-0.0875692463965452,0.8,0.5231684981684982,26,14,226.28,19.66,,,,,,
00-0034869,Sam Darnold,QB,SEA,LA,2025-12-18,16.21,20.5,1.0,1.0,1,-0.0089089855616453,0.5333333333333333,0.5245171495171495,21,13,257.31,10.49,,,,,,
00-0039923,J.J. McCarthy,QB,MIN,NYG,2025-12-21,15.69,19.5,1.0,1.0,0,-0.0559571697535418,0.1428571428571428,0.3954170829170829,24,29,208.24,13.71,,,,,,
00-0040668,Shedeur Sanders,QB,CLE,BUF,2025-12-21,15.54,26.0,1.0,1.0,1,-0.2035625371766095,0.6,0.5391483516483516,30,10,208.79,23.0,,,,,,
00-0036442,Joe Burrow,QB,CIN,MIA,2025-12-21,15.51,22.5,1.0,1.0,0,0.0448989351680796,0.2,0.5255577755577756,15,12,257.69,4.62,,,,,,
00-0036945,Justin Fields,QB,NYJ,NO,2025-12-21,15.5,23.0,2.0,0.5,0,-0.2392364677490492,0.25,0.4395812520812521,32,23,198.78,31.26,,,,,,
00-0023459,Aaron Rodgers,QB,PIT,DET,2025-12-21,15.29,30.0,1.0,1.0,0,0.069888843890464,0.2,0.5423326673326674,11,9,229.9,5.36,,,,,,
00-0040676,Cam Ward,QB,TEN,KC,2025-12-21,15.29,20.5,1.0,1.0,1,-0.0600036058434601,0.3333333333333333,0.5018106893106893,25,15,229.61,13.4,,,,,,
00-0036972,Mac Jones,QB,SF,IND,2025-12-22,15.25,21.0,2.0,1.0,0,0.1645314529215629,0.2727272727272727,0.3858641358641358,3,30,225.74,13.82,,,,,,
00-0040743,Tyler Shough,QB,NO,NYJ,2025-12-21,15.19,16.5,1.0,1.0,1,-0.0114811011743694,0.2,0.4249292374292374,22,25,193.24,28.83,,,,,,
00-0029604,Kirk Cousins,QB,ATL,ARI,2025-12-21,15.01,23.0,1.0,1.0,0,0.0221513693594375,0.7333333333333333,0.4211413586413586,16,26,253.66,3.96,,,,,,
00-0036898,Davis Mills,QB,HOU,LV,2025-12-21,14.93,12.5,2.0,1.0,1,0.0063511369932493,0.7,0.4002247752247752,18,28,197.97,6.95,,,,,,
00-0035264,Jarrett Stidham,QB,DEN,JAX,2025-12-21,14.88,21.5,2.0,1.0,1,0.1174218214754575,0.3333333333333333,0.4614968364968364,8,20,183.2,16.37,,,,,,
00-0031280,Derek Carr,QB,NO,NYJ,2025-12-21,14.83,16.5,2.0,1.0,1,-0.0114811011743694,0.4545454545454545,0.4249292374292374,22,25,236.64,5.23,,,,,,
00-0035993,Tyler Huntley,QB,BAL,NE,2025-12-21,14.74,22.5,2.0,1.0,1,-0.0035963003912532,0.7857142857142857,0.4665334665334665,19,19,152.26,13.29,,,,,,
00-0039376,Spencer Rattler,QB,NO,NYJ,2025-12-21,14.74,16.5,2.0,1.0,1,-0.0114811011743694,0.7142857142857143,0.4249292374292374,22,25,226.95,22.8,,,,,,
00-0028118,Tyrod Taylor,QB,NYJ,NO,2025-12-21,14.73,23.0,1.0,0.5,0,-0.2392364677490492,0.3636363636363636,0.4395812520812521,32,23,189.33,11.54,,,,,,
00-0039163,C.J. Stroud,QB,HOU,LV,2025-12-21,14.56,12.5,1.0,1.0,1,0.0063511369932493,0.7333333333333333,0.4002247752247752,18,28,197.01,10.18,,,,,,
00-0022942,Philip Rivers,QB,IND,SF,2025-12-22,14.34,25.5,1.0,1.0,1,-0.1099062493798814,0.7142857142857143,0.6739094239094239,27,3,267.47,1.14,,,,,,
00-0040206,Riley Leonard,QB,IND,SF,2025-12-22,13.64,25.5,2.0,1.0,1,-0.1099062493798814,0.7333333333333333,0.6739094239094239,27,3,155.48,12.97,,,,,,
00-0036212,Tua Tagovailoa,QB,MIA,CIN,2025-12-21,13.56,26.0,1.0,1.0,1,-0.0064661809473301,0.25,0.3139985014985015,20,31,205.49,8.96,,,,,,
00-0040704,Dillon Gabriel,QB,CLE,BUF,2025-12-21,13.45,26.0,2.0,1.0,1,-0.2035625371766095,0.6666666666666666,0.5391483516483516,30,10,204.99,12.92,,,,,,
00-0038579,Aidan O'Connell,QB,LV,HOU,2025-12-21,13.25,27.0,3.0,1.0,0,-0.2095284627489942,0.3333333333333333,0.681984681984682,31,2,203.82,10.07,,,,,,
00-0036355,Justin Herbert,QB,LAC,DAL,2025-12-21,13.24,26.0,1.0,1.0,0,0.0667973673123801,0.4285714285714285,0.4346486846486846,12,24,224.25,23.48,,,,,,
00-0033949,Joshua Dobbs,QB,NE,BAL,2025-12-21,13.19,26.0,2.0,1.0,0,0.1569497663344893,0.2,0.4147435897435897,5,27,119.72,17.05,,,,,,
00-0034855,Baker Mayfield,QB,TB,CAR,2025-12-21,13.06,20.75,1.0,1.0,0,0.0114114413538503,0.4,0.3117715617715617,17,32,226.14,21.92,,,,,,
00-0039152,Will Levis,QB,TEN,KC,2025-12-21,12.9,20.5,3.0,1.0,1,-0.0600036058434601,0.3846153846153846,0.5018106893106893,25,15,198.82,16.03,,,,,,
00-0039917,Michael Penix Jr.,QB,ATL,ARI,2025-12-21,12.62,23.0,3.0,1.0,0,0.0221513693594375,0.7777777777777778,0.4211413586413586,16,26,230.78,5.78,,,,,,
00-0035100,Jake Browning,QB,CIN,MIA,2025-12-21,12.35,22.5,3.0,1.0,0,0.0448989351680796,0.75,0.5255577755577756,15,12,214.27,9.95,,,,,,
00-0039150,Bryce Young,QB,CAR,TB,2025-12-21,12.16,23.75,1.0,1.0,1,0.0619172570125864,0.8,0.5463286713286714,13,8,189.63,15.36,,,,,,
00-0035704,Drew Lock,QB,SEA,LA,2025-12-18,11.51,20.5,2.0,1.0,1,-0.0089089855616453,0.375,0.5245171495171495,21,13,148.55,6.38,,,,,,
