player_id,player_display_name,position,team,opponent_team,gameday,projected_pts,implied_team_total,depth_chart_position,injury_status_score,is_home,off_epa_roll4,opp_season_win_pct,opp_win_pct_roll4,off_epa_rank,sos_rank,pred_qb_pass_yards,pred_qb_rush_yards,pred_rush_yards,pred_rec_yards,pred_wr_receptions,pred_wr_rec_yards,pred_te_receptions,pred_te_rec_yards
00-0037834,Brock Purdy,QB,SF,LA,2025-11-09,24.06,27.5,1.0,0.5,1,0.1645314529215629,0.7333333333333333,0.3858641358641358,3,26,282.74,15.48,,,,,,
00-0034857,Josh Allen,QB,BUF,MIA,2025-11-09,22.34,21.0,1.0,1.0,0,0.1692050266074698,0.2142857142857142,0.4848068598068598,2,14,192.24,33.35,,,,,,
00-0039732,Bo Nix,QB,DEN,LV,2025-11-06,21.05,16.5,1.0,1.0,1,0.1174218214754575,0.4,0.4614968364968364,8,16,256.93,5.38,,,,,,
00-0039851,Drake Maye,QB,NE,TB,2025-11-09,19.78,25.5,1.0,1.0,0,0.1569497663344893,0.2,0.4147435897435897,5,23,210.62,32.07,,,,,,
00-0033106,Jared Goff,QB,DET,WAS,2025-11-09,18.97,20.5,1.0,1.0,0,0.1573203137248841,0.4666666666666667,0.6192557442557443,4,4,269.82,5.19,,,,,,
00-0034796,Lamar Jackson,QB,BAL,MIN,2025-11-09,18.97,22.0,1.0,1.0,0,-0.0035963003912532,0.7857142857142857,0.4665334665334665,17,15,230.19,18.21,,,,,,
00-0036389,Jalen Hurts,QB,PHI,GB,2025-11-10,18.71,23.5,1.0,1.0,0,0.0590580013814779,0.2857142857142857,0.4583749583749584,13,18,255.47,29.5,,,,,,
00-0035228,Kyler Murray,QB,ARI,SEA,2025-11-09,18.67,25.75,1.0,1.0,0,-0.0200817692320336,0.6666666666666666,0.5669955044955045,21,5,216.55,21.5,,,,,,
00-0036971,Trevor Lawrence,QB,JAX,HOU,2025-11-09,18.63,18.0,1.0,1.0,0,0.1250437759787225,0.5333333333333333,0.4613719613719613,7,17,231.2,16.18,,,,,,
00-0036264,Jordan Love,QB,GB,PHI,2025-11-10,18.39,22.0,1.0,1.0,1,0.1529564013719251,0.8461538461538461,0.7367007992007992,6,1,262.03,10.94,,,,,,
00-0035710,Daniel Jones,QB,IND,ATL,2025-11-09,18.27,21.0,1.0,1.0,1,-0.1099062493798814,0.5454545454545454,0.6739094239094239,24,3,246.54,18.53,,,,,,
00-0039923,J.J. McCarthy,QB,MIN,BAL,2025-11-09,17.92,26.5,1.0,1.0,1,-0.0559571697535418,0.1428571428571428,0.3954170829170829,22,25,224.88,17.75,,,,,,
00-0033119,Jacoby Brissett,QB,ARI,SEA,2025-11-09,17.87,25.75,2.0,1.0,0,-0.0200817692320336,0.3333333333333333,0.5669955044955045,21,5,243.05,17.37,,,,,,
00-0039918,Caleb Williams,QB,CHI,NYG,2025-11-09,17.28,20.5,1.0,1.0,1,0.075685334949902,0.7333333333333333,0.5668914418914419,9,6,238.44,17.03,,,,,,
00-0026498,Matthew Stafford,QB,LA,SF,2025-11-09,17.02,22.0,1.0,1.0,0,0.2548577506652165,0.4,0.5377747252747253,1,10,277.17,5.71,,,,,,
00-0032950,Carson Wentz,QB,MIN,BAL,2025-11-09,17.0,26.5,3.0,1.0,1,-0.0559571697535418,0.6666666666666666,0.3954170829170829,22,25,245.15,8.07,,,,,,
00-0029263,Russell Wilson,QB,NYG,CHI,2025-11-09,16.72,25.0,2.0,1.0,0,-0.0875692463965452,0.8,0.5231684981684982,23,12,220.65,19.87,,,,,,
00-0036945,Justin Fields,QB,NYJ,CLE,2025-11-09,16.44,19.5,1.0,1.0,1,-0.2392364677490492,0.25,0.4395812520812521,28,19,179.67,36.42,,,,,,
00-0040691,Jaxson Dart,QB,NYG,CHI,2025-11-09,16.26,25.0,1.0,1.0,0,-0.0875692463965452,0.1333333333333333,0.5231684981684982,23,12,196.41,27.75,,,,,,
00-0040743,Tyler Shough,QB,NO,CAR,2025-11-09,16.25,22.0,1.0,1.0,0,-0.0114811011743694,0.2,0.4249292374292374,20,21,202.04,28.57,,,,,,
00-0032268,Marcus Mariota,QB,WAS,DET,2025-11-09,16.1,29.0,1.0,1.0,1,-0.1204819871553674,0.1538461538461538,0.4870546120546121,25,13,185.34,23.19,,,,,,
00-0039164,Anthony Richardson,QB,IND,ATL,2025-11-09,15.8,21.0,3.0,1.0,1,-0.1099062493798814,0.0,0.6739094239094239,24,3,158.17,47.74,,,,,,
00-0031503,Jameis Winston,QB,NYG,CHI,2025-11-09,15.76,25.0,3.0,1.0,0,-0.0875692463965452,0.6,0.5231684981684982,23,12,226.91,15.22,,,,,,
00-0039376,Spencer Rattler,QB,NO,CAR,2025-11-09,15.28,22.0,2.0,1.0,0,-0.0114811011743694,0.7142857142857143,0.4249292374292374,20,21,230.96,22.58,,,,,,
00-0022942,Philip Rivers,QB,IND,ATL,2025-11-09,15.26,21.0,2.0,1.0,1,-0.1099062493798814,0.7142857142857143,0.6739094239094239,24,3,271.9,2.23,,,,,,
00-0023459,Aaron Rodgers,QB,PIT,LAC,2025-11-09,15.22,24.25,1.0,1.0,0,0.069888843890464,0.2,0.5423326673326674,10,8,242.73,5.27,,,,,,
00-0029604,Kirk Cousins,QB,ATL,IND,2025-11-09,15.12,27.5,2.0,1.0,0,0.0221513693594375,0.7333333333333333,0.4211413586413586,14,22,250.24,2.48,,,,,,
00-0034869,Sam Darnold,QB,SEA,ARI,2025-11-09,15.1,18.75,1.0,1.0,1,-0.0089089855616453,0.5333333333333333,0.5245171495171495,19,11,254.26,9.44,,,,,,
00-0028118,Tyrod Taylor,QB,NYJ,CLE,2025-11-09,15.07,19.5,2.0,1.0,1,-0.2392364677490492,0.3636363636363636,0.4395812520812521,28,19,158.61,14.93,,,,,,
00-0036972,Mac Jones,QB,SF,LA,2025-11-09,14.83,27.5,2.0,1.0,1,0.1645314529215629,0.2727272727272727,0.3858641358641358,3,26,212.69,10.18,,,,,,
00-0031280,Derek Carr,QB,NO,CAR,2025-11-09,14.57,22.0,2.0,1.0,0,-0.0114811011743694,0.4545454545454545,0.4249292374292374,20,21,226.66,7.44,,,,,,
00-0036355,Justin Herbert,QB,LAC,PIT,2025-11-09,14.46,21.25,1.0,1.0,1,0.0667973673123801,0.4285714285714285,0.4346486846486846,11,20,210.42,21.3,,,,,,
00-0040668,Shedeur Sanders,QB,CLE,NYJ,2025-11-09,14.35,18.0,2.0,1.0,0,-0.2035625371766095,0.6,0.5391483516483516,26,9,207.27,21.8,,,,,,
00-0036212,Tua Tagovailoa,QB,MIA,BUF,2025-11-09,14.24,29.5,1.0,1.0,1,-0.0064661809473301,0.25,0.3139985014985015,18,27,219.53,4.78,,,,,,
00-0033949,Joshua Dobbs,QB,NE,TB,2025-11-09,14.2,25.5,2.0,1.0,0,0.1569497663344893,0.2,0.4147435897435897,5,23,115.64,15.01,,,,,,
00-0035264,Jarrett Stidham,QB,DEN,LV,2025-11-06,14.12,16.5,2.0,1.0,1,0.1174218214754575,0.3333333333333333,0.4614968364968364,8,16,168.67,9.79,,,,,,
00-0034855,Baker Mayfield,QB,TB,NE,2025-11-09,13.93,23.0,1.0,1.0,1,0.0114114413538503,0.4,0.3117715617715617,15,28,208.19,19.37,,,,,,
00-0040206,Riley Leonard,QB,IND,ATL,2025-11-09,13.48,21.0,2.0,1.0,1,-0.1099062493798814,0.7333333333333333,0.6739094239094239,24,3,168.32,14.05,,,,,,
00-0035993,Tyler Huntley,QB,BAL,MIN,2025-11-09,13.4,22.0,2.0,1.0,0,-0.0035963003912532,0.7857142857142857,0.4665334665334665,17,15,140.79,15.7,,,,,,
00-0036898,Davis Mills,QB,HOU,JAX,2025-11-09,13.19,19.5,2.0,1.0,1,0.0063511369932493,0.7,0.4002247752247752,16,24,216.66,8.9,,,,,,
00-0039917,Michael Penix Jr.,QB,ATL,IND,2025-11-09,12.77,27.5,1.0,1.0,0,0.0221513693594375,0.7777777777777778,0.4211413586413586,14,22,223.48,6.65,,,,,,
00-0033537,Deshaun Watson,QB,CLE,NYJ,2025-11-09,12.38,18.0,3.0,1.0,0,-0.2035625371766095,0.5,0.5391483516483516,26,9,204.96,13.04,,,,,,
00-0040704,Dillon Gabriel,QB,CLE,NYJ,2025-11-09,12.31,18.0,1.0,1.0,0,-0.2035625371766095,0.6666666666666666,0.5391483516483516,26,9,213.12,10.5,,,,,,
00-0026300,Josh Johnson,QB,WAS,DET,2025-11-09,11.9,29.0,2.0,1.0,1,-0.1204819871553674,0.4,0.4870546120546121,25,13,162.23,13.8,,,,,,
00-0035704,Drew Lock,QB,SEA,ARI,2025-11-09,11.83,18.75,2.0,1.0,1,-0.0089089855616453,0.375,0.5245171495171495,19,11,139.3,6.58,,,,,,
00-0039150,Bryce Young,QB,CAR,NO,2025-11-09,11.52,16.5,1.0,1.0,1,0.0619172570125864,0.8,0.5463286713286714,12,7,183.92,21.33,,,,,,
00-0030565,Geno Smith,QB,LV,DEN,2025-11-06,11.24,26.0,1.0,1.0,0,-0.2095284627489942,0.6428571428571429,0.681984681984682,27,2,172.94,4.88,,,,,,
00-0040234,Quinn Ewers,QB,MIA,BUF,2025-11-09,9.92,29.5,3.0,1.0,1,-0.0064661809473301,0.4666666666666667,0.3139985014985015,18,27,120.54,6.74,,,,,,
00-0034177,Tim Boyle,QB,MIA,BUF,2025-11-09,9.91,29.5,2.0,1.0,1,-0.0064661809473301,0.5,0.3139985014985015,18,27,159.96,7.99,,,,,,
00-0038102,Kenny Pickett,QB,LV,DEN,2025-11-06,9.42,26.0,2.0,1.0,0,-0.2095284627489942,0.1333333333333333,0.681984681984682,27,2,113.69,11.2,,,,,,
00-0037013,Zach Wilson,QB,MIA,BUF,2025-11-09,8.77,29.5,2.0,1.0,1,-0.0064661809473301,0.25,0.3139985014985015,18,27,127.4,8.61,,,,,,
00-0037012,Trey Lance,QB,LAC,PIT,2025-11-09,8.71,21.25,2.0,1.0,1,0.0667973673123801,0.1818181818181818,0.4346486846486846,11,20,125.07,10.74,,,,,,
00-0038400,Tanner McKee,QB,PHI,GB,2025-11-10,8.5,23.5,2.0,1.0,0,0.0590580013814779,0.2857142857142857,0.4583749583749584,13,18,153.49,15.39,,,,,,
00-0031345,Jimmy Garoppolo,QB,LA,SF,2025-11-09,7.78,22.0,2.0,1.0,0,0.2548577506652165,0.25,0.5377747252747253,1,10,98.23,3.04,,,,,,
00-0033869,Mitchell Trubisky,QB,BUF,MIA,2025-11-09,7.57,21.0,2.0,1.0,0,0.1692050266074698,0.2222222222222222,0.4848068598068598,2,14,77.25,3.99,,,,,,
00-0038128,Malik Willis,QB,GB,PHI,2025-11-10,7.14,22.0,2.0,1.0,1,0.1529564013719251,0.7142857142857143,0.7367007992007992,6,1,109.55,15.07,,,,,,
00-0038476,Tommy DeVito,QB,NYG,CHI,2025-11-09,7.02,25.0,3.0,1.0,0,-0.0875692463965452,0.4,0.5231684981684982,23,12,92.09,13.58,,,,,,
00-0038122,Desmond Ridder,QB,LV,DEN,2025-11-06,6.81,26.0,2.0,1.0,0,-0.2095284627489942,0.4615384615384615,0.681984681984682,27,2,110.99,8.8,,,,,,
00-0040673,Jalen Milroe,QB,SEA,ARI,2025-11-09,6.81,18.75,3.0,1.0,1,-0.0089089855616453,0.0,0.5245171495171495,19,11,77.56,14.48,,,,,,
00-0032434,Brandon Allen,QB,SF,LA,2025-11-09,6.66,27.5,2.0,1.0,1,0.1645314529215629,0.7,0.3858641358641358,3,26,131.85,4.29,,,,,,
00-0038998,Jake Haener,QB,NO,CAR,2025-11-09,6.55,22.0,2.0,1.0,0,-0.0114811011743694,0.1666666666666666,0.4249292374292374,20,21,105.76,11.82,,,,,,
00-0040398,Brady Cook,QB,NYJ,CLE,2025-11-09,6.51,19.5,2.0,1.0,1,-0.2392364677490492,0.8,0.4395812520812521,28,19,130.77,7.34,,,,,,
00-0040494,Max Brosmer,QB,MIN,BAL,2025-11-09,6.12,26.5,2.0,1.0,1,-0.0559571697535418,0.5333333333333333,0.3954170829170829,22,25,116.69,6.5,,,,,,
00-0038416,Tyson Bagent,QB,CHI,NYG,2025-11-09,5.56,20.5,2.0,1.0,1,0.075685334949902,0.0,0.5668914418914419,9,6,41.67,9.0,,,,,,
00-0038582,Clayton Tune,QB,GB,PHI,2025-11-10,5.55,22.0,2.0,1.0,1,0.1529564013719251,0.4666666666666667,0.7367007992007992,6,1,59.09,4.08,,,,,,
00-0033662,Cooper Rush,QB,BAL,MIN,2025-11-09,5.49,22.0,3.0,1.0,0,-0.0035963003912532,0.25,0.4665334665334665,17,15,76.72,3.11,,,,,,
00-0027973,Andy Dalton,QB,CAR,NO,2025-11-09,5.36,16.5,2.0,1.0,1,0.0619172570125864,0.0,0.5463286713286714,12,7,89.93,3.33,,,,,,
00-0038583,Dorian Thompson-Robinson,QB,CLE,NYJ,2025-11-09,5.03,18.0,2.0,1.0,0,-0.2035625371766095,0.4666666666666667,0.5391483516483516,26,9,104.43,17.44,,,,,,
00-0031237,Teddy Bridgewater,QB,TB,NE,2025-11-09,5.02,23.0,2.0,1.0,1,0.0114114413538503,0.6666666666666666,0.3117715617715617,15,28,128.59,8.31,,,,,,
00-0031800,Taylor Heinicke,QB,LAC,PIT,2025-11-09,4.62,21.25,2.0,1.0,1,0.0667973673123801,0.5384615384615384,0.4346486846486846,11,20,14.77,11.04,,,,,,
00-0038550,Hendon Hooker,QB,DET,WAS,2025-11-09,3.98,20.5,2.0,1.0,0,0.1573203137248841,0.1666666666666666,0.6192557442557443,4,4,70.04,6.58,,,,,,
00-0037327,Skylar Thompson,QB,MIA,BUF,2025-11-09,3.86,29.5,4.0,1.0,1,-0.0064661809473301,1.0,0.3139985014985015,18,27,73.18,8.17,,,,,,
00-0034771,Mason Rudolph,QB,PIT,LAC,2025-11-09,3.81,24.25,2.0,1.0,0,0.069888843890464,0.7,0.5423326673326674,10,8,70.65,4.54,,,,,,
00-0036928,Kyle Trask,QB,TB,NE,2025-11-09,2.45,23.0,2.0,1.0,1,0.0114114413538503,0.2727272727272727,0.3117715617715617,15,28,45.89,3.62,,,,,,
00-0034577,Kyle Allen,QB,DET,WAS,2025-11-09,2.02,20.5,2.0,1.0,0,0.1573203137248841,0.3333333333333333,0.6192557442557443,4,4,17.96,2.29,,,,,,
00-0033319,Nick Mullens,QB,JAX,HOU,2025-11-09,1.2,18.0,2.0,1.0,0,0.1250437759787225,0.2307692307692307,0.4613719613719613,7,17,11.83,3.23,,,,,,
