player_id,player_display_name,position,team,opponent_team,season,week,projected_pts,gsis_id,sleeper_id,identity_source,game_id,kickoff,provider_depth_tier,depth_lane,slp_proj
00-0037240,Jameson Williams,WR,DET,NO,2026,1,5.334040066969291,00-0037240,8148,historical_crosswalk,2026_01_NO_DET,2026-09-13 13:00:00-04:00,2.0,2.0,11.88
00-0040705,Chimere Dike,WR,TEN,NYJ,2026,1,5.318068994156147,00-0040705,12540,historical_crosswalk,2026_01_NYJ_TEN,2026-09-13 13:00:00-04:00,4.0,4.0,2.63
00-0035719,Deebo Samuel,WR,SF,LA,2026,1,5.2932831759811485,00-0035719,5872,sleeper_gsis,2026_01_SF_LA,2026-09-10 20:35:00-04:00,2.0,2.0,8.47
00-0038606,Parker Washington,WR,JAX,CLE,2026,1,5.2903166069152165,00-0038606,9487,historical_crosswalk,2026_01_CLE_JAX,2026-09-13 13:00:00-04:00,1.0,1.0,9.98
00-0036912,DeVonta Smith,WR,PHI,WAS,2026,1,5.253906990324663,00-0036912,7525,historical_crosswalk,2026_01_WAS_PHI,2026-09-13 16:25:00-04:00,1.0,1.0,12.22
00-0037664,Alec Pierce,WR,IND,BAL,2026,1,5.112878459413667,00-0037664,8142,historical_crosswalk,2026_01_BAL_IND,2026-09-13 13:00:00-04:00,1.0,1.0,7.61
00-0039915,Ladd McConkey,WR,LAC,ARI,2026,1,5.090823824798798,00-0039915,11635,historical_crosswalk,2026_01_ARI_LAC,2026-09-13 16:25:00-04:00,1.0,1.0,10.98
00-0039894,Xavier Worthy,WR,KC,DEN,2026,1,4.986553608532573,00-0039894,11624,historical_crosswalk,2026_01_DEN_KC,2026-09-14 20:15:00-04:00,2.0,2.0,8.27
00-0039146,Jayden Reed,WR,GB,MIN,2026,1,4.842468694943338,00-0039146,10222,historical_crosswalk,2026_01_GB_MIN,2026-09-13 16:25:00-04:00,2.0,2.0,10.9
00-0039451,Isaiah Williams,WR,NYJ,TEN,2026,1,4.746063368723417,00-0039451,11608,historical_crosswalk,2026_01_NYJ_TEN,2026-09-13 13:00:00-04:00,4.0,4.0,2.07
00-0040124,Tetairoa McMillan,WR,CAR,CHI,2026,1,4.725683028280046,00-0040124,12526,historical_crosswalk,2026_01_CHI_CAR,2026-09-13 13:00:00-04:00,1.0,1.0,11.77
00-0038124,Christian Watson,WR,GB,MIN,2026,1,4.53941046800354,00-0038124,8167,historical_crosswalk,2026_01_GB_MIN,2026-09-13 16:25:00-04:00,1.0,1.0,11.71
00-0037816,Romeo Doubs,WR,NE,SEA,2026,1,4.4331855636486415,00-0037816,8121,historical_crosswalk,2026_01_NE_SEA,2026-09-09 20:20:00-04:00,2.0,2.0,8.71
00-0038544,Quentin Johnston,WR,LAC,ARI,2026,1,4.396585270299766,00-0038544,9754,historical_crosswalk,2026_01_ARI_LAC,2026-09-13 16:25:00-04:00,2.0,2.0,9.37
00-0039424,Devaughn Vele,WR,NO,DET,2026,1,4.344486686594775,00-0039424,11834,historical_crosswalk,2026_01_NO_DET,2026-09-13 13:00:00-04:00,2.0,2.0,7.97
00-0039890,Adonai Mitchell,WR,NYJ,TEN,2026,1,4.316437721151783,00-0039890,11625,historical_crosswalk,2026_01_NYJ_TEN,2026-09-13 13:00:00-04:00,2.0,2.0,5.5
00-0039880,Malik Washington,WR,MIA,LV,2026,1,4.209101556406122,00-0039880,11610,historical_crosswalk,2026_01_MIA_LV,2026-09-13 16:25:00-04:00,1.0,1.0,6.72
00-0039491,Jalen Coker,WR,CAR,CHI,2026,1,3.901924780285411,00-0039491,11646,historical_crosswalk,2026_01_CHI_CAR,2026-09-13 13:00:00-04:00,2.0,2.0,9.93
00-0039855,Jalen McMillan,WR,TB,CIN,2026,1,3.617313946342315,00-0039855,11618,historical_crosswalk,2026_01_TB_CIN,2026-09-13 13:00:00-04:00,3.0,3.0,6.17
00-0035662,Marquise Brown,WR,PHI,WAS,2026,1,3.512778126753341,00-0035662,5848,sleeper_gsis,2026_01_WAS_PHI,2026-09-13 16:25:00-04:00,4.0,4.0,2.66
00-0037291,Jalen Nailor,WR,LV,MIA,2026,1,3.417363751734051,00-0037291,8180,historical_crosswalk,2026_01_MIA_LV,2026-09-13 16:25:00-04:00,2.0,2.0,6.93
00-0040129,Emeka Egbuka,WR,TB,CIN,2026,1,3.3971184480507732,00-0040129,12514,historical_crosswalk,2026_01_TB_CIN,2026-09-13 13:00:00-04:00,1.0,1.0,9.9
00-0036309,Darnell Mooney,WR,NYG,DAL,2026,1,3.234850002308709,00-0036309,7090,historical_crosswalk,2026_01_DAL_NYG,2026-09-13 20:20:00-04:00,3.0,3.0,4.97
00-0037614,John Metchie,WR,CAR,CHI,2026,1,3.1222681973655897,00-0037614,8147,historical_crosswalk,2026_01_CHI_CAR,2026-09-13 13:00:00-04:00,4.0,4.0,2.8
00-0040667,Matthew Golden,WR,GB,MIN,2026,1,3.0986000897536585,00-0040667,12501,historical_crosswalk,2026_01_GB_MIN,2026-09-13 16:25:00-04:00,3.0,3.0,8.24
00-0033908,Cooper Kupp,WR,SEA,NE,2026,1,3.0130860807899853,00-0033908,4039,sleeper_gsis,2026_01_NE_SEA,2026-09-09 20:20:00-04:00,3.0,3.0,6.51
00-0039868,Troy Franklin,WR,DEN,KC,2026,1,2.9955819021345547,00-0039868,11627,historical_crosswalk,2026_01_DEN_KC,2026-09-14 20:15:00-04:00,5.0,5.0,2.26
00-0039901,Keon Coleman,WR,BUF,HOU,2026,1,2.969141230609716,00-0039901,11637,historical_crosswalk,2026_01_BUF_HOU,2026-09-13 13:00:00-04:00,3.0,3.0,3.65
00-0038976,Marvin Mims,WR,DEN,KC,2026,1,2.8736314341131686,00-0038976,9494,historical_crosswalk,2026_01_DEN_KC,2026-09-14 20:15:00-04:00,4.0,4.0,3.62
00-0040170,Elic Ayomanor,WR,TEN,NYJ,2026,1,2.852558621437663,00-0040170,12499,historical_crosswalk,2026_01_NYJ_TEN,2026-09-13 13:00:00-04:00,5.0,5.0,2.46
00-0040669,Isaac TeSlaa,WR,DET,NO,2026,1,2.821200305099552,00-0040669,12535,historical_crosswalk,2026_01_NO_DET,2026-09-13 13:00:00-04:00,3.0,3.0,4.18
00-0035406,Lil'Jordan Humphrey,WR,DEN,KC,2026,1,2.813118592587536,00-0035406,5938,sleeper_gsis,2026_01_DEN_KC,2026-09-14 20:15:00-04:00,6.0,6.0,1.69
00-0040134,Pat Bryant,WR,DEN,KC,2026,1,2.7068393119269993,00-0040134,12492,historical_crosswalk,2026_01_DEN_KC,2026-09-14 20:15:00-04:00,3.0,3.0,5.98
00-0038619,Andrei Iosivas,WR,CIN,TB,2026,1,2.6621030265135497,00-0038619,10226,historical_crosswalk,2026_01_TB_CIN,2026-09-13 13:00:00-04:00,3.0,3.0,4.6
00-0037801,KaVontae Turpin,WR,DAL,NYG,2026,1,2.6075270809279734,00-0037801,8917,historical_crosswalk,2026_01_DAL_NYG,2026-09-13 20:20:00-04:00,4.0,4.0,3.19
00-0038618,Xavier Hutchinson,WR,HOU,BUF,2026,1,2.510638163262438,00-0038618,10218,historical_crosswalk,2026_01_BUF_HOU,2026-09-13 13:00:00-04:00,4.0,4.0,3.51
00-0039342,Xavier Legette,WR,CAR,CHI,2026,1,2.396615665846992,00-0039342,11626,historical_crosswalk,2026_01_CHI_CAR,2026-09-13 13:00:00-04:00,3.0,3.0,2.46
00-0040727,Tre' Harris,WR,LAC,ARI,2026,1,2.3883593136161547,00-0040727,12509,historical_crosswalk,2026_01_ARI_LAC,2026-09-13 16:25:00-04:00,3.0,3.0,4.81
00-0038608,Kayshon Boutte,WR,HOU,BUF,2026,1,2.3551208452254335,00-0038608,9504,historical_crosswalk,2026_01_BUF_HOU,2026-09-13 13:00:00-04:00,2.0,2.0,8.06
00-0040729,Jack Bech,WR,LV,MIA,2026,1,2.342237893110784,00-0040729,12483,historical_crosswalk,2026_01_MIA_LV,2026-09-13 16:25:00-04:00,3.0,3.0,3.6
00-0037545,Rashid Shaheed,WR,SEA,NE,2026,1,2.270508353643989,00-0037545,8676,historical_crosswalk,2026_01_NE_SEA,2026-09-09 20:20:00-04:00,2.0,2.0,7.64
00-0039920,Malachi Corley,WR,CLE,JAX,2026,1,2.2471599730826592,00-0039920,11617,historical_crosswalk,2026_01_CLE_JAX,2026-09-13 13:00:00-04:00,5.0,5.0,0.19
00-0035208,Olamide Zaccheaus,WR,ATL,PIT,2026,1,2.136817885950014,00-0035208,6271,sleeper_gsis,2026_01_ATL_PIT,2026-09-13 13:00:00-04:00,3.0,3.0,3.94
00-0039410,Ryan Flournoy,WR,DAL,NYG,2026,1,2.0958271293898516,00-0039410,11783,historical_crosswalk,2026_01_DAL_NYG,2026-09-13 20:20:00-04:00,3.0,3.0,5.99
00-0030279,Keenan Allen,WR,IND,BAL,2026,1,2.088689088141421,00-0030279,1479,sleeper_gsis,2026_01_BAL_IND,2026-09-13 13:00:00-04:00,3.0,3.0,6.4
00-0040131,Kyle Williams,WR,NE,SEA,2026,1,2.0623644551334794,00-0040131,12547,historical_crosswalk,2026_01_NE_SEA,2026-09-09 20:20:00-04:00,5.0,5.0,0.23
00-0036550,Rashod Bateman,WR,BAL,IND,2026,1,2.0447306245970283,00-0036550,7571,historical_crosswalk,2026_01_BAL_IND,2026-09-13 13:00:00-04:00,2.0,2.0,6.4
00-0038393,Dontayvion Wicks,WR,PHI,WAS,2026,1,1.9495062013804607,00-0038393,9486,historical_crosswalk,2026_01_WAS_PHI,2026-09-13 16:25:00-04:00,2.0,2.0,6.53
00-0040782,Isaiah Bond,WR,CLE,JAX,2026,1,1.8774370641125018,00-0040782,12503,historical_crosswalk,2026_01_CLE_JAX,2026-09-13 13:00:00-04:00,4.0,4.0,1.82
00-0040138,Jaylin Noel,WR,HOU,BUF,2026,1,1.8143286688446039,00-0040138,12536,historical_crosswalk,2026_01_BUF_HOU,2026-09-13 13:00:00-04:00,3.0,3.0,4.17
00-0037741,Jahan Dotson,WR,ATL,PIT,2026,1,1.7991888854113722,00-0037741,8119,historical_crosswalk,2026_01_ATL_PIT,2026-09-13 13:00:00-04:00,2.0,2.0,4.04
00-0037666,Jalen Tolbert,WR,MIA,LV,2026,1,1.7963930264905552,00-0037666,8117,historical_crosswalk,2026_01_MIA_LV,2026-09-13 16:25:00-04:00,3.0,3.0,2.7
00-0037524,Tay Martin,WR,DET,NO,2026,1,1.78218570333785,00-0037524,8250,historical_crosswalk,2026_01_NO_DET,2026-09-13 13:00:00-04:00,4.0,4.0,0.1
00-0040718,Travis Hunter,WR,JAX,CLE,2026,1,1.78218570333785,00-0040718,12530,historical_crosswalk,2026_01_CLE_JAX,2026-09-13 13:00:00-04:00,4.0,4.0,2.94
00-0037742,Treylon Burks,WR,WAS,PHI,2026,1,1.7045234183936864,00-0037742,8135,historical_crosswalk,2026_01_WAS_PHI,2026-09-13 16:25:00-04:00,4.0,4.0,1.67
00-0040024,Darius Cooper,WR,PHI,WAS,2026,1,1.6027908659321106,00-0040024,13150,historical_crosswalk,2026_01_WAS_PHI,2026-09-13 16:25:00-04:00,5.0,5.0,0.39
00-0040590,Konata Mumpfield,WR,LA,SF,2026,1,1.4696602161543628,00-0040590,12718,historical_crosswalk,2026_01_SF_LA,2026-09-10 20:35:00-04:00,4.0,4.0,0.71
00-0038359,Xavier Smith,WR,LA,SF,2026,1,1.4609192586073352,00-0038359,11168,historical_crosswalk,2026_01_SF_LA,2026-09-10 20:35:00-04:00,7.0,7.0,0.88
00-0038621,DeMario Douglas,WR,NE,SEA,2026,1,1.3717189129186549,00-0038621,9501,historical_crosswalk,2026_01_NE_SEA,2026-09-09 20:20:00-04:00,3.0,3.0,5.22
00-0036988,Joshua Palmer,WR,BUF,HOU,2026,1,1.3515439342800513,00-0036988,7670,historical_crosswalk,2026_01_BUF_HOU,2026-09-13 13:00:00-04:00,4.0,4.0,1.64
00-0038104,Tyquan Thornton,WR,KC,DEN,2026,1,1.2993929834650815,00-0038104,8188,historical_crosswalk,2026_01_DEN_KC,2026-09-14 20:15:00-04:00,3.0,3.0,4.24
00-0040648,Tory Horton,WR,SEA,NE,2026,1,1.1926897764396809,00-0040648,12497,historical_crosswalk,2026_01_NE_SEA,2026-09-09 20:20:00-04:00,4.0,4.0,2.92
00-0040277,Jahdae Walker,WR,CHI,CAR,2026,1,1.117637561297866,00-0040277,13079,historical_crosswalk,2026_01_CHI_CAR,2026-09-13 13:00:00-04:00,5.0,5.0,1.72
00-0033307,Kendrick Bourne,WR,ARI,LAC,2026,1,1.0198804779923016,00-0033307,4454,sleeper_gsis,2026_01_ARI_LAC,2026-09-13 16:25:00-04:00,3.0,3.0,3.92
00-0032464,Kalif Raymond,WR,CHI,CAR,2026,1,0.9388311862048382,00-0032464,3634,sleeper_gsis,2026_01_CHI_CAR,2026-09-13 13:00:00-04:00,3.0,3.0,3.13
00-0039739,Roman Wilson,WR,PIT,ATL,2026,1,0.8898011541775978,00-0039739,11630,historical_crosswalk,2026_01_ATL_PIT,2026-09-13 13:00:00-04:00,4.0,4.0,1.64
00-0033375,Tim Patrick,WR,NYJ,TEN,2026,1,0.8648134076531186,00-0033375,4351,sleeper_gsis,2026_01_NYJ_TEN,2026-09-13 13:00:00-04:00,5.0,5.0,0.58
00-0032775,Demarcus Robinson,WR,SF,LA,2026,1,0.7503518974200322,00-0032775,3286,sleeper_gsis,2026_01_SF_LA,2026-09-10 20:35:00-04:00,4.0,4.0,2.4
00-0038640,Jalen Brooks,WR,ARI,LAC,2026,1,0.6193637697572347,00-0038640,11034,historical_crosswalk,2026_01_ARI_LAC,2026-09-13 16:25:00-04:00,4.0,4.0,1.17
00-0035021,Ashton Dulin,WR,IND,BAL,2026,1,0.6012672426379828,00-0035021,6427,sleeper_gsis,2026_01_BAL_IND,2026-09-13 13:00:00-04:00,4.0,4.0,1.66
00-0038519,Nikko Remigio,WR,KC,DEN,2026,1,0.5975680070506684,00-0038519,11320,historical_crosswalk,2026_01_DEN_KC,2026-09-14 20:15:00-04:00,6.0,6.0,0.13
00-0039751,Jordan Whittington,WR,LA,SF,2026,1,0.5951196356286098,00-0039751,11623,historical_crosswalk,2026_01_SF_LA,2026-09-10 20:35:00-04:00,6.0,6.0,0.51
00-0040164,Jaylin Lane,WR,WAS,PHI,2026,1,0.5648497024600939,00-0040164,12641,historical_crosswalk,2026_01_WAS_PHI,2026-09-13 16:25:00-04:00,5.0,5.0,1.89
00-0031235,Odell Beckham,WR,NYG,DAL,2026,1,0.5541215446141331,00-0031235,2078,sleeper_gsis,2026_01_DAL_NYG,2026-09-13 20:20:00-04:00,4.0,4.0,1.77
00-0038840,Brycen Tremayne,WR,CAR,CHI,2026,1,0.5450924160870688,00-0038840,11157,historical_crosswalk,2026_01_CHI_CAR,2026-09-13 13:00:00-04:00,6.0,6.0,0.01
00-0036849,Tutu Atwell,WR,LA,SF,2026,1,0.5096450018492199,00-0036849,7562,historical_crosswalk,2026_01_SF_LA,2026-09-10 20:35:00-04:00,5.0,5.0,0.09
00-0040154,Tai Felton,WR,MIN,GB,2026,1,0.49792566956022427,00-0040154,12496,historical_crosswalk,2026_01_GB_MIN,2026-09-13 16:25:00-04:00,4.0,4.0,1.42
00-0040075,LaJohntay Wester,WR,BAL,IND,2026,1,0.44610046047137714,00-0040075,12699,historical_crosswalk,2026_01_BAL_IND,2026-09-13 13:00:00-04:00,6.0,6.0,0.2
sleeper:13297,Reggie Virgil,WR,ARI,LAC,2026,1,0.4375250296032827,,13297,synthetic_sleeper,2026_01_ARI_LAC,2026-09-13 16:25:00-04:00,5.0,5.0,1.27
sleeper:13320,Zachariah Branch,WR,ATL,PIT,2026,1,0.4375250296032827,,13320,synthetic_sleeper,2026_01_ATL_PIT,2026-09-13 13:00:00-04:00,4.0,4.0,2.11
sleeper:13293,Ja'Kobi Lane,WR,BAL,IND,2026,1,0.4375250296032827,,13293,synthetic_sleeper,2026_01_BAL_IND,2026-09-13 13:00:00-04:00,3.0,3.0,4.29
sleeper:13268,Elijah Sarratt,WR,BAL,IND,2026,1,0.4375250296032827,,13268,synthetic_sleeper,2026_01_BAL_IND,2026-09-13 13:00:00-04:00,5.0,5.0,0.81
sleeper:13402,Skyler Bell,WR,BUF,HOU,2026,1,0.4375250296032827,,13402,synthetic_sleeper,2026_01_BUF_HOU,2026-09-13 13:00:00-04:00,5.0,5.0,0.91
sleeper:13411,Zavion Thomas,WR,CHI,CAR,2026,1,0.4375250296032827,,13411,synthetic_sleeper,2026_01_CHI_CAR,2026-09-13 13:00:00-04:00,4.0,4.0,2.68
sleeper:13298,KC Concepcion,WR,CLE,JAX,2026,1,0.4375250296032827,,13298,synthetic_sleeper,2026_01_CLE_JAX,2026-09-13 13:00:00-04:00,2.0,2.0,7.91
sleeper:13346,Denzel Boston,WR,CLE,JAX,2026,1,0.4375250296032827,,13346,synthetic_sleeper,2026_01_CLE_JAX,2026-09-13 13:00:00-04:00,3.0,3.0,6.45
sleeper:13296,Caleb Douglas,WR,MIA,LV,2026,1,0.4375250296032827,,13296,synthetic_sleeper,2026_01_MIA_LV,2026-09-13 16:25:00-04:00,2.0,2.0,4.45
sleeper:13311,Chris Bell,WR,MIA,LV,2026,1,0.4375250296032827,,13311,synthetic_sleeper,2026_01_MIA_LV,2026-09-13 16:25:00-04:00,4.0,4.0,3.36
sleeper:13338,Kevin Coleman,WR,MIA,LV,2026,1,0.4375250296032827,,13338,synthetic_sleeper,2026_01_MIA_LV,2026-09-13 16:25:00-04:00,5.0,5.0,2.19
sleeper:13533,Barion Brown,WR,NO,DET,2026,1,0.4375250296032827,,13533,synthetic_sleeper,2026_01_NO_DET,2026-09-13 13:00:00-04:00,4.0,4.0,2.18
sleeper:13420,Bryce Lance,WR,NO,DET,2026,1,0.4375250296032827,,13420,synthetic_sleeper,2026_01_NO_DET,2026-09-13 13:00:00-04:00,3.0,3.0,2.07
sleeper:13276,Omar Cooper,WR,NYJ,TEN,2026,1,0.4375250296032827,,13276,synthetic_sleeper,2026_01_NYJ_TEN,2026-09-13 13:00:00-04:00,3.0,3.0,3.3
sleeper:13317,Ted Hurst,WR,TB,CIN,2026,1,0.4375250296032827,,13317,synthetic_sleeper,2026_01_TB_CIN,2026-09-13 13:00:00-04:00,4.0,4.0,2.63
sleeper:13301,Antonio Williams,WR,WAS,PHI,2026,1,0.4375250296032827,,13301,synthetic_sleeper,2026_01_WAS_PHI,2026-09-13 16:25:00-04:00,3.0,3.0,2.55
00-0040218,Jimmy Horn,WR,CAR,CHI,2026,1,0.4314034394448177,00-0040218,12523,historical_crosswalk,2026_01_CHI_CAR,2026-09-13 13:00:00-04:00,5.0,5.0,1.58
sleeper:13477,Colbie Young,WR,CIN,TB,2026,1,0.4210412381062221,,13477,synthetic_sleeper,2026_01_TB_CIN,2026-09-13 13:00:00-04:00,4.0,4.0,2.14
sleeper:13333,Deion Burks,WR,IND,BAL,2026,1,0.4210412381062221,,13333,synthetic_sleeper,2026_01_BAL_IND,2026-09-13 13:00:00-04:00,6.0,5.0,0.68
sleeper:13394,Josh Cameron,WR,JAX,CLE,2026,1,0.4210412381062221,,13394,synthetic_sleeper,2026_01_CLE_JAX,2026-09-13 13:00:00-04:00,5.0,5.0,0.38
sleeper:13413,Cyrus Allen,WR,KC,DEN,2026,1,0.4210412381062221,,13413,synthetic_sleeper,2026_01_DEN_KC,2026-09-14 20:15:00-04:00,4.0,4.0,1.37
sleeper:13270,CJ Daniels,WR,LA,SF,2026,1,0.4210412381062221,,13270,synthetic_sleeper,2026_01_SF_LA,2026-09-10 20:35:00-04:00,3.0,3.0,1.77
sleeper:13329,Malik Benson,WR,LV,MIA,2026,1,0.4210412381062221,,13329,synthetic_sleeper,2026_01_MIA_LV,2026-09-13 16:25:00-04:00,4.0,4.0,0.01
sleeper:13285,Malachi Fields,WR,NYG,DAL,2026,1,0.4210412381062221,,13285,synthetic_sleeper,2026_01_DAL_NYG,2026-09-13 20:20:00-04:00,2.0,2.0,5.67
sleeper:13294,Makai Lemon,WR,PHI,WAS,2026,1,0.4210412381062221,,13294,synthetic_sleeper,2026_01_WAS_PHI,2026-09-13 16:25:00-04:00,3.0,3.0,4.96
sleeper:13274,Germie Bernard,WR,PIT,ATL,2026,1,0.4210412381062221,,13274,synthetic_sleeper,2026_01_ATL_PIT,2026-09-13 13:00:00-04:00,3.0,3.0,4.43
sleeper:13491,Kaden Wetjen,WR,PIT,ATL,2026,1,0.4210412381062221,,13491,synthetic_sleeper,2026_01_ATL_PIT,2026-09-13 13:00:00-04:00,6.0,5.0,0.12
00-0040582,Arian Smith,WR,NYJ,TEN,2026,1,0.39691464823955325,00-0040582,12539,historical_crosswalk,2026_01_NYJ_TEN,2026-09-13 13:00:00-04:00,6.0,6.0,0.27
sleeper:13279,Carnell Tate,WR,TEN,NYJ,2026,1,0.37684039267394226,,13279,synthetic_sleeper,2026_01_NYJ_TEN,2026-09-13 13:00:00-04:00,1.0,1.0,9.8
00-0040184,KeAndre Lambert-Smith,WR,LAC,ARI,2026,1,0.362072575512164,00-0040184,12670,historical_crosswalk,2026_01_ARI_LAC,2026-09-13 16:25:00-04:00,5.0,5.0,0.77
sleeper:13417,De'Zhaun Stribling,WR,SF,LA,2026,1,0.35786010512292116,,13417,synthetic_sleeper,2026_01_SF_LA,2026-09-10 20:35:00-04:00,3.0,3.0,5.75
sleeper:13380,Brenen Thompson,WR,LAC,ARI,2026,1,0.3413763136258607,,13380,synthetic_sleeper,2026_01_ARI_LAC,2026-09-13 16:25:00-04:00,4.0,4.0,1.09
00-0039589,Kameron Johnson,WR,TB,CIN,2026,1,0.3078780277193973,00-0039589,11994,historical_crosswalk,2026_01_TB_CIN,2026-09-13 13:00:00-04:00,6.0,6.0,0.43
00-0040172,Jordan Watkins,WR,SF,LA,2026,1,0.2578958676335369,00-0040172,12634,historical_crosswalk,2026_01_SF_LA,2026-09-10 20:35:00-04:00,6.0,6.0,0.18
00-0039365,Jacob Cowing,WR,SF,LA,2026,1,0.23441215854324707,00-0039365,11616,historical_crosswalk,2026_01_SF_LA,2026-09-10 20:35:00-04:00,5.0,5.0,0.02
00-0037091,Bo Melton,WR,GB,MIN,2026,1,0.22610385612994294,00-0037091,8204,historical_crosswalk,2026_01_GB_MIN,2026-09-13 16:25:00-04:00,4.0,4.0,1.64
00-0038090,Skyy Moore,WR,GB,MIN,2026,1,0.18770017247306606,00-0038090,8168,historical_crosswalk,2026_01_GB_MIN,2026-09-13 16:25:00-04:00,5.0,5.0,0.19
00-0037093,Dareke Young,WR,LV,MIA,2026,1,0.18003172443967938,00-0037093,8527,historical_crosswalk,2026_01_MIA_LV,2026-09-13 16:25:00-04:00,5.0,5.0,0.37
00-0040563,Efton Chism,WR,NE,SEA,2026,1,0.17563208217231727,00-0040563,12542,historical_crosswalk,2026_01_NE_SEA,2026-09-09 20:20:00-04:00,6.0,6.0,0.1
00-0040646,Jalen Royals,WR,KC,DEN,2026,1,0.16748604211340132,00-0040646,12505,historical_crosswalk,2026_01_DEN_KC,2026-09-14 20:15:00-04:00,5.0,5.0,1.3
00-0040237,Tez Johnson,WR,TB,CIN,2026,1,0.14704332700410377,00-0040237,12485,historical_crosswalk,2026_01_TB_CIN,2026-09-13 13:00:00-04:00,5.0,5.0,2.24
00-0036331,Devin Duvernay,WR,ARI,LAC,2026,1,0.10410944374664445,00-0036331,6847,historical_crosswalk,2026_01_ARI_LAC,2026-09-13 16:25:00-04:00,6.0,6.0,0.46
00-0038573,Derius Davis,WR,LAC,ARI,2026,1,0.09435091688714958,00-0038573,10234,historical_crosswalk,2026_01_ARI_LAC,2026-09-13 16:25:00-04:00,6.0,6.0,0.18
00-0036630,Tylan Wallace,WR,CLE,JAX,2026,1,-0.17469820223961205,00-0036630,7595,historical_crosswalk,2026_01_CLE_JAX,2026-09-13 13:00:00-04:00,6.0,6.0,0.47
00-0039792,Devontez Walker,WR,BAL,IND,2026,1,-0.2559169021478797,00-0039792,11629,historical_crosswalk,2026_01_BAL_IND,2026-09-13 13:00:00-04:00,4.0,4.0,1.71
