player_id,player_display_name,position,team,opponent_team,season,week,projected_pts,gsis_id,sleeper_id,identity_source,game_id,kickoff,provider_depth_tier,depth_lane,slp_proj,injury_status
00-0034837,Calvin Ridley,WR,TEN,PHI,2026,2,1.8078136034025014,00-0034837,4981,sleeper_gsis,2026_02_PHI_TEN,2026-09-20 13:00:00-04:00,3.0,3.0,4.32,none
00-0038618,Xavier Hutchinson,WR,HOU,CIN,2026,2,1.7909859215050583,00-0038618,10218,historical_crosswalk,2026_02_CIN_HOU,2026-09-20 13:00:00-04:00,4.0,4.0,4.74,none
00-0040669,Isaac TeSlaa,WR,DET,BUF,2026,2,1.6907639542302846,00-0040669,12535,historical_crosswalk,2026_02_DET_BUF,2026-09-17 20:15:00-04:00,3.0,3.0,3.31,none
00-0036309,Darnell Mooney,WR,NYG,LA,2026,2,1.6044570885567933,00-0036309,7090,historical_crosswalk,2026_02_NYG_LA,2026-09-21 20:15:00-04:00,3.0,3.0,3.55,none
00-0035208,Olamide Zaccheaus,WR,ATL,CAR,2026,2,1.538987191341764,00-0035208,6271,sleeper_gsis,2026_02_CAR_ATL,2026-09-20 13:00:00-04:00,4.0,4.0,2.74,none
00-0038619,Andrei Iosivas,WR,CIN,HOU,2026,2,1.537603522172967,00-0038619,10226,historical_crosswalk,2026_02_CIN_HOU,2026-09-20 13:00:00-04:00,3.0,3.0,3.93,none
00-0038976,Marvin Mims,WR,DEN,JAX,2026,2,1.5089365447010052,00-0038976,9494,historical_crosswalk,2026_02_JAX_DEN,2026-09-20 16:05:00-04:00,5.0,5.0,2.5,Questionable
00-0037291,Jalen Nailor,WR,LV,LAC,2026,2,1.5018208865445248,00-0037291,8180,historical_crosswalk,2026_02_LV_LAC,2026-09-20 16:05:00-04:00,2.0,2.0,6.68,none
00-0039920,Malachi Corley,WR,CLE,TB,2026,2,1.4991640198548486,00-0039920,11617,historical_crosswalk,2026_02_CLE_TB,2026-09-20 13:00:00-04:00,5.0,5.0,0.2,none
00-0040138,Jaylin Noel,WR,HOU,CIN,2026,2,1.4691964915038547,00-0040138,12536,historical_crosswalk,2026_02_CIN_HOU,2026-09-20 13:00:00-04:00,3.0,3.0,3.91,none
00-0037801,KaVontae Turpin,WR,DAL,WAS,2026,2,1.4039691218161525,00-0037801,8917,historical_crosswalk,2026_02_WAS_DAL,2026-09-20 16:25:00-04:00,4.0,4.0,3.51,none
00-0035662,Marquise Brown,WR,PHI,TEN,2026,2,1.3852285444592547,00-0035662,5848,sleeper_gsis,2026_02_PHI_TEN,2026-09-20 13:00:00-04:00,4.0,4.0,1.79,none
00-0036988,Joshua Palmer,WR,BUF,DET,2026,2,1.3612120897749578,00-0036988,7670,historical_crosswalk,2026_02_DET_BUF,2026-09-17 20:15:00-04:00,4.0,4.0,1.59,none
00-0031235,Odell Beckham,WR,NYG,LA,2026,2,1.2799652759685691,00-0031235,2078,sleeper_gsis,2026_02_NYG_LA,2026-09-21 20:15:00-04:00,4.0,4.0,1.61,none
00-0030279,Keenan Allen,WR,IND,KC,2026,2,1.2562145631787736,00-0030279,1479,sleeper_gsis,2026_02_IND_KC,2026-09-20 20:20:00-04:00,3.0,3.0,5.8,none
00-0032398,Chris Moore,WR,BAL,NO,2026,2,1.2493596650220493,00-0032398,3269,sleeper_gsis,2026_02_NO_BAL,2026-09-20 13:00:00-04:00,8.0,6.0,1.5,none
00-0032775,Demarcus Robinson,WR,SF,MIA,2026,2,1.173143925445397,00-0032775,3286,sleeper_gsis,2026_02_MIA_SF,2026-09-20 16:25:00-04:00,3.0,3.0,5.73,none
00-0040131,Kyle Williams,WR,NE,PIT,2026,2,1.1377399794290668,00-0040131,12547,historical_crosswalk,2026_02_PIT_NE,2026-09-20 13:00:00-04:00,4.0,4.0,2.6,none
00-0032464,Kalif Raymond,WR,CHI,MIN,2026,2,1.0848257277045852,00-0032464,3634,sleeper_gsis,2026_02_MIN_CHI,2026-09-20 13:00:00-04:00,5.0,5.0,4.52,none
00-0038393,Dontayvion Wicks,WR,PHI,TEN,2026,2,1.0243102365275822,00-0038393,9486,historical_crosswalk,2026_02_PHI_TEN,2026-09-20 13:00:00-04:00,3.0,3.0,6.8,none
00-0038359,Xavier Smith,WR,LA,NYG,2026,2,1.0025080124163155,00-0038359,11168,historical_crosswalk,2026_02_NYG_LA,2026-09-21 20:15:00-04:00,6.0,6.0,0.87,none
00-0033307,Kendrick Bourne,WR,ARI,SEA,2026,2,0.9122078485290384,00-0033307,4454,sleeper_gsis,2026_02_SEA_ARI,2026-09-20 16:25:00-04:00,3.0,3.0,3.41,none
sleeper:13296,Caleb Douglas,WR,MIA,SF,2026,2,0.9121959327734215,,13296,synthetic_sleeper,2026_02_MIA_SF,2026-09-20 16:25:00-04:00,2.0,2.0,7.01,none
00-0040218,Jimmy Horn,WR,CAR,ATL,2026,2,0.8706261615371624,00-0040218,12523,historical_crosswalk,2026_02_CAR_ATL,2026-09-20 13:00:00-04:00,5.0,4.0,1.04,none
00-0040782,Isaiah Bond,WR,CLE,TB,2026,2,0.8525675339884269,00-0040782,12503,historical_crosswalk,2026_02_CLE_TB,2026-09-20 13:00:00-04:00,4.0,4.0,1.82,none
00-0040590,Konata Mumpfield,WR,LA,NYG,2026,2,0.8427572886180632,00-0040590,12718,historical_crosswalk,2026_02_NYG_LA,2026-09-21 20:15:00-04:00,5.0,5.0,1.82,none
00-0038621,DeMario Douglas,WR,NE,PIT,2026,2,0.6543354705196593,00-0038621,9501,historical_crosswalk,2026_02_PIT_NE,2026-09-20 13:00:00-04:00,2.0,2.0,6.65,none
00-0039062,Jonathan Mingo,WR,DAL,WAS,2026,2,0.6432394800396318,00-0039062,10225,historical_crosswalk,2026_02_WAS_DAL,2026-09-20 16:25:00-04:00,5.0,5.0,0.46,none
sleeper:13320,Zachariah Branch,WR,ATL,CAR,2026,2,0.6350973495407756,,13320,synthetic_sleeper,2026_02_CAR_ATL,2026-09-20 13:00:00-04:00,3.0,3.0,2.61,none
sleeper:13533,Barion Brown,WR,NO,BAL,2026,2,0.6249428078326419,,13533,synthetic_sleeper,2026_02_NO_BAL,2026-09-20 13:00:00-04:00,4.0,4.0,2.51,none
00-0038090,Skyy Moore,WR,GB,NYJ,2026,2,0.6093774172644122,00-0038090,8168,historical_crosswalk,2026_02_GB_NYJ,2026-09-20 13:00:00-04:00,4.0,4.0,0.94,none
00-0038104,Tyquan Thornton,WR,KC,IND,2026,2,0.566200004953853,00-0038104,8188,historical_crosswalk,2026_02_IND_KC,2026-09-20 20:20:00-04:00,3.0,3.0,5.12,none
sleeper:13394,Josh Cameron,WR,JAX,DEN,2026,2,0.5497247381966904,,13394,synthetic_sleeper,2026_02_JAX_DEN,2026-09-20 16:05:00-04:00,6.0,5.0,1.19,none
sleeper:13311,Chris Bell,WR,MIA,SF,2026,2,0.4507046714273357,,13311,synthetic_sleeper,2026_02_MIA_SF,2026-09-20 16:25:00-04:00,4.0,4.0,5.31,none
sleeper:13294,Makai Lemon,WR,PHI,TEN,2026,2,0.4424493133132178,,13294,synthetic_sleeper,2026_02_PHI_TEN,2026-09-20 13:00:00-04:00,2.0,2.0,5.21,none
sleeper:13301,Antonio Williams,WR,WAS,DAL,2026,2,0.4397982631035217,,13301,synthetic_sleeper,2026_02_WAS_DAL,2026-09-20 16:25:00-04:00,3.0,3.0,3.8,none
00-0038519,Nikko Remigio,WR,KC,IND,2026,2,0.436153966252605,00-0038519,11320,historical_crosswalk,2026_02_IND_KC,2026-09-20 20:20:00-04:00,6.0,6.0,0.13,none
sleeper:13279,Carnell Tate,WR,TEN,PHI,2026,2,0.4311602957050396,,13279,synthetic_sleeper,2026_02_PHI_TEN,2026-09-20 13:00:00-04:00,1.0,1.0,6.93,none
00-0038840,Brycen Tremayne,WR,CAR,ATL,2026,2,0.42961853234332303,00-0038840,11157,historical_crosswalk,2026_02_CAR_ATL,2026-09-20 13:00:00-04:00,6.0,5.0,0.01,none
sleeper:13317,Ted Hurst,WR,TB,CLE,2026,2,0.4182725351156378,,13317,synthetic_sleeper,2026_02_CLE_TB,2026-09-20 13:00:00-04:00,4.0,4.0,3.3,none
00-0040237,Tez Johnson,WR,TB,CLE,2026,2,0.41803402168837656,00-0040237,12485,historical_crosswalk,2026_02_CLE_TB,2026-09-20 13:00:00-04:00,5.0,5.0,1.42,none
00-0039751,Jordan Whittington,WR,LA,NYG,2026,2,0.3633971465963525,00-0039751,11623,historical_crosswalk,2026_02_NYG_LA,2026-09-21 20:15:00-04:00,4.0,4.0,1.3,none
sleeper:13298,KC Concepcion,WR,CLE,TB,2026,2,0.3498736610575914,,13298,synthetic_sleeper,2026_02_CLE_TB,2026-09-20 13:00:00-04:00,2.0,2.0,8.43,none
00-0040582,Arian Smith,WR,NYJ,GB,2026,2,0.3482308986417254,00-0040582,12539,historical_crosswalk,2026_02_GB_NYJ,2026-09-20 13:00:00-04:00,5.0,5.0,0.27,none
00-0040277,Jahdae Walker,WR,CHI,MIN,2026,2,0.3297141269769109,00-0040277,13079,historical_crosswalk,2026_02_MIN_CHI,2026-09-20 13:00:00-04:00,4.0,4.0,1.49,none
00-0039365,Jacob Cowing,WR,SF,MIA,2026,2,0.3090534339660893,00-0039365,11616,historical_crosswalk,2026_02_MIA_SF,2026-09-20 16:25:00-04:00,7.0,4.0,0.54,none
00-0036626,Dyami Brown,WR,WAS,DAL,2026,2,0.3045827845939885,00-0036626,7587,historical_crosswalk,2026_02_WAS_DAL,2026-09-20 16:25:00-04:00,5.0,5.0,0.91,none
00-0036331,Devin Duvernay,WR,ARI,SEA,2026,2,0.30221527144207355,00-0036331,6847,historical_crosswalk,2026_02_SEA_ARI,2026-09-20 16:25:00-04:00,6.0,6.0,0.15,none
sleeper:13411,Zavion Thomas,WR,CHI,MIN,2026,2,0.2988743327025511,,13411,synthetic_sleeper,2026_02_MIN_CHI,2026-09-20 13:00:00-04:00,3.0,3.0,0.62,none
00-0036862,Ben Skowronek,WR,PIT,NE,2026,2,0.2745520193875617,00-0036862,7757,historical_crosswalk,2026_02_PIT_NE,2026-09-20 13:00:00-04:00,5.0,5.0,0.18,none
00-0038608,Kayshon Boutte,WR,HOU,CIN,2026,2,0.24781504195548684,00-0038608,9504,historical_crosswalk,2026_02_CIN_HOU,2026-09-20 13:00:00-04:00,2.0,2.0,5.67,none
00-0038640,Jalen Brooks,WR,ARI,SEA,2026,2,0.24375991079116313,00-0038640,11034,historical_crosswalk,2026_02_SEA_ARI,2026-09-20 16:25:00-04:00,4.0,4.0,0.26,none
00-0038573,Derius Davis,WR,LAC,LV,2026,2,0.22747416622360264,00-0038573,10234,historical_crosswalk,2026_02_LV_LAC,2026-09-20 16:05:00-04:00,6.0,5.0,0.16,Questionable
sleeper:13274,Germie Bernard,WR,PIT,NE,2026,2,0.204243378103412,,13274,synthetic_sleeper,2026_02_PIT_NE,2026-09-20 13:00:00-04:00,3.0,3.0,1.37,none
sleeper:13329,Malik Benson,WR,LV,LAC,2026,2,0.1837231821816194,,13329,synthetic_sleeper,2026_02_LV_LAC,2026-09-20 16:05:00-04:00,3.0,3.0,0.01,none
00-0040646,Jalen Royals,WR,KC,IND,2026,2,0.17959767873012694,00-0040646,12505,historical_crosswalk,2026_02_IND_KC,2026-09-20 20:20:00-04:00,5.0,5.0,0.21,none
sleeper:13333,Deion Burks,WR,IND,KC,2026,2,0.17953939247703202,,13333,synthetic_sleeper,2026_02_IND_KC,2026-09-20 20:20:00-04:00,9.0,5.0,0.15,none
sleeper:13346,Denzel Boston,WR,CLE,TB,2026,2,0.16665655942424443,,13346,synthetic_sleeper,2026_02_CLE_TB,2026-09-20 13:00:00-04:00,3.0,3.0,6.69,none
00-0035544,Tom Kennedy,WR,DET,BUF,2026,2,0.15616336974167877,00-0035544,6588,sleeper_gsis,2026_02_DET_BUF,2026-09-17 20:15:00-04:00,4.0,4.0,0.38,none
sleeper:13264,Dohnte Meyers,WR,CIN,HOU,2026,2,0.1550459939480673,,13264,synthetic_sleeper,2026_02_CIN_HOU,2026-09-20 13:00:00-04:00,8.0,5.0,0.41,none
sleeper:13285,Malachi Fields,WR,NYG,LA,2026,2,0.14656145354086786,,13285,synthetic_sleeper,2026_02_NYG_LA,2026-09-21 20:15:00-04:00,2.0,2.0,5.21,none
00-0037093,Dareke Young,WR,LV,LAC,2026,2,0.11755107312007625,00-0037093,8527,historical_crosswalk,2026_02_LV_LAC,2026-09-20 16:05:00-04:00,7.0,5.0,0.34,none
sleeper:13380,Brenen Thompson,WR,LAC,LV,2026,2,0.1122704583204219,,13380,synthetic_sleeper,2026_02_LV_LAC,2026-09-20 16:05:00-04:00,4.0,4.0,1.02,none
00-0040506,Myles Price,WR,MIN,CHI,2026,2,0.10075747641716051,00-0040506,13075,historical_crosswalk,2026_02_MIN_CHI,2026-09-20 13:00:00-04:00,6.0,5.0,0.1,none
00-0039589,Kameron Johnson,WR,TB,CLE,2026,2,0.098777328217238,00-0039589,11994,historical_crosswalk,2026_02_CLE_TB,2026-09-20 13:00:00-04:00,7.0,6.0,0.4,none
sleeper:13477,Colbie Young,WR,CIN,HOU,2026,2,0.09848789168653199,,13477,synthetic_sleeper,2026_02_CIN_HOU,2026-09-20 13:00:00-04:00,4.0,4.0,0.59,none
00-0040075,LaJohntay Wester,WR,BAL,NO,2026,2,0.08498803972012428,00-0040075,12699,historical_crosswalk,2026_02_NO_BAL,2026-09-20 13:00:00-04:00,6.0,5.0,0.19,none
00-0035021,Ashton Dulin,WR,IND,KC,2026,2,0.07000698470284364,00-0035021,6427,sleeper_gsis,2026_02_IND_KC,2026-09-20 20:20:00-04:00,4.0,4.0,0.85,none
00-0036630,Tylan Wallace,WR,CLE,TB,2026,2,0.04890386861969369,00-0036630,7595,historical_crosswalk,2026_02_CLE_TB,2026-09-20 13:00:00-04:00,6.0,6.0,0.47,none
00-0040164,Jaylin Lane,WR,WAS,DAL,2026,2,0.008023392723163235,00-0040164,12641,historical_crosswalk,2026_02_WAS_DAL,2026-09-20 16:25:00-04:00,7.0,7.0,1.51,none
00-0040154,Tai Felton,WR,MIN,CHI,2026,2,0.0014746627073588389,00-0040154,12496,historical_crosswalk,2026_02_MIN_CHI,2026-09-20 13:00:00-04:00,4.0,4.0,1.57,none
00-0039739,Roman Wilson,WR,PIT,NE,2026,2,-0.05291370120340681,00-0039739,11630,historical_crosswalk,2026_02_PIT_NE,2026-09-20 13:00:00-04:00,4.0,4.0,3.8,none
00-0037524,Tay Martin,WR,DET,BUF,2026,2,-0.09113773794383098,00-0037524,8250,historical_crosswalk,2026_02_DET_BUF,2026-09-17 20:15:00-04:00,5.0,5.0,0.57,none
sleeper:13420,Bryce Lance,WR,NO,BAL,2026,2,-0.10258597874915258,,13420,synthetic_sleeper,2026_02_NO_BAL,2026-09-20 13:00:00-04:00,3.0,3.0,1.61,none
00-0040024,Darius Cooper,WR,PHI,TEN,2026,2,-0.1182343686753302,00-0040024,13150,historical_crosswalk,2026_02_PHI_TEN,2026-09-20 13:00:00-04:00,5.0,5.0,0.4,none
sleeper:13338,Kevin Coleman,WR,MIA,SF,2026,2,-0.15064396175428957,,13338,synthetic_sleeper,2026_02_MIA_SF,2026-09-20 16:25:00-04:00,5.0,5.0,1.1,none
00-0037091,Bo Melton,WR,GB,NYJ,2026,2,-0.18254613746446338,00-0037091,8204,historical_crosswalk,2026_02_GB_NYJ,2026-09-20 13:00:00-04:00,5.0,5.0,0.45,Questionable
sleeper:13491,Kaden Wetjen,WR,PIT,NE,2026,2,-0.2365966201743807,,13491,synthetic_sleeper,2026_02_PIT_NE,2026-09-20 13:00:00-04:00,6.0,6.0,0.12,none
sleeper:13413,Cyrus Allen,WR,KC,IND,2026,2,-0.29058946831057586,,13413,synthetic_sleeper,2026_02_IND_KC,2026-09-20 20:20:00-04:00,4.0,4.0,0.65,none
