player_id,player_display_name,position,team,opponent_team,season,week,projected_pts,gsis_id,sleeper_id,identity_source,game_id,kickoff,provider_depth_tier,depth_lane,slp_proj,injury_status
00-0038933,Dalton Kincaid,TE,BUF,DET,2026,2,2.1899491385385006,00-0038933,10236,historical_crosswalk,2026_02_DET_BUF,2026-09-17 20:15:00-04:00,1.0,1.0,9.8,none
00-0034829,Mike Gesicki,TE,CIN,HOU,2026,2,2.1584287092356265,00-0034829,4993,sleeper_gsis,2026_02_CIN_HOU,2026-09-20 13:00:00-04:00,1.0,1.0,4.6,none
00-0037838,Isaiah Likely,TE,NYG,LA,2026,2,2.10319195414113,00-0037838,8131,historical_crosswalk,2026_02_NYG_LA,2026-09-21 20:15:00-04:00,1.0,1.0,7.42,none
00-0033881,Evan Engram,TE,DEN,JAX,2026,2,2.036291357218964,00-0033881,4066,sleeper_gsis,2026_02_JAX_DEN,2026-09-20 16:05:00-04:00,1.0,1.0,3.18,none
00-0038558,Darnell Washington,TE,PIT,NE,2026,2,1.8831870528796821,00-0038558,9479,historical_crosswalk,2026_02_PIT_NE,2026-09-20 13:00:00-04:00,2.0,2.0,3.81,none
00-0033858,Jonnu Smith,TE,GB,NYJ,2026,2,1.8743862015146107,00-0033858,4144,sleeper_gsis,2026_02_GB_NYJ,2026-09-20 13:00:00-04:00,4.0,3.0,1.47,none
00-0039912,Ben Sinnott,TE,WAS,DAL,2026,2,1.724475868685502,00-0039912,11596,historical_crosswalk,2026_02_WAS_DAL,2026-09-20 16:25:00-04:00,3.0,3.0,2.0,none
00-0040187,Mitchell Evans,TE,CAR,ATL,2026,2,1.7037251670546205,00-0040187,12473,historical_crosswalk,2026_02_CAR_ATL,2026-09-20 13:00:00-04:00,4.0,4.0,0.79,none
00-0036290,Cole Kmet,TE,CHI,MIN,2026,2,1.7006886162321972,00-0036290,6826,historical_crosswalk,2026_02_MIN_CHI,2026-09-20 13:00:00-04:00,2.0,2.0,3.07,none
00-0037005,Tommy Tremble,TE,CAR,ATL,2026,2,1.4641272992064454,00-0037005,7694,historical_crosswalk,2026_02_CAR_ATL,2026-09-20 13:00:00-04:00,2.0,2.0,2.28,none
00-0039041,Elijah Higgins,TE,ARI,SEA,2026,2,1.4236985774040247,00-0039041,10231,historical_crosswalk,2026_02_SEA_ARI,2026-09-20 16:25:00-04:00,2.0,2.0,2.11,none
00-0040584,Gunnar Helm,TE,TEN,PHI,2026,2,1.2686298652786727,00-0040584,12502,historical_crosswalk,2026_02_PHI_TEN,2026-09-20 13:00:00-04:00,1.0,1.0,4.91,none
00-0035249,Josh Oliver,TE,MIN,CHI,2026,2,1.2369140307994735,00-0035249,5973,sleeper_gsis,2026_02_MIN_CHI,2026-09-20 13:00:00-04:00,2.0,2.0,2.18,none
00-0036637,Noah Gray,TE,KC,IND,2026,2,1.1130408259719218,00-0036637,7828,historical_crosswalk,2026_02_IND_KC,2026-09-20 20:20:00-04:00,2.0,2.0,3.37,none
00-0037805,Jeremy Ruckert,TE,NYJ,GB,2026,2,1.1070443982090068,00-0037805,8145,historical_crosswalk,2026_02_GB_NYJ,2026-09-20 13:00:00-04:00,3.0,3.0,0.71,none
00-0040739,Elijah Arroyo,TE,SEA,ARI,2026,2,0.9738465922076549,00-0040739,12521,historical_crosswalk,2026_02_SEA_ARI,2026-09-20 16:25:00-04:00,2.0,2.0,2.92,none
00-0035631,Drew Sample,TE,CIN,HOU,2026,2,0.8841416776457629,00-0035631,6001,sleeper_gsis,2026_02_CIN_HOU,2026-09-20 13:00:00-04:00,3.0,3.0,1.45,none
sleeper:13330,Kenyon Sadiq,TE,NYJ,GB,2026,2,0.8424544291489479,,13330,synthetic_sleeper,2026_02_GB_NYJ,2026-09-20 13:00:00-04:00,1.0,1.0,3.96,none
00-0035644,Noah Fant,TE,NO,BAL,2026,2,0.8118624529130066,00-0035644,5857,sleeper_gsis,2026_02_NO_BAL,2026-09-20 13:00:00-04:00,2.0,2.0,2.55,none
00-0038046,Charlie Kolar,TE,LAC,LV,2026,2,0.6951318349214789,00-0038046,8127,historical_crosswalk,2026_02_LV_LAC,2026-09-20 16:05:00-04:00,3.0,3.0,3.12,none
00-0033576,Eric Saubert,TE,SEA,ARI,2026,2,0.595495411381922,00-0033576,4189,sleeper_gsis,2026_02_SEA_ARI,2026-09-20 16:25:00-04:00,3.0,3.0,0.34,none
00-0032392,Austin Hooper,TE,ATL,CAR,2026,2,0.5457289231481193,00-0032392,3202,sleeper_gsis,2026_02_CAR_ATL,2026-09-20 13:00:00-04:00,2.0,2.0,1.84,none
00-0033885,David Njoku,TE,LAC,LV,2026,2,0.5181692171983181,00-0033885,4033,sleeper_gsis,2026_02_LV_LAC,2026-09-20 16:05:00-04:00,1.0,1.0,3.09,none
00-0038589,Josh Whyle,TE,GB,NYJ,2026,2,0.5154093387258161,00-0038589,10212,historical_crosswalk,2026_02_GB_NYJ,2026-09-20 13:00:00-04:00,2.0,2.0,0.32,Questionable
00-0036628,John Bates,TE,WAS,DAL,2026,2,0.48471050156057605,00-0036628,7716,historical_crosswalk,2026_02_WAS_DAL,2026-09-20 16:25:00-04:00,2.0,2.0,2.32,none
00-0040194,Jackson Hawes,TE,BUF,DET,2026,2,0.40822739861811785,00-0040194,12658,historical_crosswalk,2026_02_DET_BUF,2026-09-17 20:15:00-04:00,3.0,3.0,1.38,none
00-0037755,Jelani Woods,TE,NYJ,GB,2026,2,0.4063712571990896,00-0037755,8219,historical_crosswalk,2026_02_GB_NYJ,2026-09-20 13:00:00-04:00,4.0,4.0,0.25,none
00-0039530,Brevyn Spann-Ford,TE,DAL,WAS,2026,2,0.40433648533852024,00-0039530,11593,historical_crosswalk,2026_02_WAS_DAL,2026-09-20 16:25:00-04:00,4.0,3.0,1.14,none
sleeper:13434,Will Kacmarek,TE,MIA,SF,2026,2,0.34133992414542663,,13434,synthetic_sleeper,2026_02_MIA_SF,2026-09-20 16:25:00-04:00,2.0,2.0,3.2,none
00-0038547,Luke Schoonmaker,TE,DAL,WAS,2026,2,0.32049424316994357,00-0038547,10871,historical_crosswalk,2026_02_WAS_DAL,2026-09-20 16:25:00-04:00,3.0,2.0,1.4,none
00-0038564,Cameron Latu,TE,NE,PIT,2026,2,0.3130868876310308,00-0038564,10210,historical_crosswalk,2026_02_PIT_NE,2026-09-20 13:00:00-04:00,4.0,3.0,0.18,none
00-0036422,Adam Trautman,TE,DEN,JAX,2026,2,0.2968551356162825,00-0036422,6869,historical_crosswalk,2026_02_JAX_DEN,2026-09-20 16:05:00-04:00,2.0,2.0,1.47,none
00-0036429,Charlie Woerner,TE,ATL,CAR,2026,2,0.2943154532351874,00-0036429,7075,historical_crosswalk,2026_02_CAR_ATL,2026-09-20 13:00:00-04:00,3.0,3.0,0.53,none
00-0033110,Tyler Higbee,TE,LA,NYG,2026,2,0.2565583598639308,00-0033110,3271,sleeper_gsis,2026_02_NYG_LA,2026-09-21 20:15:00-04:00,3.0,3.0,1.35,none
00-0036876,Kylen Granson,TE,TEN,PHI,2026,2,0.23792460296522647,00-0036876,7602,historical_crosswalk,2026_02_PHI_TEN,2026-09-20 13:00:00-04:00,3.0,3.0,0.11,none
00-0036825,Feleipe Franks,TE,CAR,ATL,2026,2,0.23677486126484903,00-0036825,7531,historical_crosswalk,2026_02_CAR_ATL,2026-09-20 13:00:00-04:00,5.0,5.0,0.06,none
00-0036590,Quintin Morris,TE,JAX,DEN,2026,2,0.23646933835748035,00-0036590,7536,historical_crosswalk,2026_02_JAX_DEN,2026-09-20 16:05:00-04:00,4.0,4.0,0.32,none
00-0039359,Cade Stover,TE,HOU,CIN,2026,2,0.2340281463805676,00-0039359,11599,historical_crosswalk,2026_02_CIN_HOU,2026-09-20 13:00:00-04:00,2.0,2.0,1.49,none
sleeper:13421,Eli Raridon,TE,NE,PIT,2026,2,0.19935483340210547,,13421,synthetic_sleeper,2026_02_PIT_NE,2026-09-20 13:00:00-04:00,2.0,2.0,3.09,none
00-0038710,Blake Whiteheart,TE,CLE,TB,2026,2,0.194679068904478,00-0038710,11201,historical_crosswalk,2026_02_CLE_TB,2026-09-20 13:00:00-04:00,2.0,2.0,1.34,none
00-0039074,Davis Allen,TE,LA,NYG,2026,2,0.18911077013438507,00-0039074,10214,historical_crosswalk,2026_02_NYG_LA,2026-09-21 20:15:00-04:00,4.0,4.0,0.6,Questionable
sleeper:13299,Nate Boerkircher,TE,JAX,DEN,2026,2,0.15528265130566163,,13299,synthetic_sleeper,2026_02_JAX_DEN,2026-09-20 16:05:00-04:00,2.0,2.0,0.98,none
00-0034365,Ian Thomas,TE,LV,LAC,2026,2,0.14802699228796196,00-0034365,4995,sleeper_gsis,2026_02_LV_LAC,2026-09-20 16:05:00-04:00,3.0,3.0,0.21,none
00-0033757,Robert Tonyan,TE,PIT,NE,2026,2,0.1432559192246027,00-0033757,4602,sleeper_gsis,2026_02_PIT_NE,2026-09-20 13:00:00-04:00,3.0,4.0,0.06,none
00-0034798,Durham Smythe,TE,BAL,NO,2026,2,0.14243888944798647,00-0034798,5008,sleeper_gsis,2026_02_NO_BAL,2026-09-20 13:00:00-04:00,2.0,2.0,0.64,none
00-0036754,Brock Wright,TE,DET,BUF,2026,2,0.10444460482994242,00-0036754,7891,historical_crosswalk,2026_02_DET_BUF,2026-09-17 20:15:00-04:00,2.0,2.0,1.8,none
00-0037311,Ko Kieft,TE,TB,CLE,2026,2,-0.0007986898582496426,00-0037311,8484,historical_crosswalk,2026_02_CLE_TB,2026-09-20 13:00:00-04:00,3.0,3.0,0.04,none
00-0039814,Erick All,TE,CIN,HOU,2026,2,-0.007409487512892499,00-0039814,11592,historical_crosswalk,2026_02_CIN_HOU,2026-09-20 13:00:00-04:00,2.0,2.0,2.07,none
00-0031484,Chris Manhertz,TE,NYG,LA,2026,2,-0.012050263721033953,00-0031484,3048,sleeper_gsis,2026_02_NYG_LA,2026-09-21 20:15:00-04:00,3.0,3.0,0.24,none
00-0036887,Luke Farrell,TE,SF,MIA,2026,2,-0.029980434786605982,00-0036887,7842,historical_crosswalk,2026_02_MIA_SF,2026-09-20 16:25:00-04:00,3.0,3.0,0.54,none
00-0040081,Jake Briningstool,TE,KC,IND,2026,2,-0.03356728636059993,00-0040081,12817,historical_crosswalk,2026_02_IND_KC,2026-09-20 20:20:00-04:00,5.0,3.0,0.18,none
00-0037292,Drew Ogletree,TE,IND,KC,2026,2,-0.03866901796092463,00-0037292,8489,historical_crosswalk,2026_02_IND_KC,2026-09-20 20:20:00-04:00,3.0,3.0,0.33,none
00-0034439,Tyler Conklin,TE,DET,BUF,2026,2,-0.075758141912431,00-0034439,5133,sleeper_gsis,2026_02_DET_BUF,2026-09-17 20:15:00-04:00,3.0,3.0,0.25,none
sleeper:13307,Marlin Klein,TE,HOU,CIN,2026,2,-0.08607172316551176,,13307,synthetic_sleeper,2026_02_CIN_HOU,2026-09-20 13:00:00-04:00,3.0,3.0,2.36,none
00-0038115,Daniel Bellinger,TE,TEN,PHI,2026,2,-0.0949352704982507,00-0038115,8225,historical_crosswalk,2026_02_PHI_TEN,2026-09-20 13:00:00-04:00,2.0,2.0,3.09,none
00-0033246,Johnny Mundt,TE,PHI,TEN,2026,2,-0.0972655539514133,00-0033246,4314,sleeper_gsis,2026_02_PHI_TEN,2026-09-20 13:00:00-04:00,2.0,2.0,0.83,none
sleeper:13324,Matt Hibner,TE,BAL,NO,2026,2,-0.10900744958872892,,13324,synthetic_sleeper,2026_02_NO_BAL,2026-09-20 13:00:00-04:00,3.0,3.0,1.39,none
00-0039050,Payne Durham,TE,TB,CLE,2026,2,-0.11326122526671142,00-0039050,10227,historical_crosswalk,2026_02_CLE_TB,2026-09-20 13:00:00-04:00,2.0,2.0,0.4,none
00-0034981,Foster Moreau,TE,HOU,CIN,2026,2,-0.11385190875128286,00-0034981,5985,sleeper_gsis,2026_02_CIN_HOU,2026-09-20 13:00:00-04:00,4.0,4.0,0.67,none
sleeper:13273,Josh Cuevas,TE,BAL,NO,2026,2,-0.12504180782261112,,13273,synthetic_sleeper,2026_02_NO_BAL,2026-09-20 13:00:00-04:00,4.0,4.0,0.67,none
sleeper:13322,Sam Roush,TE,CHI,MIN,2026,2,-0.15237308901394456,,13322,synthetic_sleeper,2026_02_MIN_CHI,2026-09-20 13:00:00-04:00,3.0,3.0,1.29,none
00-0038783,Nate Adkins,TE,DEN,JAX,2026,2,-0.1573344786953807,00-0038783,11433,historical_crosswalk,2026_02_JAX_DEN,2026-09-20 16:05:00-04:00,3.0,3.0,0.22,none
sleeper:13308,Bauer Sharp,TE,TB,CLE,2026,2,-0.1643905970625124,,13308,synthetic_sleeper,2026_02_CLE_TB,2026-09-20 13:00:00-04:00,5.0,4.0,0.09,none
sleeper:13429,Seydou Traore,TE,MIA,SF,2026,2,-0.17904177596221577,,13429,synthetic_sleeper,2026_02_MIA_SF,2026-09-20 16:25:00-04:00,3.0,3.0,0.69,none
sleeper:13580,Carsen Ryan,TE,CLE,TB,2026,2,-0.1867380960558344,,13580,synthetic_sleeper,2026_02_CLE_TB,2026-09-20 13:00:00-04:00,5.0,3.0,0.17,none
sleeper:13433,Riley Nowakowski,TE,PIT,NE,2026,2,-0.24035986398638542,,13433,synthetic_sleeper,2026_02_PIT_NE,2026-09-20 13:00:00-04:00,3.0,3.0,0.17,none
00-0033217,Mo Alie-Cox,TE,IND,KC,2026,2,-0.4025485849076043,00-0033217,4054,sleeper_gsis,2026_02_IND_KC,2026-09-20 20:20:00-04:00,2.0,2.0,0.88,none
00-0039075,Puka Nacua,WR,LA,NYG,2026,2,14.662590900980618,00-0039075,9493,historical_crosswalk,2026_02_NYG_LA,2026-09-21 20:15:00-04:00,1.0,1.0,16.55,none
00-0038543,Jaxon Smith-Njigba,WR,SEA,ARI,2026,2,12.906423879428699,00-0038543,9488,historical_crosswalk,2026_02_SEA_ARI,2026-09-20 16:25:00-04:00,1.0,1.0,16.17,none
00-0036900,Ja'Marr Chase,WR,CIN,HOU,2026,2,12.467715260763438,00-0036900,7564,historical_crosswalk,2026_02_CIN_HOU,2026-09-20 13:00:00-04:00,1.0,1.0,14.18,none
00-0036963,Amon-Ra St. Brown,WR,DET,BUF,2026,2,11.80832502937574,00-0036963,7547,historical_crosswalk,2026_02_DET_BUF,2026-09-17 20:15:00-04:00,1.0,1.0,14.22,none
00-0031381,Davante Adams,WR,LA,NYG,2026,2,11.463166561893768,00-0031381,2133,sleeper_gsis,2026_02_NYG_LA,2026-09-21 20:15:00-04:00,2.0,2.0,10.22,none
00-0036358,CeeDee Lamb,WR,DAL,WAS,2026,2,11.340571842444668,00-0036358,6786,historical_crosswalk,2026_02_WAS_DAL,2026-09-20 16:25:00-04:00,1.0,1.0,15.95,none
00-0039067,Rashee Rice,WR,KC,IND,2026,2,10.403821871011932,00-0039067,10229,historical_crosswalk,2026_02_IND_KC,2026-09-20 20:20:00-04:00,1.0,1.0,10.95,none
00-0037247,George Pickens,WR,DAL,WAS,2026,2,10.163237031993688,00-0037247,8137,historical_crosswalk,2026_02_WAS_DAL,2026-09-20 16:25:00-04:00,2.0,2.0,14.27,none
00-0034348,Courtland Sutton,WR,DEN,JAX,2026,2,9.153425327223383,00-0034348,5045,sleeper_gsis,2026_02_JAX_DEN,2026-09-20 16:05:00-04:00,2.0,2.0,7.94,none
00-0037238,Drake London,WR,ATL,CAR,2026,2,9.102236094583889,00-0037238,8112,historical_crosswalk,2026_02_CAR_ATL,2026-09-20 13:00:00-04:00,1.0,1.0,11.71,none
00-0037239,Chris Olave,WR,NO,BAL,2026,2,8.996217664610416,00-0037239,8144,historical_crosswalk,2026_02_NO_BAL,2026-09-20 13:00:00-04:00,1.0,1.0,12.65,none
00-0038559,Michael Wilson,WR,ARI,SEA,2026,2,8.74004270563351,00-0038559,10232,historical_crosswalk,2026_02_SEA_ARI,2026-09-20 16:25:00-04:00,2.0,2.0,8.27,none
00-0036554,Nico Collins,WR,HOU,CIN,2026,2,8.554586816247992,00-0036554,7569,historical_crosswalk,2026_02_CIN_HOU,2026-09-20 13:00:00-04:00,1.0,1.0,15.04,none
00-0031408,Mike Evans,WR,SF,MIA,2026,2,8.1827621832213,00-0031408,2216,sleeper_gsis,2026_02_MIA_SF,2026-09-20 16:25:00-04:00,1.0,1.0,11.6,none
00-0035659,Terry McLaurin,WR,WAS,DAL,2026,2,8.140762948700958,00-0035659,5927,sleeper_gsis,2026_02_WAS_DAL,2026-09-20 16:25:00-04:00,1.0,1.0,12.28,none
00-0039919,Rome Odunze,WR,CHI,MIN,2026,2,8.140199161538549,00-0039919,11620,historical_crosswalk,2026_02_MIN_CHI,2026-09-20 13:00:00-04:00,1.0,1.0,8.24,none
00-0040124,Tetairoa McMillan,WR,CAR,ATL,2026,2,8.106754840368541,00-0040124,12526,historical_crosswalk,2026_02_CAR_ATL,2026-09-20 13:00:00-04:00,1.0,1.0,11.88,none
00-0039337,Malik Nabers,WR,NYG,LA,2026,2,8.079919793083489,00-0039337,11632,historical_crosswalk,2026_02_NYG_LA,2026-09-21 20:15:00-04:00,1.0,1.0,11.27,none
00-0034960,Jakobi Meyers,WR,JAX,DEN,2026,2,7.796095431038764,00-0034960,5947,sleeper_gsis,2026_02_JAX_DEN,2026-09-20 16:05:00-04:00,3.0,3.0,7.45,none
00-0038124,Christian Watson,WR,GB,NYJ,2026,2,7.563470272209066,00-0038124,8167,historical_crosswalk,2026_02_GB_NYJ,2026-09-20 13:00:00-04:00,1.0,1.0,12.84,none
00-0036322,Justin Jefferson,WR,MIN,CHI,2026,2,7.5627065135624205,00-0036322,6794,historical_crosswalk,2026_02_MIN_CHI,2026-09-20 13:00:00-04:00,1.0,1.0,14.97,none
00-0038544,Quentin Johnston,WR,LAC,LV,2026,2,7.2667863375097115,00-0038544,9754,historical_crosswalk,2026_02_LV_LAC,2026-09-20 16:05:00-04:00,2.0,2.0,8.31,none
00-0034827,DJ Moore,WR,BUF,DET,2026,2,7.09601399761463,00-0034827,4983,sleeper_gsis,2026_02_DET_BUF,2026-09-17 20:15:00-04:00,1.0,1.0,10.92,none
00-0036912,DeVonta Smith,WR,PHI,TEN,2026,2,7.056190209205165,00-0036912,7525,historical_crosswalk,2026_02_PHI_TEN,2026-09-20 13:00:00-04:00,1.0,1.0,12.34,none
00-0038563,Tre Tucker,WR,LV,LAC,2026,2,6.745959624712236,00-0038563,10213,historical_crosswalk,2026_02_LV_LAC,2026-09-20 16:05:00-04:00,1.0,1.0,6.86,none
00-0037240,Jameson Williams,WR,DET,BUF,2026,2,6.670421507137727,00-0037240,8148,historical_crosswalk,2026_02_DET_BUF,2026-09-17 20:15:00-04:00,2.0,2.0,10.74,none
00-0033921,Chris Godwin,WR,TB,CLE,2026,2,6.58793223176703,00-0033921,4037,sleeper_gsis,2026_02_CLE_TB,2026-09-20 13:00:00-04:00,2.0,2.0,8.38,none
00-0036410,Tee Higgins,WR,CIN,HOU,2026,2,6.571392384405007,00-0036410,6801,historical_crosswalk,2026_02_CIN_HOU,2026-09-20 13:00:00-04:00,2.0,2.0,12.06,none
00-0037740,Garrett Wilson,WR,NYJ,GB,2026,2,6.454793166071843,00-0037740,8146,historical_crosswalk,2026_02_GB_NYJ,2026-09-20 13:00:00-04:00,1.0,1.0,11.38,none
00-0040129,Emeka Egbuka,WR,TB,CLE,2026,2,6.390274674922611,00-0040129,12514,historical_crosswalk,2026_02_CLE_TB,2026-09-20 13:00:00-04:00,1.0,1.0,9.16,none
00-0039915,Ladd McConkey,WR,LAC,LV,2026,2,6.125550975956864,00-0039915,11635,historical_crosswalk,2026_02_LV_LAC,2026-09-20 16:05:00-04:00,1.0,1.0,10.87,Questionable
00-0038606,Parker Washington,WR,JAX,DEN,2026,2,6.030245932434114,00-0038606,9487,historical_crosswalk,2026_02_JAX_DEN,2026-09-20 16:05:00-04:00,2.0,2.0,9.04,none
00-0036407,Jerry Jeudy,WR,CLE,TB,2026,2,5.861259977412189,00-0036407,6783,historical_crosswalk,2026_02_CLE_TB,2026-09-20 13:00:00-04:00,1.0,1.0,6.36,none
00-0038117,Wan'Dale Robinson,WR,TEN,PHI,2026,2,5.730514584681413,00-0038117,8126,historical_crosswalk,2026_02_PHI_TEN,2026-09-20 13:00:00-04:00,2.0,2.0,6.0,none
00-0035640,DK Metcalf,WR,PIT,NE,2026,2,5.7150425892433345,00-0035640,5846,sleeper_gsis,2026_02_PIT_NE,2026-09-20 13:00:00-04:00,1.0,1.0,10.13,none
00-0037261,Khalil Shakir,WR,BUF,DET,2026,2,5.641084211848064,00-0037261,8134,historical_crosswalk,2026_02_DET_BUF,2026-09-17 20:15:00-04:00,2.0,2.0,8.69,none
00-0039146,Jayden Reed,WR,GB,NYJ,2026,2,5.433358127336303,00-0039146,10222,historical_crosswalk,2026_02_GB_NYJ,2026-09-20 13:00:00-04:00,2.0,2.0,10.23,none
00-0039893,Brian Thomas,WR,JAX,DEN,2026,2,5.324279413287383,00-0039893,11631,historical_crosswalk,2026_02_JAX_DEN,2026-09-20 16:05:00-04:00,1.0,1.0,6.88,Questionable
00-0035719,Deebo Samuel,WR,SF,MIA,2026,2,5.207815703364437,00-0035719,5872,sleeper_gsis,2026_02_MIA_SF,2026-09-20 16:25:00-04:00,2.0,2.0,9.16,none
00-0038994,Jordan Addison,WR,MIN,CHI,2026,2,5.1851474291039175,00-0038994,9756,historical_crosswalk,2026_02_MIN_CHI,2026-09-20 13:00:00-04:00,2.0,2.0,9.44,none
00-0037664,Alec Pierce,WR,IND,KC,2026,2,5.040316434179453,00-0037664,8142,historical_crosswalk,2026_02_IND_KC,2026-09-20 20:20:00-04:00,1.0,1.0,9.93,Questionable
00-0031588,Stefon Diggs,WR,WAS,DAL,2026,2,5.025935383317397,00-0031588,2449,sleeper_gsis,2026_02_WAS_DAL,2026-09-20 16:25:00-04:00,2.0,2.0,10.19,none
00-0039890,Adonai Mitchell,WR,NYJ,GB,2026,2,4.992167512677217,00-0039890,11625,historical_crosswalk,2026_02_GB_NYJ,2026-09-20 13:00:00-04:00,2.0,2.0,5.71,none
00-0039849,Marvin Harrison,WR,ARI,SEA,2026,2,4.790542327839529,00-0039849,11628,historical_crosswalk,2026_02_SEA_ARI,2026-09-20 16:25:00-04:00,1.0,1.0,7.91,none
00-0040735,Luther Burden,WR,CHI,MIN,2026,2,4.319698779281238,00-0040735,12519,historical_crosswalk,2026_02_MIN_CHI,2026-09-20 13:00:00-04:00,2.0,2.0,9.49,none
00-0038997,Josh Downs,WR,IND,KC,2026,2,4.229641771432436,00-0038997,9500,historical_crosswalk,2026_02_IND_KC,2026-09-20 20:20:00-04:00,2.0,2.0,8.27,none
00-0036259,Jauan Jennings,WR,MIN,CHI,2026,2,4.191608568363435,00-0036259,7049,historical_crosswalk,2026_02_MIN_CHI,2026-09-20 13:00:00-04:00,3.0,3.0,7.81,none
00-0039894,Xavier Worthy,WR,KC,IND,2026,2,4.136727506035994,00-0039894,11624,historical_crosswalk,2026_02_IND_KC,2026-09-20 20:20:00-04:00,2.0,2.0,8.23,none
00-0033555,Mack Hollins,WR,NE,PIT,2026,2,4.110067599492126,00-0033555,4177,sleeper_gsis,2026_02_PIT_NE,2026-09-20 13:00:00-04:00,3.0,3.0,7.15,none
00-0036550,Rashod Bateman,WR,BAL,NO,2026,2,4.029644618211432,00-0036550,7571,historical_crosswalk,2026_02_NO_BAL,2026-09-20 13:00:00-04:00,2.0,2.0,7.17,none
00-0039868,Troy Franklin,WR,DEN,JAX,2026,2,4.011155422971404,00-0039868,11627,historical_crosswalk,2026_02_JAX_DEN,2026-09-20 16:05:00-04:00,3.0,3.0,1.13,none
00-0036613,Jaylen Waddle,WR,DEN,JAX,2026,2,3.967194187085737,00-0036613,7526,historical_crosswalk,2026_02_JAX_DEN,2026-09-20 16:05:00-04:00,1.0,1.0,10.43,none
00-0040134,Pat Bryant,WR,DEN,JAX,2026,2,3.930471243010563,00-0040134,12492,historical_crosswalk,2026_02_JAX_DEN,2026-09-20 16:05:00-04:00,4.0,4.0,5.85,none
00-0040718,Travis Hunter,WR,JAX,DEN,2026,2,3.777538253994353,00-0040718,12530,historical_crosswalk,2026_02_JAX_DEN,2026-09-20 16:05:00-04:00,4.0,4.0,1.1,none
00-0040705,Chimere Dike,WR,TEN,PHI,2026,2,3.656798914796144,00-0040705,12540,historical_crosswalk,2026_02_PHI_TEN,2026-09-20 13:00:00-04:00,5.0,5.0,1.19,none
00-0039491,Jalen Coker,WR,CAR,ATL,2026,2,3.5077269284690105,00-0039491,11646,historical_crosswalk,2026_02_CAR_ATL,2026-09-20 13:00:00-04:00,2.0,2.0,10.27,Questionable
00-0039901,Keon Coleman,WR,BUF,DET,2026,2,3.420947177566008,00-0039901,11637,historical_crosswalk,2026_02_DET_BUF,2026-09-17 20:15:00-04:00,3.0,3.0,2.58,none
00-0037545,Rashid Shaheed,WR,SEA,ARI,2026,2,3.2046554813745805,00-0037545,8676,historical_crosswalk,2026_02_SEA_ARI,2026-09-20 16:25:00-04:00,2.0,2.0,6.57,none
00-0037816,Romeo Doubs,WR,NE,PIT,2026,2,2.9929718929544795,00-0037816,8121,historical_crosswalk,2026_02_PIT_NE,2026-09-20 13:00:00-04:00,1.0,1.0,7.41,none
00-0033908,Cooper Kupp,WR,SEA,ARI,2026,2,2.7309919785642722,00-0033908,4039,sleeper_gsis,2026_02_SEA_ARI,2026-09-20 16:25:00-04:00,3.0,3.0,6.39,none
00-0040667,Matthew Golden,WR,GB,NYJ,2026,2,2.676723498072233,00-0040667,12501,historical_crosswalk,2026_02_GB_NYJ,2026-09-20 13:00:00-04:00,3.0,3.0,9.26,none
00-0036252,Michael Pittman,WR,PIT,NE,2026,2,2.6232588082426584,00-0036252,6819,historical_crosswalk,2026_02_PIT_NE,2026-09-20 13:00:00-04:00,2.0,2.0,9.32,none
00-0039880,Malik Washington,WR,MIA,SF,2026,2,2.623042387643902,00-0039880,11610,historical_crosswalk,2026_02_MIA_SF,2026-09-20 16:25:00-04:00,1.0,1.0,7.12,none
00-0040170,Elic Ayomanor,WR,TEN,PHI,2026,2,2.5909702052041967,00-0040170,12499,historical_crosswalk,2026_02_PHI_TEN,2026-09-20 13:00:00-04:00,4.0,4.0,2.55,none
00-0039424,Devaughn Vele,WR,NO,BAL,2026,2,2.5891364499889336,00-0039424,11834,historical_crosswalk,2026_02_NO_BAL,2026-09-20 13:00:00-04:00,2.0,2.0,7.65,none
00-0040727,Tre' Harris,WR,LAC,LV,2026,2,2.487432095591712,00-0040727,12509,historical_crosswalk,2026_02_LV_LAC,2026-09-20 16:05:00-04:00,3.0,3.0,5.73,none
00-0039410,Ryan Flournoy,WR,DAL,WAS,2026,2,2.2829302888023677,00-0039410,11783,historical_crosswalk,2026_02_WAS_DAL,2026-09-20 16:25:00-04:00,3.0,3.0,6.92,none
00-0040729,Jack Bech,WR,LV,LAC,2026,2,2.220125469330564,00-0040729,12483,historical_crosswalk,2026_02_LV_LAC,2026-09-20 16:05:00-04:00,4.0,4.0,3.77,none
00-0039451,Isaiah Williams,WR,NYJ,GB,2026,2,2.158529166143374,00-0039451,11608,historical_crosswalk,2026_02_GB_NYJ,2026-09-20 13:00:00-04:00,4.0,4.0,1.37,none
00-0039342,Xavier Legette,WR,CAR,ATL,2026,2,1.967941433792364,00-0039342,11626,historical_crosswalk,2026_02_CAR_ATL,2026-09-20 13:00:00-04:00,3.0,3.0,3.13,none
00-0037741,Jahan Dotson,WR,ATL,CAR,2026,2,1.8139552972347663,00-0037741,8119,historical_crosswalk,2026_02_CAR_ATL,2026-09-20 13:00:00-04:00,2.0,2.0,3.47,none
