game_id,stadium_id,kickoff_utc,station_id,station_name,temp_f,wind_mph,precip_in,humidity_pct,source
2016_13_LA_NE,BOS00,2016-12-04T18:00:00,KOWD0,Norwood,42.1,10.3,0.0,41.0,meteostat
2016_13_BUF_OAK,OAK00,2016-12-04T21:05:00,72493,Metro Oakland International  Airport,57.9,5.8,0.0,70.0,meteostat
2016_13_NYG_PIT,PIT00,2016-12-04T21:25:00,72520,Greater Pittsburgh International,42.1,10.3,0.0,57.0,meteostat
2016_13_TB_SD,SDG00,2016-12-04T21:25:00,72290,San Diego International Airport,69.1,8.1,0.0,22.0,meteostat
2016_13_CAR_SEA,SEA00,2016-12-05T01:30:00,KBFI0,Seattle / South Park,39.0,3.4,0.0,82.0,meteostat
2016_13_IND_NYJ,NYC01,2016-12-06T01:30:00,KTEB0,Teterboro,44.1,3.4,0.0,62.0,meteostat
2016_14_OAK_KC,KAN00,2016-12-09T01:25:00,KMKC0,Kansas City / Harlem,23.0,3.4,0.0,57.0,meteostat
2016_14_PIT_BUF,BUF00,2016-12-11T18:00:00,72528,Buffalo Airport,26.1,10.3,,81.0,meteostat
2016_14_SD_CAR,CAR00,2016-12-11T18:00:00,72314,Charlotte/Douglas International Airport,42.1,0.0,0.0,30.0,meteostat
2016_14_CIN_CLE,CLE00,2016-12-11T18:00:00,KBKL0,Brookville / Old Chinatown,28.0,17.2,,81.0,meteostat
2016_14_MIN_JAX,JAX00,2016-12-11T18:00:00,74782,Jacksonville / Hatch Road Mobile Home Park,70.0,8.1,0.0,66.0,meteostat
2016_14_ARI_MIA,MIA00,2016-12-11T18:00:00,KHWO0,Hollywood / Pembroke Pines,75.9,16.1,,79.0,meteostat
2016_14_WAS_PHI,PHI00,2016-12-11T18:00:00,72408,Philadelphia International Airport,33.1,8.1,0.0,47.0,meteostat
2016_14_DEN_TEN,NAS00,2016-12-11T18:00:00,72327,Nashville Airport,53.1,20.8,0.0,25.0,meteostat
2016_14_NYJ_SF,SFO01,2016-12-11T21:05:00,KSJC0,San Jose / Santa Clara Trailer Village,54.0,4.7,0.0,64.0,meteostat
2016_14_SEA_GB,GNB00,2016-12-11T21:25:00,72645,Austin Straubel International  Airport,27.0,4.7,,85.0,meteostat
2016_14_ATL_LA,LAX99,2016-12-11T21:25:00,KHHR0,Hawthorne / Cypave,64.0,8.1,0.0,80.0,meteostat
2016_14_NO_TB,TAM00,2016-12-11T21:25:00,72211,Tampa International Airport,77.0,5.8,0.0,64.0,meteostat
2016_14_DAL_NYG,NYC01,2016-12-12T01:30:00,KTEB0,Teterboro,28.9,0.0,0.01,89.0,meteostat
2016_14_BAL_NE,BOS00,2016-12-13T01:30:00,KOWD0,Norwood,34.0,4.7,0.0,92.0,meteostat
2016_15_LA_SEA,SEA00,2016-12-16T01:25:00,KBFI0,Seattle / South Park,37.0,3.4,0.0,64.0,meteostat
2016_15_MIA_NYJ,NYC01,2016-12-18T01:25:00,KTEB0,Teterboro,35.1,7.0,0.0,92.0,meteostat
2016_15_PHI_BAL,BAL00,2016-12-18T18:00:00,KDMH0,Baltimore,62.1,,0.0,84.0,meteostat
2016_15_CLE_BUF,BUF00,2016-12-18T18:00:00,72528,Buffalo Airport,26.1,17.2,0.0,63.0,meteostat
2016_15_GB_CHI,CHI98,2016-12-18T18:00:00,72534,Chicago Midway Airport,10.0,11.4,0.0,57.0,meteostat
2016_15_PIT_CIN,CIN00,2016-12-18T18:00:00,KLUK0,Cincinnati / Columbia,26.1,5.8,0.0,74.0,meteostat
2016_15_TEN_KC,KAN00,2016-12-18T18:00:00,KMKC0,Kansas City / Harlem,1.9,4.7,0.0,65.0,meteostat
2016_15_DET_NYG,NYC01,2016-12-18T18:00:00,KTEB0,Teterboro,46.0,0.0,0.02,100.0,meteostat
2016_15_NE_DEN,DEN00,2016-12-18T21:25:00,KBJC0,Denver / Broomfield / Countryside,17.6,7.0,,53.0,meteostat
2016_15_OAK_SD,SDG00,2016-12-18T21:25:00,72290,San Diego International Airport,60.1,9.2,0.0,26.0,meteostat
2016_15_CAR_WAS,WAS00,2016-12-20T01:30:00,74594,Camp Springs / Andrews Air Force Base,28.9,5.8,,58.0,meteostat
2016_16_NYG_PHI,PHI00,2016-12-23T01:25:00,72408,Philadelphia International Airport,43.0,11.4,0.0,49.0,meteostat
2016_16_MIA_BUF,BUF00,2016-12-24T18:00:00,72528,Buffalo Airport,37.9,11.4,0.0,79.0,meteostat
2016_16_ATL_CAR,CAR00,2016-12-24T18:00:00,72314,Charlotte/Douglas International Airport,57.9,5.8,0.0,57.0,meteostat
2016_16_WAS_CHI,CHI98,2016-12-24T18:00:00,72534,Chicago Midway Airport,36.0,0.0,0.0,79.0,meteostat
2016_16_SD_CLE,CLE00,2016-12-24T18:00:00,KBKL0,Brookville / Old Chinatown,37.0,10.3,0.0,92.0,meteostat
2016_16_MIN_GB,GNB00,2016-12-24T18:00:00,72645,Austin Straubel International  Airport,37.9,8.1,0.0,76.0,meteostat
2016_16_TEN_JAX,JAX00,2016-12-24T18:00:00,74782,Jacksonville / Hatch Road Mobile Home Park,73.0,4.7,0.0,68.0,meteostat
2016_16_NYJ_NE,BOS00,2016-12-24T18:00:00,KOWD0,Norwood,42.1,5.8,0.15,89.0,meteostat
2016_16_IND_OAK,OAK00,2016-12-24T21:05:00,72493,Metro Oakland International  Airport,52.0,9.2,0.0,57.0,meteostat
2016_16_SF_LA,LAX99,2016-12-24T21:25:00,KHHR0,Hawthorne / Cypave,57.9,16.1,0.0,44.0,meteostat
2016_16_ARI_SEA,SEA00,2016-12-24T21:25:00,KBFI0,Seattle / South Park,39.0,5.8,0.0,92.0,meteostat
2016_16_BAL_PIT,PIT00,2016-12-25T21:30:00,72520,Greater Pittsburgh International,37.9,9.2,0.0,79.0,meteostat
2016_16_DEN_KC,KAN00,2016-12-26T01:30:00,KMKC0,Kansas City / Harlem,53.1,9.2,0.1,80.0,meteostat
2016_17_BAL_CIN,CIN00,2017-01-01T18:00:00,KLUK0,Cincinnati / Columbia,39.9,7.0,0.0,93.0,meteostat
2016_17_NE_MIA,MIA00,2017-01-01T18:00:00,KHWO0,Hollywood / Pembroke Pines,80.1,15.0,0.0,62.0,meteostat
2016_17_BUF_NYJ,NYC01,2017-01-01T18:00:00,KTEB0,Teterboro,46.9,9.2,0.0,39.0,meteostat
2016_17_DAL_PHI,PHI00,2017-01-01T18:00:00,72408,Philadelphia International Airport,50.0,9.2,0.0,42.0,meteostat
2016_17_CLE_PIT,PIT00,2017-01-01T18:00:00,72520,Greater Pittsburgh International,39.0,3.4,0.0,67.0,meteostat
2016_17_CAR_TB,TAM00,2017-01-01T18:00:00,72211,Tampa International Airport,80.1,12.7,0.0,56.0,meteostat
2016_17_HOU_TEN,NAS00,2017-01-01T18:00:00,72327,Nashville Airport,52.0,8.1,0.0,89.0,meteostat
2016_17_OAK_DEN,DEN00,2017-01-01T21:25:00,KBKF0,Denver / Aurora / Side Creek,47.1,9.2,,23.0,meteostat
2016_17_ARI_LA,LAX99,2017-01-01T21:25:00,KHHR0,Hawthorne / Cypave,57.9,5.8,0.0,56.0,meteostat
2016_17_KC_SD,SDG00,2017-01-01T21:25:00,72290,San Diego International Airport,57.9,11.4,0.0,56.0,meteostat
2016_17_SEA_SF,SFO01,2017-01-01T21:25:00,KSJC0,San Jose / Santa Clara Trailer Village,55.0,7.0,0.0,48.0,meteostat
2016_17_NYG_WAS,WAS00,2017-01-01T21:25:00,74594,Camp Springs / Andrews Air Force Base,52.7,0.0,,44.0,meteostat
2017_01_KC_NE,BOS00,2017-09-08T00:30:00,KOWD0,Norwood,66.9,5.8,0.0,73.0,meteostat
2017_01_NYJ_BUF,BUF00,2017-09-10T17:00:00,72528,Buffalo Airport,64.0,5.8,0.0,54.0,meteostat
2017_01_ATL_CHI,CHI98,2017-09-10T17:00:00,72534,Chicago Midway Airport,68.0,10.3,0.0,37.0,meteostat
2017_01_BAL_CIN,CIN00,2017-09-10T17:00:00,KLUK0,Cincinnati / Columbia,71.1,9.2,0.0,46.0,meteostat
2017_01_PIT_CLE,CLE00,2017-09-10T17:00:00,KBKL0,Brookville / Old Chinatown,68.0,9.2,0.0,45.0,meteostat
2017_01_JAX_HOU,HOU00,2017-09-10T17:00:00,KAXH0,Houston / Duke,81.7,10.3,,50.0,meteostat
2017_01_OAK_TEN,NAS00,2017-09-10T17:00:00,72327,Nashville Airport,75.9,5.8,0.0,50.0,meteostat
2017_01_PHI_WAS,WAS00,2017-09-10T17:00:00,74594,Camp Springs / Andrews Air Force Base,69.3,8.1,,54.0,meteostat
2017_01_IND_LA,LAX99,2017-09-10T20:05:00,KHHR0,Hawthorne / Cypave,80.1,8.1,0.0,58.0,meteostat
2017_01_SEA_GB,GNB00,2017-09-10T20:25:00,72645,Austin Straubel International  Airport,71.1,8.1,0.0,49.0,meteostat
2017_01_CAR_SF,SFO01,2017-09-10T20:25:00,KSJC0,San Jose / Santa Clara Trailer Village,87.1,8.1,0.0,43.0,meteostat
2017_01_LAC_DEN,DEN00,2017-09-12T02:20:00,KBKF0,Denver / Aurora / Side Creek,73.0,12.7,,39.0,meteostat
2017_02_HOU_CIN,CIN00,2017-09-15T00:25:00,KLUK0,Cincinnati / Columbia,68.0,3.4,0.0,84.0,meteostat
2017_02_CLE_BAL,BAL00,2017-09-17T17:00:00,KDMH0,Baltimore,80.1,,0.0,67.0,meteostat
2017_02_BUF_CAR,CAR00,2017-09-17T17:00:00,72314,Charlotte/Douglas International Airport,82.9,0.0,0.0,57.0,meteostat
2017_02_TEN_JAX,JAX00,2017-09-17T17:00:00,74782,Jacksonville / Hatch Road Mobile Home Park,84.0,12.7,0.0,61.0,meteostat
2017_02_PHI_KC,KAN00,2017-09-17T17:00:00,KMKC0,Kansas City / Harlem,66.9,9.2,0.0,93.0,meteostat
2017_02_MIN_PIT,PIT00,2017-09-17T17:00:00,72520,Greater Pittsburgh International,78.1,0.0,0.0,60.0,meteostat
2017_02_CHI_TB,TAM00,2017-09-17T17:00:00,72211,Tampa International Airport,89.1,7.0,0.0,50.0,meteostat
2017_02_MIA_LAC,LAX97,2017-09-17T20:05:00,KHHR0,Hawthorne / Cypave,72.0,9.2,0.0,68.0,meteostat
2017_02_NYJ_OAK,OAK00,2017-09-17T20:05:00,72493,Metro Oakland International  Airport,68.0,4.7,0.0,61.0,meteostat
2017_02_DAL_DEN,DEN00,2017-09-17T20:25:00,KBKF0,Denver / Aurora / Side Creek,69.4,21.9,,42.0,meteostat
2017_02_WAS_LA,LAX99,2017-09-17T20:25:00,KHHR0,Hawthorne / Cypave,72.0,9.2,0.0,68.0,meteostat
2017_02_SF_SEA,SEA00,2017-09-17T20:25:00,KBFI0,Seattle / South Park,64.0,8.1,0.0,60.0,meteostat
2017_02_GB_ATL,ATL97,2017-09-18T00:30:00,KFTY0,Atlanta / Carroll Heights,77.0,4.7,0.0,71.0,meteostat
2017_02_DET_NYG,NYC01,2017-09-19T00:30:00,KTEB0,Teterboro,73.0,4.7,0.0,76.0,meteostat
2017_03_LA_SF,SFO01,2017-09-22T00:25:00,KSJC0,San Jose / Santa Clara Trailer Village,68.0,12.7,0.0,42.0,meteostat
2017_03_DEN_BUF,BUF00,2017-09-24T17:00:00,72528,Buffalo Airport,84.0,0.0,0.0,55.0,meteostat
2017_03_NO_CAR,CAR00,2017-09-24T17:00:00,72314,Charlotte/Douglas International Airport,82.0,7.0,0.0,56.0,meteostat
2017_03_PIT_CHI,CHI98,2017-09-24T17:00:00,72534,Chicago Midway Airport,89.1,7.0,0.0,41.0,meteostat
2017_03_HOU_NE,BOS00,2017-09-24T17:00:00,KOWD0,Norwood,87.1,3.4,0.0,51.0,meteostat
2017_03_MIA_NYJ,NYC01,2017-09-24T17:00:00,KTEB0,Teterboro,88.0,0.0,0.0,42.0,meteostat
2017_03_NYG_PHI,PHI00,2017-09-24T17:00:00,72408,Philadelphia International Airport,89.1,9.2,0.0,44.0,meteostat
2017_03_SEA_TEN,NAS00,2017-09-24T20:05:00,72327,Nashville Airport,88.0,3.4,0.0,39.0,meteostat
2017_03_CIN_GB,GNB00,2017-09-24T20:25:00,72645,Austin Straubel International  Airport,89.1,8.1,0.0,45.0,meteostat
2017_03_KC_LAC,LAX97,2017-09-24T20:25:00,KHHR0,Hawthorne / Cypave,82.9,9.2,0.0,28.0,meteostat
2017_03_OAK_WAS,WAS00,2017-09-25T00:30:00,74594,Camp Springs / Andrews Air Force Base,73.2,0.0,,83.0,meteostat
2017_03_BAL_JAX,LON00,2017-09-25T01:30:00,03672,Northolt,58.8,3.4,,95.0,meteostat
2017_04_CHI_GB,GNB00,2017-09-29T00:25:00,72645,Austin Straubel International  Airport,64.9,5.8,0.0,63.0,meteostat
2017_04_PIT_BAL,BAL00,2017-10-01T17:00:00,KDMH0,Baltimore,64.9,,0.0,48.0,meteostat
2017_04_CIN_CLE,CLE00,2017-10-01T17:00:00,KBKL0,Brookville / Old Chinatown,66.0,5.8,0.0,32.0,meteostat
2017_04_TEN_HOU,HOU00,2017-10-01T17:00:00,KAXH0,Houston / Duke,85.6,0.0,,59.0,meteostat
2017_04_CAR_NE,BOS00,2017-10-01T17:00:00,KOWD0,Norwood,63.0,0.0,0.0,43.0,meteostat
2017_04_JAX_NYJ,NYC01,2017-10-01T17:00:00,KTEB0,Teterboro,66.9,0.0,0.0,44.0,meteostat
2017_04_PHI_LAC,LAX97,2017-10-01T20:05:00,KHHR0,Hawthorne / Cypave,75.0,10.3,0.0,58.0,meteostat
2017_04_NYG_TB,TAM00,2017-10-01T20:05:00,72211,Tampa International Airport,91.0,4.7,,50.0,meteostat
2017_04_OAK_DEN,DEN00,2017-10-01T20:25:00,KBJC0,Denver / Broomfield / Countryside,66.2,9.2,,40.0,meteostat
2017_04_IND_SEA,SEA00,2017-10-02T00:30:00,KBFI0,Seattle / South Park,61.0,10.3,0.0,54.0,meteostat
2017_04_NO_MIA,LON00,2017-10-02T01:30:00,03672,Northolt,59.4,17.2,,78.0,meteostat
2017_04_WAS_KC,KAN00,2017-10-03T00:30:00,KMKC0,Kansas City / Harlem,82.9,8.1,0.0,55.0,meteostat
2017_05_NE_TB,TAM00,2017-10-06T00:25:00,72211,Tampa International Airport,80.1,8.1,0.0,74.0,meteostat
2017_05_BUF_CIN,CIN00,2017-10-08T17:00:00,KLUK0,Cincinnati / Columbia,64.0,3.4,0.28,96.0,meteostat
2017_05_NYJ_CLE,CLE00,2017-10-08T17:00:00,KBKL0,Brookville / Old Chinatown,69.1,9.2,0.0,63.0,meteostat
2017_05_TEN_MIA,MIA00,2017-10-08T17:00:00,KHWO0,Hollywood / Pembroke Pines,90.0,10.3,0.0,68.0,meteostat
2017_05_LAC_NYG,NYC01,2017-10-08T17:00:00,KTEB0,Teterboro,77.0,11.4,0.0,88.0,meteostat
2017_05_ARI_PHI,PHI00,2017-10-08T17:00:00,72408,Philadelphia International Airport,78.1,10.3,,87.0,meteostat
2017_05_JAX_PIT,PIT00,2017-10-08T17:00:00,72520,Greater Pittsburgh International,71.1,5.8,0.0,73.0,meteostat
2017_05_SEA_LA,LAX99,2017-10-08T20:05:00,KHHR0,Hawthorne / Cypave,75.0,7.0,0.0,58.0,meteostat
2017_05_BAL_OAK,OAK00,2017-10-08T20:05:00,72493,Metro Oakland International  Airport,72.0,9.2,0.0,48.0,meteostat
2017_05_MIN_CHI,CHI98,2017-10-10T00:30:00,72534,Chicago Midway Airport,72.0,7.0,0.0,49.0,meteostat
2017_06_PHI_CAR,CAR00,2017-10-13T00:25:00,72314,Charlotte/Douglas International Airport,75.0,13.9,0.0,84.0,meteostat
2017_06_CHI_BAL,BAL00,2017-10-15T17:00:00,KDMH0,Baltimore,70.0,,0.0,84.0,meteostat
2017_06_NE_NYJ,NYC01,2017-10-15T17:00:00,KTEB0,Teterboro,73.9,12.7,0.0,69.0,meteostat
2017_06_SF_WAS,WAS00,2017-10-15T17:00:00,74594,Camp Springs / Andrews Air Force Base,70.3,10.3,,81.0,meteostat
2017_06_LA_JAX,JAX00,2017-10-15T20:05:00,74782,Jacksonville / Hatch Road Mobile Home Park,84.0,12.7,0.0,70.0,meteostat
2017_06_PIT_KC,KAN00,2017-10-15T20:25:00,KMKC0,Kansas City / Harlem,61.0,10.3,0.0,48.0,meteostat
2017_06_LAC_OAK,OAK00,2017-10-15T20:25:00,72493,Metro Oakland International  Airport,70.0,7.0,0.0,38.0,meteostat
2017_06_NYG_DEN,DEN00,2017-10-16T00:30:00,KBJC0,Denver / Broomfield / Countryside,57.2,4.7,,33.0,meteostat
2017_06_IND_TEN,NAS00,2017-10-17T00:30:00,72327,Nashville Airport,57.0,8.1,0.0,55.0,meteostat
2017_07_KC_OAK,OAK00,2017-10-20T00:25:00,72493,Metro Oakland International  Airport,62.1,9.2,0.0,80.0,meteostat
2017_07_TB_BUF,BUF00,2017-10-22T17:00:00,72528,Buffalo Airport,73.9,4.7,0.0,43.0,meteostat
2017_07_CAR_CHI,CHI98,2017-10-22T17:00:00,72534,Chicago Midway Airport,71.1,20.8,0.0,70.0,meteostat
2017_07_TEN_CLE,CLE00,2017-10-22T17:00:00,KBKL0,Brookville / Old Chinatown,75.9,11.4,0.0,37.0,meteostat
2017_07_NO_GB,GNB00,2017-10-22T17:00:00,72645,Austin Straubel International  Airport,51.1,13.9,0.08,100.0,meteostat
2017_07_ARI_LA,LON01,2017-10-22T17:00:00,03772,London Heathrow Airport,52.7,10.3,,81.0,meteostat
2017_07_NYJ_MIA,MIA00,2017-10-22T17:00:00,KHWO0,Hollywood / Pembroke Pines,87.1,19.7,0.0,65.0,meteostat
2017_07_DAL_SF,SFO01,2017-10-22T20:05:00,KSJC0,San Jose / Santa Clara Trailer Village,69.1,5.8,0.0,57.0,meteostat
2017_07_DEN_LAC,LAX97,2017-10-22T20:25:00,KHHR0,Hawthorne / Cypave,89.1,4.7,0.0,12.0,meteostat
2017_07_SEA_NYG,NYC01,2017-10-22T20:25:00,KTEB0,Teterboro,79.0,10.3,0.0,27.0,meteostat
2017_07_CIN_PIT,PIT00,2017-10-22T20:25:00,72520,Greater Pittsburgh International,75.9,4.7,0.0,37.0,meteostat
2017_07_ATL_NE,BOS00,2017-10-23T00:30:00,KOWD0,Norwood,53.1,0.0,0.0,96.0,meteostat
2017_07_WAS_PHI,PHI00,2017-10-24T00:30:00,72408,Philadelphia International Airport,70.0,11.4,0.0,82.0,meteostat
2017_08_MIA_BAL,BAL00,2017-10-27T00:25:00,KDMH0,Baltimore,55.9,,0.0,43.0,meteostat
2017_08_OAK_BUF,BUF00,2017-10-29T17:00:00,72528,Buffalo Airport,42.1,4.7,,96.0,meteostat
2017_08_IND_CIN,CIN00,2017-10-29T17:00:00,KLUK0,Cincinnati / Columbia,39.9,9.2,0.0,62.0,meteostat
2017_08_LAC_NE,BOS00,2017-10-29T17:00:00,KOWD0,Norwood,64.9,4.7,0.01,84.0,meteostat
2017_08_ATL_NYJ,NYC01,2017-10-29T17:00:00,KTEB0,Teterboro,63.0,5.8,0.1,93.0,meteostat
2017_08_SF_PHI,PHI00,2017-10-29T17:00:00,72408,Philadelphia International Airport,64.9,11.4,0.05,93.0,meteostat
2017_08_CAR_TB,TAM00,2017-10-29T17:00:00,72211,Tampa International Airport,66.0,18.3,,52.0,meteostat
2017_08_HOU_SEA,SEA00,2017-10-29T20:05:00,KBFI0,Seattle / South Park,51.1,0.0,0.0,92.0,meteostat
2017_08_DAL_WAS,WAS00,2017-10-29T20:25:00,74594,Camp Springs / Andrews Air Force Base,64.4,4.7,0.06,96.0,meteostat
2017_08_MIN_CLE,LON01,2017-10-30T01:30:00,03772,London Heathrow Airport,41.9,4.7,,84.0,meteostat
2017_08_DEN_KC,KAN00,2017-10-31T00:30:00,KMKC0,Kansas City / Harlem,44.1,11.4,0.0,41.0,meteostat
2017_09_BUF_NYJ,NYC01,2017-11-03T00:25:00,KTEB0,Teterboro,69.1,10.3,0.0,70.0,meteostat
2017_09_ATL_CAR,CAR00,2017-11-05T18:00:00,72314,Charlotte/Douglas International Airport,63.0,3.4,0.0,84.0,meteostat
2017_09_CIN_JAX,JAX00,2017-11-05T18:00:00,74782,Jacksonville / Hatch Road Mobile Home Park,78.1,13.9,0.0,74.0,meteostat
2017_09_LA_NYG,NYC01,2017-11-05T18:00:00,KTEB0,Teterboro,55.9,4.7,,93.0,meteostat
2017_09_DEN_PHI,PHI00,2017-11-05T18:00:00,72408,Philadelphia International Airport,64.9,3.4,0.0,78.0,meteostat
2017_09_BAL_TEN,NAS00,2017-11-05T18:00:00,72327,Nashville Airport,80.1,15.0,0.0,58.0,meteostat
2017_09_WAS_SEA,SEA00,2017-11-05T21:05:00,KBFI0,Seattle / South Park,37.0,7.0,,85.0,meteostat
2017_09_ARI_SF,SFO01,2017-11-05T21:05:00,KSJC0,San Jose / Santa Clara Trailer Village,59.0,8.1,0.0,49.0,meteostat
2017_09_OAK_MIA,MIA00,2017-11-06T01:30:00,KHWO0,Hollywood / Pembroke Pines,77.0,0.0,0.0,79.0,meteostat
2017_09_DET_GB,GNB00,2017-11-07T01:30:00,72645,Austin Straubel International  Airport,35.1,8.1,0.0,64.0,meteostat
2017_10_SEA_ARI,PHO00,2017-11-10T01:25:00,KLUF0,Phoenix / Glendale / Webb,79.0,3.4,,31.0,meteostat
2017_10_NO_BUF,BUF00,2017-11-12T18:00:00,72528,Buffalo Airport,39.0,3.4,0.0,50.0,meteostat
2017_10_GB_CHI,CHI98,2017-11-12T18:00:00,72534,Chicago Midway Airport,39.9,7.0,0.01,86.0,meteostat
2017_10_LAC_JAX,JAX00,2017-11-12T18:00:00,74782,Jacksonville / Hatch Road Mobile Home Park,78.1,15.0,0.0,62.0,meteostat
2017_10_NYJ_TB,TAM00,2017-11-12T18:00:00,72211,Tampa International Airport,75.9,11.4,,74.0,meteostat
2017_10_CIN_TEN,NAS00,2017-11-12T18:00:00,72327,Nashville Airport,54.0,4.7,0.0,77.0,meteostat
2017_10_MIN_WAS,WAS00,2017-11-12T18:00:00,74594,Camp Springs / Andrews Air Force Base,44.1,3.4,,42.0,meteostat
2017_10_HOU_LA,LAX99,2017-11-12T21:05:00,KHHR0,Hawthorne / Cypave,66.9,0.0,0.0,66.0,meteostat
2017_10_NYG_SF,SFO01,2017-11-12T21:25:00,KSJC0,San Jose / Santa Clara Trailer Village,66.9,4.7,0.0,47.0,meteostat
2017_10_NE_DEN,DEN00,2017-11-13T01:30:00,KBJC0,Denver / Broomfield / Countryside,44.6,0.0,,49.0,meteostat
2017_10_MIA_CAR,CAR00,2017-11-14T01:30:00,72314,Charlotte/Douglas International Airport,50.0,13.9,0.0,66.0,meteostat
2017_11_TEN_PIT,PIT00,2017-11-17T01:25:00,72520,Greater Pittsburgh International,37.9,11.4,0.0,79.0,meteostat
2017_11_DET_CHI,CHI98,2017-11-19T18:00:00,72534,Chicago Midway Airport,33.1,16.1,0.0,58.0,meteostat
2017_11_JAX_CLE,CLE00,2017-11-19T18:00:00,KBKL0,Brookville / Old Chinatown,39.9,25.3,,62.0,meteostat
2017_11_BAL_GB,GNB00,2017-11-19T18:00:00,72645,Austin Straubel International  Airport,28.9,13.9,0.0,58.0,meteostat
2017_11_TB_MIA,MIA00,2017-11-19T18:00:00,KHWO0,Hollywood / Pembroke Pines,82.0,9.2,0.0,46.0,meteostat
2017_11_KC_NYG,NYC01,2017-11-19T18:00:00,KTEB0,Teterboro,50.0,28.8,0.0,46.0,meteostat
2017_11_BUF_LAC,LAX97,2017-11-19T21:05:00,KHHR0,Hawthorne / Cypave,73.9,5.8,0.0,26.0,meteostat
2017_11_CIN_DEN,DEN00,2017-11-19T21:25:00,KBKF0,Denver / Aurora / Side Creek,60.4,0.0,,10.0,meteostat
2017_11_NE_OAK,MEX00,2017-11-19T21:25:00,76681,Geografia Unam D.f. / Ciudad Universitaria,69.8,4.5,,54.0,meteostat
2017_11_ATL_SEA,SEA00,2017-11-21T01:30:00,KBFI0,Seattle / South Park,46.9,12.7,0.0,86.0,meteostat
2017_12_NYG_WAS,WAS00,2017-11-24T01:30:00,74594,Camp Springs / Andrews Air Force Base,29.7,0.0,,74.0,meteostat
2017_12_CLE_CIN,CIN00,2017-11-26T18:00:00,KLUK0,Cincinnati / Columbia,48.9,8.1,0.0,50.0,meteostat
2017_12_TEN_IND,IND00,2017-11-26T18:00:00,72438,Indianapolis International  Airport,48.9,8.1,0.0,44.0,meteostat
2017_12_BUF_KC,KAN00,2017-11-26T18:00:00,KMKC0,Kansas City / Harlem,64.9,13.9,0.0,30.0,meteostat
2017_12_MIA_NE,BOS00,2017-11-26T18:00:00,KOWD0,Norwood,48.9,18.3,0.0,41.0,meteostat
2017_12_CAR_NYJ,NYC01,2017-11-26T18:00:00,KTEB0,Teterboro,46.9,13.9,0.0,42.0,meteostat
2017_12_CHI_PHI,PHI00,2017-11-26T18:00:00,72408,Philadelphia International Airport,50.0,17.2,0.0,39.0,meteostat
2017_12_SEA_SF,SFO01,2017-11-26T21:05:00,KSJC0,San Jose / Santa Clara Trailer Village,66.9,12.7,,70.0,meteostat
2017_12_NO_LA,LAX99,2017-11-26T21:25:00,KHHR0,Hawthorne / Cypave,66.0,7.0,0.0,73.0,meteostat
2017_12_DEN_OAK,OAK00,2017-11-26T21:25:00,72493,Metro Oakland International  Airport,61.0,13.9,0.02,97.0,meteostat
2017_12_GB_PIT,PIT00,2017-11-27T01:30:00,72520,Greater Pittsburgh International,37.0,7.0,0.0,59.0,meteostat
2017_12_HOU_BAL,BAL00,2017-11-28T01:30:00,KDMH0,Baltimore,53.1,,0.0,48.0,meteostat
2017_13_DET_BAL,BAL00,2017-12-03T18:00:00,KDMH0,Baltimore,55.0,,0.0,57.0,meteostat
2017_13_NE_BUF,BUF00,2017-12-03T18:00:00,72528,Buffalo Airport,45.0,11.4,0.0,80.0,meteostat
2017_13_SF_CHI,CHI98,2017-12-03T18:00:00,72534,Chicago Midway Airport,54.0,7.0,0.0,43.0,meteostat
2017_13_TB_GB,GNB00,2017-12-03T18:00:00,72645,Austin Straubel International  Airport,44.1,5.8,0.0,60.0,meteostat
2017_13_IND_JAX,JAX00,2017-12-03T18:00:00,74782,Jacksonville / Hatch Road Mobile Home Park,66.0,9.2,0.0,78.0,meteostat
2017_13_DEN_MIA,MIA00,2017-12-03T18:00:00,KHWO0,Hollywood / Pembroke Pines,82.0,9.2,0.0,54.0,meteostat
2017_13_KC_NYJ,NYC01,2017-12-03T18:00:00,KTEB0,Teterboro,48.0,3.4,0.0,66.0,meteostat
2017_13_HOU_TEN,NAS00,2017-12-03T18:00:00,72327,Nashville Airport,63.0,4.7,0.0,35.0,meteostat
2017_13_CLE_LAC,LAX97,2017-12-03T21:05:00,KHHR0,Hawthorne / Cypave,66.0,8.1,0.0,63.0,meteostat
2017_13_NYG_OAK,OAK00,2017-12-03T21:25:00,72493,Metro Oakland International  Airport,55.9,11.4,0.0,57.0,meteostat
2017_13_PHI_SEA,SEA00,2017-12-04T01:30:00,KBFI0,Seattle / South Park,44.1,3.4,0.0,79.0,meteostat
2017_13_PIT_CIN,CIN00,2017-12-05T01:30:00,KLUK0,Cincinnati / Columbia,60.1,11.4,0.0,49.0,meteostat
2017_14_IND_BUF,BUF00,2017-12-10T18:00:00,72528,Buffalo Airport,28.9,15.0,,72.0,meteostat
2017_14_MIN_CAR,CAR00,2017-12-10T18:00:00,72314,Charlotte/Douglas International Airport,42.1,0.0,0.0,46.0,meteostat
2017_14_CHI_CIN,CIN00,2017-12-10T18:00:00,KLUK0,Cincinnati / Columbia,34.0,12.7,0.0,56.0,meteostat
2017_14_GB_CLE,CLE00,2017-12-10T18:00:00,KBKL0,Brookville / Old Chinatown,28.9,17.2,0.0,58.0,meteostat
