pff_id,gsis_id,player,team,nfl_seasons,blend,lambda,NFL_WR,college_wr,Talent_WR,score,rank_wr,N_career,weight_covered,z_yprr,neff_yprr,r_yprr,z_grades_pass_route,neff_grades_pass_route,r_grades_pass_route,z_deep_explosive,neff_deep_explosive,r_deep_explosive,z_receiving_EPA_target,neff_receiving_EPA_target,r_receiving_EPA_target,z_avg_separation,neff_avg_separation,r_avg_separation,z_contested_catch_rate,neff_contested_catch_rate,r_contested_catch_rate,z_drop_rate,neff_drop_rate,r_drop_rate,z_YAC_over_expected,neff_YAC_over_expected,r_YAC_over_expected,z_MTF_rec,neff_MTF_rec,r_MTF_rec
61570,00-0036358,CeeDee Lamb,DAL,6,False,1.0,0.6697355863989882,1.4698889741593284,0.6697355863989882,88.4,11,1673.0,1.0,1.6809,953.6,0.7651,1.2788,953.6,0.8015,1.0292,38.0,0.5058,0.2489,253.9,0.6596,-0.1985,253.9,0.8338,0.2088,56.1,0.4878,-0.3251,253.9,0.5416,0.6226,174.1,0.6693,0.574,174.1,0.8017
9579,00-0031588,Stefon Diggs,NE,11,False,1.0,0.6014044261278927,0.8177486901834355,0.6014044261278927,86.3,12,1476.0,1.0,1.0216,890.7,0.7526,1.2611,890.7,0.7904,0.6058,27.0,0.4206,0.9329,207.0,0.6125,0.1513,207.0,0.8036,0.9715,28.7,0.3274,0.5417,207.0,0.4907,0.1239,160.2,0.6507,0.0393,160.2,0.7881
97605,00-0039067,Rashee Rice,KC,3,True,0.9384295244507008,0.5744070862877148,0.9542715945343192,0.5977955247047589,86.2,13,807.0,1.0,1.3227,429.0,0.5944,1.179,429.0,0.645,0.5768,7.8,0.1738,0.3067,116.6,0.471,1.7831,116.6,0.6974,-1.1636,18.1,0.2352,-0.1644,116.6,0.3518,0.5672,84.8,0.4963,0.5384,84.8,0.663
48274,00-0035719,Deebo Samuel,WAS,7,False,1.0,0.5929964856754116,0.990996461314018,0.5929964856754116,86.0,14,1317.0,1.0,0.5573,807.8,0.734,0.5108,807.8,0.7738,1.3558,14.3,0.2777,0.0125,176.0,0.5732,1.0999,176.0,0.7767,0.0226,33.0,0.359,-0.0342,176.0,0.4502,1.5136,122.1,0.5867,2.222,122.1,0.7393
10799,00-0033040,Tyreek Hill,MIA,10,False,1.0,0.5746567855825868,,0.5746567855825868,85.5,15,1047.0,1.0,1.5327,452.1,0.607,1.2803,452.1,0.6569,0.5214,21.4,0.3655,0.5217,119.5,0.477,0.5605,119.5,0.7025,-0.4313,20.7,0.26,0.3264,119.5,0.3573,-0.5105,82.1,0.4882,0.8978,82.1,0.6558
86519,00-0037238,Drake London,ATL,4,False,1.0,0.5763965434737387,0.9843114536590928,0.5763965434737387,85.5,15,1425.0,1.0,1.4242,840.1,0.7416,1.8699,840.1,0.7806,0.1231,34.8,0.484,0.0393,218.0,0.6247,-0.7692,218.0,0.8116,0.2709,60.9,0.5082,0.5885,218.0,0.5036,0.1024,143.9,0.6258,-0.1282,143.9,0.7696
61398,00-0036322,Justin Jefferson,MIN,6,False,1.0,0.5757807049597852,1.0733159278837798,0.5757807049597852,85.5,15,1581.0,1.0,1.2946,1028.4,0.7784,1.4942,1028.4,0.8133,-0.0257,42.0,0.5307,-0.2958,256.5,0.662,0.3996,256.5,0.8353,0.2475,46.7,0.4422,0.315,256.5,0.5442,0.1538,164.0,0.6559,0.3253,164.0,0.792
146759,00-0039337,Malik Nabers,NYG,2,True,0.9130509939498704,0.45898716963674013,1.3804612337234503,0.539108423610053,84.4,18,556.0,1.0,1.1664,305.8,0.5109,1.6886,305.8,0.5643,-0.1674,15.4,0.2931,0.2204,90.8,0.4092,-0.2957,90.8,0.642,-0.0009,21.5,0.2669,-0.0093,90.8,0.2969,0.1551,60.0,0.4107,0.7232,60.0,0.5819
84109,00-0036261,Brandon Aiyuk,SF,6,False,1.0,0.5146169942799476,0.8403339628739364,0.5146169942799476,83.7,19,778.0,1.0,1.3469,288.6,0.4964,1.4313,288.6,0.55,0.1238,8.9,0.1925,1.2226,61.1,0.3179,-0.4328,61.1,0.5468,0.546,9.3,0.1362,0.2112,61.1,0.2212,0.8918,39.2,0.3128,0.1412,39.2,0.4762
101701,00-0037240,Jameson Williams,DET,4,False,1.0,0.5035783432531907,0.8900959775903144,0.5035783432531907,83.3,20,1451.0,1.0,0.7351,986.3,0.7711,0.6468,986.3,0.8068,0.3648,34.1,0.4786,1.0449,163.0,0.5545,0.641,147.6,0.7447,0.6037,18.8,0.2417,-0.5453,163.0,0.4314,1.5796,97.5,0.5311,0.4151,106.5,0.7121
48229,00-0035659,Terry McLaurin,WAS,7,False,1.0,0.47939875962714784,0.1710693302797488,0.47939875962714784,82.6,21,1576.0,1.0,0.8976,825.6,0.7382,1.3888,825.6,0.7776,0.0882,39.3,0.5139,0.9944,172.5,0.5684,-0.6062,172.5,0.7732,0.765,43.8,0.4262,0.5306,172.5,0.4453,-0.0344,114.7,0.5714,-0.1964,114.7,0.727
122937,00-0038976,Marvin Mims Jr.,DEN,3,True,0.9379969183359014,0.4349427714397401,0.7816888454118346,0.4564420965809375,81.9,22,801.0,1.0,0.398,532.5,0.6453,0.0534,532.5,0.6928,0.2695,27.2,0.423,0.2488,104.4,0.4434,3.4287,94.7,0.6518,0.3135,8.3,0.1237,0.7378,104.4,0.3269,0.7835,71.5,0.4541,0.1005,78.2,0.6448
61100,00-0036912,DeVonta Smith,PHI,5,False,1.0,0.4450661166405076,1.5832338830671142,0.4450661166405076,81.6,23,1701.0,1.0,0.9151,1030.6,0.7788,1.1062,1030.6,0.8136,0.8955,34.8,0.4837,1.0206,215.1,0.6214,-0.0711,215.1,0.8095,-0.2136,42.3,0.4177,0.5415,215.1,0.5002,-0.6272,158.1,0.6477,-0.1716,158.1,0.7859
84088,00-0036613,Jaylen Waddle,MIA,5,False,1.0,0.44097280580210035,1.1159959541320283,0.44097280580210035,81.4,24,1317.0,1.0,1.0348,808.8,0.7343,1.2558,808.8,0.774,-0.4805,26.6,0.4176,0.7147,177.6,0.5755,0.2942,177.6,0.7783,0.4401,28.4,0.3255,0.0185,177.6,0.4525,-0.3327,118.3,0.5789,0.0216,118.3,0.733
143068,00-0039491,Jalen Coker,CAR,2,True,0.9195264378849692,0.43373749025644603,,0.43373749025644603,81.2,25,605.0,1.0,0.403,479.9,0.6211,0.6485,479.9,0.6702,2.165,10.2,0.2154,1.2295,78.8,0.3754,-0.5674,24.8,0.3285,1.7204,15.4,0.2072,0.8358,78.8,0.2682,1.831,17.6,0.1698,-0.468,59.6,0.5805
11839,00-0033921,Chris Godwin,TB,9,False,1.0,0.43025923896021806,0.6285074683386597,0.43025923896021806,81.1,26,1149.0,1.0,0.4883,592.8,0.6694,0.696,592.8,0.7151,-0.7168,9.4,0.2018,0.6829,122.8,0.4839,0.1371,122.8,0.7083,0.4001,25.6,0.3026,0.6542,122.8,0.3637,1.448,88.0,0.5058,1.0287,88.0,0.6714
78171,00-0039146,Jayden Reed,GB,3,True,0.9489883880127782,0.4341512152357309,0.3670914493121318,0.4307303884764824,81.1,26,985.0,1.0,0.9164,504.3,0.6327,0.3593,504.3,0.6811,1.0443,20.9,0.3595,1.0063,101.8,0.4373,1.6429,72.8,0.5899,0.0869,14.8,0.2005,-0.6365,101.8,0.3214,0.1462,53.0,0.3813,0.4206,76.0,0.6383
159617,00-0039410,Ryan Flournoy,DAL,2,True,0.837558533828516,0.42837153907945397,,0.42837153907945397,81.0,28,273.0,1.0,0.6287,273.0,0.4826,1.0704,273.0,0.5362,0.9606,5.0,0.1186,1.1809,53.0,0.288,0.3167,53.0,0.5116,-0.2803,10.0,0.1451,0.8234,53.0,0.1978,0.2181,40.0,0.3174,0.8284,40.0,0.4815
104155,00-0038621,Demario Douglas,NE,3,True,0.9525538838843559,0.420721061372393,,0.420721061372393,80.8,29,1063.0,1.0,0.3782,633.9,0.6841,0.6161,633.9,0.7286,0.4532,17.5,0.3207,0.4505,124.2,0.4867,1.6851,124.2,0.7105,0.2205,13.1,0.1816,0.6918,124.2,0.3662,-0.0594,90.1,0.5116,0.6073,90.1,0.6766
129799,00-0038606,Parker Washington,JAX,3,True,0.9495233316608128,0.39216382940503186,0.6475998026992331,0.4050573863109007,80.3,30,996.0,1.0,0.5747,700.2,0.7052,0.7191,700.2,0.7478,0.2231,29.7,0.4443,0.1912,131.8,0.5015,-0.6019,126.0,0.7136,1.0221,34.9,0.3717,-0.3395,131.8,0.3801,1.3324,82.6,0.4898,1.0804,87.4,0.67
61211,00-0036410,Tee Higgins,CIN,6,False,1.0,0.3929204408545957,1.297309734072052,0.3929204408545957,80.0,31,1364.0,1.0,0.5672,887.5,0.752,1.2443,887.5,0.7899,0.7815,33.9,0.477,0.7862,177.6,0.5755,-1.5561,177.6,0.7783,0.0485,61.5,0.5105,0.4977,177.6,0.4525,0.3151,111.9,0.5653,0.5433,111.9,0.722
156165,00-0040667,Matthew Golden,GB,1,True,0.8460596786534047,0.3666455218981634,0.3547856645181287,0.36481981164195604,79.1,32,291.0,0.83,0.2593,291.0,0.4985,0.4881,291.0,0.552,0.7941,14.0,0.2737,1.1426,46.0,0.2599,,,,1.2078,6.0,0.0924,0.727,46.0,0.1763,,,,0.913,33.0,0.4338
124030,00-0039915,Ladd McConkey,LAC,2,True,0.9550511594656181,0.3330464859550936,0.5493906531248572,0.34277090542575095,78.5,33,1125.0,1.0,0.5606,891.5,0.7528,0.5055,891.5,0.7906,-0.3246,21.1,0.3617,0.2683,174.2,0.5708,0.5421,174.2,0.7749,-0.242,27.2,0.3158,0.3375,174.2,0.4477,0.5915,119.1,0.5805,0.8198,119.1,0.7343
47864,00-0035640,D.K. Metcalf,PIT,7,False,1.0,0.33110043912975745,0.1970118188762107,0.33110043912975745,78.1,34,1595.0,1.0,0.7089,967.8,0.7678,0.656,967.8,0.8039,0.0597,45.6,0.5509,0.3583,196.3,0.5997,-0.6141,196.3,0.7951,-0.6093,55.9,0.4869,-0.1244,196.3,0.4773,1.7238,117.3,0.5768,0.5553,117.3,0.7313
11824,00-0033908,Cooper Kupp,SEA,9,False,1.0,0.32687986177120376,,0.32687986177120376,78.0,35,1361.0,1.0,0.3804,868.0,0.7478,0.4653,868.0,0.7861,0.5851,19.6,0.3458,-0.1866,177.0,0.5747,0.4961,177.0,0.7777,0.0143,29.8,0.3357,0.3327,177.0,0.4516,1.0061,121.5,0.5855,0.5107,121.5,0.7383
66581,00-0038124,Christian Watson,GB,4,False,1.0,0.3249155906052664,,0.3249155906052664,77.9,36,856.0,1.0,1.2539,524.8,0.642,0.9727,524.8,0.6897,0.2621,33.9,0.4771,0.9292,107.0,0.4496,-1.1978,107.0,0.6789,0.2853,36.7,0.3838,0.4881,107.0,0.3324,0.2118,63.0,0.4228,-1.1233,63.0,0.594
84355,00-0037239,Chris Olave,NO,4,False,1.0,0.31476220694202545,0.6870718216812502,0.31476220694202545,77.6,37,1317.0,1.0,1.058,854.4,0.7448,1.2072,854.4,0.7835,-0.0698,44.5,0.5452,0.1038,216.4,0.6229,0.1511,192.7,0.7921,0.1947,46.5,0.4411,0.4905,216.4,0.5017,-1.2459,126.3,0.5949,-0.7262,143.9,0.7696
158735,00-0040124,Tetairoa McMillan,CAR,1,True,0.9180314511529374,0.24592175401560068,1.1037939207445584,0.3162402906186587,77.6,37,593.0,1.0,0.8222,593.0,0.6695,1.1086,593.0,0.7152,0.3387,23.0,0.3824,0.1141,126.0,0.4903,-0.323,126.0,0.7135,-0.6537,24.0,0.2894,-0.3531,126.0,0.3696,-0.5023,75.0,0.4658,-0.0194,75.0,0.6352
122832,00-0038997,Josh Downs,IND,3,True,0.9586331674822155,0.28311779957225053,0.932054715992605,0.30996226430841883,77.5,39,1227.0,1.0,0.4984,725.9,0.7126,0.9644,725.9,0.7545,0.6169,17.1,0.3156,-0.0886,168.5,0.5626,0.1611,168.5,0.7691,-0.2432,25.6,0.3027,0.4142,168.5,0.4395,-0.3338,118.2,0.5787,0.0481,118.2,0.7329
8642,00-0031408,Mike Evans,TB,12,False,1.0,0.2925889622749854,,0.2925889622749854,76.9,40,1284.0,1.0,1.2087,654.4,0.6909,1.2249,654.4,0.7348,0.0845,36.6,0.4963,0.3457,165.9,0.5587,-1.2326,165.9,0.7663,0.4743,45.4,0.4354,-0.2552,165.9,0.4356,-0.2919,101.8,0.5419,-0.6734,101.8,0.7026
78038,00-0037664,Alec Pierce,IND,4,False,1.0,0.24890974915247016,0.3186696183636295,0.24890974915247016,75.6,41,1534.0,1.0,0.645,908.6,0.7563,0.6445,908.6,0.7937,0.5526,49.2,0.5698,1.4627,138.4,0.5137,-1.3576,138.4,0.7322,-0.013,49.9,0.4585,0.5136,138.4,0.3917,0.5887,77.0,0.4724,-0.9839,77.0,0.6414
48267,00-0034827,DJ Moore,CHI,8,False,1.0,0.24582429165670003,0.6806918036819878,0.24582429165670003,75.5,42,1902.0,1.0,0.0616,1188.7,0.8024,0.4296,1188.7,0.8343,0.0199,44.1,0.5427,0.1136,210.3,0.6161,0.609,210.3,0.8061,0.4801,34.0,0.366,0.6565,210.3,0.4946,0.3042,143.9,0.6259,0.2221,143.9,0.7697
11028,00-0032464,Kalif Raymond,DET,10,False,1.0,0.2394070099340092,,0.2394070099340092,75.3,43,607.0,0.83,0.2109,373.1,0.5604,0.2283,373.1,0.6124,0.3136,5.5,0.1283,1.4316,54.2,0.2927,,,,1.7022,4.7,0.0739,0.8268,54.2,0.2014,,,,-0.2531,45.6,0.5142
97405,00-0037740,Garrett Wilson,NYJ,4,False,1.0,0.23555165474247403,0.9703131819395486,0.23555165474247403,75.2,44,1552.0,1.0,0.414,788.0,0.7292,0.6966,788.0,0.7694,-0.0538,26.9,0.4197,-0.5642,186.9,0.5879,0.1317,186.9,0.787,-0.1183,39.1,0.3991,0.1084,186.9,0.4652,-0.4338,120.3,0.583,1.3825,120.3,0.7363
122676,00-0040727,Tre Harris,LAC,1,True,0.8576482241403707,0.0398468652384468,1.3779401393273014,0.23032681907082098,75.0,45,319.0,0.83,-0.5324,319.0,0.5215,-0.0941,319.0,0.5746,-0.2342,8.0,0.1772,0.5931,46.0,0.2599,,,,1.6704,8.0,0.1195,0.7077,46.0,0.1763,,,,0.5958,32.0,0.4262
123709,00-0040237,Tez Johnson,TB,1,True,0.848699052489096,0.03441927078085027,1.265211844631403,0.22063935339382312,74.7,46,297.0,0.83,-0.5324,297.0,0.5036,-0.3137,297.0,0.5571,0.0115,9.0,0.195,0.6548,42.0,0.2428,,,,1.2078,6.0,0.0924,0.6305,42.0,0.1635,,,,1.3157,28.0,0.3939
101735,00-0038117,Wan'Dale Robinson,NYG,4,False,1.0,0.20901106840758504,1.208544955762317,0.20901106840758504,74.4,47,1523.0,1.0,0.31,982.1,0.7704,-0.021,982.1,0.8062,0.8455,25.0,0.4024,-0.5412,226.6,0.6337,0.9294,226.6,0.8175,-0.0502,39.5,0.4011,0.4131,226.6,0.5132,-0.2078,161.3,0.6522,0.8886,161.3,0.7892
84329,00-0037816,Romeo Doubs,GB,4,False,1.0,0.20494912187187814,0.6981817106364082,0.20494912187187814,74.3,48,1389.0,1.0,0.5963,831.3,0.7396,0.6701,831.3,0.7788,0.5449,31.7,0.4604,0.9902,165.4,0.558,-0.8725,165.4,0.7657,0.2962,48.4,0.4508,-0.0107,165.4,0.4349,-0.3785,110.3,0.5618,-0.5458,110.3,0.7191
144800,00-0040134,Pat Bryant,DEN,1,True,0.8572644721906924,0.09901958446334228,0.7979542212880245,0.19878238875472004,74.1,49,318.0,1.0,-0.1454,318.0,0.5207,-0.0941,318.0,0.5739,1.414,4.0,0.0972,0.3799,51.0,0.2802,-0.8547,51.0,0.502,0.8344,15.0,0.2029,-0.2374,51.0,0.1918,0.4568,35.0,0.2892,1.493,35.0,0.4483
47658,00-0037801,KaVontae Turpin,DAL,4,False,1.0,0.1883044776000035,0.6052735212455959,0.1883044776000035,73.8,50,444.0,1.0,0.6331,352.2,0.5461,-0.1527,352.2,0.5986,0.9652,8.3,0.1826,0.4877,63.4,0.3261,0.766,26.4,0.3429,-0.9091,5.3,0.0825,-1.1687,63.4,0.2278,0.8,17.1,0.1654,1.0216,43.0,0.4999
78092,00-0038104,Tyquan Thornton,KC,4,False,1.0,0.18626200961333608,0.2804926511335515,0.18626200961333608,73.7,51,258.0,0.83,0.5583,258.0,0.4685,0.0777,258.0,0.5221,0.3907,23.0,0.3824,1.9256,36.0,0.2156,,,,-0.2803,10.0,0.1451,1.2863,36.0,0.1435,,,,-1.3427,19.0,0.3061
8647,00-0031235,Odell Beckham Jr.,BLT,12,False,1.0,0.18397952354202432,,0.18397952354202432,73.6,52,332.0,1.0,0.6303,100.4,0.2555,0.8139,100.4,0.2984,0.1167,4.5,0.1089,0.5832,20.9,0.1374,-0.384,20.9,0.2921,0.252,3.3,0.0535,0.9012,20.9,0.0885,0.4923,11.8,0.1206,-0.3839,11.8,0.215
8688,00-0031381,Davante Adams,LA,12,False,1.0,0.16447557644354416,,0.16447557644354416,73.0,53,1617.0,1.0,0.9192,976.2,0.7693,1.229,976.2,0.8052,-0.1784,47.4,0.5607,-0.073,261.0,0.6658,-0.646,261.0,0.8376,-0.5121,58.6,0.4986,-0.7409,261.0,0.5484,-0.6072,148.9,0.6338,-0.4212,148.9,0.7756
42237,00-0035500,Greg Dortch,ARZ,7,False,1.0,0.154377138632459,1.0962895556874526,0.154377138632459,72.7,54,750.0,1.0,-0.6019,448.6,0.6051,-0.3499,448.6,0.6551,-2.3039,4.4,0.1061,-0.2335,69.8,0.3476,1.3647,25.3,0.3334,0.1178,10.3,0.1484,0.3801,69.8,0.2452,2.2173,20.4,0.1913,3.3512,56.6,0.5679
48027,00-0036259,Jauan Jennings,SF,6,False,1.0,0.15206969113741106,1.1625742671581711,0.15206969113741106,72.7,54,1260.0,1.0,0.3038,854.3,0.7448,0.504,854.3,0.7834,-0.1575,21.4,0.3657,-0.1816,169.8,0.5644,-1.0901,157.1,0.7563,0.6383,55.0,0.4829,0.0668,169.8,0.4413,0.1129,100.3,0.5384,0.8702,109.1,0.717
146760,00-0039893,Brian Thomas Jr.,JAX,2,True,0.9508356954354412,0.1370921171204792,0.3951204344454705,0.1497778998997257,72.6,56,1024.0,1.0,0.6725,788.7,0.7293,0.4315,788.7,0.7696,-0.079,38.4,0.5083,0.3673,160.9,0.5513,-0.163,160.9,0.7608,-0.3116,38.8,0.397,-0.7442,160.9,0.4282,0.2187,97.8,0.5322,-0.2114,97.8,0.6943
78874,00-0038977,Tank Dell,HST,3,True,0.9354258938314398,0.09451894677026082,0.9701424721193028,0.1510615532598388,72.6,56,767.0,1.0,0.382,342.7,0.5393,0.7013,342.7,0.592,-0.0426,14.2,0.2764,0.414,66.9,0.3382,-0.3224,66.9,0.5695,0.4116,12.9,0.1799,-0.3759,66.9,0.2375,-0.824,42.3,0.3295,-0.4403,42.3,0.4953
7808,00-0030564,DeAndre Hopkins,BLT,13,False,1.0,0.14894669660132828,,0.14894669660132828,72.6,56,1103.0,1.0,0.5295,572.6,0.6617,1.1227,572.6,0.708,-0.0224,24.9,0.4017,-0.0554,125.5,0.4893,-0.8253,87.5,0.6337,0.4749,36.9,0.3848,0.4164,125.5,0.3687,-1.0307,55.1,0.3906,-0.8444,77.1,0.6417
7857,00-0030279,Keenan Allen,LAC,13,False,1.0,0.1459861253772182,,0.1459861253772182,72.5,59,1569.0,1.0,0.408,955.7,0.7655,0.6755,955.7,0.8019,-0.0191,29.3,0.4409,0.1818,234.2,0.6413,-0.2081,234.2,0.8224,0.3664,43.2,0.4227,-0.259,234.2,0.5215,-0.4496,155.2,0.6433,-0.2033,155.2,0.7827
150240,00-0040130,Jayden Higgins,HST,1,True,0.8896808860620682,0.012325186839035312,1.2127230605207733,0.14475201663658202,72.4,60,427.0,1.0,0.1361,427.0,0.5933,0.4118,427.0,0.6439,-0.3776,15.0,0.2877,0.1802,81.0,0.3821,-0.3134,81.0,0.6155,-0.2134,17.0,0.2239,0.9006,81.0,0.2737,-0.7619,50.0,0.3676,-0.5983,50.0,0.5372
47468,00-0034960,Jakobi Meyers,JAX,7,False,1.0,0.13913596794850253,0.926134523382943,0.13913596794850253,72.3,61,1672.0,1.0,0.306,1038.8,0.7802,0.6202,1038.8,0.8148,-0.3389,20.6,0.357,-0.217,212.4,0.6185,-0.3192,212.4,0.8076,0.4544,45.6,0.436,0.6989,212.4,0.497,-0.3957,145.3,0.6282,-0.1406,145.3,0.7714
29049,00-0036252,Michael Pittman Jr.,IND,6,False,1.0,0.11150805547691431,0.6333666230956598,0.11150805547691431,71.4,62,1583.0,1.0,0.3458,972.5,0.7686,0.4533,972.5,0.8046,-0.5798,22.0,0.3723,-0.1975,213.7,0.6199,0.1235,213.7,0.8085,0.2811,39.9,0.4036,0.4462,213.7,0.4986,-0.0771,150.9,0.6369,-0.4208,150.9,0.778
144718,00-0039894,Xavier Worthy,KC,2,True,0.9514666152064839,0.08744468393636769,0.400284616257743,0.10262786475049854,71.2,63,1038.0,1.0,-0.1049,761.7,0.7224,0.0459,761.7,0.7634,-0.0381,28.6,0.4346,0.2484,134.7,0.507,1.2911,134.7,0.7269,-0.208,16.1,0.2151,0.1888,134.7,0.3853,-0.7192,84.9,0.4967,0.4655,84.9,0.6634
48164,00-0034348,Courtland Sutton,DEN,8,False,1.0,0.08671425862934289,0.7592214740074387,0.08671425862934289,70.7,64,1792.0,1.0,0.3964,1188.8,0.8024,0.6757,1188.8,0.8343,0.4712,45.4,0.55,0.3626,237.9,0.6449,-0.907,237.9,0.8246,0.4011,60.6,0.507,-0.662,237.9,0.5254,-0.6294,146.1,0.6295,-0.4684,146.1,0.7724
100637,00-0039424,Devaughn Vele,NO,2,True,0.9156818372307435,0.09699361520725709,-0.0782166291877937,0.08222020930151398,70.5,65,575.0,1.0,-0.2065,425.1,0.5922,0.4678,425.1,0.6429,0.0688,7.3,0.1643,1.1098,66.8,0.3377,0.2666,30.8,0.3784,1.4969,19.2,0.2462,0.4774,66.8,0.2371,-0.8924,22.6,0.2077,-1.0692,47.5,0.5247
145055,00-0040129,Emeka Egbuka,TB,1,True,0.9100983020554066,0.0031188984929102223,0.8509203338535026,0.07933768705169088,70.5,65,536.0,1.0,0.6463,536.0,0.6468,0.0872,536.0,0.6942,0.4259,27.0,0.4209,-0.5319,126.0,0.4903,-0.5275,126.0,0.7135,-0.8599,27.0,0.3142,-0.8931,126.0,0.3696,0.2546,63.0,0.4227,0.0358,63.0,0.5939
145056,00-0039849,Marvin Harrison Jr.,ARZ,2,True,0.9459691712766529,0.008197710898146133,1.2966142087100443,0.0778119220157555,70.4,67,927.0,1.0,0.3083,682.7,0.6999,0.3396,682.7,0.743,0.2578,30.3,0.4493,0.4991,134.7,0.507,-1.2539,134.7,0.7269,-0.056,39.9,0.4037,0.0883,134.7,0.3853,-0.1023,75.1,0.4661,-0.775,75.1,0.6355
123085,00-0038544,Quentin Johnston,LAC,3,True,0.9647240339434743,0.047193665378315805,0.889054819115608,0.07689113086186011,70.4,67,1448.0,1.0,-0.0076,911.9,0.757,-0.1771,911.9,0.7943,0.1989,37.2,0.5007,0.1505,153.8,0.54,-0.4993,153.8,0.7525,-0.2597,42.3,0.4179,-0.1958,153.8,0.4172,0.3986,95.7,0.5267,1.3495,95.7,0.6897
84423,00-0038559,Michael Wilson,ARZ,3,True,0.966906806144939,0.07073694412244695,0.2105304060078019,0.07536315625628909,70.3,69,1547.0,1.0,0.0415,1032.1,0.7791,0.4198,1032.1,0.8138,-0.3042,32.7,0.468,0.0151,180.3,0.5792,-0.7499,180.3,0.7809,0.9617,49.0,0.4542,0.4457,180.3,0.4563,0.0768,115.3,0.5728,-0.3293,115.3,0.7281
11795,00-0033282,Curtis Samuel,BUF,9,False,1.0,0.07174870717473218,,0.07174870717473218,70.2,70,664.0,1.0,-0.1025,265.7,0.4758,-0.0396,265.7,0.5295,1.4345,5.5,0.1284,-0.5274,53.8,0.291,1.4917,53.8,0.5152,0.2216,9.3,0.1362,0.2647,53.8,0.2001,-0.5016,39.1,0.3125,-0.2495,39.1,0.4758
9437,00-0031544,Amari Cooper,BUF,11,False,1.0,0.0642999541661693,1.8768321043815168,0.0642999541661693,70.0,71,1010.0,1.0,0.497,409.0,0.5828,0.4596,409.0,0.634,0.4361,19.8,0.3474,0.0161,87.9,0.4016,-1.0141,87.9,0.6347,0.8597,18.4,0.2382,-0.806,87.9,0.2903,-0.2234,50.5,0.3698,-0.4373,50.5,0.5396
11873,00-0033555,Mack Hollins,NE,9,False,1.0,0.05786817533801544,0.5227719606721575,0.05786817533801544,69.8,72,1016.0,1.0,0.0922,696.3,0.704,0.0369,696.3,0.7467,0.3967,25.4,0.4063,1.0827,113.3,0.4637,-0.253,104.8,0.6744,0.896,24.1,0.2904,1.1873,113.3,0.3451,-0.9936,71.8,0.4549,-1.1029,77.2,0.642
11993,00-0033591,Noah Brown,WAS,9,False,1.0,0.05537054629378246,0.2718453653444357,0.05537054629378246,69.7,73,575.0,1.0,0.4603,242.7,0.4533,0.2732,242.7,0.5069,0.5305,7.7,0.1722,0.2187,46.3,0.2613,-0.2451,46.3,0.478,-0.3575,10.1,0.1466,-0.279,46.3,0.1774,-0.1058,29.2,0.2536,-0.6342,29.2,0.4043
73774,00-0039919,Rome Odunze,CHI,2,True,0.9545885433124182,-0.00693079714143552,1.130737836300077,0.04473239273091415,69.4,74,1113.0,1.0,-0.0533,832.2,0.7398,0.0579,832.2,0.779,0.0561,41.6,0.5286,0.0679,151.8,0.5368,0.1301,151.8,0.75,0.1006,29.9,0.3366,-0.4759,151.8,0.414,0.3439,77.7,0.4746,-0.3599,77.7,0.6433
48262,00-0034837,Calvin Ridley,TEN,8,False,1.0,0.03848419242095962,0.4947994882637504,0.03848419242095962,69.2,75,1353.0,1.0,0.5925,656.0,0.6915,0.3472,656.0,0.7353,0.6252,30.1,0.4474,0.2469,137.1,0.5113,-0.7177,102.1,0.6686,-0.5234,26.9,0.3131,-0.9324,137.1,0.3894,-0.6649,58.2,0.4035,-0.1787,75.2,0.6358
124087,00-0038608,Kayshon Boutte,NE,3,True,0.9478837486401078,0.026740266203755924,0.0633504268301907,0.028648250537289227,68.9,76,963.0,1.0,-0.0457,753.3,0.7202,0.0609,753.3,0.7613,0.957,30.9,0.4541,0.8332,101.8,0.4374,-1.0231,101.8,0.6681,0.6969,20.6,0.259,0.2499,101.8,0.3215,-0.6287,65.7,0.4328,-0.2568,65.7,0.6038
97108,00-0039880,Malik Washington,MIA,2,True,0.922015503875969,-0.07682916002902304,1.2312998670473965,0.02518462301275047,68.8,77,626.0,1.0,-0.9521,509.9,0.6353,-0.5286,509.9,0.6835,-1.3454,6.1,0.1411,-1.0029,81.8,0.3844,1.4409,62.0,0.5506,0.3578,12.9,0.179,0.6498,81.8,0.2757,0.5387,46.0,0.3484,1.5541,60.3,0.5833
61568,00-0035662,Marquise Brown,KC,7,False,1.0,0.025171118805786086,1.343789563241138,0.025171118805786086,68.8,77,853.0,1.0,0.0769,532.2,0.6451,0.2098,532.2,0.6926,0.2708,18.1,0.327,0.0401,100.4,0.434,0.2478,100.4,0.665,-0.5525,16.4,0.2172,0.7197,100.4,0.3185,-1.3484,64.4,0.4282,0.105,64.4,0.5993
100660,00-0039916,Ricky Pearsall,SF,2,True,0.9213201939621462,-0.020747459390424442,0.5506521124252591,0.024210148090146287,68.8,77,620.0,1.0,0.2429,482.3,0.6223,0.1972,482.3,0.6713,0.1543,20.9,0.3595,0.5761,77.2,0.3708,-0.9949,77.2,0.6041,1.574,15.9,0.213,0.776,77.2,0.2643,-1.4039,53.0,0.3814,-1.358,53.0,0.5519
