pff_id,gsis_id,player,team,nfl_seasons,blend,lambda,NFL_RB,college_rb,Talent_RB,score,rank_rb,N_career,z_grades_run,neff_grades_run,r_grades_run,z_RYOE,neff_RYOE,r_RYOE,z_yco_attempt,neff_yco_attempt,r_yco_attempt,z_MTF_rush,neff_MTF_rush,r_MTF_rush,z_success_rate,neff_success_rate,r_success_rate,z_breakaway_pct,neff_breakaway_pct,r_breakaway_pct,z_EPA_rush,neff_EPA_rush,r_EPA_rush,z_grades_pass_route,neff_grades_pass_route,r_grades_pass_route,z_yprr,neff_yprr,r_yprr,z_receiving_EPA_target,neff_receiving_EPA_target,r_receiving_EPA_target,z_YAC_reception,neff_YAC_reception,r_YAC_reception,z_drop_rate,neff_drop_rate,r_drop_rate
62946,00-0037525,Jordan Mason,MIN,4,False,1.0,0.04280442612076062,0.0775326946538817,0.04280442612076062,67.7,40,352.0,0.8818,255.2,0.1791,1.47,243.2,0.0712,0.6328,255.2,0.3607,0.3481,255.2,0.4848,0.7866,255.2,0.3028,0.5154,255.2,0.5193,0.302,255.2,0.2706,-1.0979,264.1,0.3322,-1.3374,264.1,0.2596,-0.3136,23.9,0.2197,-0.6534,21.0,0.2444,0.8648,23.9,0.4156
57212,00-0036275,D'Andre Swift,CHI,6,False,1.0,0.03903669400195914,0.5279646433987896,0.03903669400195914,67.5,41,747.0,0.6458,466.4,0.2851,-0.3157,466.4,0.1282,-0.5225,466.4,0.5076,-0.3114,466.4,0.6323,0.4754,466.4,0.4425,-0.0509,466.4,0.6638,0.5681,466.4,0.404,-0.0383,629.2,0.5424,-0.0125,629.2,0.4552,0.106,89.9,0.5144,0.9193,72.1,0.5267,0.1222,89.9,0.7279
45791,00-0034844,Saquon Barkley,PHI,8,False,1.0,0.03411009614055679,1.0516547140976242,0.03411009614055679,67.2,42,989.0,0.4711,620.5,0.3466,0.8598,620.5,0.1636,-0.1609,620.5,0.5783,-0.16,620.5,0.6958,-0.065,620.5,0.5136,1.1436,620.5,0.7242,0.1381,620.5,0.4742,-0.4796,649.8,0.5504,-0.2564,649.8,0.4632,0.0013,99.2,0.5389,-0.2834,77.7,0.5453,-0.2211,99.2,0.747
83601,00-0037267,Jerome Ford,CLV,4,False,1.0,0.03382680956160476,0.5148690549097631,0.03382680956160476,67.2,42,317.0,0.1913,121.6,0.0942,0.5254,121.6,0.0369,0.3613,121.6,0.2119,0.6039,121.6,0.3096,-0.6296,121.6,0.1715,1.4467,121.6,0.3399,0.0232,121.6,0.1502,-0.3458,272.8,0.3394,-0.4289,272.8,0.2659,-0.2489,42.5,0.3334,-0.3456,34.9,0.3499,-0.2481,42.5,0.5581
12164,00-0033699,Austin Ekeler,WAS,9,False,1.0,0.029195226327706388,,0.029195226327706388,67.0,44,278.0,-0.6353,108.6,0.0849,-0.6482,54.1,0.0168,-0.6033,108.6,0.1936,-0.5581,108.6,0.2859,-0.2047,108.6,0.156,0.5014,108.6,0.3149,-0.2397,108.6,0.1363,0.3068,261.2,0.3298,0.8284,261.2,0.2576,-0.0454,50.6,0.3733,1.2535,41.3,0.3891,0.0769,50.6,0.6007
57185,00-0036973,Travis Etienne Jr.,JAX,5,False,1.0,0.02790493547076725,1.2043069444187051,0.02790493547076725,66.9,45,687.0,-0.0996,433.3,0.2703,-0.4805,433.3,0.1202,-0.1525,433.3,0.4892,-0.1837,433.3,0.615,-0.5257,433.3,0.4244,0.2833,433.3,0.6471,-0.2806,433.3,0.3864,0.3125,552.9,0.5101,0.2803,552.9,0.4234,0.5333,99.8,0.5402,0.2864,80.0,0.5525,-0.1782,99.8,0.748
97118,00-0037840,Kyren Williams,LA,4,False,1.0,0.025469796585384202,0.3581298243519735,0.025469796585384202,66.8,46,895.0,1.1084,569.0,0.3272,0.1997,569.0,0.1521,-0.0462,569.0,0.557,-0.2262,569.0,0.6772,1.2825,569.0,0.4919,-0.5465,569.0,0.7066,0.64,569.0,0.4526,-0.3217,726.3,0.5777,-0.5863,726.3,0.491,0.5503,90.6,0.5163,-1.3639,74.9,0.5361,0.1798,90.6,0.7294
157196,00-0040122,Ashton Jeanty,LV,1,True,0.9155797101449274,-0.1362448603859961,1.590015603485555,0.009486548339392262,66.0,47,266.0,-0.1896,266.0,0.1853,-0.9718,266.0,0.0774,-0.0046,266.0,0.3702,0.8063,266.0,0.4951,-1.5606,266.0,0.3116,-0.5039,266.0,0.5296,-2.2989,266.0,0.2788,0.3747,359.0,0.4034,-0.0412,359.0,0.3228,-0.5065,68.0,0.4447,0.0854,55.0,0.4591,-0.0245,68.0,0.6692
57120,00-0037746,Brian Robinson,SF,4,False,1.0,0.009040474238187123,0.5736814103686332,0.009040474238187123,65.9,48,496.0,-0.3752,271.5,0.1884,-0.3149,271.5,0.0788,0.0043,271.5,0.375,0.1525,271.5,0.5002,0.2753,271.5,0.316,0.0376,271.5,0.5347,0.1303,271.5,0.2829,0.4631,273.6,0.3401,-0.4247,273.6,0.2665,-0.2187,41.1,0.3259,0.0056,33.1,0.338,0.3495,41.1,0.5498
11803,00-0033897,Joe Mixon,HST,9,False,1.0,0.005114830893390447,1.0114352719690842,0.005114830893390447,65.7,49,544.0,0.2217,235.6,0.1676,0.0267,235.6,0.0691,-0.2982,235.6,0.3424,-0.7566,235.6,0.4648,-0.3451,235.6,0.2861,0.1993,235.6,0.4993,0.1471,235.6,0.255,0.3772,262.4,0.3308,0.2012,262.4,0.2584,0.1334,47.9,0.3607,0.7043,37.2,0.3646,-0.14,47.9,0.5876
40693,00-0036139,Rico Dowdle,CAR,6,False,1.0,-0.00038800884103251383,-0.1553855810861859,-0.00038800884103251383,65.4,50,567.0,-0.2851,397.8,0.2538,0.363,370.2,0.1045,0.2388,397.8,0.4678,-0.4861,397.8,0.5946,0.3892,397.8,0.4036,-0.1829,397.8,0.6274,0.3495,397.8,0.3663,-0.2178,460.6,0.4645,0.1568,460.6,0.3795,0.1334,82.2,0.4919,0.0948,67.2,0.5091,0.061,82.2,0.7098
123727,00-0039391,Kimani Vidal,LAC,2,True,0.8949740815866576,-0.0904442612593334,0.7114214443820807,-0.006227579080181012,65.1,51,209.0,-0.0088,189.7,0.1395,0.3056,166.0,0.0497,-0.3048,189.7,0.2954,-0.175,189.7,0.4115,-1.0956,189.7,0.244,0.2953,189.7,0.4453,-0.6469,189.7,0.2161,-0.2758,291.2,0.3542,-0.7857,291.2,0.2789,0.2013,27.4,0.244,0.8522,20.8,0.2426,0.1659,27.4,0.4491
99467,00-0039021,Roschon Johnson,CHI,3,True,0.8472131147540983,-0.12797415196208708,0.533372946964754,-0.026928988650641833,64.1,52,136.0,-0.183,54.8,0.0447,,,,-1.3083,54.8,0.1079,-1.0627,54.8,0.168,0.8264,54.8,0.0852,-1.3244,54.8,0.1881,0.0157,54.8,0.0737,0.1594,132.3,0.1995,-0.2833,132.3,0.1494,0.2418,22.1,0.2062,-0.6166,19.1,0.2275,0.3679,22.1,0.3962
138346,00-0038794,Jaleel McLaughlin,DEN,3,True,0.9058585858585858,-0.030017152531664596,,-0.030017152531664596,63.9,53,236.0,-0.3147,131.2,0.1009,-1.0069,63.3,0.0195,-0.4377,131.2,0.2248,1.5127,131.2,0.3261,1.0432,131.2,0.1825,-0.3463,131.2,0.3571,0.6099,131.2,0.1602,-0.4868,150.9,0.2214,-0.5336,150.9,0.167,-0.923,32.2,0.2749,-0.0109,28.1,0.3027,-0.1461,32.2,0.4892
77763,00-0038705,Emari Demercado,ARZ,3,True,0.8061564059900165,0.003679271804499826,-0.2269659088265426,-0.041029818950103276,63.3,54,102.0,-1.0696,61.5,0.05,,,,3.6212,61.5,0.1197,-0.3539,61.5,0.1849,-1.0545,61.5,0.0948,2.2406,61.5,0.2067,-0.9188,61.5,0.0821,-0.8059,165.6,0.2378,-0.3683,165.6,0.1803,-0.4369,26.8,0.2397,-0.9846,19.4,0.23,-0.72,26.8,0.4433
146934,00-0039874,Jaylen Wright,MIA,2,True,0.8490932642487046,-0.1389640247386298,0.4864164712452333,-0.0445898954871789,63.2,55,138.0,0.1037,107.4,0.0841,,,,0.6281,107.4,0.1918,0.4486,107.4,0.2837,0.5695,107.4,0.1545,-0.1378,107.4,0.3125,-0.8476,107.4,0.135,-1.8861,82.9,0.1351,-0.8303,82.9,0.0992,-0.8176,11.3,0.1175,0.681,6.7,0.0931,-3.5481,11.3,0.2516
57206,00-0036414,Cam Akers,MIN,6,False,1.0,-0.04355042297217673,0.3631931561764632,-0.04355042297217673,63.2,55,169.0,0.0545,78.1,0.0626,-0.5114,60.0,0.0185,-0.4139,78.1,0.1472,0.0132,78.1,0.2236,-0.7459,78.1,0.1173,0.91,78.1,0.2484,-0.5494,78.1,0.1019,0.0256,83.2,0.1355,-0.6869,83.2,0.0995,-0.0479,12.4,0.1277,-0.8199,11.0,0.1454,0.6972,12.4,0.27
157128,00-0040784,Quinshon Judkins,CLV,1,True,0.9036393713813068,-0.11557125337143939,0.5822004108480263,-0.04833353717493996,63.0,57,230.0,-0.7471,230.0,0.1643,-0.052,230.0,0.0676,0.2595,230.0,0.337,-0.203,230.0,0.4589,-1.2934,230.0,0.2813,0.0428,230.0,0.4933,-0.7003,230.0,0.2505,0.1945,163.0,0.2349,0.18,163.0,0.1779,-0.6585,33.0,0.2799,-0.3972,26.0,0.2863,0.4292,33.0,0.4954
123056,00-0038951,Sean Tucker,TB,3,True,0.8472131147540983,-0.1220903619700259,0.3261424298893466,-0.05360626983675782,62.7,58,136.0,-0.2774,113.5,0.0884,,,,-0.7718,113.5,0.2005,-1.4079,113.5,0.295,-0.2578,113.5,0.1619,0.2711,113.5,0.3245,0.6035,113.5,0.1416,-0.1634,82.1,0.1339,0.2235,82.1,0.0983,-0.0464,17.1,0.1672,-0.0374,12.9,0.1666,-0.1815,17.1,0.3365
57165,00-0036265,AJ Dillon,GB,6,False,1.0,-0.058401001733947626,0.5597887412375167,-0.058401001733947626,62.4,59,178.0,0.223,53.8,0.044,-0.7972,53.8,0.0167,-0.4255,53.8,0.1063,-1.0758,53.8,0.1656,-0.6336,53.8,0.0839,-0.8771,53.8,0.1856,-0.3758,53.8,0.0726,0.5,65.3,0.1096,-0.0949,65.3,0.0798,0.5388,8.2,0.0878,0.9816,6.7,0.0931,0.2805,8.2,0.1955
57366,00-0036158,J.K. Dobbins,DEN,6,False,1.0,-0.067393556346258,0.529401947249847,-0.067393556346258,62.0,60,357.0,0.2272,265.2,0.1848,1.0367,265.2,0.0772,0.1515,265.2,0.3695,0.2621,265.2,0.4944,0.2974,265.2,0.3109,0.9003,265.2,0.5289,0.8177,265.2,0.2782,-0.8318,238.9,0.3103,-1.1404,238.9,0.2408,-1.1763,33.8,0.2847,-1.083,28.6,0.3062,-0.5695,33.8,0.5014
62942,00-0037276,Ty Chandler,MIN,4,False,1.0,-0.06852299579498224,0.2402331280583874,-0.06852299579498224,61.9,61,158.0,-0.6927,61.7,0.0501,-0.4349,30.9,0.0096,-1.0365,61.7,0.1199,-1.4147,61.7,0.1852,0.2073,61.7,0.0949,-0.1555,61.7,0.207,-0.038,61.7,0.0822,0.3527,72.7,0.1204,-0.1786,72.7,0.088,0.5869,10.6,0.1106,0.595,9.7,0.1296,0.724,10.6,0.239
83659,00-0037258,Dameon Pierce,HST,4,False,1.0,-0.07677225382552334,0.5777046330657717,-0.07677225382552334,61.5,62,194.0,-0.3532,70.1,0.0565,-1.1652,44.8,0.0139,1.2118,70.1,0.1341,0.3905,70.1,0.2053,-1.5883,70.1,0.1065,0.2421,70.1,0.2287,-0.5016,70.1,0.0924,-0.4723,66.0,0.1106,-1.1528,66.0,0.0806,-0.5509,7.3,0.0796,-0.9651,5.0,0.0721,0.1875,7.3,0.1793
11937,00-0033293,Aaron Jones,MIN,9,False,1.0,-0.07832367579561139,0.4844155635569734,-0.07832367579561139,61.4,63,581.0,0.0931,334.2,0.2222,-0.3926,334.2,0.0953,-0.1636,334.2,0.4248,-0.7601,334.2,0.552,0.5306,334.2,0.3625,-0.2861,334.2,0.5858,0.409,334.2,0.3269,-0.2651,438.0,0.452,0.3182,438.0,0.3677,-0.1916,86.4,0.5044,0.0265,68.0,0.512,-0.332,86.4,0.7199
129574,00-0039738,Blake Corum,LA,2,True,0.9032592900145319,-0.13442655573808263,0.4148130866269121,-0.08129272278352843,61.3,64,229.0,1.1547,202.9,0.1478,0.9633,171.0,0.0511,-0.9467,202.9,0.3096,-0.4385,202.9,0.4279,1.3519,202.9,0.2566,0.1011,202.9,0.462,1.2133,202.9,0.2277,-1.4979,164.6,0.2367,-0.87,164.6,0.1794,-0.644,23.4,0.2161,-1.1326,16.9,0.2064,-1.3186,23.4,0.4104
40341,00-0036251,Zack Moss,CIN,6,False,1.0,-0.09123751448169178,1.0977283969744838,-0.09123751448169178,60.8,65,257.0,-0.7551,96.1,0.0759,0.9319,55.4,0.0172,-0.717,96.1,0.1751,-0.278,96.1,0.2615,-0.6775,96.1,0.1405,-0.1249,96.1,0.2891,-0.5891,96.1,0.1225,-0.5187,155.7,0.2268,0.016,155.7,0.1714,0.7464,25.4,0.2305,-0.003,20.8,0.2431,-0.5836,25.4,0.4308
129891,00-0040236,Kyle Monangai,CHI,1,True,0.8856722276741903,-0.14251761215034894,0.1752965832320097,-0.10618262317876423,60.0,66,190.0,0.0765,190.0,0.1397,-0.0785,190.0,0.0565,-0.3253,190.0,0.2957,-0.6055,190.0,0.4119,0.7502,190.0,0.2443,-0.2172,190.0,0.4457,0.3306,190.0,0.2164,-1.2324,256.0,0.3253,-0.2624,256.0,0.2537,-0.2104,34.0,0.2859,0.8576,23.0,0.262,-1.1954,34.0,0.5028
